Element 1: (2, (9, 3), ['.', 'F', '.', '.'], [(4, 12), (6, 6), (16, 12)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'South', (9, 2))
Element 2: (2, (9, 2), ['.', '.', '', '.'], [(5, 12), (5, 6), (17, 12)], [False, False, False, False], 96, False, [True, True, False, True], 1048, 'East', (10, 2))
Element 3: (2, (10, 2), ['', '%', '.', '.'], [(6, 12), (5, 5), (18, 12)], [False, True, False, False], 94, False, [False, False, True, True], 1087, 'East', (11, 2))
Element 4: (2, (11, 2), ['', '.', '.', '.'], [(7, 12), (4, 5), (18, 13)], [False, False, False, False], 92, False, [False, True, True, True], 1126, 'East', (12, 2))
Element 5: (2, (12, 2), ['', '.', '%', '.'], [(8, 12), (4, 6), (17, 13)], [False, False, True, False], 90, False, [False, True, False, True], 1165, 'East', (13, 2))
Element 6: (2, (13, 2), ['', '.', '.', '.'], [(9, 12), (3, 6), (16, 13)], [False, False, False, False], 88, False, [False, True, True, True], 1204, 'East', (14, 2))
Element 7: (2, (14, 2), ['', '.', '.', '%'], [(10, 12), (3, 7), (15, 13)], [False, False, False, True], 86, False, [False, True, True, False], 1243, 'North', (14, 3))
Element 8: (2, (14, 3), ['.', '', '.', '%'], [(11, 12), (2, 7), (15, 12)], [False, False, False, True], 84, False, [True, False, True, False], 1282, 'North', (14, 4))
Element 9: (2, (14, 4), ['.', '', '.', '.'], [(12, 12), (2, 8), (15, 13)], [False, False, False, False], 82, False, [True, False, True, True], 2301, 'East', (15, 4))
Element 10: (2, (15, 4), ['', '%', '.', '.'], [(13, 12), (1, 8), (14, 13)], [False, True, False, False], 80, False, [False, False, True, True], 3330, 'East', (16, 4))
Element 11: (2, (16, 4), ['', '.', '.', '.'], [(13, 11), (1, 7), (13, 13)], [False, False, False, False], 78, False, [False, True, True, True], 3369, 'East', (17, 4))
Element 12: (2, (17, 4), ['', '.', '.', '.'], [(12, 11), (1, 6), (12, 13)], [False, False, False, False], 76, False, [False, True, True, True], 3408, 'East', (18, 4))
Element 13: (2, (18, 4), ['', '.', '.', '%'], [(13, 11), (2, 6), (12, 12)], [False, False, False, True], 74, False, [False, True, True, False], 3427, 'North', (18, 5))
Element 14: (2, (18, 5), ['.', '', '%', '%'], [(12, 11), (2, 5), (13, 12)], [False, False, True, True], 72, False, [True, False, False, False], 3446, 'West', (17, 5))
Element 15: (2, (17, 5), ['.', '', '.', ''], [(12, 12), (3, 5), (13, 11)], [False, False, False, False], 70, False, [True, False, True, False], 3465, 'North', (17, 6))
Element 16: (2, (17, 6), ['.', '', '.', '%'], [(12, 13), (3, 4), (12, 11)], [False, False, False, True], 68, False, [True, False, True, False], 3484, 'North', (17, 7))
Element 17: (2, (17, 7), ['%', '', '%', '.'], [(13, 13), (4, 4), (13, 11)], [True, False, True, False], 66, False, [False, False, False, True], 3503, 'East', (18, 7))
Element 18: (2, (18, 7), ['', '%', '%', '%'], [(14, 13), (4, 3), (13, 12)], [False, True, True, True], 64, False, [False, False, False, False], 3522, 'West', (17, 7))
Element 19: (2, (17, 7), ['%', '', '%', ''], [(15, 13), (5, 3), (12, 12)], [True, False, True, False], 62, False, [False, False, False, False], 3531, 'South', (17, 6))
Element 20: (2, (17, 6), ['.', '', '', '%'], [(16, 13), (6, 3), (12, 11)], [False, False, False, True], 60, False, [True, False, False, False], 3540, 'West', (16, 6))
Element 21: (2, (16, 6), ['.', '.', '%', ''], [(17, 13), (7, 3), (12, 12)], [False, False, True, False], 58, False, [True, True, False, False], 3559, 'South', (16, 5))
Element 22: (2, (16, 5), ['.', '', '', ''], [(18, 13), (8, 3), (11, 12)], [False, False, False, False], 56, False, [True, False, False, False], 3578, 'West', (15, 5))
Element 23: (2, (15, 5), ['.', '', '.', ''], [(18, 12), (8, 4), (10, 12)], [False, False, False, False], 54, False, [True, False, True, False], 3597, 'North', (15, 6))
Element 24: (2, (15, 6), ['%', '', '.', ''], [(18, 11), (9, 4), (10, 13)], [True, False, False, False], 52, False, [False, False, True, False], 3636, 'North', (15, 7))
Element 25: (2, (15, 7), ['.', '', '.', '%'], [(18, 10), (10, 4), (9, 13)], [False, False, False, True], 50, False, [True, False, True, False], 3675, 'North', (15, 8))
Element 26: (2, (15, 8), ['.', '', '%', '%'], [(17, 10), (10, 5), (9, 12)], [False, False, True, True], 48, False, [True, False, False, False], 4694, 'West', (14, 8))
Element 27: (2, (14, 8), ['.', '.', '%', ''], [(17, 11), (9, 5), (8, 12)], [False, False, True, False], 46, False, [True, True, False, False], 4723, 'South', (14, 7))
Element 28: (2, (14, 7), ['%', '%', '', ''], [(16, 11), (9, 6), (7, 12)], [True, True, False, False], 44, False, [False, False, False, False], 4752, 'North', (14, 8))
Element 29: (2, (14, 8), ['.', '', '%', ''], [(16, 10), (9, 7), (7, 13)], [False, False, True, False], 42, False, [True, False, False, False], 4781, 'West', (13, 8))
Element 30: (2, (13, 8), ['%', '%', '%', ''], [(16, 9), (10, 7), (6, 13)], [True, True, True, False], 40, False, [False, False, False, False], 4820, 'East', (14, 8))
Element 31: (2, (14, 8), ['', '', '%', ''], [(17, 9), (10, 8), (5, 13)], [False, False, True, False], 38, False, [False, False, False, False], 4849, 'East', (15, 8))
Element 32: (2, (15, 8), ['', '', '%', '%'], [(16, 9), (9, 8), (4, 13)], [False, False, True, True], 36, False, [False, False, False, False], 4868, 'South', (15, 7))
Element 33: (2, (15, 7), ['', '', '', '%'], [(16, 10), (8, 8), (3, 13)], [False, False, False, True], 34, False, [False, False, False, False], 4887, 'West', (14, 7))
Element 34: (2, (14, 7), ['%', '%', '', ''], [(16, 11), (8, 9), (3, 12)], [True, True, False, False], 32, False, [False, False, False, False], 4896, 'East', (15, 7))
Element 35: (2, (15, 7), ['', '', '', '%'], [(16, 12), (7, 9), (2, 12)], [False, False, False, True], 30, False, [False, False, False, False], 4915, 'South', (15, 6))
Element 36: (2, (15, 6), ['%', '', '', ''], [(17, 12), (7, 8), (2, 11)], [True, False, False, False], 28, False, [False, False, False, False], 5924, 'South', (15, 5))
Element 37: #1#
