Element 1: (2, (10, 12), ['G', '%', '.', '.'], [(1, 12), (9, 12), (16, 3)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'East', (11, 12))
Element 2: (2, (11, 12), ['', '%', '%', '.'], [(1, 11), (9, 13), (17, 3)], [False, True, True, False], 96, False, [False, False, False, True], 1048, 'East', (12, 12))
Element 3: (2, (12, 12), ['', '.', '.', '.'], [(2, 11), (10, 13), (18, 3)], [False, False, False, False], 94, False, [False, True, True, True], 2077, 'East', (13, 12))
Element 4: (2, (13, 12), ['', '.', '.', '%'], [(2, 12), (10, 12), (18, 4)], [False, False, False, True], 92, False, [False, True, True, False], 2106, 'North', (13, 13))
Element 5: (2, (13, 13), ['.', '', '%', '.'], [(3, 12), (11, 12), (18, 5)], [False, False, True, False], 90, False, [True, False, False, True], 2135, 'East', (14, 13))
Element 6: (2, (14, 13), ['', '%', '%', '.'], [(4, 12), (12, 12), (17, 5)], [False, True, True, False], 88, False, [False, False, False, True], 2164, 'East', (15, 13))
Element 7: (2, (15, 13), ['', '.', '%', '.'], [(5, 12), (12, 13), (17, 6)], [False, False, True, False], 86, False, [False, True, False, True], 2203, 'East', (16, 13))
Element 8: (2, (16, 13), ['', '.', '%', '.'], [(6, 12), (13, 13), (17, 7)], [False, False, True, False], 84, False, [False, True, False, True], 2232, 'East', (17, 13))
Element 9: (2, (17, 13), ['', '.', '%', '.'], [(7, 12), (14, 13), (18, 7)], [False, False, True, False], 82, False, [False, True, False, True], 2261, 'East', (18, 13))
Element 10: (2, (18, 13), ['', '.', '%', '%'], [(7, 13), (15, 13), (17, 7)], [False, False, True, True], 80, False, [False, True, False, False], 2280, 'South', (18, 12))
Element 11: (2, (18, 12), ['.', '.', '', '%'], [(6, 13), (15, 12), (17, 6)], [False, False, False, True], 78, False, [True, True, False, False], 2309, 'South', (18, 11))
Element 12: (2, (18, 11), ['.', '.', '', '%'], [(5, 13), (16, 12), (16, 6)], [False, False, False, True], 76, False, [True, True, False, False], 2348, 'South', (18, 10))
Element 13: (2, (18, 10), ['.', '%', '', '%'], [(4, 13), (17, 12), (16, 5)], [False, True, False, True], 74, False, [True, False, False, False], 2387, 'West', (17, 10))
Element 14: (2, (17, 10), ['.', '.', 'G', ''], [(3, 13), (17, 11), (16, 4)], [False, False, False, False], 72, False, [True, True, False, False], 2426, 'South', (17, 9))
Element 15: (2, (17, 9), ['.', '%', '', '%'], [(4, 13), (16, 11), (17, 4)], [False, True, False, True], 70, False, [True, False, False, False], 2455, 'West', (16, 9))
Element 16: (2, (16, 9), ['%', '%', 'G', ''], [(5, 13), (16, 10), (16, 4)], [True, True, False, False], 68, False, [False, False, False, False], 2474, 'East', (17, 9))
Element 17: (2, (17, 9), ['', '%', 'G', '%'], [(6, 13), (17, 10), (15, 4)], [False, True, False, True], 66, False, [False, False, False, False], 2483, 'West', (16, 9))
Element 18: (2, (16, 9), ['%', '%', '', ''], [(7, 13), (18, 10), (15, 5)], [True, True, False, False], 64, False, [False, False, False, False], 2492, 'North', (16, 10))
Element 19: (2, (16, 10), ['%', '', '', ''], [(7, 12), (18, 11), (15, 6)], [True, False, False, False], 62, False, [False, False, False, False], 2501, 'North', (16, 11))
Element 20: (2, (16, 11), ['%', '', '', ''], [(8, 12), (18, 12), (15, 7)], [True, False, False, False], 60, False, [False, False, False, False], 2510, 'East', (17, 11))
Element 21: (2, (17, 11), ['', '', '', ''], [(9, 12), (18, 13), (15, 8)], [False, False, False, False], 58, False, [False, False, False, False], 2519, 'North', (17, 12))
Element 22: (2, (17, 12), ['', '', 'G', ''], [(10, 12), (17, 13), (14, 8)], [False, False, False, False], 56, False, [False, False, False, False], 2528, 'West', (16, 12))
Element 23: (2, (16, 12), ['', '', 'G', ''], [(11, 12), (16, 13), (14, 7)], [False, False, False, False], 54, False, [False, False, False, False], 2537, 'West', (15, 12))
Element 24: (2, (15, 12), ['%', '%', '', ''], [(12, 12), (17, 13), (14, 8)], [True, True, False, False], 52, False, [False, False, False, False], 2536, 'East', (16, 12))
Element 25: (2, (16, 12), ['', '', '', ''], [(12, 11), (18, 13), (13, 8)], [False, False, False, False], 50, False, [False, False, False, False], 2555, 'East', (17, 12))
Element 26: (2, (17, 12), ['', '', '', 'G'], [(13, 11), (18, 12), (14, 8)], [False, False, False, False], 48, False, [False, False, False, False], 2564, 'South', (17, 11))
Element 27: (2, (17, 11), ['', '', '', 'G'], [(13, 12), (18, 11), (15, 8)], [False, False, False, False], 46, False, [False, False, False, False], 2563, 'West', (16, 11))
Element 28: (2, (16, 11), ['%', '', '', ''], [(13, 13), (18, 10), (15, 7)], [True, False, False, False], 44, False, [False, False, False, False], 2562, 'North', (16, 12))
Element 29: (2, (16, 12), ['', '', '', ''], [(14, 13), (17, 10), (14, 7)], [False, False, False, False], 42, False, [False, False, False, False], 2561, 'South', (16, 11))
Element 30: (2, (16, 11), ['%', '', '', ''], [(15, 13), (17, 9), (15, 7)], [True, False, False, False], 40, False, [False, False, False, False], 2560, 'South', (16, 10))
Element 31: (2, (16, 10), ['%', 'G', '', ''], [(16, 13), (16, 9), (15, 6)], [True, False, False, False], 38, False, [False, False, False, False], 2559, 'East', (17, 10))
Element 32: (2, (17, 10), ['', 'G', '', ''], [(17, 13), (17, 9), (15, 5)], [False, False, False, False], 36, False, [False, False, False, False], 2558, 'East', (18, 10))
Element 33: (2, (18, 10), ['G', '%', '', '%'], [(18, 13), (17, 10), (14, 5)], [False, True, False, True], 34, False, [False, False, False, False], 2567, 'North', (18, 11))
Element 34: (2, (18, 11), ['', '', 'G', '%'], [(18, 12), (16, 10), (14, 4)], [False, False, False, True], 32, False, [False, False, False, False], 2576, 'West', (17, 11))
Element 35: (2, (17, 11), ['', '', '', 'G'], [(18, 11), (16, 9), (14, 3)], [False, False, False, False], 30, False, [False, False, False, False], 2585, 'West', (16, 11))
Element 36: (2, (16, 11), ['%', 'G', '', ''], [(18, 10), (16, 10), (14, 2)], [True, False, False, False], 28, False, [False, False, False, False], 2594, 'North', (16, 12))
Element 37: (2, (16, 12), ['', 'G', '', ''], [(17, 10), (16, 11), (14, 1)], [False, False, False, False], 26, False, [False, False, False, False], 2603, 'East', (17, 12))
Element 38: (2, (17, 12), ['', 'G', '', ''], [(17, 11), (16, 10), (15, 1)], [False, False, False, False], 24, False, [False, False, False, False], 2612, 'East', (18, 12))
Element 39: (2, (18, 12), ['G', '', '', '%'], [(17, 12), (16, 11), (14, 1)], [False, False, False, True], 22, False, [False, False, False, False], 2611, 'North', (18, 13))
Element 40: (2, (18, 13), ['', '', '%', '%'], [(16, 12), (17, 11), (13, 1)], [False, False, True, True], 20, False, [False, False, False, False], 2620, 'West', (17, 13))
Element 41: (2, (17, 13), ['', '', '%', ''], [(16, 11), (17, 10), (13, 2)], [False, False, True, False], 18, False, [False, False, False, False], 2629, 'South', (17, 12))
Element 42: (2, (17, 12), ['', 'G', '', ''], [(16, 10), (17, 11), (13, 3)], [False, False, False, False], 16, False, [False, False, False, False], 2638, 'North', (17, 13))
Element 43: (2, (17, 13), ['', 'G', '%', ''], [(16, 9), (17, 12), (13, 4)], [False, False, True, False], 14, False, [False, False, False, False], 2647, 'West', (16, 13))
Element 44: (2, (16, 13), ['', '', '%', ''], [(17, 9), (18, 12), (13, 5)], [False, False, True, False], 12, False, [False, False, False, False], 2656, 'South', (16, 12))
Element 45: (2, (16, 12), ['', '', '', 'G'], [(16, 9), (17, 12), (13, 6)], [False, False, False, False], 10, False, [False, False, False, False], 2665, 'North', (16, 13))
Element 46: (2, (16, 13), ['', '', '%', 'G'], [(16, 10), (17, 13), (12, 6)], [False, False, True, False], 8, False, [False, False, False, False], 2674, 'West', (15, 13))
Element 47: (2, (15, 13), ['', '', '%', ''], [(16, 11), (17, 12), (12, 5)], [False, False, True, False], 6, False, [False, False, False, False], 2683, 'South', (15, 12))
Element 48: (2, (15, 12), ['%', '%', '', 'G'], [(16, 12), (17, 11), (12, 4)], [True, True, False, False], 4, False, [False, False, False, False], 2692, 'North', (15, 13))
Element 49: (2, (15, 13), ['', 'G', '%', ''], [(15, 12), (16, 11), (11, 4)], [False, False, True, False], 2, False, [False, False, False, False], 2701, 'West', (14, 13))
Element 50: (2, (14, 13), ['', '%', '%', ''], [(15, 12), (16, 11), (11, 3)], [False, True, True, False], 0, False, [False, False, False, False], 2710, 'Stop', (14, 13))
Element 51: #0#
