Element 1: (1, (2, 12), ['.', 'F', '%', '.'], [(6, 13), (3, 7), (18, 12)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (2, 11))
Element 2: (1, (2, 11), ['F', '.', '', '%'], [(7, 13), (3, 6), (18, 13)], [False, False, False, True], 96, False, [False, True, False, False], 1038, 'West', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '.', ''], [(7, 12), (4, 6), (17, 13)], [True, False, False, False], 94, False, [False, True, True, False], 2067, 'North', (1, 12))
Element 4: (1, (1, 12), ['%', '', '.', ''], [(8, 12), (5, 6), (17, 12)], [True, False, False, False], 92, False, [False, False, True, False], 2106, 'North', (1, 13))
Element 5: (1, (1, 13), ['%', '', '%', '%'], [(9, 12), (6, 6), (17, 11)], [True, False, True, True], 90, False, [False, False, False, False], 2145, 'South', (1, 12))
Element 6: (1, (1, 12), ['%', '', '', ''], [(10, 12), (6, 5), (18, 11)], [True, False, False, False], 88, False, [False, False, False, False], 2174, 'South', (1, 11))
Element 7: (1, (1, 11), ['%', '.', '', ''], [(11, 12), (6, 4), (18, 10)], [True, False, False, False], 86, False, [False, True, False, False], 2203, 'South', (1, 10))
Element 8: (1, (1, 10), ['%', '%', '', '.'], [(12, 12), (6, 3), (17, 10)], [True, True, False, False], 84, False, [False, False, False, True], 2242, 'East', (2, 10))
Element 9: (1, (2, 10), ['', '%', '', '.'], [(13, 12), (7, 3), (17, 9)], [False, True, False, False], 82, False, [False, False, False, True], 2281, 'East', (3, 10))
Element 10: (1, (3, 10), ['', '%', '%', '.'], [(13, 13), (8, 3), (16, 9)], [False, True, True, False], 80, False, [False, False, False, True], 2320, 'East', (4, 10))
Element 11: (1, (4, 10), ['', '%', '.', '%'], [(14, 13), (9, 3), (16, 10)], [False, True, False, True], 78, False, [False, False, True, False], 2359, 'North', (4, 11))
Element 12: (1, (4, 11), ['%', '', '.', '.'], [(15, 13), (9, 2), (16, 11)], [True, False, False, False], 76, False, [False, False, True, True], 3388, 'East', (5, 11))
Element 13: (1, (5, 11), ['', '%', '.', '.'], [(16, 13), (10, 2), (16, 12)], [False, True, False, False], 74, False, [False, False, True, True], 3427, 'East', (6, 11))
Element 14: (1, (6, 11), ['', '%', '.', '%'], [(17, 13), (11, 2), (15, 12)], [False, True, False, True], 72, False, [False, False, True, False], 3456, 'North', (6, 12))
Element 15: (1, (6, 12), ['.', '', '', ''], [(18, 13), (12, 2), (15, 13)], [False, False, False, False], 70, False, [True, False, False, False], 3475, 'West', (5, 12))
Element 16: (1, (5, 12), ['.', '', '', ''], [(18, 12), (13, 2), (16, 13)], [False, False, False, False], 68, False, [True, False, False, False], 3494, 'West', (4, 12))
Element 17: (1, (4, 12), ['.', '', '.', ''], [(18, 11), (14, 2), (15, 13)], [False, False, False, False], 66, False, [True, False, True, False], 3513, 'North', (4, 13))
Element 18: (1, (4, 13), ['.', '', '%', ''], [(18, 10), (14, 3), (14, 13)], [False, False, True, False], 64, False, [True, False, False, False], 3532, 'West', (3, 13))
Element 19: (1, (3, 13), ['%', '.', '%', ''], [(17, 10), (14, 4), (13, 13)], [True, False, True, False], 62, False, [False, True, False, False], 3551, 'South', (3, 12))
