Element 1: (1, (5, 12), ['.', '.', '.', 'G'], [(10, 5), (6, 12), (8, 5)], [False, False, False, False], 98, False, [True, True, True, False], 999, 'North', (5, 13))
Element 22: (1, (17, 13), ['', '', '%', ''], [(15, 7), (16, 9), (7, 9)], [False, False, True, False], 56, False, [False, False, False, False], 1608, 'West', (16, 13))
Element 23: (1, (16, 13), ['', '', '%', ''], [(15, 8), (17, 9), (8, 9)], [False, False, True, False], 54, False, [False, False, False, False], 1627, 'East', (17, 13))
Element 24: (1, (17, 13), ['', '', '%', ''], [(14, 8), (16, 9), (8, 8)], [False, False, True, False], 52, False, [False, False, False, False], 1636, 'East', (18, 13))
Element 25: (1, (18, 13), ['', '', '%', '%'], [(14, 7), (16, 10), (7, 8)], [False, False, True, True], 50, False, [False, False, False, False], 1645, 'South', (18, 12))
Element 26: (1, (18, 12), ['', '', '', '%'], [(14, 8), (16, 11), (8, 8)], [False, False, False, True], 48, False, [False, False, False, False], 1644, 'South', (18, 11))
Element 27: (1, (18, 11), ['', '', '', '%'], [(13, 8), (16, 12), (9, 8)], [False, False, False, True], 46, False, [False, False, False, False], 1653, 'South', (18, 10))
Element 28: (1, (18, 10), ['', '%', '', '%'], [(14, 8), (17, 12), (10, 8)], [False, True, False, True], 44, False, [False, False, False, False], 1652, 'West', (17, 10))
Element 29: (1, (17, 10), ['', '', '', ''], [(15, 8), (16, 12), (10, 7)], [False, False, False, False], 42, False, [False, False, False, False], 1651, 'North', (17, 11))
Element 30: (1, (17, 11), ['', '', '', ''], [(15, 7), (15, 12), (9, 7)], [False, False, False, False], 40, False, [False, False, False, False], 1650, 'West', (16, 11))
Element 31: (1, (16, 11), ['%', '', 'G', ''], [(14, 7), (16, 12), (9, 8)], [True, False, False, False], 38, False, [False, False, False, False], 1649, 'South', (16, 10))
Element 32: (1, (16, 10), ['%', '', 'G', ''], [(15, 7), (16, 11), (9, 7)], [True, False, False, False], 36, False, [False, False, False, False], 1648, 'South', (16, 9))
Element 33: (1, (16, 9), ['%', '%', '', ''], [(15, 6), (17, 11), (9, 6)], [True, True, False, False], 34, False, [False, False, False, False], 1647, 'East', (17, 9))
Element 34: (1, (17, 9), ['', '%', '', '%'], [(15, 5), (17, 12), (9, 5)], [False, True, False, True], 32, False, [False, False, False, False], 1646, 'West', (16, 9))
Element 35: (1, (16, 9), ['%', '%', '', ''], [(14, 5), (17, 11), (9, 4)], [True, True, False, False], 30, False, [False, False, False, False], 1665, 'North', (16, 10))
Element 36: (1, (16, 10), ['%', '', '', 'G'], [(13, 5), (17, 10), (9, 3)], [True, False, False, False], 28, False, [False, False, False, False], 1684, 'North', (16, 11))
Element 37: (1, (16, 11), ['%', '', '', ''], [(13, 6), (17, 9), (9, 2)], [True, False, False, False], 26, False, [False, False, False, False], 2693, 'East', (17, 11))
Element 38: (1, (17, 11), ['', 'G', '', ''], [(12, 6), (17, 10), (10, 2)], [False, False, False, False], 24, False, [False, False, False, False], 2712, 'West', (16, 11))
Element 39: (1, (16, 11), ['%', 'G', '', ''], [(12, 5), (16, 10), (11, 2)], [True, False, False, False], 22, False, [False, False, False, False], 2731, 'South', (16, 10))
Element 40: (1, (16, 10), ['%', '', '', 'G'], [(12, 6), (17, 10), (12, 2)], [True, False, False, False], 20, False, [False, False, False, False], 2740, 'South', (16, 9))
Element 41: (1, (16, 9), ['%', '%', '', ''], [(11, 6), (18, 10), (13, 2)], [True, True, False, False], 18, False, [False, False, False, False], 2759, 'North', (16, 10))
Element 42: (1, (16, 10), ['%', '', '', ''], [(12, 6), (18, 11), (14, 2)], [True, False, False, False], 16, False, [False, False, False, False], 2768, 'East', (17, 10))
Element 43: (1, (17, 10), ['', '', 'G', ''], [(13, 6), (17, 11), (14, 3)], [False, False, False, False], 14, False, [False, False, False, False], 2777, 'East', (18, 10))
Element 44: (1, (18, 10), ['', '%', 'G', '%'], [(13, 5), (18, 11), (13, 3)], [False, True, False, True], 12, False, [False, False, False, False], 2786, 'West', (17, 10))
Element 45: (1, (17, 10), ['', '', '', ''], [(12, 5), (18, 12), (13, 4)], [False, False, False, False], 10, False, [False, False, False, False], 2785, 'North', (17, 11))
Element 46: (1, (17, 11), ['', '', 'G', ''], [(13, 5), (17, 12), (14, 4)], [False, False, False, False], 8, False, [False, False, False, False], 2784, 'East', (18, 11))
Element 47: (1, (18, 11), ['', '', 'G', '%'], [(14, 5), (18, 12), (15, 4)], [False, False, False, True], 6, False, [False, False, False, False], 2783, 'West', (17, 11))
Element 48: (1, (17, 11), ['', '', '', ''], [(15, 5), (18, 13), (16, 4)], [False, False, False, False], 4, False, [False, False, False, False], 2782, 'North', (17, 12))
Element 49: (1, (17, 12), ['', '', 'G', ''], [(16, 5), (17, 13), (16, 3)], [False, False, False, False], 2, False, [False, False, False, False], 2791, 'West', (16, 12))
Element 50: (1, (16, 12), ['', '', '', 'G'], [(16, 5), (17, 12), (17, 3)], [False, False, False, False], 0, False, [False, False, False, False], 2800, 'Stop', (16, 12))
Element 51: #0#
