Element 1: (1, (5, 12), ['.', '.', '.', 'G'], [(10, 5), (6, 12), (8, 5)], [False, False, False, False], 98, False, [True, True, True, False], 999, 'North', (5, 13))
Element 2: (1, (5, 13), ['.', '', '%', '.'], [(10, 4), (7, 12), (8, 6)], [False, False, True, False], 96, False, [True, False, False, True], 1038, 'East', (6, 13))
Element 3: (1, (6, 13), ['', '', '%', '.'], [(11, 4), (8, 12), (9, 6)], [False, False, True, False], 94, False, [False, False, False, True], 1077, 'East', (7, 13))
Element 4: (1, (7, 13), ['', '', '%', '%'], [(12, 4), (9, 12), (9, 7)], [False, False, True, True], 92, False, [False, False, False, False], 1116, 'South', (7, 12))
Element 5: (1, (7, 12), ['', '%', '', ''], [(13, 4), (10, 12), (10, 7)], [False, True, False, False], 90, False, [False, False, False, False], 1145, 'East', (8, 12))
Element 6: (1, (8, 12), ['', '%', '%', ''], [(14, 4), (11, 12), (10, 8)], [False, True, True, False], 88, False, [False, False, False, False], 1174, 'East', (9, 12))
Element 7: (1, (9, 12), ['', '%', '.', ''], [(15, 4), (12, 12), (9, 8)], [False, True, False, False], 86, False, [False, False, True, False], 1203, 'North', (9, 13))
Element 8: (1, (9, 13), ['%', '', '%', '.'], [(16, 4), (13, 12), (8, 8)], [True, False, True, False], 84, False, [False, False, False, True], 1242, 'East', (10, 13))
Element 9: (1, (10, 13), ['', '', '%', '%'], [(17, 4), (13, 13), (8, 9)], [False, False, True, True], 82, False, [False, False, False, False], 1281, 'South', (10, 12))
Element 10: (1, (10, 12), ['', '%', '', ''], [(18, 4), (14, 13), (7, 9)], [False, True, False, False], 80, False, [False, False, False, False], 1310, 'East', (11, 12))
Element 11: (1, (11, 12), ['', '%', '%', ''], [(18, 5), (15, 13), (7, 8)], [False, True, True, False], 78, False, [False, False, False, False], 1339, 'East', (12, 12))
Element 12: (1, (12, 12), ['', '.', '.', ''], [(17, 5), (16, 13), (6, 8)], [False, False, False, False], 76, False, [False, True, True, False], 1368, 'North', (12, 13))
Element 13: (1, (12, 13), ['%', '', '%', ''], [(17, 6), (17, 13), (6, 9)], [True, False, True, False], 74, False, [False, False, False, False], 1407, 'East', (13, 13))
Element 14: (1, (13, 13), ['', '', '%', ''], [(17, 7), (18, 13), (6, 8)], [False, False, True, False], 72, False, [False, False, False, False], 1426, 'East', (14, 13))
Element 15: (1, (14, 13), ['', '%', '%', ''], [(18, 7), (18, 12), (5, 8)], [False, True, True, False], 70, False, [False, False, False, False], 1455, 'East', (15, 13))
Element 16: (1, (15, 13), ['', '.', '%', ''], [(17, 7), (18, 11), (4, 8)], [False, False, True, False], 68, False, [False, True, False, False], 1474, 'South', (15, 12))
Element 17: (1, (15, 12), ['%', '%', '', '.'], [(17, 6), (18, 10), (5, 8)], [True, True, False, False], 66, False, [False, False, False, True], 1493, 'East', (16, 12))
Element 18: (1, (16, 12), ['', '.', '', '.'], [(16, 6), (17, 10), (6, 8)], [False, False, False, False], 64, False, [False, True, False, True], 1522, 'East', (17, 12))
Element 19: (1, (17, 12), ['', 'G', '', ''], [(16, 5), (17, 11), (7, 8)], [False, False, False, False], 62, False, [False, False, False, False], 1551, 'East', (18, 12))
Element 20: (1, (18, 12), ['', '', '', '%'], [(15, 5), (16, 11), (7, 9)], [False, False, False, True], 60, False, [False, False, False, False], 1570, 'North', (18, 13))
Element 21: (1, (18, 13), ['', '', '%', '%'], [(15, 6), (16, 10), (6, 9)], [False, False, True, True], 58, False, [False, False, False, False], 1589, 'West', (17, 13))
