Element 1: (2, (17, 12), ['.', '.', '.', 'G'], [(17, 5), (6, 8), (18, 12)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'North', (17, 13))
Element 2: (2, (17, 13), ['.', '', '%', 'G'], [(18, 5), (7, 8), (18, 13)], [False, False, True, False], 96, False, [True, False, False, False], 58, 'West', (16, 13))
Element 3: (2, (16, 13), ['.', '.', '%', 'G'], [(18, 4), (8, 8), (17, 13)], [False, False, True, False], 94, False, [True, True, False, False], 87, 'South', (16, 12))
Element 4: (2, (16, 12), ['.', '.', '', 'G'], [(18, 3), (9, 8), (17, 12)], [False, False, False, False], 92, False, [True, True, False, False], 116, 'South', (16, 11))
Element 5: (2, (16, 11), ['%', '.', '', 'G'], [(17, 3), (10, 8), (17, 11)], [True, False, False, False], 90, False, [False, True, False, False], 155, 'South', (16, 10))
Element 6: (2, (16, 10), ['%', '.', '', '.'], [(17, 4), (10, 7), (18, 11)], [True, False, False, False], 88, False, [False, True, False, True], 194, 'East', (17, 10))
Element 7: (2, (17, 10), ['', '.', '', 'G'], [(16, 4), (9, 7), (18, 10)], [False, False, False, False], 86, False, [False, True, False, False], 233, 'South', (17, 9))
Element 8: (2, (17, 9), ['.', '%', 'G', '%'], [(16, 3), (9, 6), (17, 10)], [False, True, False, True], 84, False, [True, False, False, False], 262, 'West', (16, 9))
Element 9: (2, (16, 9), ['%', '%', '', 'G'], [(16, 4), (9, 5), (17, 9)], [True, True, False, False], 82, False, [False, False, False, False], 281, 'North', (16, 10))
Element 10: (2, (16, 10), ['%', 'G', '', ''], [(15, 4), (10, 5), (16, 9)], [True, False, False, False], 80, False, [False, False, False, False], 1290, 'East', (17, 10))
Element 11: (2, (17, 10), ['G', '', '', ''], [(15, 5), (10, 4), (16, 10)], [False, False, False, False], 78, False, [False, False, False, False], 1309, 'North', (17, 11))
Element 12: (2, (17, 11), ['G', '', '', ''], [(15, 6), (11, 4), (16, 11)], [False, False, False, False], 76, False, [False, False, False, False], 1328, 'East', (18, 11))
Element 13: (2, (18, 11), ['', '', '', '%'], [(16, 6), (12, 4), (16, 12)], [False, False, False, True], 74, False, [False, False, False, False], 1347, 'North', (18, 12))
Element 14: (2, (18, 12), ['', '', '', '%'], [(17, 6), (13, 4), (15, 12)], [False, False, False, True], 72, False, [False, False, False, False], 1376, 'North', (18, 13))
Element 15: (2, (18, 13), ['', '', '%', '%'], [(17, 7), (14, 4), (15, 13)], [False, False, True, True], 70, False, [False, False, False, False], 1405, 'South', (18, 12))
Element 16: (2, (18, 12), ['', '', '', '%'], [(18, 7), (14, 5), (14, 13)], [False, False, False, True], 68, False, [False, False, False, False], 1434, 'South', (18, 11))
Element 17: (2, (18, 11), ['', '', '', '%'], [(17, 7), (13, 5), (13, 13)], [False, False, False, True], 66, False, [False, False, False, False], 1453, 'South', (18, 10))
Element 18: (2, (18, 10), ['', '%', '', '%'], [(17, 6), (13, 6), (13, 12)], [False, True, False, True], 64, False, [False, False, False, False], 1472, 'North', (18, 11))
Element 19: (2, (18, 11), ['', '', '', '%'], [(16, 6), (12, 6), (13, 11)], [False, False, False, True], 62, False, [False, False, False, False], 1491, 'West', (17, 11))
