Element 1: (2, (9, 10), ['%', '%', '%', '.'], [(17, 12), (4, 1), (13, 1)], [True, True, True, False], 98, False, [False, False, False, True], 19, 'East', (10, 10))
Element 2: (2, (10, 10), ['', '%', '%', '%'], [(18, 12), (5, 1), (14, 1)], [False, True, True, True], 96, False, [False, False, False, False], 58, 'West', (9, 10))
Element 3: (2, (9, 10), ['%', '%', '%', ''], [(18, 13), (6, 1), (15, 1)], [True, True, True, False], 94, False, [False, False, False, False], 87, 'Stop', (9, 10))
Element 4: (2, (9, 10), ['%', '%', '%', ''], [(17, 13), (7, 1), (14, 1)], [True, True, True, False], 92, False, [False, False, False, False], 106, 'East', (10, 10))
Element 5: (2, (10, 10), ['', '%', '%', '%'], [(16, 13), (8, 1), (14, 2)], [False, True, True, True], 90, False, [False, False, False, False], 135, 'West', (9, 10))
Element 6: (2, (9, 10), ['%', '%', '%', ''], [(15, 13), (9, 1), (14, 3)], [True, True, True, False], 88, False, [False, False, False, False], 164, 'Stop', (9, 10))
Element 7: (2, (9, 10), ['%', '%', '%', ''], [(15, 12), (9, 2), (14, 4)], [True, True, True, False], 86, False, [False, False, False, False], 1183, 'East', (10, 10))
Element 8: (2, (10, 10), ['', '%', '%', '%'], [(15, 13), (10, 2), (15, 4)], [False, True, True, True], 84, False, [False, False, False, False], 1202, 'West', (9, 10))
Element 9: (2, (9, 10), ['%', '%', '%', ''], [(14, 13), (11, 2), (16, 4)], [True, True, True, False], 82, False, [False, False, False, False], 1231, 'Stop', (9, 10))
Element 10: (2, (9, 10), ['%', '%', '%', ''], [(13, 13), (12, 2), (17, 4)], [True, True, True, False], 80, False, [False, False, False, False], 1260, 'East', (10, 10))
Element 11: (2, (10, 10), ['', '%', '%', '%'], [(13, 12), (13, 2), (18, 4)], [False, True, True, True], 78, False, [False, False, False, False], 1289, 'West', (9, 10))
Element 12: (2, (9, 10), ['%', '%', '%', ''], [(13, 11), (13, 3), (18, 5)], [True, True, True, False], 76, False, [False, False, False, False], 1318, 'Stop', (9, 10))
Element 13: (2, (9, 10), ['%', '%', '%', ''], [(12, 11), (13, 4), (17, 5)], [True, True, True, False], 74, False, [False, False, False, False], 1347, 'East', (10, 10))
Element 14: (2, (10, 10), ['', '%', '%', '%'], [(12, 12), (13, 5), (17, 6)], [False, True, True, True], 72, False, [False, False, False, False], 1376, 'West', (9, 10))
Element 15: (2, (9, 10), ['%', '%', '%', ''], [(12, 13), (14, 5), (17, 7)], [True, True, True, False], 70, False, [False, False, False, False], 1405, 'Stop', (9, 10))
Element 16: (2, (9, 10), ['%', '%', '%', ''], [(12, 12), (15, 5), (18, 7)], [True, True, True, False], 68, False, [False, False, False, False], 1424, 'East', (10, 10))
Element 17: (2, (10, 10), ['', '%', '%', '%'], [(11, 12), (16, 5), (17, 7)], [False, True, True, True], 66, False, [False, False, False, False], 1443, 'West', (9, 10))
Element 18: (2, (9, 10), ['%', '%', '%', ''], [(10, 12), (16, 6), (17, 6)], [True, True, True, False], 64, False, [False, False, False, False], 1462, 'Stop', (9, 10))
Element 19: (2, (9, 10), ['%', '%', '%', ''], [(10, 13), (15, 6), (17, 5)], [True, True, True, False], 62, False, [False, False, False, False], 1481, 'East', (10, 10))
Element 20: (2, (10, 10), ['', '%', '%', '%'], [(9, 13), (15, 7), (17, 6)], [False, True, True, True], 60, False, [False, False, False, False], 1500, 'West', (9, 10))
Element 21: (2, (9, 10), ['%', '%', '%', ''], [(9, 12), (15, 8), (17, 5)], [True, True, True, False], 58, False, [False, False, False, False], 1519, 'Stop', (9, 10))
Element 22: (2, (9, 10), ['%', '%', '%', ''], [(8, 12), (14, 8), (16, 5)], [True, True, True, False], 56, False, [False, False, False, False], 1538, 'East', (10, 10))
Element 23: (2, (10, 10), ['', '%', '%', '%'], [(7, 12), (14, 7), (16, 6)], [False, True, True, True], 54, False, [False, False, False, False], 1557, 'West', (9, 10))
Element 24: (2, (9, 10), ['%', '%', '%', ''], [(7, 13), (14, 8), (15, 6)], [True, True, True, False], 52, False, [False, False, False, False], 1566, 'Stop', (9, 10))
Element 25: (2, (9, 10), ['%', '%', '%', ''], [(6, 13), (13, 8), (15, 7)], [True, True, True, False], 50, False, [False, False, False, False], 1585, 'East', (10, 10))
Element 26: (2, (10, 10), ['', '%', '%', '%'], [(6, 12), (14, 8), (15, 8)], [False, True, True, True], 48, False, [False, False, False, False], 1594, 'West', (9, 10))
Element 27: (2, (9, 10), ['%', '%', '%', ''], [(6, 11), (15, 8), (15, 7)], [True, True, True, False], 46, False, [False, False, False, False], 1603, 'Stop', (9, 10))
Element 28: (2, (9, 10), ['%', '%', '%', ''], [(5, 11), (15, 7), (14, 7)], [True, True, True, False], 44, False, [False, False, False, False], 1612, 'East', (10, 10))
Element 29: (2, (10, 10), ['', '%', '%', '%'], [(5, 12), (14, 7), (14, 8)], [False, True, True, True], 42, False, [False, False, False, False], 1621, 'West', (9, 10))
Element 30: (2, (9, 10), ['%', '%', '%', ''], [(5, 13), (15, 7), (13, 8)], [True, True, True, False], 40, False, [False, False, False, False], 1630, 'Stop', (9, 10))
Element 31: (2, (9, 10), ['%', '%', '%', ''], [(4, 13), (15, 6), (14, 8)], [True, True, True, False], 38, False, [False, False, False, False], 1639, 'East', (10, 10))
Element 32: (2, (10, 10), ['', '%', '%', '%'], [(4, 12), (16, 6), (14, 7)], [False, True, True, True], 36, False, [False, False, False, False], 1648, 'West', (9, 10))
Element 33: (2, (9, 10), ['%', '%', '%', ''], [(4, 11), (17, 6), (15, 7)], [True, True, True, False], 34, False, [False, False, False, False], 1657, 'Stop', (9, 10))
Element 34: (2, (9, 10), ['%', '%', '%', ''], [(4, 10), (17, 7), (15, 6)], [True, True, True, False], 32, False, [False, False, False, False], 1666, 'East', (10, 10))
Element 35: (2, (10, 10), ['', '%', '%', '%'], [(3, 10), (18, 7), (15, 5)], [False, True, True, True], 30, False, [False, False, False, False], 1675, 'West', (9, 10))
Element 36: (2, (9, 10), ['%', '%', '%', ''], [(2, 10), (17, 7), (14, 5)], [True, True, True, False], 28, False, [False, False, False, False], 1684, 'Stop', (9, 10))
Element 37: (2, (9, 10), ['%', '%', '%', ''], [(2, 11), (17, 6), (13, 5)], [True, True, True, False], 26, False, [False, False, False, False], 2683, 'East', (10, 10))
Element 38: (2, (10, 10), ['', '%', '%', '%'], [(1, 11), (17, 5), (13, 6)], [False, True, True, True], 24, False, [False, False, False, False], 3692, 'West', (9, 10))
