Element 1: (0, (1, 13), ['%', '.', '%', '%'], [(1, 10), (7, 2), (18, 1)], [True, False, True, True], 98, False, [False, True, False, False], 0, 'South', (1, 12))
Element 23: (0, (18, 10), ['.', '%', '', '%'], [(14, 13), (16, 5), (17, 1)], [False, True, False, True], 54, False, [True, False, False, False], 3508, 'West', (17, 10))
Element 24: (0, (17, 10), ['.', '.', '.', ''], [(15, 13), (15, 5), (18, 1)], [False, False, False, False], 52, False, [True, True, True, False], 3527, 'North', (17, 11))
Element 25: (0, (17, 11), ['.', '', '.', ''], [(15, 12), (15, 6), (18, 1)], [False, False, False, False], 50, False, [True, False, True, False], 3556, 'North', (17, 12))
Element 26: (0, (17, 12), ['G', '', '', ''], [(16, 12), (15, 7), (17, 1)], [False, False, False, False], 48, False, [False, False, False, False], 3585, 'South', (17, 11))
Element 27: (0, (17, 11), ['G', '', '', ''], [(16, 11), (15, 8), (18, 1)], [False, False, False, False], 46, False, [False, False, False, False], 3604, 'South', (17, 10))
Element 28: (0, (17, 10), ['G', '.', '', ''], [(16, 10), (14, 8), (18, 1)], [False, False, False, False], 44, False, [False, True, False, False], 3623, 'North', (17, 11))
Element 29: (0, (17, 11), ['', '', '', ''], [(16, 9), (14, 7), (17, 1)], [False, False, False, False], 42, False, [False, False, False, False], 3642, 'South', (17, 10))
Element 30: (0, (17, 10), ['', 'G', '', ''], [(17, 9), (14, 8), (18, 1)], [False, False, False, False], 40, False, [False, False, False, False], 3651, 'West', (16, 10))
Element 31: (0, (16, 10), ['%', '', '', 'G'], [(17, 10), (13, 8), (18, 1)], [True, False, False, False], 38, False, [False, False, False, False], 3660, 'North', (16, 11))
Element 32: (0, (16, 11), ['%', '', '', ''], [(18, 10), (14, 8), (17, 1)], [True, False, False, False], 36, False, [False, False, False, False], 3659, 'North', (16, 12))
Element 33: (0, (16, 12), ['', '', '', ''], [(18, 11), (15, 8), (18, 1)], [False, False, False, False], 34, False, [False, False, False, False], 3658, 'West', (15, 12))
Element 34: (0, (15, 12), ['%', '%', '', ''], [(18, 12), (15, 7), (18, 1)], [True, True, False, False], 32, False, [False, False, False, False], 3657, 'East', (16, 12))
Element 35: (0, (16, 12), ['', '', '', ''], [(18, 13), (14, 7), (17, 1)], [False, False, False, False], 30, False, [False, False, False, False], 3656, 'South', (16, 11))
Element 36: (0, (16, 11), ['%', '', '', ''], [(17, 13), (15, 7), (18, 1)], [True, False, False, False], 28, False, [False, False, False, False], 3655, 'South', (16, 10))
Element 37: (0, (16, 10), ['%', '', '', ''], [(17, 12), (15, 6), (18, 1)], [True, False, False, False], 26, False, [False, False, False, False], 3654, 'South', (16, 9))
Element 38: (0, (16, 9), ['%', '%', '', ''], [(17, 11), (15, 5), (17, 1)], [True, True, False, False], 24, False, [False, False, False, False], 3653, 'East', (17, 9))
Element 39: (0, (17, 9), ['', '%', '', '%'], [(17, 12), (14, 5), (18, 1)], [False, True, False, True], 22, False, [False, False, False, False], 3662, 'West', (16, 9))
Element 40: (0, (16, 9), ['%', '%', '', ''], [(17, 13), (13, 5), (18, 1)], [True, True, False, False], 20, False, [False, False, False, False], 3671, 'North', (16, 10))
Element 41: (0, (16, 10), ['%', '', '', ''], [(16, 13), (13, 6), (17, 1)], [True, False, False, False], 18, False, [False, False, False, False], 3680, 'East', (17, 10))
Element 42: (0, (17, 10), ['', '', '', ''], [(17, 13), (12, 6), (18, 1)], [False, False, False, False], 16, False, [False, False, False, False], 3689, 'West', (16, 10))
Element 43: (0, (16, 10), ['%', '', '', ''], [(18, 13), (12, 5), (18, 1)], [True, False, False, False], 14, False, [False, False, False, False], 3698, 'East', (17, 10))
Element 44: (0, (17, 10), ['', '', '', ''], [(18, 12), (12, 4), (17, 1)], [False, False, False, False], 12, False, [False, False, False, False], 3707, 'East', (18, 10))
Element 45: (0, (18, 10), ['', '%', '', '%'], [(17, 12), (13, 4), (18, 1)], [False, True, False, True], 10, False, [False, False, False, False], 3716, 'North', (18, 11))
Element 46: (0, (18, 11), ['', '', 'G', '%'], [(18, 12), (13, 3), (18, 1)], [False, False, False, True], 8, False, [False, False, False, False], 3725, 'West', (17, 11))
Element 47: (0, (17, 11), ['', '', '', 'G'], [(18, 11), (13, 4), (17, 1)], [False, False, False, False], 6, False, [False, False, False, False], 3724, 'West', (16, 11))
Element 48: (0, (16, 11), ['%', '', '', 'G'], [(17, 11), (12, 4), (18, 1)], [True, False, False, False], 4, False, [False, False, False, False], 3723, 'North', (16, 12))
Element 49: (0, (16, 12), ['', '', '', ''], [(18, 11), (11, 4), (18, 1)], [False, False, False, False], 2, False, [False, False, False, False], 3732, 'East', (17, 12))
Element 50: (0, (17, 12), ['', '', '', ''], [(18, 10), (11, 3), (17, 1)], [False, False, False, False], 0, False, [False, False, False, False], 3741, 'Stop', (17, 12))
Element 51: #0#
