Element 1: (3, (9, 5), ['.', '.', '.', 'F'], [(11, 4), (4, 5), (4, 11)], [False, False, False, False], 98, False, [True, True, True, False], 29, 'East', (10, 5))
Element 2: (3, (10, 5), ['', '.', '%', '%'], [(12, 4), (5, 5), (5, 11)], [False, False, True, True], 96, False, [False, True, False, False], 1058, 'South', (10, 4))
Element 3: (3, (10, 4), ['.', '.', '', ''], [(13, 4), (6, 5), (6, 11)], [False, False, False, False], 94, False, [True, True, False, False], 1097, 'South', (10, 3))
Element 4: (3, (10, 3), ['.', '.', '', ''], [(14, 4), (6, 6), (6, 12)], [False, False, False, False], 92, False, [True, True, False, False], 1136, 'South', (10, 2))
Element 5: (3, (10, 2), ['F', '%', '', '.'], [(15, 4), (5, 6), (7, 12)], [False, True, False, False], 90, False, [False, False, False, True], 1175, 'West', (9, 2))
Element 6: (3, (9, 2), ['.', '.', '.', ''], [(16, 4), (4, 6), (8, 12)], [False, False, False, False], 88, False, [True, True, True, False], 2204, 'North', (9, 3))
Element 7: (3, (9, 3), ['.', '', '.', ''], [(17, 4), (3, 6), (9, 12)], [False, False, False, False], 86, False, [True, False, True, False], 2243, 'North', (9, 4))
Element 8: (3, (9, 4), ['.', '', '', ''], [(18, 4), (3, 7), (10, 12)], [False, False, False, False], 84, False, [True, False, False, False], 2282, 'West', (8, 4))
Element 9: (3, (8, 4), ['%', '.', '.', ''], [(18, 5), (2, 7), (11, 12)], [True, False, False, False], 82, False, [False, True, True, False], 2321, 'North', (8, 5))
Element 10: (3, (8, 5), ['%', '', '.', ''], [(17, 5), (2, 8), (12, 12)], [True, False, False, False], 80, False, [False, False, True, False], 3350, 'North', (8, 6))
Element 11: (3, (8, 6), ['%', '', '%', '.'], [(17, 6), (1, 8), (13, 12)], [True, False, True, False], 78, False, [False, False, False, True], 4379, 'East', (9, 6))
Element 12: (3, (9, 6), ['', '', '.', '%'], [(17, 7), (1, 7), (13, 13)], [False, False, False, True], 76, False, [False, False, True, False], 4418, 'North', (9, 7))
Element 13: (3, (9, 7), ['%', '', '.', '.'], [(18, 7), (1, 6), (14, 13)], [True, False, False, False], 74, False, [False, False, True, True], 4457, 'East', (10, 7))
Element 14: (3, (10, 7), ['', '%', '.', '%'], [(17, 7), (2, 6), (15, 13)], [False, True, False, True], 72, False, [False, False, True, False], 4486, 'North', (10, 8))
Element 15: (3, (10, 8), ['.', '', '%', '%'], [(17, 6), (2, 5), (16, 13)], [False, False, True, True], 70, False, [True, False, False, False], 4515, 'West', (9, 8))
Element 16: (3, (9, 8), ['.', '', '%', ''], [(16, 6), (2, 4), (17, 13)], [False, False, True, False], 68, False, [True, False, False, False], 4554, 'West', (8, 8))
Element 17: (3, (8, 8), ['.', '%', '.', ''], [(16, 5), (3, 4), (18, 13)], [False, True, False, False], 66, False, [True, False, True, False], 4593, 'North', (8, 9))
Element 18: (3, (8, 9), ['.', '', '%', '%'], [(15, 5), (4, 4), (18, 12)], [False, False, True, True], 64, False, [True, False, False, False], 4632, 'West', (7, 9))
Element 19: (3, (7, 9), ['.', '.', '%', ''], [(15, 6), (4, 3), (18, 11)], [False, False, True, False], 62, False, [True, True, False, False], 4671, 'South', (7, 8))
Element 20: (3, (7, 8), ['.', '%', '', ''], [(15, 7), (5, 3), (18, 10)], [False, True, False, False], 60, False, [True, False, False, False], 4710, 'West', (6, 8))
Element 21: (3, (6, 8), ['.', '%', '.', ''], [(15, 8), (6, 3), (17, 10)], [False, True, False, False], 58, False, [True, False, True, False], 4749, 'North', (6, 9))
Element 22: (3, (6, 9), ['%', '', '%', ''], [(14, 8), (7, 3), (17, 11)], [True, False, True, False], 56, False, [False, False, False, False], 4788, 'South', (6, 8))
Element 23: (3, (6, 8), ['.', '%', '', ''], [(14, 7), (8, 3), (17, 12)], [False, True, False, False], 54, False, [True, False, False, False], 4817, 'West', (5, 8))
Element 24: (3, (5, 8), ['.', '%', '%', ''], [(14, 8), (8, 2), (16, 12)], [False, True, True, False], 52, False, [True, False, False, False], 4846, 'West', (4, 8))
Element 25: (3, (4, 8), ['%', '%', '%', ''], [(13, 8), (8, 1), (16, 11)], [True, True, True, False], 50, False, [False, False, False, False], 4885, 'East', (5, 8))
Element 26: (3, (5, 8), ['', '%', '%', ''], [(14, 8), (9, 1), (16, 10)], [False, True, True, False], 48, False, [False, False, False, False], 4904, 'East', (6, 8))
Element 27: (3, (6, 8), ['', '%', '', ''], [(15, 8), (9, 2), (16, 9)], [False, True, False, False], 46, False, [False, False, False, False], 4913, 'East', (7, 8))
Element 28: (3, (7, 8), ['', '%', '', ''], [(15, 7), (10, 2), (17, 9)], [False, True, False, False], 44, False, [False, False, False, False], 4922, 'North', (7, 9))
Element 29: (3, (7, 9), ['', '', '%', ''], [(14, 7), (11, 2), (16, 9)], [False, False, True, False], 42, False, [False, False, False, False], 4931, 'West', (6, 9))
Element 30: (3, (6, 9), ['%', '', '%', ''], [(15, 7), (12, 2), (16, 10)], [True, False, True, False], 40, False, [False, False, False, False], 4940, 'East', (7, 9))
Element 31: (3, (7, 9), ['', '', '%', ''], [(15, 6), (13, 2), (16, 11)], [False, False, True, False], 38, False, [False, False, False, False], 4949, 'East', (8, 9))
Element 32: (3, (8, 9), ['', '', '%', '%'], [(15, 5), (14, 2), (16, 12)], [False, False, True, True], 36, False, [False, False, False, False], 4958, 'South', (8, 8))
Element 33: (3, (8, 8), ['', '%', '', ''], [(14, 5), (14, 3), (15, 12)], [False, True, False, False], 34, False, [False, False, False, False], 4987, 'West', (7, 8))
Element 34: (3, (7, 8), ['', '%', '', ''], [(13, 5), (13, 3), (16, 12)], [False, True, False, False], 32, False, [False, False, False, False], 5006, 'East', (8, 8))
Element 35: (3, (8, 8), ['', '%', '', ''], [(13, 6), (13, 4), (17, 12)], [False, True, False, False], 30, False, [False, False, False, False], 5015, 'East', (9, 8))
