Element 1: (0, (8, 1), ['.', '%', 'G', '.'], [(6, 9), (8, 2), (12, 12)], [False, True, False, False], 98, False, [True, False, False, True], 0, 'East', (9, 1))
Element 2: (0, (9, 1), ['', '%', 'G', '%'], [(7, 9), (9, 2), (13, 12)], [False, True, False, True], 96, False, [False, False, False, False], 1029, 'West', (8, 1))
Element 3: (0, (8, 1), ['.', '%', '', ''], [(8, 9), (10, 2), (13, 13)], [False, True, False, False], 94, False, [True, False, False, False], 1058, 'West', (7, 1))
Element 4: (0, (7, 1), ['.', '%', '.', ''], [(8, 8), (11, 2), (14, 13)], [False, True, False, False], 92, False, [True, False, True, False], 1097, 'North', (7, 2))
Element 5: (0, (7, 2), ['.', '', '.', ''], [(9, 8), (12, 2), (15, 13)], [False, False, False, False], 90, False, [True, False, True, False], 1136, 'North', (7, 3))
Element 6: (0, (7, 3), ['.', '', '%', '.'], [(10, 8), (13, 2), (16, 13)], [False, False, True, False], 88, False, [True, False, False, True], 1175, 'East', (8, 3))
Element 7: (0, (8, 3), ['', '', '.', '.'], [(10, 7), (14, 2), (17, 13)], [False, False, False, False], 86, False, [False, False, True, True], 1214, 'East', (9, 3))
Element 8: (0, (9, 3), ['', '', '.', '.'], [(9, 7), (14, 3), (18, 13)], [False, False, False, False], 84, False, [False, False, True, True], 1253, 'East', (10, 3))
Element 9: (0, (10, 3), ['', '', '.', '.'], [(9, 6), (14, 4), (18, 12)], [False, False, False, False], 82, False, [False, False, True, True], 1292, 'East', (11, 3))
Element 10: (0, (11, 3), ['', '', '.', '%'], [(9, 5), (15, 4), (18, 11)], [False, False, False, True], 80, False, [False, False, True, False], 1331, 'North', (11, 4))
Element 11: (0, (11, 4), ['.', '', '%', '.'], [(10, 5), (16, 4), (18, 10)], [False, False, True, False], 78, False, [True, False, False, True], 2360, 'East', (12, 4))
Element 12: (0, (12, 4), ['', '%', '.', '.'], [(10, 4), (17, 4), (17, 10)], [False, True, False, False], 76, False, [False, False, True, True], 2399, 'East', (13, 4))
Element 13: (0, (13, 4), ['', '.', '.', ''], [(9, 4), (18, 4), (17, 11)], [False, False, False, False], 74, False, [False, True, True, False], 2438, 'North', (13, 5))
Element 14: (0, (13, 5), ['.', '', '.', '.'], [(8, 4), (18, 5), (17, 12)], [False, False, False, False], 72, False, [True, False, True, True], 2477, 'East', (14, 5))
Element 15: (0, (14, 5), ['', '', '%', '.'], [(8, 5), (17, 5), (16, 12)], [False, False, True, False], 70, False, [False, False, False, True], 2516, 'East', (15, 5))
Element 16: (0, (15, 5), ['', '', '.', '.'], [(8, 6), (17, 6), (16, 11)], [False, False, False, False], 68, False, [False, False, True, True], 2555, 'East', (16, 5))
Element 17: (0, (16, 5), ['', '', '.', ''], [(8, 5), (17, 7), (16, 10)], [False, False, False, False], 66, False, [False, False, True, False], 2584, 'North', (16, 6))
Element 18: (0, (16, 6), ['.', '', '%', ''], [(8, 4), (18, 7), (16, 9)], [False, False, True, False], 64, False, [True, False, False, False], 2613, 'West', (15, 6))
