Element 1: (0, (2, 7), ['.', '.', 'F', '.'], [(1, 1), (5, 5), (6, 6)], [False, False, False, False], 98, False, [True, True, False, True], 0, 'North', (2, 8))
Element 2: (0, (2, 8), ['F', '', '%', '%'], [(2, 1), (6, 5), (5, 6)], [False, False, True, True], 96, False, [False, False, False, False], 1029, 'West', (1, 8))
Element 3: (0, (1, 8), ['%', '.', '%', ''], [(3, 1), (6, 4), (4, 6)], [True, False, True, False], 94, False, [False, True, False, False], 2058, 'South', (1, 7))
Element 4: (0, (1, 7), ['%', '.', '', ''], [(4, 1), (6, 3), (4, 5)], [True, False, False, False], 92, False, [False, True, False, False], 2097, 'South', (1, 6))
Element 5: (0, (1, 6), ['%', '.', '', '.'], [(5, 1), (7, 3), (4, 4)], [True, False, False, False], 90, False, [False, True, False, True], 2136, 'East', (2, 6))
Element 6: (0, (2, 6), ['', '.', '', '.'], [(6, 1), (8, 3), (4, 3)], [False, False, False, False], 88, False, [False, True, False, True], 2175, 'East', (3, 6))
Element 7: (0, (3, 6), ['', '.', '.', ''], [(7, 1), (9, 3), (5, 3)], [False, False, False, False], 86, False, [False, True, True, False], 2214, 'North', (3, 7))
Element 8: (0, (3, 7), ['', '', '%', '%'], [(8, 1), (9, 2), (5, 2)], [False, False, True, True], 84, False, [False, False, False, False], 3243, 'South', (3, 6))
Element 9: (0, (3, 6), ['', '.', '', ''], [(9, 1), (10, 2), (6, 2)], [False, False, False, False], 82, False, [False, True, False, False], 3272, 'South', (3, 5))
Element 10: (0, (3, 5), ['.', '.', '', ''], [(9, 2), (11, 2), (7, 2)], [False, False, False, False], 80, False, [True, True, False, False], 3301, 'South', (3, 4))
Element 11: (0, (3, 4), ['.', '.', '', ''], [(8, 2), (12, 2), (7, 3)], [False, False, False, False], 78, False, [True, True, False, False], 3330, 'South', (3, 3))
Element 12: (0, (3, 3), ['.', '%', '', ''], [(8, 3), (13, 2), (6, 3)], [False, True, False, False], 76, False, [True, False, False, False], 3349, 'West', (2, 3))
Element 13: (0, (2, 3), ['%', '.', '.', ''], [(8, 4), (14, 2), (6, 4)], [True, False, False, False], 74, False, [False, True, True, False], 3378, 'North', (2, 4))
Element 14: (0, (2, 4), ['.', '', '.', ''], [(9, 4), (14, 3), (6, 5)], [False, False, False, False], 72, False, [True, False, True, False], 3407, 'North', (2, 5))
Element 15: (0, (2, 5), ['.', '', '', ''], [(10, 4), (14, 4), (5, 5)], [False, False, False, False], 70, False, [True, False, False, False], 3436, 'West', (1, 5))
Element 16: (0, (1, 5), ['%', '.', '', ''], [(10, 5), (15, 4), (6, 5)], [True, False, False, False], 68, False, [False, True, False, False], 4455, 'South', (1, 4))
Element 17: (0, (1, 4), ['%', '%', '', ''], [(9, 5), (16, 4), (6, 4)], [True, True, False, False], 66, False, [False, False, False, False], 4484, 'North', (1, 5))
Element 18: (0, (1, 5), ['%', '', '', ''], [(9, 6), (17, 4), (6, 3)], [True, False, False, False], 64, False, [False, False, False, False], 4503, 'East', (2, 5))
Element 19: (0, (2, 5), ['', '', '', ''], [(9, 7), (18, 4), (7, 3)], [False, False, False, False], 62, False, [False, False, False, False], 4522, 'South', (2, 4))
Element 20: (0, (2, 4), ['', '', '', ''], [(10, 7), (18, 5), (7, 2)], [False, False, False, False], 60, False, [False, False, False, False], 4541, 'West', (1, 4))
Element 21: (0, (1, 4), ['%', '%', '', ''], [(10, 8), (17, 5), (7, 1)], [True, True, False, False], 58, False, [False, False, False, False], 4560, 'East', (2, 4))
Element 22: (0, (2, 4), ['', '', '', ''], [(9, 8), (17, 6), (8, 1)], [False, False, False, False], 56, False, [False, False, False, False], 4579, 'South', (2, 3))
Element 23: (0, (2, 3), ['%', '.', '', ''], [(8, 8), (17, 7), (9, 1)], [True, False, False, False], 54, False, [False, True, False, False], 4598, 'South', (2, 2))
Element 24: (0, (2, 2), ['.', '', '', '%'], [(8, 9), (18, 7), (9, 2)], [False, False, False, True], 52, False, [True, False, False, False], 4627, 'West', (1, 2))
Element 25: (0, (1, 2), ['%', '', '%', ''], [(7, 9), (17, 7), (10, 2)], [True, False, True, False], 50, False, [False, False, False, False], 4646, 'South', (1, 1))
Element 26: (0, (1, 1), ['%', '%', '', ''], [(7, 8), (17, 6), (10, 3)], [True, True, False, False], 48, False, [False, False, False, False], 4665, 'East', (2, 1))
Element 27: (0, (2, 1), ['', '%', '', ''], [(6, 8), (16, 6), (11, 3)], [False, True, False, False], 46, False, [False, False, False, False], 4694, 'East', (3, 1))
Element 28: (0, (3, 1), ['', '%', '%', ''], [(6, 9), (16, 5), (11, 4)], [False, True, True, False], 44, False, [False, False, False, False], 4723, 'East', (4, 1))
Element 29: (0, (4, 1), ['', '%', '.', ''], [(6, 8), (15, 5), (12, 4)], [False, True, False, False], 42, False, [False, False, True, False], 4742, 'North', (4, 2))
Element 30: (0, (4, 2), ['%', '', '', ''], [(5, 8), (15, 6), (13, 4)], [True, False, False, False], 40, False, [False, False, False, False], 4781, 'East', (5, 2))
Element 31: (0, (5, 2), ['', '', '', ''], [(4, 8), (15, 7), (13, 5)], [False, False, False, False], 38, False, [False, False, False, False], 4810, 'East', (6, 2))
Element 32: (0, (6, 2), ['', '', '', ''], [(5, 8), (15, 8), (14, 5)], [False, False, False, False], 36, False, [False, False, False, False], 4829, 'East', (7, 2))
Element 33: (0, (7, 2), ['', '', '', ''], [(6, 8), (14, 8), (15, 5)], [False, False, False, False], 34, False, [False, False, False, False], 4838, 'East', (8, 2))
Element 34: (0, (8, 2), ['', '', '', ''], [(7, 8), (14, 7), (16, 5)], [False, False, False, False], 32, False, [False, False, False, False], 4847, 'East', (9, 2))
Element 35: (0, (9, 2), ['', '', '', ''], [(7, 9), (14, 8), (17, 5)], [False, False, False, False], 30, False, [False, False, False, False], 4846, 'East', (10, 2))
Element 36: (0, (10, 2), ['', '%', '', ''], [(6, 9), (13, 8), (18, 5)], [False, True, False, False], 28, False, [False, False, False, False], 4855, 'East', (11, 2))
Element 37: (0, (11, 2), ['', '.', '', ''], [(7, 9), (14, 8), (18, 4)], [False, False, False, False], 26, False, [False, True, False, False], 4854, 'South', (11, 1))
Element 38: (0, (11, 1), ['%', '%', '', '.'], [(8, 9), (15, 8), (18, 3)], [True, True, False, False], 24, False, [False, False, False, True], 4873, 'East', (12, 1))
Element 39: (0, (12, 1), ['', '%', '', '.'], [(8, 8), (15, 7), (17, 3)], [False, True, False, False], 22, False, [False, False, False, True], 4892, 'East', (13, 1))
Element 40: (0, (13, 1), ['', '%', '', '.'], [(7, 8), (14, 7), (16, 3)], [False, True, False, False], 20, False, [False, False, False, True], 4911, 'East', (14, 1))
Element 41: (0, (14, 1), ['', '%', '', '.'], [(8, 8), (15, 7), (16, 4)], [False, True, False, False], 18, False, [False, False, False, True], 4920, 'East', (15, 1))
Element 42: (0, (15, 1), ['', '%', '%', '%'], [(9, 8), (15, 6), (17, 4)], [False, True, True, True], 16, False, [False, False, False, False], 4929, 'West', (14, 1))
Element 43: (0, (14, 1), ['', '%', '', ''], [(10, 8), (15, 5), (16, 4)], [False, True, False, False], 14, False, [False, False, False, False], 4928, 'North', (14, 2))
