Element 1: (1, (2, 12), ['.', 'F', '%', '.'], [(10, 4), (6, 6), (7, 8)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (2, 11))
Element 2: (1, (2, 11), ['F', '.', '', '%'], [(10, 5), (6, 5), (8, 8)], [False, False, False, True], 96, False, [False, True, False, False], 2028, 'West', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '.', ''], [(9, 5), (6, 4), (9, 8)], [True, False, False, False], 94, False, [False, True, True, False], 3057, 'North', (1, 12))
Element 4: (1, (1, 12), ['%', '', '.', ''], [(9, 6), (6, 3), (10, 8)], [True, False, False, False], 92, False, [False, False, True, False], 3096, 'North', (1, 13))
Element 5: (1, (1, 13), ['%', '', '%', '%'], [(9, 7), (7, 3), (10, 7)], [True, False, True, True], 90, False, [False, False, False, False], 3135, 'South', (1, 12))
Element 6: (1, (1, 12), ['%', '', '', ''], [(10, 7), (8, 3), (10, 8)], [True, False, False, False], 88, False, [False, False, False, False], 3144, 'South', (1, 11))
Element 7: (1, (1, 11), ['%', '.', '', ''], [(10, 8), (9, 3), (9, 8)], [True, False, False, False], 86, False, [False, True, False, False], 3153, 'South', (1, 10))
Element 8: (1, (1, 10), ['%', '%', '', '.'], [(9, 8), (9, 2), (9, 7)], [True, True, False, False], 84, False, [False, False, False, True], 4162, 'East', (2, 10))
Element 9: (1, (2, 10), ['', '%', '', '.'], [(8, 8), (10, 2), (9, 6)], [False, True, False, False], 82, False, [False, False, False, True], 4181, 'East', (3, 10))
Element 10: (1, (3, 10), ['', '%', '%', '.'], [(8, 9), (11, 2), (8, 6)], [False, True, True, False], 80, False, [False, False, False, True], 4220, 'East', (4, 10))
Element 11: (1, (4, 10), ['', '%', '.', '%'], [(7, 9), (12, 2), (8, 5)], [False, True, False, True], 78, False, [False, False, True, False], 4259, 'North', (4, 11))
Element 12: (1, (4, 11), ['%', '', '.', '.'], [(6, 9), (13, 2), (8, 4)], [True, False, False, False], 76, False, [False, False, True, True], 4298, 'East', (5, 11))
Element 13: (1, (5, 11), ['', '%', '.', '.'], [(6, 8), (14, 2), (9, 4)], [False, True, False, False], 74, False, [False, False, True, True], 4327, 'East', (6, 11))
Element 14: (1, (6, 11), ['', '%', '.', '%'], [(5, 8), (14, 3), (10, 4)], [False, True, False, True], 72, False, [False, False, True, False], 4356, 'North', (6, 12))
Element 15: (1, (6, 12), ['.', '', '.', '.'], [(4, 8), (14, 4), (11, 4)], [False, False, False, False], 70, False, [True, False, True, True], 4395, 'East', (7, 12))
Element 16: (1, (7, 12), ['', '%', '.', '.'], [(5, 8), (15, 4), (12, 4)], [False, True, False, False], 68, False, [False, False, True, True], 4424, 'East', (8, 12))
Element 17: (1, (8, 12), ['', '%', '%', '.'], [(6, 8), (16, 4), (13, 4)], [False, True, True, False], 66, False, [False, False, False, True], 4453, 'East', (9, 12))
Element 18: (1, (9, 12), ['', '%', '.', '.'], [(7, 8), (17, 4), (13, 5)], [False, True, False, False], 64, False, [False, False, True, True], 4482, 'East', (10, 12))
Element 19: (1, (10, 12), ['', '%', '.', '.'], [(6, 8), (18, 4), (14, 5)], [False, True, False, False], 62, False, [False, False, True, True], 4511, 'East', (11, 12))
Element 20: (1, (11, 12), ['', '%', '%', '.'], [(6, 9), (18, 5), (15, 5)], [False, True, True, False], 60, False, [False, False, False, True], 4540, 'East', (12, 12))
Element 21: (1, (12, 12), ['', '.', '.', '.'], [(7, 9), (17, 5), (16, 5)], [False, False, False, False], 58, False, [False, True, True, True], 4569, 'East', (13, 12))
Element 22: (1, (13, 12), ['', '.', '.', '%'], [(7, 8), (17, 6), (16, 6)], [False, False, False, True], 56, False, [False, True, True, False], 4598, 'North', (13, 13))
Element 23: (1, (13, 13), ['.', '', '%', '.'], [(7, 9), (17, 7), (15, 6)], [False, False, True, False], 54, False, [True, False, False, True], 4627, 'East', (14, 13))
Element 24: (1, (14, 13), ['', '%', '%', '.'], [(8, 9), (18, 7), (15, 7)], [False, True, True, False], 52, False, [False, False, False, True], 4656, 'East', (15, 13))
Element 25: (1, (15, 13), ['', '.', '%', '.'], [(8, 8), (17, 7), (15, 8)], [False, False, True, False], 50, False, [False, True, False, True], 4675, 'East', (16, 13))
Element 26: (1, (16, 13), ['', '.', '%', '.'], [(7, 8), (17, 6), (14, 8)], [False, False, True, False], 48, False, [False, True, False, True], 4694, 'East', (17, 13))
Element 27: (1, (17, 13), ['', '.', '%', '.'], [(8, 8), (17, 5), (14, 7)], [False, False, True, False], 46, False, [False, True, False, True], 4713, 'East', (18, 13))
Element 28: (1, (18, 13), ['', '.', '%', '%'], [(9, 8), (18, 5), (14, 8)], [False, False, True, True], 44, False, [False, True, False, False], 4722, 'South', (18, 12))
Element 29: (1, (18, 12), ['.', '.', '', '%'], [(10, 8), (18, 4), (13, 8)], [False, False, False, True], 42, False, [True, True, False, False], 4741, 'South', (18, 11))
Element 30: (1, (18, 11), ['.', '.', '', '%'], [(10, 7), (18, 3), (14, 8)], [False, False, False, True], 40, False, [True, True, False, False], 4760, 'South', (18, 10))
Element 31: (1, (18, 10), ['.', '%', '', '%'], [(9, 7), (17, 3), (15, 8)], [False, True, False, True], 38, False, [True, False, False, False], 4779, 'West', (17, 10))
Element 32: (1, (17, 10), ['.', '.', '.', ''], [(9, 8), (16, 3), (15, 7)], [False, False, False, False], 36, False, [True, True, True, False], 4798, 'North', (17, 11))
Element 33: (1, (17, 11), ['.', '', '.', ''], [(9, 7), (17, 3), (14, 7)], [False, False, False, False], 34, False, [True, False, True, False], 4807, 'North', (17, 12))
Element 34: (1, (17, 12), ['.', '', '', ''], [(9, 6), (18, 3), (15, 7)], [False, False, False, False], 32, False, [True, False, False, False], 4816, 'West', (16, 12))
Element 35: (1, (16, 12), ['.', '.', '', ''], [(8, 6), (18, 4), (15, 6)], [False, False, False, False], 30, False, [True, True, False, False], 4825, 'South', (16, 11))
Element 36: (1, (16, 11), ['%', '.', '', ''], [(8, 5), (17, 4), (16, 6)], [True, False, False, False], 28, False, [False, True, False, False], 4834, 'South', (16, 10))
Element 37: (1, (16, 10), ['%', '.', '', ''], [(8, 4), (17, 5), (17, 6)], [True, False, False, False], 26, False, [False, True, False, False], 4843, 'South', (16, 9))
Element 38: (1, (16, 9), ['%', '%', '', '.'], [(8, 3), (17, 4), (17, 7)], [True, True, False, False], 24, False, [False, False, False, True], 4852, 'East', (17, 9))
