Element 1: (1, (1, 5), ['%', '', '.', '.'], [(2, 4), (10, 3), (18, 12)], [True, False, False, False], 98, False, [False, False, True, True], 9, 'East', (2, 5))
Element 19: (1, (1, 7), ['%', '', '', ''], [(13, 5), (16, 5), (13, 13)], [True, False, False, False], 62, False, [False, False, False, False], 3621, 'North', (1, 8))
Element 20: (1, (1, 8), ['%', '', '%', ''], [(14, 5), (15, 5), (13, 12)], [True, False, True, False], 60, False, [False, False, False, False], 3650, 'East', (2, 8))
Element 21: (1, (2, 8), ['', '', '%', '%'], [(15, 5), (15, 6), (13, 11)], [False, False, True, True], 58, False, [False, False, False, False], 3669, 'South', (2, 7))
Element 22: (1, (2, 7), ['', '', '', ''], [(16, 5), (15, 7), (12, 11)], [False, False, False, False], 56, False, [False, False, False, False], 3688, 'South', (2, 6))
Element 23: (1, (2, 6), ['', '', '', ''], [(17, 5), (15, 8), (12, 12)], [False, False, False, False], 54, False, [False, False, False, False], 3707, 'North', (2, 7))
Element 24: (1, (2, 7), ['', '', '', ''], [(18, 5), (14, 8), (12, 13)], [False, False, False, False], 52, False, [False, False, False, False], 3726, 'West', (1, 7))
Element 25: (1, (1, 7), ['%', '', '', ''], [(18, 4), (14, 7), (12, 12)], [True, False, False, False], 50, False, [False, False, False, False], 3735, 'East', (2, 7))
Element 26: (1, (2, 7), ['', '', '', ''], [(18, 3), (14, 8), (11, 12)], [False, False, False, False], 48, False, [False, False, False, False], 3754, 'East', (3, 7))
Element 27: (1, (3, 7), ['', '', '%', '%'], [(17, 3), (13, 8), (10, 12)], [False, False, True, True], 46, False, [False, False, False, False], 3783, 'South', (3, 6))
Element 28: (1, (3, 6), ['', '', '', ''], [(16, 3), (14, 8), (10, 13)], [False, False, False, False], 44, False, [False, False, False, False], 3802, 'West', (2, 6))
Element 29: (1, (2, 6), ['', '', '', ''], [(16, 4), (15, 8), (9, 13)], [False, False, False, False], 42, False, [False, False, False, False], 3811, 'East', (3, 6))
Element 30: (1, (3, 6), ['', '', '', ''], [(17, 4), (15, 7), (9, 12)], [False, False, False, False], 40, False, [False, False, False, False], 3820, 'East', (4, 6))
Element 31: (1, (4, 6), ['', '', '%', ''], [(16, 4), (14, 7), (8, 12)], [False, False, True, False], 38, False, [False, False, False, False], 3829, 'East', (5, 6))
Element 32: (1, (5, 6), ['', '', '%', ''], [(15, 4), (15, 7), (7, 12)], [False, False, True, False], 36, False, [False, False, False, False], 3838, 'East', (6, 6))
Element 33: (1, (6, 6), ['', '', '%', '%'], [(14, 4), (15, 6), (7, 13)], [False, False, True, True], 34, False, [False, False, False, False], 3847, 'South', (6, 5))
Element 34: (1, (6, 5), ['', '.', '', '%'], [(15, 4), (15, 5), (6, 13)], [False, False, False, True], 32, False, [False, True, False, False], 3856, 'South', (6, 4))
Element 35: (1, (6, 4), ['%', '', '', '%'], [(16, 4), (16, 5), (6, 12)], [True, False, False, True], 30, False, [False, False, False, False], 3875, 'South', (6, 3))
Element 36: (1, (6, 3), ['', '.', '', ''], [(16, 3), (16, 6), (6, 11)], [False, False, False, False], 28, False, [False, True, False, False], 3884, 'South', (6, 2))
Element 37: (1, (6, 2), ['.', '.', '', '.'], [(17, 3), (15, 6), (5, 11)], [False, False, False, False], 26, False, [True, True, False, True], 3903, 'East', (7, 2))
Element 38: (1, (7, 2), ['', '.', '', '.'], [(17, 4), (16, 6), (5, 12)], [False, False, False, False], 24, False, [False, True, False, True], 3922, 'East', (8, 2))
Element 39: (1, (8, 2), ['', '.', '', ''], [(17, 3), (17, 6), (5, 13)], [False, False, False, False], 22, False, [False, True, False, False], 3941, 'South', (8, 1))
Element 40: (1, (8, 1), ['.', '%', '', '.'], [(18, 3), (17, 5), (4, 13)], [False, True, False, False], 20, False, [True, False, False, True], 3960, 'East', (9, 1))
Element 41: (1, (9, 1), ['', '%', '', '%'], [(18, 4), (16, 5), (4, 12)], [False, True, False, True], 18, False, [False, False, False, False], 3979, 'North', (9, 2))
Element 42: (1, (9, 2), ['', '', '', ''], [(17, 4), (17, 5), (4, 11)], [False, False, False, False], 16, False, [False, False, False, False], 3988, 'East', (10, 2))
Element 43: (1, (10, 2), ['', '%', '', ''], [(18, 4), (18, 5), (4, 10)], [False, True, False, False], 14, False, [False, False, False, False], 3997, 'East', (11, 2))
Element 44: (1, (11, 2), ['', '.', '', ''], [(18, 5), (17, 5), (3, 10)], [False, False, False, False], 12, False, [False, True, False, False], 4006, 'South', (11, 1))
Element 45: (1, (11, 1), ['%', '%', '', '.'], [(17, 5), (17, 4), (2, 10)], [True, True, False, False], 10, False, [False, False, False, True], 4025, 'East', (12, 1))
Element 46: (1, (12, 1), ['', '%', '', '.'], [(17, 6), (18, 4), (2, 11)], [False, True, False, False], 8, False, [False, False, False, True], 5034, 'East', (13, 1))
Element 47: (1, (13, 1), ['', '%', '', '.'], [(17, 7), (17, 4), (1, 11)], [False, True, False, False], 6, False, [False, False, False, True], 6043, 'East', (14, 1))
Element 48: (1, (14, 1), ['', '%', '', '.'], [(18, 7), (17, 5), (1, 12)], [False, True, False, False], 4, False, [False, False, False, True], 6062, 'East', (15, 1))
Element 49: (1, (15, 1), ['', '%', '%', '%'], [(17, 7), (17, 4), (2, 12)], [False, True, True, True], 2, False, [False, False, False, False], 6081, 'West', (14, 1))
Element 50: (1, (14, 1), ['', '%', '', ''], [(17, 7), (17, 3), (3, 12)], [False, True, False, False], 0, False, [False, False, False, False], 6090, 'Stop', (14, 1))
Element 51: #0#
