Element 1: (1, (2, 7), ['.', '.', 'F', '.'], [(17, 6), (4, 4), (5, 6)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'North', (2, 8))
Element 2: (1, (2, 8), ['F', '', '%', '%'], [(17, 7), (4, 5), (6, 6)], [False, False, True, True], 96, False, [False, False, False, False], 1038, 'West', (1, 8))
Element 3: (1, (1, 8), ['%', '.', '%', ''], [(18, 7), (5, 5), (6, 5)], [True, False, True, False], 94, False, [False, True, False, False], 2067, 'South', (1, 7))
Element 4: (1, (1, 7), ['%', '.', '', ''], [(17, 7), (5, 6), (6, 4)], [True, False, False, False], 92, False, [False, True, False, False], 2086, 'South', (1, 6))
Element 5: (1, (1, 6), ['%', '.', '', '.'], [(17, 6), (4, 6), (6, 3)], [True, False, False, False], 90, False, [False, True, False, True], 2115, 'East', (2, 6))
Element 6: (1, (2, 6), ['', '.', '', 'G'], [(17, 5), (3, 6), (7, 3)], [False, False, False, False], 88, False, [False, True, False, False], 2154, 'South', (2, 5))
Element 7: (1, (2, 5), ['.', '.', '', '.'], [(18, 5), (3, 7), (8, 3)], [False, False, False, False], 86, False, [True, True, False, True], 2193, 'East', (3, 5))
Element 8: (1, (3, 5), ['', '.', '', ''], [(18, 4), (2, 7), (9, 3)], [False, False, False, False], 84, False, [False, True, False, False], 2222, 'South', (3, 4))
Element 9: (1, (3, 4), ['.', '.', '', ''], [(18, 3), (2, 8), (9, 2)], [False, False, False, False], 82, False, [True, True, False, False], 3241, 'South', (3, 3))
Element 10: (1, (3, 3), ['.', '%', '', '.'], [(17, 3), (1, 8), (10, 2)], [False, True, False, False], 80, False, [True, False, False, True], 3270, 'East', (4, 3))
Element 11: (1, (4, 3), ['', '.', '', '.'], [(17, 4), (1, 7), (11, 2)], [False, False, False, False], 78, False, [False, True, False, True], 3299, 'East', (5, 3))
Element 12: (1, (5, 3), ['', '.', '%', ''], [(16, 4), (1, 6), (12, 2)], [False, False, True, False], 76, False, [False, True, False, False], 3328, 'South', (5, 2))
Element 13: (1, (5, 2), ['.', '.', '', '.'], [(16, 5), (1, 5), (13, 2)], [False, False, False, False], 74, False, [True, True, False, True], 3367, 'East', (6, 2))
Element 14: (1, (6, 2), ['', '.', '', '.'], [(15, 5), (1, 4), (14, 2)], [False, False, False, False], 72, False, [False, True, False, True], 3406, 'East', (7, 2))
Element 15: (1, (7, 2), ['', '.', '', '.'], [(15, 6), (2, 4), (14, 3)], [False, False, False, False], 70, False, [False, True, False, True], 3445, 'East', (8, 2))
Element 16: (1, (8, 2), ['', '.', '', ''], [(15, 7), (2, 3), (14, 4)], [False, False, False, False], 68, False, [False, True, False, False], 3484, 'South', (8, 1))
Element 17: (1, (8, 1), ['.', '%', '', '.'], [(15, 8), (2, 2), (15, 4)], [False, True, False, False], 66, False, [True, False, False, True], 3523, 'East', (9, 1))
Element 18: (1, (9, 1), ['', '%', '', '%'], [(14, 8), (2, 1), (16, 4)], [False, True, False, True], 64, False, [False, False, False, False], 3552, 'North', (9, 2))
Element 19: (1, (9, 2), ['', '', '', ''], [(14, 7), (3, 1), (16, 3)], [False, False, False, False], 62, False, [False, False, False, False], 3581, 'East', (10, 2))
Element 20: (1, (10, 2), ['', '%', '.', ''], [(14, 8), (4, 1), (17, 3)], [False, True, False, False], 60, False, [False, False, True, False], 3590, 'North', (10, 3))
Element 21: (1, (10, 3), ['', '', '.', '.'], [(13, 8), (5, 1), (18, 3)], [False, False, False, False], 58, False, [False, False, True, True], 3619, 'East', (11, 3))
Element 22: (1, (11, 3), ['', '', '.', '%'], [(14, 8), (6, 1), (18, 4)], [False, False, False, True], 56, False, [False, False, True, False], 3638, 'North', (11, 4))
Element 23: (1, (11, 4), ['.', '', '%', '.'], [(15, 8), (7, 1), (18, 5)], [False, False, True, False], 54, False, [True, False, False, True], 3657, 'East', (12, 4))
Element 24: (1, (12, 4), ['', '%', '.', '.'], [(15, 7), (8, 1), (17, 5)], [False, True, False, False], 52, False, [False, False, True, True], 3666, 'East', (13, 4))
Element 25: (1, (13, 4), ['', '.', '.', ''], [(14, 7), (9, 1), (17, 6)], [False, False, False, False], 50, False, [False, True, True, False], 3675, 'North', (13, 5))
Element 26: (1, (13, 5), ['.', '', '.', '.'], [(15, 7), (9, 2), (17, 7)], [False, False, False, False], 48, False, [True, False, True, True], 3684, 'East', (14, 5))
Element 27: (1, (14, 5), ['', '', '%', ''], [(15, 6), (10, 2), (18, 7)], [False, False, True, False], 46, False, [False, False, False, False], 3693, 'East', (15, 5))
Element 28: (1, (15, 5), ['', '', '', ''], [(15, 7), (11, 2), (17, 7)], [False, False, False, False], 44, False, [False, False, False, False], 3692, 'East', (16, 5))
Element 29: (1, (16, 5), ['', '', '', ''], [(15, 6), (11, 1), (17, 6)], [False, False, False, False], 42, False, [False, False, False, False], 3701, 'East', (17, 5))
Element 30: (1, (17, 5), ['', '', '', ''], [(15, 5), (12, 1), (16, 6)], [False, False, False, False], 40, False, [False, False, False, False], 3710, 'East', (18, 5))
Element 31: (1, (18, 5), ['', '', '%', '%'], [(14, 5), (13, 1), (16, 5)], [False, False, True, True], 38, False, [False, False, False, False], 3719, 'South', (18, 4))
Element 32: (1, (18, 4), ['', '', '', '%'], [(14, 4), (14, 1), (15, 5)], [False, False, False, True], 36, False, [False, False, False, False], 3728, 'South', (18, 3))
Element 33: (1, (18, 3), ['', '%', '', '%'], [(15, 4), (15, 1), (15, 6)], [False, True, False, True], 34, False, [False, False, False, False], 3737, 'West', (17, 3))
Element 34: (1, (17, 3), ['', '%', '', ''], [(14, 4), (14, 1), (15, 7)], [False, True, False, False], 32, False, [False, False, False, False], 3736, 'North', (17, 4))
Element 35: (1, (17, 4), ['', '', '', ''], [(14, 3), (14, 2), (15, 8)], [False, False, False, False], 30, False, [False, False, False, False], 3735, 'West', (16, 4))
Element 36: (1, (16, 4), ['', '', '', ''], [(13, 3), (13, 2), (14, 8)], [False, False, False, False], 28, False, [False, False, False, False], 3744, 'South', (16, 3))
Element 37: (1, (16, 3), ['%', '%', '', ''], [(13, 4), (12, 2), (14, 7)], [True, True, False, False], 26, False, [False, False, False, False], 3743, 'North', (16, 4))
Element 38: (1, (16, 4), ['', '', '', ''], [(13, 5), (13, 2), (14, 8)], [False, False, False, False], 24, False, [False, False, False, False], 3742, 'West', (15, 4))
Element 39: (1, (15, 4), ['', '%', '', ''], [(13, 6), (14, 2), (13, 8)], [False, True, False, False], 22, False, [False, False, False, False], 3751, 'West', (14, 4))
Element 40: (1, (14, 4), ['', '', '', ''], [(12, 6), (14, 1), (14, 8)], [False, False, False, False], 20, False, [False, False, False, False], 3760, 'South', (14, 3))
Element 41: (1, (14, 3), ['', '', '', '%'], [(12, 5), (13, 1), (15, 8)], [False, False, False, True], 18, False, [False, False, False, False], 3769, 'South', (14, 2))
Element 42: (1, (14, 2), ['G', '', '', '%'], [(12, 4), (13, 2), (15, 7)], [False, False, False, True], 16, False, [False, False, False, False], 3768, 'South', (14, 1))
Element 43: (1, (14, 1), ['G', '%', '', ''], [(11, 4), (13, 1), (14, 7)], [False, True, False, False], 14, False, [False, False, False, False], 3767, 'East', (15, 1))
Element 44: (1, (15, 1), ['', '%', '%', '%'], [(10, 4), (12, 1), (15, 7)], [False, True, True, True], 12, False, [False, False, False, False], 3776, 'West', (14, 1))
Element 45: (1, (14, 1), ['', '%', '', ''], [(10, 5), (12, 2), (15, 6)], [False, True, False, False], 10, False, [False, False, False, False], 4775, 'North', (14, 2))
Element 46: (1, (14, 2), ['', '', '', '%'], [(9, 5), (12, 1), (15, 5)], [False, False, False, True], 8, False, [False, False, False, False], 4784, 'North', (14, 3))
Element 47: (1, (14, 3), ['', '', '', '%'], [(9, 6), (11, 1), (14, 5)], [False, False, False, True], 6, False, [False, False, False, False], 4793, 'West', (13, 3))
Element 48: (1, (13, 3), ['%', '', '', ''], [(9, 7), (11, 2), (13, 5)], [True, False, False, False], 4, False, [False, False, False, False], 4802, 'South', (13, 2))
Element 49: (1, (13, 2), ['G', '', '', ''], [(10, 7), (12, 2), (13, 6)], [False, False, False, False], 2, False, [False, False, False, False], 4811, 'South', (13, 1))
Element 50: (1, (13, 1), ['', '%', '', ''], [(10, 7), (11, 2), (12, 6)], [False, True, False, False], 0, False, [False, False, False, False], 4810, 'Stop', (13, 1))
Element 51: #0#
