Element 1: (1, (2, 7), ['.', '.', 'F', '.'], [(8, 5), (8, 3), (9, 6)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'North', (2, 8))
Element 2: (1, (2, 8), ['F', '', '%', '%'], [(9, 5), (9, 3), (9, 7)], [False, False, True, True], 96, False, [False, False, False, False], 1038, 'West', (1, 8))
Element 3: (1, (1, 8), ['%', '.', '%', ''], [(10, 5), (9, 2), (10, 7)], [True, False, True, False], 94, False, [False, True, False, False], 4047, 'South', (1, 7))
Element 4: (1, (1, 7), ['%', '.', '', ''], [(10, 4), (10, 2), (10, 8)], [True, False, False, False], 92, False, [False, True, False, False], 4086, 'South', (1, 6))
Element 5: (1, (1, 6), ['%', '.', '', '.'], [(11, 4), (11, 2), (9, 8)], [True, False, False, False], 90, False, [False, True, False, True], 4125, 'East', (2, 6))
Element 6: (1, (2, 6), ['', '.', '', '.'], [(12, 4), (12, 2), (8, 8)], [False, False, False, False], 88, False, [False, True, False, True], 4164, 'East', (3, 6))
Element 7: (1, (3, 6), ['', '.', '.', '.'], [(13, 4), (13, 2), (8, 9)], [False, False, False, False], 86, False, [False, True, True, True], 4203, 'East', (4, 6))
Element 8: (1, (4, 6), ['', '.', '%', '.'], [(14, 4), (14, 2), (7, 9)], [False, False, True, False], 84, False, [False, True, False, True], 4242, 'East', (5, 6))
Element 9: (1, (5, 6), ['', '.', '%', '.'], [(15, 4), (14, 3), (7, 8)], [False, False, True, False], 82, False, [False, True, False, True], 4281, 'East', (6, 6))
Element 10: (1, (6, 6), ['', '.', '%', '%'], [(16, 4), (13, 3), (6, 8)], [False, False, True, True], 80, False, [False, True, False, False], 4320, 'South', (6, 5))
Element 11: (1, (6, 5), ['.', '.', '', '%'], [(17, 4), (13, 4), (6, 9)], [False, False, False, True], 78, False, [True, True, False, False], 4349, 'South', (6, 4))
Element 12: (1, (6, 4), ['%', '.', '', '%'], [(18, 4), (13, 5), (6, 8)], [True, False, False, True], 76, False, [False, True, False, False], 4378, 'South', (6, 3))
Element 13: (1, (6, 3), ['.', '.', '', '.'], [(18, 5), (14, 5), (5, 8)], [False, False, False, False], 74, False, [True, True, False, True], 4417, 'East', (7, 3))
Element 14: (1, (7, 3), ['', '.', '%', ''], [(17, 5), (15, 5), (4, 8)], [False, False, True, False], 72, False, [False, True, False, False], 4456, 'South', (7, 2))
Element 15: (1, (7, 2), ['.', '.', '', '.'], [(17, 6), (16, 5), (5, 8)], [False, False, False, False], 70, False, [True, True, False, True], 4485, 'East', (8, 2))
Element 16: (1, (8, 2), ['', '.', '', ''], [(17, 7), (16, 6), (6, 8)], [False, False, False, False], 68, False, [False, True, False, False], 4514, 'South', (8, 1))
Element 17: (1, (8, 1), ['.', '%', '', '.'], [(18, 7), (15, 6), (7, 8)], [False, True, False, False], 66, False, [True, False, False, True], 4543, 'East', (9, 1))
Element 18: (1, (9, 1), ['', '%', '', '%'], [(17, 7), (15, 7), (7, 9)], [False, True, False, True], 64, False, [False, False, False, False], 4562, 'North', (9, 2))
Element 19: (1, (9, 2), ['', '', '', ''], [(17, 6), (15, 8), (6, 9)], [False, False, False, False], 62, False, [False, False, False, False], 4571, 'East', (10, 2))
Element 20: (1, (10, 2), ['', '%', '.', ''], [(17, 5), (14, 8), (7, 9)], [False, True, False, False], 60, False, [False, False, True, False], 4580, 'North', (10, 3))
Element 21: (1, (10, 3), ['', '', '', '.'], [(18, 5), (14, 7), (8, 9)], [False, False, False, False], 58, False, [False, False, False, True], 4599, 'East', (11, 3))
Element 22: (1, (11, 3), ['', '', '', '%'], [(18, 4), (14, 8), (8, 8)], [False, False, False, True], 56, False, [False, False, False, False], 4608, 'North', (11, 4))
Element 23: (1, (11, 4), ['', '', '%', ''], [(18, 3), (13, 8), (7, 8)], [False, False, True, False], 54, False, [False, False, False, False], 4627, 'East', (12, 4))
Element 24: (1, (12, 4), ['', '%', '.', ''], [(17, 3), (14, 8), (8, 8)], [False, True, False, False], 52, False, [False, False, True, False], 4636, 'North', (12, 5))
Element 25: (1, (12, 5), ['%', '', '.', ''], [(16, 3), (15, 8), (9, 8)], [True, False, False, False], 50, False, [False, False, True, False], 4655, 'North', (12, 6))
Element 26: (1, (12, 6), ['.', '', '%', '.'], [(17, 3), (15, 7), (10, 8)], [False, False, True, False], 48, False, [True, False, False, True], 4664, 'East', (13, 6))
Element 27: (1, (13, 6), ['', '', '%', '%'], [(18, 3), (14, 7), (10, 7)], [False, False, True, True], 46, False, [False, False, False, False], 4673, 'South', (13, 5))
Element 28: (1, (13, 5), ['', '', '', ''], [(18, 4), (15, 7), (9, 7)], [False, False, False, False], 44, False, [False, False, False, False], 4672, 'East', (14, 5))
Element 29: (1, (14, 5), ['', '', '%', ''], [(17, 4), (15, 6), (9, 8)], [False, False, True, False], 42, False, [False, False, False, False], 4671, 'East', (15, 5))
Element 30: (1, (15, 5), ['', '', '', ''], [(17, 5), (16, 6), (9, 7)], [False, False, False, False], 40, False, [False, False, False, False], 4670, 'East', (16, 5))
Element 31: (1, (16, 5), ['', '', '', ''], [(17, 4), (17, 6), (9, 6)], [False, False, False, False], 38, False, [False, False, False, False], 4669, 'East', (17, 5))
Element 32: (1, (17, 5), ['', '', '', ''], [(17, 3), (17, 7), (9, 5)], [False, False, False, False], 36, False, [False, False, False, False], 4668, 'East', (18, 5))
Element 33: (1, (18, 5), ['', '', '%', '%'], [(17, 4), (18, 7), (9, 4)], [False, False, True, True], 34, False, [False, False, False, False], 4677, 'South', (18, 4))
Element 34: (1, (18, 4), ['', '', '', '%'], [(16, 4), (17, 7), (8, 4)], [False, False, False, True], 32, False, [False, False, False, False], 4686, 'South', (18, 3))
Element 35: (1, (18, 3), ['', '%', '', '%'], [(16, 5), (17, 6), (8, 5)], [False, True, False, True], 30, False, [False, False, False, False], 4685, 'West', (17, 3))
Element 36: (1, (17, 3), ['', '%', '', ''], [(15, 5), (16, 6), (8, 6)], [False, True, False, False], 28, False, [False, False, False, False], 4684, 'North', (17, 4))
Element 37: (1, (17, 4), ['', '', '', ''], [(15, 6), (16, 5), (8, 5)], [False, False, False, False], 26, False, [False, False, False, False], 4683, 'West', (16, 4))
Element 38: (1, (16, 4), ['', '', '', ''], [(16, 6), (17, 5), (8, 4)], [False, False, False, False], 24, False, [False, False, False, False], 4682, 'South', (16, 3))
Element 39: (1, (16, 3), ['%', '%', '', ''], [(15, 6), (18, 5), (8, 3)], [True, True, False, False], 22, False, [False, False, False, False], 4681, 'North', (16, 4))
Element 40: (1, (16, 4), ['', '', '', ''], [(15, 7), (18, 4), (9, 3)], [False, False, False, False], 20, False, [False, False, False, False], 4680, 'West', (15, 4))
Element 41: (1, (15, 4), ['', '%', '', ''], [(15, 8), (18, 3), (10, 3)], [False, True, False, False], 18, False, [False, False, False, False], 4679, 'West', (14, 4))
Element 42: (1, (14, 4), ['', '', '', ''], [(14, 8), (17, 3), (11, 3)], [False, False, False, False], 16, False, [False, False, False, False], 4678, 'South', (14, 3))
Element 43: (1, (14, 3), ['', '', '', '%'], [(14, 7), (17, 4), (11, 4)], [False, False, False, True], 14, False, [False, False, False, False], 4677, 'South', (14, 2))
Element 44: (1, (14, 2), ['', '.', '', '%'], [(14, 8), (16, 4), (12, 4)], [False, False, False, True], 12, False, [False, True, False, False], 4676, 'South', (14, 1))
Element 45: (1, (14, 1), ['.', '%', '', '.'], [(13, 8), (16, 3), (13, 4)], [False, True, False, False], 10, False, [True, False, False, True], 4685, 'East', (15, 1))
Element 46: (1, (15, 1), ['', '%', '%', '%'], [(14, 8), (16, 4), (14, 4)], [False, True, True, True], 8, False, [False, False, False, False], 4694, 'West', (14, 1))
Element 47: (1, (14, 1), ['.', '%', '', ''], [(15, 8), (15, 4), (14, 5)], [False, True, False, False], 6, False, [True, False, False, False], 4693, 'West', (13, 1))
Element 48: (1, (13, 1), ['.', '%', '', ''], [(15, 7), (14, 4), (15, 5)], [False, True, False, False], 4, False, [True, False, False, False], 4702, 'West', (12, 1))
Element 49: (1, (12, 1), ['.', '%', '', ''], [(14, 7), (15, 4), (16, 5)], [False, True, False, False], 2, False, [True, False, False, False], 4711, 'West', (11, 1))
Element 50: (1, (11, 1), ['%', '%', '', ''], [(14, 7), (16, 4), (17, 5)], [True, True, False, False], 0, False, [False, False, False, False], 4720, 'Stop', (11, 1))
Element 51: #0#
