Element 1: (2, (10, 4), ['.', '.', 'F', '.'], [(18, 4), (5, 1), (10, 12)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'North', (10, 5))
Element 2: (2, (10, 5), ['.', '', '%', '%'], [(18, 3), (6, 1), (11, 12)], [False, False, True, True], 96, False, [True, False, False, False], 1048, 'West', (9, 5))
Element 3: (2, (9, 5), ['.', '.', '.', ''], [(17, 3), (7, 1), (12, 12)], [False, False, False, False], 94, False, [True, True, True, False], 1087, 'North', (9, 6))
Element 4: (2, (9, 6), ['.', '', '.', '%'], [(17, 4), (8, 1), (13, 12)], [False, False, False, True], 92, False, [True, False, True, False], 1126, 'North', (9, 7))
Element 5: (2, (9, 7), ['%', '', '.', '.'], [(17, 5), (9, 1), (13, 13)], [True, False, False, False], 90, False, [False, False, True, True], 1165, 'East', (10, 7))
Element 6: (2, (10, 7), ['', '%', '.', '%'], [(17, 6), (9, 2), (14, 13)], [False, True, False, True], 88, False, [False, False, True, False], 2194, 'North', (10, 8))
Element 7: (2, (10, 8), ['.', '', '%', '%'], [(17, 7), (10, 2), (15, 13)], [False, False, True, True], 86, False, [True, False, False, False], 2233, 'West', (9, 8))
Element 8: (2, (9, 8), ['.', '', '%', ''], [(18, 7), (11, 2), (16, 13)], [False, False, True, False], 84, False, [True, False, False, False], 2272, 'West', (8, 8))
Element 9: (2, (8, 8), ['.', '%', '.', ''], [(17, 7), (12, 2), (17, 13)], [False, True, False, False], 82, False, [True, False, True, False], 2301, 'North', (8, 9))
Element 10: (2, (8, 9), ['.', '', '%', '%'], [(17, 6), (13, 2), (18, 13)], [False, False, True, True], 80, False, [True, False, False, False], 2330, 'West', (7, 9))
Element 11: (2, (7, 9), ['.', '.', '%', ''], [(16, 6), (14, 2), (18, 12)], [False, False, True, False], 78, False, [True, True, False, False], 2369, 'South', (7, 8))
Element 12: (2, (7, 8), ['.', '%', '', ''], [(16, 5), (14, 3), (18, 11)], [False, True, False, False], 76, False, [True, False, False, False], 2408, 'West', (6, 8))
Element 13: (2, (6, 8), ['.', '%', '.', ''], [(16, 4), (14, 4), (18, 10)], [False, True, False, False], 74, False, [True, False, True, False], 2447, 'North', (6, 9))
Element 14: (2, (6, 9), ['%', '', '%', ''], [(16, 3), (15, 4), (17, 10)], [True, False, True, False], 72, False, [False, False, False, False], 2486, 'South', (6, 8))
Element 15: (2, (6, 8), ['.', '%', '', ''], [(16, 4), (15, 5), (17, 11)], [False, True, False, False], 70, False, [True, False, False, False], 2505, 'West', (5, 8))
Element 16: (2, (5, 8), ['.', '%', '%', ''], [(15, 4), (15, 6), (17, 12)], [False, True, True, False], 68, False, [True, False, False, False], 2534, 'West', (4, 8))
Element 17: (2, (4, 8), ['%', '%', '%', ''], [(15, 5), (15, 7), (16, 12)], [True, True, True, False], 66, False, [False, False, False, False], 2563, 'East', (5, 8))
Element 18: (2, (5, 8), ['', '%', '%', ''], [(14, 5), (15, 8), (16, 11)], [False, True, True, False], 64, False, [False, False, False, False], 2592, 'East', (6, 8))
Element 19: (2, (6, 8), ['', '%', '', ''], [(13, 5), (14, 8), (16, 10)], [False, True, False, False], 62, False, [False, False, False, False], 2621, 'East', (7, 8))
Element 20: (2, (7, 8), ['', '%', '', ''], [(13, 6), (14, 7), (16, 9)], [False, True, False, False], 60, False, [False, False, False, False], 2650, 'North', (7, 9))
Element 21: (2, (7, 9), ['', '', '%', ''], [(12, 6), (14, 8), (17, 9)], [False, False, True, False], 58, False, [False, False, False, False], 2669, 'West', (6, 9))
Element 22: (2, (6, 9), ['%', '', '%', ''], [(12, 5), (13, 8), (16, 9)], [True, False, True, False], 56, False, [False, False, False, False], 2688, 'East', (7, 9))
Element 23: (2, (7, 9), ['', '', '%', ''], [(12, 4), (14, 8), (16, 10)], [False, False, True, False], 54, False, [False, False, False, False], 2697, 'East', (8, 9))
Element 24: (2, (8, 9), ['', '', '%', '%'], [(13, 4), (15, 8), (16, 11)], [False, False, True, True], 52, False, [False, False, False, False], 2706, 'South', (8, 8))
Element 25: (2, (8, 8), ['', '%', '', ''], [(13, 3), (15, 7), (16, 12)], [False, True, False, False], 50, False, [False, False, False, False], 2715, 'West', (7, 8))
Element 26: (2, (7, 8), ['', '%', '', ''], [(14, 3), (14, 7), (15, 12)], [False, True, False, False], 48, False, [False, False, False, False], 2724, 'East', (8, 8))
Element 27: (2, (8, 8), ['', '%', '', ''], [(14, 4), (15, 7), (16, 12)], [False, True, False, False], 46, False, [False, False, False, False], 2723, 'East', (9, 8))
Element 28: (2, (9, 8), ['', '', '%', ''], [(14, 3), (15, 6), (17, 12)], [False, False, True, False], 44, False, [False, False, False, False], 2722, 'East', (10, 8))
Element 29: (2, (10, 8), ['', '', '%', '%'], [(14, 2), (16, 6), (17, 11)], [False, False, True, True], 42, False, [False, False, False, False], 2721, 'South', (10, 7))
Element 30: (2, (10, 7), ['', '%', '', '%'], [(14, 1), (17, 6), (16, 11)], [False, True, False, True], 40, False, [False, False, False, False], 2730, 'West', (9, 7))
Element 31: (2, (9, 7), ['%', '', '', ''], [(15, 1), (17, 7), (17, 11)], [True, False, False, False], 38, False, [False, False, False, False], 2739, 'North', (9, 8))
Element 32: (2, (9, 8), ['', '', '%', ''], [(14, 1), (18, 7), (17, 10)], [False, False, True, False], 36, False, [False, False, False, False], 2738, 'South', (9, 7))
Element 33: (2, (9, 7), ['%', '', '', ''], [(13, 1), (17, 7), (17, 9)], [True, False, False, False], 34, False, [False, False, False, False], 2747, 'South', (9, 6))
Element 34: (2, (9, 6), ['.', '', '', '%'], [(12, 1), (17, 6), (17, 10)], [False, False, False, True], 32, False, [True, False, False, False], 2756, 'West', (8, 6))
Element 35: (2, (8, 6), ['%', '.', '%', ''], [(11, 1), (17, 5), (16, 10)], [True, False, True, False], 30, False, [False, True, False, False], 2775, 'South', (8, 5))
Element 36: (2, (8, 5), ['%', '.', '', ''], [(11, 2), (18, 5), (17, 10)], [True, False, False, False], 28, False, [False, True, False, False], 2784, 'South', (8, 4))
Element 37: (2, (8, 4), ['%', '.', '', '.'], [(11, 3), (18, 4), (18, 10)], [True, False, False, False], 26, False, [False, True, False, True], 2803, 'East', (9, 4))
Element 38: (2, (9, 4), ['', '.', '', ''], [(11, 4), (18, 3), (18, 11)], [False, False, False, False], 24, False, [False, True, False, False], 2822, 'South', (9, 3))
Element 39: (2, (9, 3), ['.', '', '', '.'], [(10, 4), (17, 3), (17, 11)], [False, False, False, False], 22, False, [True, False, False, True], 2831, 'East', (10, 3))
Element 40: (2, (10, 3), ['', '', '', ''], [(10, 5), (17, 4), (18, 11)], [False, False, False, False], 20, False, [False, False, False, False], 2840, 'East', (11, 3))
Element 41: (2, (11, 3), ['', '', '', '%'], [(9, 5), (16, 4), (18, 12)], [False, False, False, True], 18, False, [False, False, False, False], 2839, 'North', (11, 4))
Element 42: (2, (11, 4), ['', '', '%', ''], [(9, 6), (16, 5), (17, 12)], [False, False, True, False], 16, False, [False, False, False, False], 2838, 'East', (12, 4))
Element 43: (2, (12, 4), ['', '%', '', ''], [(9, 7), (16, 4), (18, 12)], [False, True, False, False], 14, False, [False, False, False, False], 2837, 'East', (13, 4))
Element 44: (2, (13, 4), ['', '', '', ''], [(10, 7), (16, 3), (18, 13)], [False, False, False, False], 12, False, [False, False, False, False], 2836, 'East', (14, 4))
Element 45: (2, (14, 4), ['', '', '', ''], [(10, 8), (16, 4), (17, 13)], [False, False, False, False], 10, False, [False, False, False, False], 2835, 'East', (15, 4))
Element 46: (2, (15, 4), ['', '%', '', ''], [(9, 8), (17, 4), (17, 12)], [False, True, False, False], 8, False, [False, False, False, False], 2834, 'East', (16, 4))
Element 47: (2, (16, 4), ['', '', '', ''], [(8, 8), (17, 3), (17, 13)], [False, False, False, False], 6, False, [False, False, False, False], 2833, 'East', (17, 4))
Element 48: (2, (17, 4), ['', '', '', ''], [(8, 9), (16, 3), (16, 13)], [False, False, False, False], 4, False, [False, False, False, False], 2832, 'East', (18, 4))
Element 49: (2, (18, 4), ['', '', '', '%'], [(7, 9), (17, 3), (16, 12)], [False, False, False, True], 2, False, [False, False, False, False], 2831, 'North', (18, 5))
Element 50: (2, (18, 5), ['', '', '%', '%'], [(7, 9), (17, 3), (16, 13)], [False, False, True, True], 0, False, [False, False, False, False], 2830, 'Stop', (18, 5))
Element 51: #0#
