Element 1: (1, (1, 12), ['%', 'F', '.', '.'], [(14, 3), (9, 1), (18, 10)], [True, False, False, False], 98, False, [False, False, True, True], 9, 'South', (1, 11))
Element 2: (1, (1, 11), ['%', '.', '', 'F'], [(14, 4), (9, 2), (18, 11)], [True, False, False, False], 96, False, [False, True, False, False], 2028, 'East', (2, 11))
Element 3: (1, (2, 11), ['', '.', '.', '%'], [(15, 4), (10, 2), (18, 12)], [False, False, False, True], 94, False, [False, True, True, False], 3057, 'North', (2, 12))
Element 4: (1, (2, 12), ['', '', '%', '.'], [(16, 4), (11, 2), (18, 13)], [False, False, True, False], 92, False, [False, False, False, True], 3096, 'East', (3, 12))
Element 5: (1, (3, 12), ['', '%', '.', '.'], [(17, 4), (12, 2), (17, 13)], [False, True, False, False], 90, False, [False, False, True, True], 3135, 'East', (4, 12))
Element 6: (1, (4, 12), ['', '.', '.', '.'], [(18, 4), (13, 2), (17, 12)], [False, False, False, False], 88, False, [False, True, True, True], 3174, 'East', (5, 12))
Element 7: (1, (5, 12), ['', '.', '.', '.'], [(18, 5), (13, 3), (17, 11)], [False, False, False, False], 86, False, [False, True, True, True], 3213, 'East', (6, 12))
Element 8: (1, (6, 12), ['', '.', '.', '.'], [(17, 5), (13, 4), (17, 10)], [False, False, False, False], 84, False, [False, True, True, True], 3252, 'East', (7, 12))
Element 9: (1, (7, 12), ['', '%', '.', '.'], [(17, 6), (13, 5), (17, 9)], [False, True, False, False], 82, False, [False, False, True, True], 3291, 'East', (8, 12))
Element 10: (1, (8, 12), ['', '%', '%', '.'], [(17, 7), (14, 5), (16, 9)], [False, True, True, False], 80, False, [False, False, False, True], 3330, 'East', (9, 12))
Element 11: (1, (9, 12), ['', '%', '.', '.'], [(18, 7), (15, 5), (16, 10)], [False, True, False, False], 78, False, [False, False, True, True], 3369, 'East', (10, 12))
Element 12: (1, (10, 12), ['', '%', '.', '.'], [(17, 7), (16, 5), (16, 11)], [False, True, False, False], 76, False, [False, False, True, True], 3398, 'East', (11, 12))
Element 13: (1, (11, 12), ['', '%', '%', '.'], [(17, 6), (16, 6), (16, 12)], [False, True, True, False], 74, False, [False, False, False, True], 3427, 'East', (12, 12))
Element 14: (1, (12, 12), ['', '.', '.', '.'], [(16, 6), (15, 6), (16, 13)], [False, False, False, False], 72, False, [False, True, True, True], 3456, 'East', (13, 12))
Element 15: (1, (13, 12), ['', '.', '.', '%'], [(16, 5), (15, 7), (15, 13)], [False, False, False, True], 70, False, [False, True, True, False], 3485, 'North', (13, 13))
Element 16: (1, (13, 13), ['.', '', '%', '.'], [(15, 5), (15, 8), (15, 12)], [False, False, True, False], 68, False, [True, False, False, True], 3514, 'East', (14, 13))
Element 17: (1, (14, 13), ['', '%', '%', 'G'], [(15, 6), (14, 8), (15, 13)], [False, True, True, False], 66, False, [False, False, False, False], 3533, 'West', (13, 13))
Element 18: (1, (13, 13), ['.', '', '%', 'G'], [(15, 7), (14, 7), (14, 13)], [False, False, True, False], 64, False, [True, False, False, False], 3542, 'West', (12, 13))
Element 19: (1, (12, 13), ['%', '', '%', 'G'], [(15, 8), (14, 8), (13, 13)], [True, False, True, False], 62, False, [False, False, False, False], 3551, 'South', (12, 12))
Element 20: (1, (12, 12), ['', '.', '', 'G'], [(14, 8), (13, 8), (13, 12)], [False, False, False, False], 60, False, [False, True, False, False], 3560, 'West', (11, 12))
Element 21: (1, (11, 12), ['', '%', '%', ''], [(14, 7), (13, 8), (13, 11)], [False, True, True, False], 58, False, [False, False, False, False], 3569, 'West', (10, 12))
Element 22: (1, (10, 12), ['', '%', '.', ''], [(15, 7), (14, 8), (12, 11)], [False, True, False, False], 56, False, [False, False, True, False], 3578, 'East', (11, 12))
Element 23: (1, (11, 12), ['', '%', '%', 'G'], [(15, 8), (13, 8), (12, 12)], [False, True, True, False], 54, False, [False, False, False, False], 3577, 'West', (10, 12))
Element 24: (1, (10, 12), ['', '%', '.', ''], [(15, 7), (13, 8), (12, 13)], [False, True, False, False], 52, False, [False, False, True, False], 3576, 'West', (9, 12))
Element 25: (1, (9, 12), ['', '%', '.', ''], [(14, 7), (14, 8), (12, 12)], [False, True, False, False], 50, False, [False, False, True, False], 3575, 'West', (8, 12))
Element 26: (1, (8, 12), ['', '%', '%', ''], [(15, 7), (14, 7), (11, 12)], [False, True, True, False], 48, False, [False, False, False, False], 3574, 'Stop', (8, 12))
Element 27: (1, (8, 12), ['', '%', '%', ''], [(15, 6), (14, 7), (10, 12)], [False, True, True, False], 46, False, [False, False, False, False], 3573, 'East', (9, 12))
Element 28: (1, (9, 12), ['', '%', '.', ''], [(15, 5), (14, 7), (10, 13)], [False, True, False, False], 44, False, [False, False, True, False], 3582, 'East', (10, 12))
Element 29: (1, (10, 12), ['', '%', '', ''], [(14, 5), (14, 7), (9, 13)], [False, True, False, False], 42, False, [False, False, False, False], 3591, 'Stop', (10, 12))
Element 30: (1, (10, 12), ['G', '%', '', ''], [(13, 5), (14, 7), (9, 12)], [False, True, False, False], 40, False, [False, False, False, False], 3590, 'North', (10, 13))
Element 31: (1, (10, 13), ['', '', '%', '%'], [(13, 6), (14, 7), (8, 12)], [False, False, True, True], 38, False, [False, False, False, False], 3599, 'West', (9, 13))
Element 32: (1, (9, 13), ['%', '', '%', ''], [(12, 6), (14, 7), (7, 12)], [True, False, True, False], 36, False, [False, False, False, False], 3608, 'East', (10, 13))
Element 33: (1, (10, 13), ['', '', '%', '%'], [(12, 5), (14, 7), (7, 13)], [False, False, True, True], 34, False, [False, False, False, False], 3627, 'South', (10, 12))
Element 34: (1, (10, 12), ['', '%', '', ''], [(12, 4), (14, 7), (6, 13)], [False, True, False, False], 32, False, [False, False, False, False], 3646, 'West', (9, 12))
Element 35: (1, (9, 12), ['', '%', '', ''], [(11, 4), (14, 7), (5, 13)], [False, True, False, False], 30, False, [False, False, False, False], 3665, 'North', (9, 13))
Element 36: (1, (9, 13), ['%', '', '%', ''], [(11, 3), (14, 7), (4, 13)], [True, False, True, False], 28, False, [False, False, False, False], 3684, 'South', (9, 12))
Element 37: (1, (9, 12), ['', '%', '', ''], [(10, 3), (14, 7), (3, 13)], [False, True, False, False], 26, False, [False, False, False, False], 3703, 'West', (8, 12))
Element 38: (1, (8, 12), ['', '%', '%', ''], [(10, 4), (14, 7), (3, 12)], [False, True, True, False], 24, False, [False, False, False, False], 3712, 'West', (7, 12))
Element 39: (1, (7, 12), ['', '%', '', ''], [(10, 5), (14, 7), (4, 12)], [False, True, False, False], 22, False, [False, False, False, False], 4711, 'North', (7, 13))
Element 40: (1, (7, 13), ['', '', '%', '%'], [(9, 5), (14, 7), (4, 11)], [False, False, True, True], 20, False, [False, False, False, False], 4730, 'West', (6, 13))
Element 41: (1, (6, 13), ['', '', '%', ''], [(9, 6), (14, 7), (5, 11)], [False, False, True, False], 18, False, [False, False, False, False], 4749, 'West', (5, 13))
Element 42: (1, (5, 13), ['', '', '%', ''], [(9, 7), (14, 7), (6, 11)], [False, False, True, False], 16, False, [False, False, False, False], 4768, 'West', (4, 13))
Element 43: (1, (4, 13), ['', '', '%', ''], [(10, 7), (14, 7), (6, 12)], [False, False, True, False], 14, False, [False, False, False, False], 4777, 'West', (3, 13))
Element 44: (1, (3, 13), ['%', '', '%', ''], [(10, 8), (14, 7), (5, 12)], [True, False, True, False], 12, False, [False, False, False, False], 4786, 'East', (4, 13))
Element 45: (1, (4, 13), ['', '', '%', ''], [(9, 8), (14, 7), (6, 12)], [False, False, True, False], 10, False, [False, False, False, False], 4795, 'East', (5, 13))
Element 46: (1, (5, 13), ['', '', '%', ''], [(8, 8), (14, 7), (6, 11)], [False, False, True, False], 8, False, [False, False, False, False], 4804, 'East', (6, 13))
Element 47: (1, (6, 13), ['', '', '%', ''], [(8, 9), (14, 7), (5, 11)], [False, False, True, False], 6, False, [False, False, False, False], 4813, 'East', (7, 13))
Element 48: (1, (7, 13), ['', '', '%', '%'], [(7, 9), (14, 7), (5, 12)], [False, False, True, True], 4, False, [False, False, False, False], 4822, 'South', (7, 12))
Element 49: (1, (7, 12), ['', '%', '', ''], [(7, 8), (14, 7), (5, 11)], [False, True, False, False], 2, False, [False, False, False, False], 4831, 'West', (6, 12))
Element 50: (1, (6, 12), ['', '', '', ''], [(7, 8), (14, 7), (4, 11)], [False, False, False, False], 0, False, [False, False, False, False], 4830, 'Stop', (6, 12))
Element 51: #0#
