Element 1: (2, (2, 12), ['.', 'F', '%', '.'], [(17, 7), (2, 6), (11, 1)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'South', (2, 11))
Element 2: (2, (2, 11), ['F', '.', '', '%'], [(17, 6), (3, 6), (12, 1)], [False, False, False, True], 96, False, [False, True, False, False], 1048, 'West', (1, 11))
Element 3: (2, (1, 11), ['%', '.', '.', ''], [(17, 5), (4, 6), (13, 1)], [True, False, False, False], 94, False, [False, True, True, False], 2077, 'North', (1, 12))
Element 4: (2, (1, 12), ['%', '', '.', ''], [(18, 5), (5, 6), (14, 1)], [True, False, False, False], 92, False, [False, False, True, False], 2116, 'North', (1, 13))
Element 5: (2, (1, 13), ['%', '', '%', '%'], [(18, 4), (6, 6), (15, 1)], [True, False, True, True], 90, False, [False, False, False, False], 2155, 'South', (1, 12))
Element 6: (2, (1, 12), ['%', '', '', ''], [(18, 3), (6, 5), (14, 1)], [True, False, False, False], 88, False, [False, False, False, False], 2174, 'South', (1, 11))
Element 7: (2, (1, 11), ['%', '.', '', ''], [(17, 3), (6, 4), (14, 2)], [True, False, False, False], 86, False, [False, True, False, False], 2203, 'South', (1, 10))
Element 8: (2, (1, 10), ['%', '%', '', '.'], [(17, 4), (6, 3), (14, 3)], [True, True, False, False], 84, False, [False, False, False, True], 2242, 'East', (2, 10))
Element 9: (2, (2, 10), ['', '%', '', '.'], [(16, 4), (7, 3), (14, 4)], [False, True, False, False], 82, False, [False, False, False, True], 2281, 'East', (3, 10))
Element 10: (2, (3, 10), ['', '%', '%', '.'], [(16, 5), (8, 3), (15, 4)], [False, True, True, False], 80, False, [False, False, False, True], 2320, 'East', (4, 10))
Element 11: (2, (4, 10), ['', '%', '.', '%'], [(16, 6), (9, 3), (15, 5)], [False, True, False, True], 78, False, [False, False, True, False], 2359, 'North', (4, 11))
Element 12: (2, (4, 11), ['%', '', '.', '.'], [(16, 5), (9, 2), (15, 6)], [True, False, False, False], 76, False, [False, False, True, True], 3378, 'East', (5, 11))
Element 13: (2, (5, 11), ['', '%', '.', '.'], [(16, 4), (10, 2), (15, 7)], [False, True, False, False], 74, False, [False, False, True, True], 3407, 'East', (6, 11))
Element 14: (2, (6, 11), ['', '%', '.', '%'], [(16, 3), (11, 2), (15, 8)], [False, True, False, True], 72, False, [False, False, True, False], 3446, 'North', (6, 12))
Element 15: (2, (6, 12), ['.', '', '.', '.'], [(16, 4), (12, 2), (14, 8)], [False, False, False, False], 70, False, [True, False, True, True], 3475, 'East', (7, 12))
Element 16: (2, (7, 12), ['', '%', '.', '.'], [(17, 4), (13, 2), (14, 7)], [False, True, False, False], 68, False, [False, False, True, True], 3504, 'East', (8, 12))
Element 17: (2, (8, 12), ['', '%', '%', '.'], [(17, 3), (13, 3), (14, 8)], [False, True, True, False], 66, False, [False, False, False, True], 3523, 'East', (9, 12))
Element 18: (2, (9, 12), ['', '%', '.', '.'], [(16, 3), (13, 4), (13, 8)], [False, True, False, False], 64, False, [False, False, True, True], 3552, 'East', (10, 12))
Element 19: (2, (10, 12), ['', '%', '.', '.'], [(17, 3), (13, 5), (14, 8)], [False, True, False, False], 62, False, [False, False, True, True], 3571, 'East', (11, 12))
Element 20: (2, (11, 12), ['', '%', '%', '.'], [(18, 3), (14, 5), (15, 8)], [False, True, True, False], 60, False, [False, False, False, True], 3590, 'East', (12, 12))
Element 21: (2, (12, 12), ['', '.', '.', '.'], [(18, 4), (15, 5), (15, 7)], [False, False, False, False], 58, False, [False, True, True, True], 3599, 'East', (13, 12))
Element 22: (2, (13, 12), ['', '.', '.', '%'], [(17, 4), (16, 5), (14, 7)], [False, False, False, True], 56, False, [False, True, True, False], 3608, 'North', (13, 13))
Element 23: (2, (13, 13), ['.', '', '%', '.'], [(18, 4), (17, 5), (15, 7)], [False, False, True, False], 54, False, [True, False, False, True], 3617, 'East', (14, 13))
Element 24: (2, (14, 13), ['', '%', '%', '.'], [(18, 5), (17, 6), (15, 6)], [False, True, True, False], 52, False, [False, False, False, True], 3626, 'East', (15, 13))
Element 25: (2, (15, 13), ['', '.', '%', '.'], [(17, 5), (17, 7), (16, 6)], [False, False, True, False], 50, False, [False, True, False, True], 3635, 'East', (16, 13))
Element 26: (2, (16, 13), ['', '.', '%', '.'], [(17, 4), (18, 7), (17, 6)], [False, False, True, False], 48, False, [False, True, False, True], 3644, 'East', (17, 13))
Element 27: (2, (17, 13), ['', '.', '%', '.'], [(17, 5), (18, 7), (17, 7)], [False, False, True, False], 46, False, [False, True, False, True], 3653, 'East', (18, 13))
Element 28: (2, (18, 13), ['', '.', '%', '%'], [(16, 5), (17, 7), (17, 6)], [False, False, True, True], 44, False, [False, True, False, False], 3662, 'South', (18, 12))
Element 29: (2, (18, 12), ['.', '.', '', '%'], [(15, 5), (17, 6), (17, 5)], [False, False, False, True], 42, False, [True, True, False, False], 3671, 'South', (18, 11))
Element 30: (2, (18, 11), ['.', '.', '', '%'], [(15, 6), (17, 5), (18, 5)], [False, False, False, True], 40, False, [True, True, False, False], 3680, 'South', (18, 10))
Element 31: (2, (18, 10), ['.', '%', '', '%'], [(15, 7), (17, 5), (18, 4)], [False, True, False, True], 38, False, [True, False, False, False], 3689, 'West', (17, 10))
Element 32: (2, (17, 10), ['.', '.', '.', ''], [(15, 8), (16, 5), (18, 3)], [False, False, False, False], 36, False, [True, True, True, False], 3698, 'North', (17, 11))
