Element 1: (3, (6, 2), ['', '.', '.', '.'], [(4, 12), (2, 8), (5, 3)], [False, False, False, False], 98, False, [False, True, True, True], 1019, 'East', (7, 2))
Element 2: (3, (7, 2), ['', '.', '.', '.'], [(5, 12), (1, 8), (6, 3)], [False, False, False, False], 96, False, [False, True, True, True], 2048, 'East', (8, 2))
Element 3: (3, (8, 2), ['', '.', '.', 'F'], [(6, 12), (1, 7), (7, 3)], [False, False, False, False], 94, False, [False, True, True, False], 2087, 'East', (9, 2))
Element 4: (3, (9, 2), ['', '.', '.', '.'], [(7, 12), (1, 6), (8, 3)], [False, False, False, False], 92, False, [False, True, True, True], 3116, 'East', (10, 2))
Element 5: (3, (10, 2), ['', '%', '.', '.'], [(8, 12), (2, 6), (9, 3)], [False, True, False, False], 90, False, [False, False, True, True], 3155, 'East', (11, 2))
Element 6: (3, (11, 2), ['', '.', '.', '.'], [(9, 12), (3, 6), (10, 3)], [False, False, False, False], 88, False, [False, True, True, True], 3194, 'East', (12, 2))
Element 7: (3, (12, 2), ['', '.', '%', '.'], [(10, 12), (4, 6), (11, 3)], [False, False, True, False], 86, False, [False, True, False, True], 3233, 'East', (13, 2))
Element 8: (3, (13, 2), ['', '.', '.', '.'], [(11, 12), (5, 6), (11, 4)], [False, False, False, False], 84, False, [False, True, True, True], 3272, 'East', (14, 2))
Element 9: (3, (14, 2), ['', '.', '.', '%'], [(12, 12), (6, 6), (12, 4)], [False, False, False, True], 82, False, [False, True, True, False], 3311, 'North', (14, 3))
Element 10: (3, (14, 3), ['.', '', '.', '%'], [(13, 12), (6, 5), (13, 4)], [False, False, False, True], 80, False, [True, False, True, False], 3350, 'North', (14, 4))
Element 11: (3, (14, 4), ['', '', '.', '.'], [(13, 13), (6, 4), (13, 5)], [False, False, False, False], 78, False, [False, False, True, True], 3389, 'East', (15, 4))
Element 12: (3, (15, 4), ['', '%', '.', '.'], [(14, 13), (6, 3), (14, 5)], [False, True, False, False], 76, False, [False, False, True, True], 3418, 'East', (16, 4))
Element 13: (3, (16, 4), ['', '.', '.', '.'], [(15, 13), (7, 3), (15, 5)], [False, False, False, False], 74, False, [False, True, True, True], 3447, 'East', (17, 4))
Element 14: (3, (17, 4), ['', '.', '.', '.'], [(16, 13), (8, 3), (16, 5)], [False, False, False, False], 72, False, [False, True, True, True], 3476, 'East', (18, 4))
Element 15: (3, (18, 4), ['', '.', '.', '%'], [(17, 13), (8, 4), (17, 5)], [False, False, False, True], 70, False, [False, True, True, False], 3515, 'North', (18, 5))
Element 16: (3, (18, 5), ['', '', '%', '%'], [(18, 13), (9, 4), (17, 6)], [False, False, True, True], 68, False, [False, False, False, False], 3554, 'West', (17, 5))
Element 17: (3, (17, 5), ['', '', '', ''], [(18, 12), (10, 4), (17, 7)], [False, False, False, False], 66, False, [False, False, False, False], 3583, 'North', (17, 6))
