Element 1: (3, (6, 2), ['', '.', '.', '.'], [(4, 12), (2, 8), (5, 3)], [False, False, False, False], 98, False, [False, True, True, True], 1019, 'East', (7, 2))
Element 18: (3, (17, 6), ['.', '', '', '%'], [(18, 11), (10, 5), (18, 7)], [False, False, False, True], 64, False, [True, False, False, False], 4602, 'West', (16, 6))
Element 19: (3, (16, 6), ['.', '', '%', ''], [(18, 10), (9, 5), (17, 7)], [False, False, True, False], 62, False, [True, False, False, False], 4631, 'West', (15, 6))
Element 20: (3, (15, 6), ['%', '', '.', ''], [(17, 10), (9, 6), (17, 6)], [True, False, False, False], 60, False, [False, False, True, False], 4660, 'North', (15, 7))
Element 21: (3, (15, 7), ['.', '', '.', '%'], [(17, 11), (9, 7), (16, 6)], [False, False, False, True], 58, False, [True, False, True, False], 4689, 'North', (15, 8))
Element 22: (3, (15, 8), ['.', '', '%', '%'], [(17, 12), (10, 7), (15, 6)], [False, False, True, True], 56, False, [True, False, False, False], 4718, 'West', (14, 8))
Element 23: (3, (14, 8), ['.', '.', '%', ''], [(16, 12), (10, 8), (15, 7)], [False, False, True, False], 54, False, [True, True, False, False], 4747, 'South', (14, 7))
Element 24: (3, (14, 7), ['%', '%', '', ''], [(16, 11), (9, 8), (15, 8)], [True, True, False, False], 52, False, [False, False, False, False], 4776, 'North', (14, 8))
Element 25: (3, (14, 8), ['.', '', '%', ''], [(16, 10), (8, 8), (15, 7)], [False, False, True, False], 50, False, [True, False, False, False], 4795, 'West', (13, 8))
Element 26: (3, (13, 8), ['%', '%', '%', ''], [(16, 9), (8, 9), (15, 6)], [True, True, True, False], 48, False, [False, False, False, False], 4824, 'East', (14, 8))
Element 27: (3, (14, 8), ['', '', '%', ''], [(17, 9), (7, 9), (16, 6)], [False, False, True, False], 46, False, [False, False, False, False], 4843, 'East', (15, 8))
Element 28: (3, (15, 8), ['', '', '%', '%'], [(16, 9), (7, 8), (17, 6)], [False, False, True, True], 44, False, [False, False, False, False], 4852, 'South', (15, 7))
Element 29: (3, (15, 7), ['', '', '', '%'], [(16, 10), (6, 8), (17, 5)], [False, False, False, True], 42, False, [False, False, False, False], 4861, 'West', (14, 7))
Element 30: (3, (14, 7), ['%', '%', '', ''], [(16, 11), (6, 9), (17, 4)], [True, True, False, False], 40, False, [False, False, False, False], 4870, 'East', (15, 7))
Element 31: (3, (15, 7), ['', '', '', '%'], [(16, 12), (6, 8), (17, 3)], [False, False, False, True], 38, False, [False, False, False, False], 4879, 'South', (15, 6))
Element 32: (3, (15, 6), ['%', '', '', ''], [(15, 12), (5, 8), (18, 3)], [True, False, False, False], 36, False, [False, False, False, False], 4908, 'South', (15, 5))
Element 33: (3, (15, 5), ['', '', '', ''], [(16, 12), (4, 8), (18, 4)], [False, False, False, False], 34, False, [False, False, False, False], 4917, 'East', (16, 5))
Element 34: (3, (16, 5), ['', '', '', ''], [(17, 12), (5, 8), (18, 5)], [False, False, False, False], 32, False, [False, False, False, False], 4916, 'West', (15, 5))
Element 35: (3, (15, 5), ['', '', '', ''], [(17, 11), (6, 8), (18, 4)], [False, False, False, False], 30, False, [False, False, False, False], 4915, 'West', (14, 5))
Element 36: (3, (14, 5), ['', '', '%', ''], [(16, 11), (7, 8), (18, 3)], [False, False, True, False], 28, False, [False, False, False, False], 4914, 'West', (13, 5))
Element 37: (3, (13, 5), ['.', '', '.', ''], [(17, 11), (7, 9), (17, 3)], [False, False, False, False], 26, False, [True, False, True, False], 4913, 'North', (13, 6))
Element 38: (3, (13, 6), ['.', '', '%', '%'], [(17, 10), (6, 9), (16, 3)], [False, False, True, True], 24, False, [True, False, False, False], 4932, 'West', (12, 6))
Element 39: (3, (12, 6), ['.', '.', '%', ''], [(17, 9), (7, 9), (16, 4)], [False, False, True, False], 22, False, [True, True, False, False], 4941, 'South', (12, 5))
Element 40: (3, (12, 5), ['%', '', '', ''], [(17, 10), (8, 9), (15, 4)], [True, False, False, False], 20, False, [False, False, False, False], 4950, 'South', (12, 4))
Element 41: (3, (12, 4), ['', '%', '', ''], [(16, 10), (8, 8), (14, 4)], [False, True, False, False], 18, False, [False, False, False, False], 4949, 'East', (13, 4))
Element 42: (3, (13, 4), ['', '.', '', ''], [(17, 10), (7, 8), (14, 3)], [False, False, False, False], 16, False, [False, True, False, False], 4948, 'South', (13, 3))
Element 43: (3, (13, 3), ['%', '', '', ''], [(18, 10), (8, 8), (14, 2)], [True, False, False, False], 14, False, [False, False, False, False], 4957, 'North', (13, 4))
Element 44: (3, (13, 4), ['', '', '', ''], [(18, 11), (9, 8), (14, 1)], [False, False, False, False], 12, False, [False, False, False, False], 4966, 'West', (12, 4))
Element 45: (3, (12, 4), ['', '%', '', ''], [(17, 11), (10, 8), (15, 1)], [False, True, False, False], 10, False, [False, False, False, False], 4975, 'West', (11, 4))
Element 46: (3, (11, 4), ['', '', '%', ''], [(18, 11), (10, 7), (14, 1)], [False, False, True, False], 8, False, [False, False, False, False], 4974, 'South', (11, 3))
Element 47: (3, (11, 3), ['', '', '', '%'], [(18, 12), (9, 7), (13, 1)], [False, False, False, True], 6, False, [False, False, False, False], 4983, 'West', (10, 3))
Element 48: (3, (10, 3), ['', '', '', ''], [(17, 12), (9, 8), (12, 1)], [False, False, False, False], 4, False, [False, False, False, False], 4992, 'North', (10, 4))
Element 49: (3, (10, 4), ['', '', '', ''], [(18, 12), (9, 7), (11, 1)], [False, False, False, False], 2, False, [False, False, False, False], 5001, 'North', (10, 5))
Element 50: (3, (10, 5), ['', '', '%', '%'], [(18, 12), (9, 7), (11, 1)], [False, False, True, True], 0, False, [False, False, False, False], 5000, 'Stop', (10, 5))
Element 51: #0#
