Element 1: (2, (13, 8), ['%', '%', '%', '.'], [(15, 4), (10, 7), (14, 3)], [True, True, True, False], 98, False, [False, False, False, True], 19, 'East', (14, 8))
Element 2: (2, (14, 8), ['', '.', '%', '.'], [(16, 4), (9, 7), (14, 2)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (15, 8))
Element 3: (2, (15, 8), ['', '.', '%', '%'], [(17, 4), (9, 8), (14, 1)], [False, False, True, True], 94, False, [False, True, False, False], 97, 'South', (15, 7))
Element 4: (2, (15, 7), ['.', '.', '', '%'], [(18, 4), (8, 8), (15, 1)], [False, False, False, True], 92, False, [True, True, False, False], 136, 'South', (15, 6))
Element 5: (2, (15, 6), ['%', '.', '', '.'], [(18, 5), (8, 9), (14, 1)], [True, False, False, False], 90, False, [False, True, False, True], 165, 'East', (16, 6))
Element 6: (2, (16, 6), ['', '.', '%', '.'], [(17, 5), (7, 9), (13, 1)], [False, False, True, False], 88, False, [False, True, False, True], 204, 'East', (17, 6))
Element 7: (2, (17, 6), ['', '', '.', '%'], [(16, 5), (7, 8), (13, 2)], [False, False, False, True], 86, False, [False, False, True, False], 243, 'North', (17, 7))
Element 8: (2, (17, 7), ['%', '', '%', '.'], [(15, 5), (6, 8), (13, 3)], [True, False, True, False], 84, False, [False, False, False, True], 282, 'East', (18, 7))
Element 9: (2, (18, 7), ['', '%', '%', '%'], [(14, 5), (6, 9), (13, 4)], [False, True, True, True], 82, False, [False, False, False, False], 321, 'West', (17, 7))
Element 10: (2, (17, 7), ['%', '', '%', ''], [(15, 5), (6, 8), (13, 5)], [True, False, True, False], 80, False, [False, False, False, False], 330, 'South', (17, 6))
Element 11: (2, (17, 6), ['', '', '', '%'], [(15, 6), (5, 8), (13, 6)], [False, False, False, True], 78, False, [False, False, False, False], 349, 'South', (17, 5))
Element 12: (2, (17, 5), ['', '', '', ''], [(16, 6), (4, 8), (12, 6)], [False, False, False, False], 76, False, [False, False, False, False], 368, 'East', (18, 5))
Element 13: (2, (18, 5), ['', '', '%', '%'], [(17, 6), (5, 8), (12, 5)], [False, False, True, True], 74, False, [False, False, False, False], 377, 'South', (18, 4))
Element 14: (2, (18, 4), ['', '.', '', '%'], [(17, 7), (6, 8), (12, 4)], [False, False, False, True], 72, False, [False, True, False, False], 386, 'South', (18, 3))
Element 15: (2, (18, 3), ['.', '%', '', '%'], [(18, 7), (7, 8), (11, 4)], [False, True, False, True], 70, False, [True, False, False, False], 405, 'West', (17, 3))
Element 16: (2, (17, 3), ['.', '%', '', ''], [(17, 7), (7, 9), (11, 3)], [False, True, False, False], 68, False, [True, False, False, False], 424, 'West', (16, 3))
Element 17: (2, (16, 3), ['%', '%', '', ''], [(17, 6), (6, 9), (11, 2)], [True, True, False, False], 66, False, [False, False, False, False], 443, 'North', (16, 4))
Element 18: (2, (16, 4), ['', '', '', ''], [(16, 6), (7, 9), (12, 2)], [False, False, False, False], 64, False, [False, False, False, False], 452, 'East', (17, 4))
Element 19: (2, (17, 4), ['', '', '', ''], [(15, 6), (8, 9), (12, 1)], [False, False, False, False], 62, False, [False, False, False, False], 461, 'West', (16, 4))
Element 20: (2, (16, 4), ['', '', '', ''], [(15, 7), (8, 8), (11, 1)], [False, False, False, False], 60, False, [False, False, False, False], 470, 'North', (16, 5))
Element 21: (2, (16, 5), ['', '', '', ''], [(14, 7), (7, 8), (12, 1)], [False, False, False, False], 58, False, [False, False, False, False], 479, 'West', (15, 5))
Element 22: (2, (15, 5), ['', '', '', ''], [(14, 8), (8, 8), (12, 2)], [False, False, False, False], 56, False, [False, False, False, False], 478, 'South', (15, 4))
