Element 1: (1, (2, 12), ['.', 'F', '%', '.'], [(18, 5), (8, 2), (18, 11)], [False, False, True, False], 98, False, [True, False, False, True], 9, 'South', (2, 11))
Element 2: (1, (2, 11), ['F', '.', '', '%'], [(17, 5), (9, 2), (18, 12)], [False, False, False, True], 96, False, [False, True, False, False], 2028, 'West', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '.', ''], [(17, 6), (10, 2), (18, 13)], [True, False, False, False], 94, False, [False, True, True, False], 3057, 'North', (1, 12))
Element 4: (1, (1, 12), ['%', '', '.', ''], [(17, 7), (11, 2), (17, 13)], [True, False, False, False], 92, False, [False, False, True, False], 3096, 'North', (1, 13))
Element 5: (1, (1, 13), ['%', '', '%', '%'], [(18, 7), (12, 2), (17, 12)], [True, False, True, True], 90, False, [False, False, False, False], 3135, 'South', (1, 12))
Element 6: (1, (1, 12), ['%', '', '', ''], [(17, 7), (13, 2), (17, 11)], [True, False, False, False], 88, False, [False, False, False, False], 3154, 'South', (1, 11))
Element 7: (1, (1, 11), ['%', '.', '', ''], [(17, 6), (14, 2), (17, 10)], [True, False, False, False], 86, False, [False, True, False, False], 3173, 'South', (1, 10))
Element 8: (1, (1, 10), ['%', '%', '', '.'], [(16, 6), (14, 3), (18, 10)], [True, True, False, False], 84, False, [False, False, False, True], 3212, 'East', (2, 10))
Element 9: (1, (2, 10), ['', '%', '', '.'], [(16, 5), (14, 4), (17, 10)], [False, True, False, False], 82, False, [False, False, False, True], 3241, 'East', (3, 10))
Element 10: (1, (3, 10), ['', '%', '%', '.'], [(16, 4), (15, 4), (17, 9)], [False, True, True, False], 80, False, [False, False, False, True], 3280, 'East', (4, 10))
Element 11: (1, (4, 10), ['', '%', '.', '%'], [(17, 4), (15, 5), (16, 9)], [False, True, False, True], 78, False, [False, False, True, False], 3319, 'North', (4, 11))
Element 12: (1, (4, 11), ['%', '', '.', '.'], [(17, 3), (15, 6), (16, 10)], [True, False, False, False], 76, False, [False, False, True, True], 3358, 'East', (5, 11))
Element 13: (1, (5, 11), ['', '%', '.', '.'], [(18, 3), (15, 7), (16, 11)], [False, True, False, False], 74, False, [False, False, True, True], 3397, 'East', (6, 11))
Element 14: (1, (6, 11), ['', '%', '.', '%'], [(17, 3), (15, 8), (16, 12)], [False, True, False, True], 72, False, [False, False, True, False], 3426, 'North', (6, 12))
