Element 1: (1, (2, 7), ['.', '.', 'F', '.'], [(6, 1), (9, 7), (16, 10)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'North', (2, 8))
Element 2: (1, (2, 8), ['F', '', '%', '%'], [(7, 1), (10, 7), (17, 10)], [False, False, True, True], 96, False, [False, False, False, False], 1038, 'West', (1, 8))
Element 3: (1, (1, 8), ['%', '.', '%', ''], [(8, 1), (10, 8), (18, 10)], [True, False, True, False], 94, False, [False, True, False, False], 2067, 'South', (1, 7))
Element 4: (1, (1, 7), ['%', '.', '', ''], [(9, 1), (9, 8), (18, 11)], [True, False, False, False], 92, False, [False, True, False, False], 2106, 'South', (1, 6))
Element 5: (1, (1, 6), ['%', '.', '', '.'], [(9, 2), (8, 8), (18, 12)], [True, False, False, False], 90, False, [False, True, False, True], 3135, 'East', (2, 6))
Element 6: (1, (2, 6), ['', '.', '', '.'], [(10, 2), (8, 9), (18, 13)], [False, False, False, False], 88, False, [False, True, False, True], 3174, 'East', (3, 6))
Element 7: (1, (3, 6), ['', '.', '.', '.'], [(11, 2), (7, 9), (17, 13)], [False, False, False, False], 86, False, [False, True, True, True], 3213, 'East', (4, 6))
Element 8: (1, (4, 6), ['', '.', '%', '.'], [(12, 2), (7, 8), (17, 12)], [False, False, True, False], 84, False, [False, True, False, True], 3252, 'East', (5, 6))
Element 9: (1, (5, 6), ['', '.', '%', '.'], [(13, 2), (6, 8), (17, 11)], [False, False, True, False], 82, False, [False, True, False, True], 3291, 'East', (6, 6))
Element 10: (1, (6, 6), ['', '.', '%', '%'], [(14, 2), (6, 9), (16, 11)], [False, False, True, True], 80, False, [False, True, False, False], 3330, 'South', (6, 5))
Element 11: (1, (6, 5), ['.', '.', '', '%'], [(14, 3), (6, 8), (16, 12)], [False, False, False, True], 78, False, [True, True, False, False], 3359, 'South', (6, 4))
Element 12: (1, (6, 4), ['%', '.', '', '%'], [(14, 4), (5, 8), (16, 13)], [True, False, False, True], 76, False, [False, True, False, False], 3398, 'South', (6, 3))
Element 13: (1, (6, 3), ['.', '.', '', '.'], [(15, 4), (4, 8), (15, 13)], [False, False, False, False], 74, False, [True, True, False, True], 3437, 'East', (7, 3))
Element 14: (1, (7, 3), ['', '.', '%', '.'], [(16, 4), (5, 8), (15, 12)], [False, False, True, False], 72, False, [False, True, False, True], 3466, 'East', (8, 3))
Element 15: (1, (8, 3), ['', '.', '.', '.'], [(17, 4), (6, 8), (15, 13)], [False, False, False, False], 70, False, [False, True, True, True], 3485, 'East', (9, 3))
Element 16: (1, (9, 3), ['', '', '.', '.'], [(18, 4), (7, 8), (14, 13)], [False, False, False, False], 68, False, [False, False, True, True], 3514, 'East', (10, 3))
Element 17: (1, (10, 3), ['', '', '.', '.'], [(18, 5), (7, 9), (13, 13)], [False, False, False, False], 66, False, [False, False, True, True], 3543, 'East', (11, 3))
Element 18: (1, (11, 3), ['', '', '.', '%'], [(17, 5), (6, 9), (13, 12)], [False, False, False, True], 64, False, [False, False, True, False], 3572, 'North', (11, 4))
Element 19: (1, (11, 4), ['.', '', '%', '.'], [(17, 6), (7, 9), (13, 11)], [False, False, True, False], 62, False, [True, False, False, True], 3601, 'East', (12, 4))
Element 20: (1, (12, 4), ['', '%', '.', '.'], [(17, 7), (8, 9), (12, 11)], [False, True, False, False], 60, False, [False, False, True, True], 3630, 'East', (13, 4))
Element 21: (1, (13, 4), ['', '.', '.', ''], [(18, 7), (8, 8), (12, 12)], [False, False, False, False], 58, False, [False, True, True, False], 3659, 'North', (13, 5))
Element 22: (1, (13, 5), ['.', '', '.', '.'], [(17, 7), (7, 8), (12, 13)], [False, False, False, False], 56, False, [True, False, True, True], 3678, 'East', (14, 5))
Element 23: (1, (14, 5), ['', '', '%', '.'], [(17, 6), (8, 8), (12, 12)], [False, False, True, False], 54, False, [False, False, False, True], 3687, 'East', (15, 5))
Element 24: (1, (15, 5), ['', '', '.', '.'], [(16, 6), (9, 8), (11, 12)], [False, False, False, False], 52, False, [False, False, True, True], 3716, 'East', (16, 5))
Element 25: (1, (16, 5), ['', '', '', ''], [(15, 6), (10, 8), (10, 12)], [False, False, False, False], 50, False, [False, False, False, False], 3745, 'East', (17, 5))
Element 26: (1, (17, 5), ['', '', '', ''], [(15, 7), (10, 7), (10, 13)], [False, False, False, False], 48, False, [False, False, False, False], 3764, 'East', (18, 5))
Element 27: (1, (18, 5), ['', '', '%', '%'], [(15, 8), (9, 7), (9, 13)], [False, False, True, True], 46, False, [False, False, False, False], 3783, 'South', (18, 4))
Element 28: (1, (18, 4), ['', '.', '', '%'], [(14, 8), (9, 8), (9, 12)], [False, False, False, True], 44, False, [False, True, False, False], 3802, 'South', (18, 3))
Element 29: (1, (18, 3), ['.', '%', '', '%'], [(14, 7), (9, 7), (8, 12)], [False, True, False, True], 42, False, [True, False, False, False], 3831, 'West', (17, 3))
Element 30: (1, (17, 3), ['.', '%', '', ''], [(14, 8), (9, 6), (7, 12)], [False, True, False, False], 40, False, [True, False, False, False], 3860, 'West', (16, 3))
Element 31: (1, (16, 3), ['%', '%', '', ''], [(13, 8), (9, 5), (7, 13)], [True, True, False, False], 38, False, [False, False, False, False], 3899, 'North', (16, 4))
Element 32: (1, (16, 4), ['', '', '', ''], [(14, 8), (10, 5), (6, 13)], [False, False, False, False], 36, False, [False, False, False, False], 4908, 'East', (17, 4))
Element 33: (1, (17, 4), ['', '', '', ''], [(15, 8), (10, 4), (6, 12)], [False, False, False, False], 34, False, [False, False, False, False], 4927, 'West', (16, 4))
Element 34: (1, (16, 4), ['', '', '', ''], [(15, 7), (9, 4), (6, 11)], [False, False, False, False], 32, False, [False, False, False, False], 4946, 'West', (15, 4))
Element 35: (1, (15, 4), ['', '%', '', ''], [(14, 7), (8, 4), (5, 11)], [False, True, False, False], 30, False, [False, False, False, False], 4965, 'West', (14, 4))
Element 36: (1, (14, 4), ['', '', '', ''], [(15, 7), (8, 5), (5, 12)], [False, False, False, False], 28, False, [False, False, False, False], 4984, 'South', (14, 3))
Element 37: (1, (14, 3), ['.', '', '', '%'], [(15, 6), (8, 6), (5, 13)], [False, False, False, True], 26, False, [True, False, False, False], 5003, 'West', (13, 3))
Element 38: (1, (13, 3), ['%', '', '', ''], [(15, 5), (8, 5), (4, 13)], [True, False, False, False], 24, False, [False, False, False, False], 5022, 'South', (13, 2))
Element 39: (1, (13, 2), ['', '.', '', ''], [(16, 5), (8, 4), (4, 12)], [False, False, False, False], 22, False, [False, True, False, False], 5031, 'South', (13, 1))
Element 40: (1, (13, 1), ['.', '%', '', '.'], [(15, 5), (8, 3), (4, 11)], [False, True, False, False], 20, False, [True, False, False, True], 5050, 'East', (14, 1))
Element 41: (1, (14, 1), ['', '%', '', '.'], [(14, 5), (8, 2), (4, 10)], [False, True, False, False], 18, False, [False, False, False, True], 5079, 'East', (15, 1))
Element 42: (1, (15, 1), ['', '%', '%', '%'], [(13, 5), (7, 2), (3, 10)], [False, True, True, True], 16, False, [False, False, False, False], 5108, 'West', (14, 1))
Element 43: (1, (14, 1), ['', '%', '', ''], [(13, 6), (6, 2), (2, 10)], [False, True, False, False], 14, False, [False, False, False, False], 5137, 'North', (14, 2))
Element 44: (1, (14, 2), ['', '', '', '%'], [(12, 6), (5, 2), (2, 11)], [False, False, False, True], 12, False, [False, False, False, False], 6156, 'South', (14, 1))
Element 45: #1#
