Element 1: (3, (11, 2), ['', '.', '.', '.'], [(8, 12), (4, 3), (9, 2)], [False, False, False, False], 98, False, [False, True, True, True], 1019, 'East', (12, 2))
Element 30: (3, (15, 7), ['', '', '', '%'], [(17, 12), (7, 9), (17, 3)], [False, False, False, True], 40, False, [False, False, False, False], 2760, 'West', (14, 7))
Element 31: (3, (14, 7), ['%', '%', '', ''], [(17, 11), (8, 9), (18, 3)], [True, True, False, False], 38, False, [False, False, False, False], 2769, 'East', (15, 7))
Element 32: (3, (15, 7), ['', '', '', '%'], [(16, 11), (8, 8), (18, 4)], [False, False, False, True], 36, False, [False, False, False, False], 2768, 'South', (15, 6))
Element 33: (3, (15, 6), ['%', '', '', ''], [(17, 11), (7, 8), (18, 5)], [True, False, False, False], 34, False, [False, False, False, False], 2767, 'South', (15, 5))
Element 34: (3, (15, 5), ['', '', '', ''], [(17, 10), (8, 8), (17, 5)], [False, False, False, False], 32, False, [False, False, False, False], 2766, 'West', (14, 5))
Element 35: (3, (14, 5), ['', '', '%', ''], [(17, 9), (9, 8), (17, 6)], [False, False, True, False], 30, False, [False, False, False, False], 2765, 'West', (13, 5))
Element 36: (3, (13, 5), ['.', '', '.', ''], [(17, 10), (10, 8), (17, 7)], [False, False, False, False], 28, False, [True, False, True, False], 2764, 'North', (13, 6))
Element 37: (3, (13, 6), ['.', '', '%', '%'], [(16, 10), (10, 7), (18, 7)], [False, False, True, True], 26, False, [True, False, False, False], 2773, 'West', (12, 6))
Element 38: (3, (12, 6), ['.', '.', '%', ''], [(17, 10), (9, 7), (17, 7)], [False, False, True, False], 24, False, [True, True, False, False], 2782, 'South', (12, 5))
Element 39: (3, (12, 5), ['%', '', '', ''], [(18, 10), (9, 8), (17, 6)], [True, False, False, False], 22, False, [False, False, False, False], 2791, 'South', (12, 4))
Element 40: (3, (12, 4), ['', '%', '', ''], [(18, 11), (9, 7), (17, 5)], [False, True, False, False], 20, False, [False, False, False, False], 2790, 'East', (13, 4))
Element 41: (3, (13, 4), ['', '.', '', ''], [(17, 11), (9, 6), (17, 4)], [False, False, False, False], 18, False, [False, True, False, False], 2789, 'South', (13, 3))
Element 42: (3, (13, 3), ['%', '', '', ''], [(18, 11), (8, 6), (17, 5)], [True, False, False, False], 16, False, [False, False, False, False], 2808, 'North', (13, 4))
Element 43: (3, (13, 4), ['', '', '', ''], [(18, 12), (8, 5), (18, 5)], [False, False, False, False], 14, False, [False, False, False, False], 2817, 'West', (12, 4))
Element 44: (3, (12, 4), ['', '%', '', ''], [(17, 12), (8, 6), (18, 4)], [False, True, False, False], 12, False, [False, False, False, False], 2816, 'West', (11, 4))
Element 45: (3, (11, 4), ['', '', '%', ''], [(18, 12), (9, 6), (17, 4)], [False, False, True, False], 10, False, [False, False, False, False], 2815, 'South', (11, 3))
Element 46: (3, (11, 3), ['', '', '', '%'], [(18, 13), (9, 5), (18, 4)], [False, False, False, True], 8, False, [False, False, False, False], 2814, 'West', (10, 3))
Element 47: (3, (10, 3), ['', '', '', ''], [(17, 13), (8, 5), (18, 3)], [False, False, False, False], 6, False, [False, False, False, False], 2813, 'North', (10, 4))
Element 48: (3, (10, 4), ['', '', '', ''], [(17, 12), (9, 5), (17, 3)], [False, False, False, False], 4, False, [False, False, False, False], 2812, 'North', (10, 5))
Element 49: (3, (10, 5), ['', '', '%', '%'], [(17, 13), (8, 5), (17, 4)], [False, False, True, True], 2, False, [False, False, False, False], 2811, 'West', (9, 5))
Element 50: (3, (9, 5), ['G', '', '', ''], [(17, 13), (8, 5), (17, 4)], [False, False, False, False], 0, False, [False, False, False, False], 2810, 'Stop', (9, 5))
Element 51: #0#
