Element 1: (3, (11, 2), ['', '.', '.', '.'], [(8, 12), (4, 3), (9, 2)], [False, False, False, False], 98, False, [False, True, True, True], 1019, 'East', (12, 2))
Element 2: (3, (12, 2), ['', '.', '%', '.'], [(9, 12), (5, 3), (9, 3)], [False, False, True, False], 96, False, [False, True, False, True], 1058, 'East', (13, 2))
Element 3: (3, (13, 2), ['', '.', '.', '.'], [(10, 12), (6, 3), (10, 3)], [False, False, False, False], 94, False, [False, True, True, True], 1097, 'East', (14, 2))
Element 4: (3, (14, 2), ['', '.', '.', '%'], [(11, 12), (7, 3), (11, 3)], [False, False, False, True], 92, False, [False, True, True, False], 1136, 'North', (14, 3))
Element 5: (3, (14, 3), ['.', '', '.', '%'], [(12, 12), (8, 3), (11, 4)], [False, False, False, True], 90, False, [True, False, True, False], 1175, 'North', (14, 4))
Element 6: (3, (14, 4), ['.', '', '.', '.'], [(13, 12), (8, 4), (12, 4)], [False, False, False, False], 88, False, [True, False, True, True], 1214, 'East', (15, 4))
Element 7: (3, (15, 4), ['', '%', '.', '.'], [(13, 13), (9, 4), (13, 4)], [False, True, False, False], 86, False, [False, False, True, True], 1253, 'East', (16, 4))
Element 8: (3, (16, 4), ['', '.', '.', '.'], [(14, 13), (10, 4), (13, 5)], [False, False, False, False], 84, False, [False, True, True, True], 1292, 'East', (17, 4))
Element 9: (3, (17, 4), ['', '.', '.', '.'], [(15, 13), (10, 5), (14, 5)], [False, False, False, False], 82, False, [False, True, True, True], 2321, 'East', (18, 4))
Element 10: (3, (18, 4), ['', '.', '.', '%'], [(16, 13), (9, 5), (15, 5)], [False, False, False, True], 80, False, [False, True, True, False], 2360, 'North', (18, 5))
Element 11: (3, (18, 5), ['.', '', '%', '%'], [(17, 13), (9, 6), (16, 5)], [False, False, True, True], 78, False, [True, False, False, False], 2399, 'West', (17, 5))
Element 12: (3, (17, 5), ['', '', '.', ''], [(18, 13), (9, 7), (16, 6)], [False, False, False, False], 76, False, [False, False, True, False], 2438, 'North', (17, 6))
Element 13: (3, (17, 6), ['', '', '.', '%'], [(18, 12), (10, 7), (15, 6)], [False, False, False, True], 74, False, [False, False, True, False], 2477, 'North', (17, 7))
Element 14: (3, (17, 7), ['%', '', '%', '.'], [(18, 11), (10, 8), (15, 7)], [True, False, True, False], 72, False, [False, False, False, True], 2516, 'East', (18, 7))
Element 15: (3, (18, 7), ['', '%', '%', '%'], [(18, 10), (9, 8), (15, 8)], [False, True, True, True], 70, False, [False, False, False, False], 2555, 'West', (17, 7))
Element 16: (3, (17, 7), ['%', '', '%', ''], [(17, 10), (8, 8), (14, 8)], [True, False, True, False], 68, False, [False, False, False, False], 2584, 'South', (17, 6))
Element 17: (3, (17, 6), ['', '', '', '%'], [(17, 11), (8, 9), (14, 7)], [False, False, False, True], 66, False, [False, False, False, False], 2613, 'West', (16, 6))
Element 18: (3, (16, 6), ['', '', '%', ''], [(17, 12), (7, 9), (14, 8)], [False, False, True, False], 64, False, [False, False, False, False], 2632, 'South', (16, 5))
Element 19: (3, (16, 5), ['', '', '', ''], [(16, 12), (7, 8), (13, 8)], [False, False, False, False], 62, False, [False, False, False, False], 2661, 'West', (15, 5))
Element 20: (3, (15, 5), ['', '', '', ''], [(16, 11), (6, 8), (14, 8)], [False, False, False, False], 60, False, [False, False, False, False], 2680, 'North', (15, 6))
Element 21: (3, (15, 6), ['%', '', '', ''], [(16, 10), (6, 9), (15, 8)], [True, False, False, False], 58, False, [False, False, False, False], 2699, 'North', (15, 7))
Element 22: (3, (15, 7), ['', '', '', '%'], [(16, 9), (6, 8), (14, 8)], [False, False, False, True], 56, False, [False, False, False, False], 2708, 'North', (15, 8))
Element 23: (3, (15, 8), ['', '', '%', '%'], [(17, 9), (5, 8), (14, 7)], [False, False, True, True], 54, False, [False, False, False, False], 2727, 'West', (14, 8))
Element 24: (3, (14, 8), ['', '', '%', ''], [(16, 9), (4, 8), (15, 7)], [False, False, True, False], 52, False, [False, False, False, False], 2736, 'South', (14, 7))
Element 25: (3, (14, 7), ['%', '%', '', ''], [(16, 10), (5, 8), (15, 6)], [True, True, False, False], 50, False, [False, False, False, False], 2735, 'North', (14, 8))
Element 26: (3, (14, 8), ['', '', '%', ''], [(16, 11), (6, 8), (16, 6)], [False, False, True, False], 48, False, [False, False, False, False], 2734, 'West', (13, 8))
Element 27: (3, (13, 8), ['%', '%', '%', ''], [(16, 12), (7, 8), (16, 5)], [True, True, True, False], 46, False, [False, False, False, False], 2733, 'East', (14, 8))
Element 28: (3, (14, 8), ['', '', '%', ''], [(15, 12), (7, 9), (16, 4)], [False, False, True, False], 44, False, [False, False, False, False], 2742, 'East', (15, 8))
Element 29: (3, (15, 8), ['', '', '%', '%'], [(16, 12), (6, 9), (16, 3)], [False, False, True, True], 42, False, [False, False, False, False], 2751, 'South', (15, 7))
