Element 1: (1, (2, 12), ['.', 'F', '%', '.'], [(1, 8), (12, 5), (12, 11)], [False, False, True, False], 98, False, [True, False, False, True], 999, 'South', (2, 11))
Element 2: (1, (2, 11), ['F', '.', '', '%'], [(2, 8), (13, 5), (13, 11)], [False, False, False, True], 96, False, [False, True, False, False], 3018, 'West', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '.', ''], [(2, 7), (14, 5), (13, 12)], [True, False, False, False], 94, False, [False, True, True, False], 4047, 'North', (1, 12))
Element 4: (1, (1, 12), ['%', '', '.', ''], [(3, 7), (15, 5), (13, 13)], [True, False, False, False], 92, False, [False, False, True, False], 4086, 'North', (1, 13))
Element 5: (1, (1, 13), ['%', '', '%', '%'], [(3, 6), (16, 5), (14, 13)], [True, False, True, True], 90, False, [False, False, False, False], 4125, 'South', (1, 12))
Element 6: (1, (1, 12), ['%', '', '', ''], [(4, 6), (17, 5), (15, 13)], [True, False, False, False], 88, False, [False, False, False, False], 4154, 'South', (1, 11))
Element 7: (1, (1, 11), ['%', '.', '', ''], [(5, 6), (18, 5), (16, 13)], [True, False, False, False], 86, False, [False, True, False, False], 4183, 'South', (1, 10))
Element 8: (1, (1, 10), ['%', '%', '', '.'], [(6, 6), (18, 4), (17, 13)], [True, True, False, False], 84, False, [False, False, False, True], 4222, 'East', (2, 10))
Element 9: (1, (2, 10), ['', '%', '', '.'], [(6, 5), (18, 3), (18, 13)], [False, True, False, False], 82, False, [False, False, False, True], 4261, 'East', (3, 10))
Element 10: (1, (3, 10), ['', '%', '%', '.'], [(6, 4), (17, 3), (18, 12)], [False, True, True, False], 80, False, [False, False, False, True], 4300, 'East', (4, 10))
Element 11: (1, (4, 10), ['', '%', '.', '%'], [(6, 3), (17, 4), (18, 11)], [False, True, False, True], 78, False, [False, False, True, False], 4339, 'North', (4, 11))
Element 12: (1, (4, 11), ['%', '', '.', '.'], [(7, 3), (16, 4), (18, 10)], [True, False, False, False], 76, False, [False, False, True, True], 4378, 'East', (5, 11))
Element 13: (1, (5, 11), ['', '%', '.', '.'], [(8, 3), (16, 3), (17, 10)], [False, True, False, False], 74, False, [False, False, True, True], 4417, 'East', (6, 11))
Element 14: (1, (6, 11), ['', '%', '.', '%'], [(9, 3), (16, 4), (17, 11)], [False, True, False, True], 72, False, [False, False, True, False], 4446, 'North', (6, 12))
Element 15: (1, (6, 12), ['.', '', '.', '.'], [(9, 2), (15, 4), (17, 12)], [False, False, False, False], 70, False, [True, False, True, True], 5475, 'East', (7, 12))
Element 16: (1, (7, 12), ['', '%', '.', '.'], [(10, 2), (14, 4), (16, 12)], [False, True, False, False], 68, False, [False, False, True, True], 5514, 'East', (8, 12))
Element 17: (1, (8, 12), ['', '%', '%', '.'], [(11, 2), (14, 3), (16, 11)], [False, True, True, False], 66, False, [False, False, False, True], 5553, 'East', (9, 12))
Element 18: (1, (9, 12), ['', '%', '.', '.'], [(12, 2), (14, 2), (16, 10)], [False, True, False, False], 64, False, [False, False, True, True], 5592, 'East', (10, 12))
Element 19: (1, (10, 12), ['', '%', '.', '.'], [(13, 2), (14, 1), (16, 9)], [False, True, False, False], 62, False, [False, False, True, True], 5631, 'East', (11, 12))
Element 20: (1, (11, 12), ['', '%', '%', '.'], [(13, 3), (15, 1), (17, 9)], [False, True, True, False], 60, False, [False, False, False, True], 5670, 'East', (12, 12))
Element 21: (1, (12, 12), ['', '', '.', ''], [(13, 4), (14, 1), (16, 9)], [False, False, False, False], 58, False, [False, False, True, False], 5689, 'North', (12, 13))
Element 22: (1, (12, 13), ['%', '', '%', ''], [(12, 4), (13, 1), (16, 10)], [True, False, True, False], 56, False, [False, False, False, False], 5718, 'East', (13, 13))
Element 23: (1, (13, 13), ['', '', '%', ''], [(11, 4), (12, 1), (16, 11)], [False, False, True, False], 54, False, [False, False, False, False], 5737, 'East', (14, 13))
Element 24: (1, (14, 13), ['', '%', '%', ''], [(11, 3), (11, 1), (16, 12)], [False, True, True, False], 52, False, [False, False, False, False], 5756, 'East', (15, 13))
Element 25: (1, (15, 13), ['', 'G', '%', ''], [(10, 3), (11, 2), (15, 12)], [False, False, True, False], 50, False, [False, False, False, False], 5775, 'East', (16, 13))
Element 26: (1, (16, 13), ['', 'G', '%', ''], [(10, 4), (12, 2), (16, 12)], [False, False, True, False], 48, False, [False, False, False, False], 5784, 'East', (17, 13))
Element 27: #1#
