Element 1: (2, (9, 3), ['.', 'G', '.', '.'], [(14, 1), (9, 2), (10, 10)], [False, False, False, False], 98, False, [True, False, True, True], 1009, 'East', (10, 3))
Element 2: (2, (10, 3), ['', 'G', '.', '.'], [(14, 2), (10, 2), (9, 10)], [False, False, False, False], 96, False, [False, False, True, True], 1048, 'East', (11, 3))
Element 3: (2, (11, 3), ['', 'G', '.', '%'], [(14, 3), (11, 2), (10, 10)], [False, False, False, True], 94, False, [False, False, True, False], 1077, 'North', (11, 4))
Element 4: (2, (11, 4), ['.', '', '%', '.'], [(14, 4), (12, 2), (10, 10)], [False, False, True, False], 92, False, [True, False, False, True], 1106, 'East', (12, 4))
Element 5: (2, (12, 4), ['', '%', '.', '.'], [(15, 4), (13, 2), (9, 10)], [False, True, False, False], 90, False, [False, False, True, True], 1135, 'East', (13, 4))
Element 6: (2, (13, 4), ['', 'G', '.', ''], [(16, 4), (13, 3), (10, 10)], [False, False, False, False], 88, False, [False, False, True, False], 1164, 'North', (13, 5))
Element 7: (2, (13, 5), ['.', '', '.', '.'], [(17, 4), (14, 3), (10, 10)], [False, False, False, False], 86, False, [True, False, True, True], 1183, 'East', (14, 5))
Element 8: (2, (14, 5), ['', 'G', '%', '.'], [(18, 4), (14, 4), (9, 10)], [False, False, True, False], 84, False, [False, False, False, True], 1202, 'East', (15, 5))
Element 9: (2, (15, 5), ['', 'G', '.', '.'], [(18, 5), (15, 4), (10, 10)], [False, False, False, False], 82, False, [False, False, True, True], 1221, 'East', (16, 5))
Element 10: (2, (16, 5), ['', 'G', '.', 'G'], [(17, 5), (16, 4), (10, 10)], [False, False, False, False], 80, False, [False, False, True, False], 1240, 'North', (16, 6))
Element 11: (2, (16, 6), ['.', '', '%', 'G'], [(17, 6), (16, 3), (9, 10)], [False, False, True, False], 78, False, [True, False, False, False], 1269, 'West', (15, 6))
Element 12: (2, (15, 6), ['%', '', '.', ''], [(17, 7), (17, 3), (10, 10)], [True, False, False, False], 76, False, [False, False, True, False], 1298, 'North', (15, 7))
Element 13: (2, (15, 7), ['.', '', '.', '%'], [(18, 7), (18, 3), (10, 10)], [False, False, False, True], 74, False, [True, False, True, False], 1327, 'North', (15, 8))
Element 14: (2, (15, 8), ['.', '', '%', '%'], [(17, 7), (18, 4), (9, 10)], [False, False, True, True], 72, False, [True, False, False, False], 1336, 'West', (14, 8))
Element 15: (2, (14, 8), ['.', '.', '%', ''], [(17, 6), (18, 5), (10, 10)], [False, False, True, False], 70, False, [True, True, False, False], 1345, 'South', (14, 7))
Element 16: (2, (14, 7), ['%', '%', '', ''], [(16, 6), (17, 5), (10, 10)], [True, True, False, False], 68, False, [False, False, False, False], 1354, 'North', (14, 8))
Element 17: (2, (14, 8), ['.', '', '%', ''], [(16, 5), (17, 6), (9, 10)], [False, False, True, False], 66, False, [True, False, False, False], 1353, 'West', (13, 8))
Element 18: (2, (13, 8), ['%', '%', '%', ''], [(15, 5), (17, 7), (10, 10)], [True, True, True, False], 64, False, [False, False, False, False], 1362, 'East', (14, 8))
Element 19: (2, (14, 8), ['', '', '%', ''], [(15, 6), (18, 7), (10, 10)], [False, False, True, False], 62, False, [False, False, False, False], 1361, 'East', (15, 8))
Element 20: (2, (15, 8), ['', 'G', '%', '%'], [(15, 7), (17, 7), (9, 10)], [False, False, True, True], 60, False, [False, False, False, False], 1360, 'West', (14, 8))
Element 21: (2, (14, 8), ['', '', '%', 'G'], [(15, 8), (17, 6), (10, 10)], [False, False, True, False], 58, False, [False, False, False, False], 1359, 'South', (14, 7))
Element 22: (2, (14, 7), ['%', '%', 'G', ''], [(14, 8), (16, 6), (10, 10)], [True, True, False, False], 56, False, [False, False, False, False], 1358, 'East', (15, 7))
Element 23: (2, (15, 7), ['G', '', '', '%'], [(14, 7), (16, 5), (9, 10)], [False, False, False, True], 54, False, [False, False, False, False], 1357, 'South', (15, 6))
Element 24: (2, (15, 6), ['%', 'G', '', ''], [(14, 8), (15, 5), (10, 10)], [True, False, False, False], 52, False, [False, False, False, False], 1356, 'East', (16, 6))
Element 25: (2, (16, 6), ['G', '', '%', ''], [(13, 8), (15, 6), (10, 10)], [False, False, True, False], 50, False, [False, False, False, False], 1355, 'South', (16, 5))
Element 26: (2, (16, 5), ['', '', '', ''], [(14, 8), (15, 7), (9, 10)], [False, False, False, False], 48, False, [False, False, False, False], 1354, 'West', (15, 5))
Element 27: (2, (15, 5), ['', '', '', ''], [(15, 8), (14, 7), (10, 10)], [False, False, False, False], 46, False, [False, False, False, False], 1353, 'North', (15, 6))
Element 28: (2, (15, 6), ['%', '', 'G', ''], [(15, 7), (14, 8), (10, 10)], [True, False, False, False], 44, False, [False, False, False, False], 1352, 'South', (15, 5))
Element 29: (2, (15, 5), ['', '', '', ''], [(14, 7), (15, 8), (9, 10)], [False, False, False, False], 42, False, [False, False, False, False], 1351, 'West', (14, 5))
Element 30: (2, (14, 5), ['', '', '%', ''], [(15, 7), (14, 8), (10, 10)], [False, False, True, False], 40, False, [False, False, False, False], 1350, 'West', (13, 5))
Element 31: (2, (13, 5), ['.', '', '.', ''], [(15, 6), (13, 8), (10, 10)], [False, False, False, False], 38, False, [True, False, True, False], 1349, 'North', (13, 6))
Element 32: (2, (13, 6), ['.', '', '%', '%'], [(15, 5), (14, 8), (9, 10)], [False, False, True, True], 36, False, [True, False, False, False], 1358, 'West', (12, 6))
Element 33: (2, (12, 6), ['.', '.', '%', ''], [(14, 5), (14, 7), (10, 10)], [False, False, True, False], 34, False, [True, True, False, False], 1367, 'South', (12, 5))
Element 34: (2, (12, 5), ['%', '', '', 'G'], [(13, 5), (15, 7), (10, 10)], [True, False, False, False], 32, False, [False, False, False, False], 1376, 'North', (12, 6))
Element 35: (2, (12, 6), ['.', '', '%', 'G'], [(13, 6), (15, 6), (9, 10)], [False, False, True, False], 30, False, [True, False, False, False], 1375, 'West', (11, 6))
Element 36: (2, (11, 6), ['%', '%', '%', 'G'], [(12, 6), (15, 5), (10, 10)], [True, True, True, False], 28, False, [False, False, False, False], 1384, 'Stop', (11, 6))
Element 37: (2, (11, 6), ['%', '%', '%', ''], [(12, 5), (14, 5), (10, 10)], [True, True, True, False], 26, False, [False, False, False, False], 1383, 'East', (12, 6))
Element 38: (2, (12, 6), ['', '', '%', ''], [(12, 4), (13, 5), (9, 10)], [False, False, True, False], 24, False, [False, False, False, False], 1382, 'West', (11, 6))
Element 39: (2, (11, 6), ['%', '%', '%', ''], [(13, 4), (13, 6), (10, 10)], [True, True, True, False], 22, False, [False, False, False, False], 1381, 'Stop', (11, 6))
Element 40: (2, (11, 6), ['%', '%', '%', 'G'], [(13, 3), (12, 6), (10, 10)], [True, True, True, False], 20, False, [False, False, False, False], 1380, 'Stop', (11, 6))
Element 41: (2, (11, 6), ['%', '%', '%', ''], [(13, 2), (12, 5), (9, 10)], [True, True, True, False], 18, False, [False, False, False, False], 1379, 'Stop', (11, 6))
Element 42: (2, (11, 6), ['%', '%', '%', ''], [(13, 1), (12, 4), (10, 10)], [True, True, True, False], 16, False, [False, False, False, False], 1388, 'Stop', (11, 6))
Element 43: (2, (11, 6), ['%', '%', '%', ''], [(12, 1), (13, 4), (10, 10)], [True, True, True, False], 14, False, [False, False, False, False], 1397, 'East', (12, 6))
Element 44: (2, (12, 6), ['', '', '%', ''], [(11, 1), (12, 4), (9, 10)], [False, False, True, False], 12, False, [False, False, False, False], 1406, 'West', (11, 6))
Element 45: (2, (11, 6), ['%', '%', '%', ''], [(11, 2), (11, 4), (10, 10)], [True, True, True, False], 10, False, [False, False, False, False], 1405, 'Stop', (11, 6))
Element 46: (2, (11, 6), ['%', '%', '%', ''], [(12, 2), (10, 4), (10, 10)], [True, True, True, False], 8, False, [False, False, False, False], 1414, 'Stop', (11, 6))
Element 47: (2, (11, 6), ['%', '%', '%', ''], [(11, 2), (10, 5), (9, 10)], [True, True, True, False], 6, False, [False, False, False, False], 2413, 'Stop', (11, 6))
Element 48: (2, (11, 6), ['%', '%', '%', ''], [(11, 3), (9, 5), (10, 10)], [True, True, True, False], 4, False, [False, False, False, False], 2422, 'Stop', (11, 6))
Element 49: (2, (11, 6), ['%', '%', '%', ''], [(11, 4), (9, 6), (10, 10)], [True, True, True, False], 2, False, [False, False, False, False], 2431, 'East', (12, 6))
Element 50: (2, (12, 6), ['', '', '%', ''], [(11, 4), (9, 6), (9, 10)], [False, False, True, False], 0, False, [False, False, False, False], 2430, 'Stop', (12, 6))
Element 51: #0#
