Element 1: (2, (9, 5), ['.', '.', '.', 'F'], [(18, 13), (2, 11), (18, 4)], [False, False, False, False], 98, False, [True, True, True, False], 1009, 'East', (10, 5))
Element 2: (2, (10, 5), ['', '.', '%', '%'], [(17, 13), (1, 11), (18, 5)], [False, False, True, True], 96, False, [False, True, False, False], 3028, 'South', (10, 4))
Element 3: (2, (10, 4), ['.', '.', '', '.'], [(17, 12), (1, 12), (17, 5)], [False, False, False, False], 94, False, [True, True, False, True], 3067, 'East', (11, 4))
Element 4: (2, (11, 4), ['', '.', '%', '.'], [(17, 11), (2, 12), (17, 6)], [False, False, True, False], 92, False, [False, True, False, True], 3106, 'East', (12, 4))
Element 5: (2, (12, 4), ['', '%', '.', '.'], [(18, 11), (3, 12), (17, 7)], [False, True, False, False], 90, False, [False, False, True, True], 3145, 'East', (13, 4))
Element 6: (2, (13, 4), ['', '.', '.', '.'], [(18, 10), (4, 12), (18, 7)], [False, False, False, False], 88, False, [False, True, True, True], 3184, 'East', (14, 4))
Element 7: (2, (14, 4), ['', '.', '.', '.'], [(17, 10), (5, 12), (17, 7)], [False, False, False, False], 86, False, [False, True, True, True], 3213, 'East', (15, 4))
Element 8: (2, (15, 4), ['', '%', '.', '.'], [(17, 9), (6, 12), (17, 6)], [False, True, False, False], 84, False, [False, False, True, True], 3242, 'East', (16, 4))
Element 9: (2, (16, 4), ['', '.', '.', '.'], [(16, 9), (7, 12), (16, 6)], [False, False, False, False], 82, False, [False, True, True, True], 3281, 'East', (17, 4))
Element 10: (2, (17, 4), ['', '.', '', ''], [(16, 10), (8, 12), (16, 5)], [False, False, False, False], 80, False, [False, True, False, False], 3320, 'South', (17, 3))
Element 11: (2, (17, 3), ['.', '%', '', '.'], [(16, 11), (9, 12), (15, 5)], [False, True, False, False], 78, False, [True, False, False, True], 3359, 'East', (18, 3))
Element 12: (2, (18, 3), ['', '%', '', '%'], [(16, 12), (10, 12), (15, 6)], [False, True, False, True], 76, False, [False, False, False, False], 3398, 'North', (18, 4))
Element 13: (2, (18, 4), ['', '', '', '%'], [(16, 13), (11, 12), (15, 7)], [False, False, False, True], 74, False, [False, False, False, False], 3427, 'North', (18, 5))
Element 14: (2, (18, 5), ['', '', '%', '%'], [(15, 13), (12, 12), (15, 8)], [False, False, True, True], 72, False, [False, False, False, False], 3456, 'West', (17, 5))
Element 15: (2, (17, 5), ['', '', '', ''], [(15, 12), (13, 12), (14, 8)], [False, False, False, False], 70, False, [False, False, False, False], 3485, 'North', (17, 6))
Element 16: (2, (17, 6), ['', '', '', '%'], [(15, 13), (13, 13), (14, 7)], [False, False, False, True], 68, False, [False, False, False, False], 3504, 'North', (17, 7))
Element 17: (2, (17, 7), ['%', '', '%', ''], [(14, 13), (12, 13), (14, 8)], [True, False, True, False], 66, False, [False, False, False, False], 3523, 'East', (18, 7))
Element 18: (2, (18, 7), ['', '%', '%', '%'], [(13, 13), (12, 12), (13, 8)], [False, True, True, True], 64, False, [False, False, False, False], 3532, 'West', (17, 7))
Element 19: (2, (17, 7), ['%', '', '%', ''], [(13, 12), (11, 12), (14, 8)], [True, False, True, False], 62, False, [False, False, False, False], 3531, 'South', (17, 6))
Element 20: (2, (17, 6), ['', '', '', '%'], [(13, 11), (10, 12), (15, 8)], [False, False, False, True], 60, False, [False, False, False, False], 3540, 'West', (16, 6))
Element 21: (2, (16, 6), ['', '', '%', ''], [(12, 11), (11, 12), (15, 7)], [False, False, True, False], 58, False, [False, False, False, False], 3549, 'South', (16, 5))
Element 22: (2, (16, 5), ['', '', '', ''], [(12, 12), (10, 12), (14, 7)], [False, False, False, False], 56, False, [False, False, False, False], 3548, 'West', (15, 5))
Element 23: (2, (15, 5), ['.', '', '', ''], [(12, 13), (9, 12), (15, 7)], [False, False, False, False], 54, False, [True, False, False, False], 3547, 'West', (14, 5))
Element 24: (2, (14, 5), ['.', '', '%', ''], [(12, 12), (8, 12), (15, 6)], [False, False, True, False], 52, False, [True, False, False, False], 3556, 'West', (13, 5))
Element 25: (2, (13, 5), ['.', '', '.', ''], [(11, 12), (8, 12), (15, 5)], [False, False, False, False], 50, False, [True, False, True, False], 3565, 'North', (13, 6))
Element 26: (2, (13, 6), ['.', '', '%', '%'], [(10, 12), (9, 12), (14, 5)], [False, False, True, True], 48, False, [True, False, False, False], 3574, 'West', (12, 6))
Element 27: (2, (12, 6), ['.', '.', '%', ''], [(10, 13), (10, 12), (14, 4)], [False, False, True, False], 46, False, [True, True, False, False], 3593, 'South', (12, 5))
Element 28: (2, (12, 5), ['%', '', '', ''], [(9, 13), (10, 12), (14, 3)], [True, False, False, False], 44, False, [False, False, False, False], 3622, 'North', (12, 6))
Element 29: (2, (12, 6), ['.', '', '%', ''], [(9, 12), (10, 13), (14, 2)], [False, False, True, False], 42, False, [True, False, False, False], 3631, 'West', (11, 6))
