Element 1: (3, (16, 10), ['%', '.', '.', '.'], [(6, 1), (2, 8), (10, 7)], [True, False, False, False], 98, False, [False, True, True, True], 1019, 'East', (17, 10))
Element 2: (3, (17, 10), ['', '.', '.', '.'], [(7, 1), (1, 8), (10, 8)], [False, False, False, False], 96, False, [False, True, True, True], 2048, 'East', (18, 10))
Element 3: (3, (18, 10), ['', '%', '.', '%'], [(8, 1), (1, 7), (9, 8)], [False, True, False, True], 94, False, [False, False, True, False], 2087, 'North', (18, 11))
Element 4: (3, (18, 11), ['.', '', '.', '%'], [(9, 1), (1, 6), (8, 8)], [False, False, False, True], 92, False, [True, False, True, False], 2126, 'North', (18, 12))
Element 5: (3, (18, 12), ['.', '', '.', '%'], [(9, 2), (2, 6), (8, 9)], [False, False, False, True], 90, False, [True, False, True, False], 3155, 'North', (18, 13))
Element 6: (3, (18, 13), ['.', '', '%', '%'], [(10, 2), (3, 6), (7, 9)], [False, False, True, True], 88, False, [True, False, False, False], 3194, 'West', (17, 13))
Element 7: (3, (17, 13), ['.', '.', '%', ''], [(11, 2), (4, 6), (7, 8)], [False, False, True, False], 86, False, [True, True, False, False], 3233, 'South', (17, 12))
Element 8: (3, (17, 12), ['.', '.', '', ''], [(12, 2), (5, 6), (6, 8)], [False, False, False, False], 84, False, [True, True, False, False], 3272, 'South', (17, 11))
Element 9: (3, (17, 11), ['.', '', '', ''], [(13, 2), (6, 6), (6, 9)], [False, False, False, False], 82, False, [True, False, False, False], 3311, 'West', (16, 11))
Element 10: (3, (16, 11), ['%', '', '.', ''], [(14, 2), (6, 5), (6, 8)], [True, False, False, False], 80, False, [False, False, True, False], 3340, 'North', (16, 12))
Element 11: (3, (16, 12), ['.', '', '.', ''], [(14, 3), (6, 4), (5, 8)], [False, False, False, False], 78, False, [True, False, True, False], 3379, 'North', (16, 13))
Element 12: (3, (16, 13), ['.', '', '%', ''], [(14, 4), (6, 3), (4, 8)], [False, False, True, False], 76, False, [True, False, False, False], 3418, 'West', (15, 13))
Element 13: (3, (15, 13), ['.', '.', '%', ''], [(15, 4), (7, 3), (5, 8)], [False, False, True, False], 74, False, [True, True, False, False], 3447, 'South', (15, 12))
Element 14: (3, (15, 12), ['%', '%', '', ''], [(16, 4), (8, 3), (6, 8)], [True, True, False, False], 72, False, [False, False, False, False], 3476, 'North', (15, 13))
Element 15: (3, (15, 13), ['.', '', '%', ''], [(17, 4), (9, 3), (7, 8)], [False, False, True, False], 70, False, [True, False, False, False], 3495, 'West', (14, 13))
Element 16: (3, (14, 13), ['.', '%', '%', ''], [(18, 4), (10, 3), (7, 9)], [False, True, True, False], 68, False, [True, False, False, False], 3524, 'West', (13, 13))
Element 17: (3, (13, 13), ['.', '.', '%', ''], [(18, 5), (11, 3), (6, 9)], [False, False, True, False], 66, False, [True, True, False, False], 3553, 'South', (13, 12))
Element 18: (3, (13, 12), ['.', '.', '', '%'], [(17, 5), (11, 4), (7, 9)], [False, False, False, True], 64, False, [True, True, False, False], 3582, 'South', (13, 11))
Element 19: (3, (13, 11), ['.', '%', '', '%'], [(17, 6), (12, 4), (8, 9)], [False, True, False, True], 62, False, [True, False, False, False], 3611, 'West', (12, 11))
Element 20: (3, (12, 11), ['%', '%', '.', ''], [(17, 7), (13, 4), (8, 8)], [True, True, False, False], 60, False, [False, False, True, False], 3640, 'North', (12, 12))
Element 21: (3, (12, 12), ['.', '', '.', ''], [(18, 7), (13, 5), (7, 8)], [False, False, False, False], 58, False, [True, False, True, False], 3669, 'North', (12, 13))
Element 22: (3, (12, 13), ['%', '', '%', ''], [(17, 7), (14, 5), (8, 8)], [True, False, True, False], 56, False, [False, False, False, False], 3688, 'South', (12, 12))
Element 23: (3, (12, 12), ['.', '', '', ''], [(17, 6), (15, 5), (9, 8)], [False, False, False, False], 54, False, [True, False, False, False], 3697, 'West', (11, 12))
Element 24: (3, (11, 12), ['.', '%', '%', ''], [(16, 6), (16, 5), (10, 8)], [False, True, True, False], 52, False, [True, False, False, False], 3726, 'West', (10, 12))
Element 25: (3, (10, 12), ['.', '%', '.', ''], [(15, 6), (17, 5), (10, 7)], [False, True, False, False], 50, False, [True, False, True, False], 3745, 'North', (10, 13))
Element 26: (3, (10, 13), ['.', '', '%', '%'], [(15, 7), (18, 5), (9, 7)], [False, False, True, True], 48, False, [True, False, False, False], 3764, 'West', (9, 13))
Element 27: (3, (9, 13), ['%', '.', '%', ''], [(15, 8), (18, 4), (9, 8)], [True, False, True, False], 46, False, [False, True, False, False], 3783, 'South', (9, 12))
Element 28: (3, (9, 12), ['.', '%', '', ''], [(14, 8), (18, 3), (9, 7)], [False, True, False, False], 44, False, [True, False, False, False], 3812, 'West', (8, 12))
Element 29: (3, (8, 12), ['.', '%', '%', ''], [(14, 7), (17, 3), (9, 6)], [False, True, True, False], 42, False, [True, False, False, False], 3851, 'West', (7, 12))
Element 30: (3, (7, 12), ['.', '%', '.', ''], [(14, 8), (16, 3), (9, 5)], [False, True, False, False], 40, False, [True, False, True, False], 3880, 'North', (7, 13))
Element 31: (3, (7, 13), ['.', '', '%', '%'], [(13, 8), (16, 4), (10, 5)], [False, False, True, True], 38, False, [True, False, False, False], 4899, 'West', (6, 13))
Element 32: (3, (6, 13), ['.', '.', '%', ''], [(14, 8), (17, 4), (10, 4)], [False, False, True, False], 36, False, [True, True, False, False], 4918, 'South', (6, 12))
Element 33: (3, (6, 12), ['.', '.', '', ''], [(15, 8), (16, 4), (9, 4)], [False, False, False, False], 34, False, [True, True, False, False], 4937, 'South', (6, 11))
Element 34: (3, (6, 11), ['.', '%', '', '%'], [(15, 7), (15, 4), (8, 4)], [False, True, False, True], 32, False, [True, False, False, False], 4956, 'West', (5, 11))
Element 35: (3, (5, 11), ['.', '%', '.', ''], [(14, 7), (14, 4), (8, 5)], [False, True, False, False], 30, False, [True, False, True, False], 4975, 'North', (5, 12))
Element 36: (3, (5, 12), ['.', '', '.', ''], [(15, 7), (14, 3), (8, 6)], [False, False, False, False], 28, False, [True, False, True, False], 4994, 'North', (5, 13))
Element 37: (3, (5, 13), ['.', '', '%', ''], [(15, 6), (13, 3), (8, 5)], [False, False, True, False], 26, False, [True, False, False, False], 5013, 'West', (4, 13))
Element 38: (3, (4, 13), ['.', '.', '%', ''], [(15, 5), (13, 2), (8, 4)], [False, False, True, False], 24, False, [True, True, False, False], 5022, 'South', (4, 12))
Element 39: (3, (4, 12), ['.', '.', '', ''], [(16, 5), (13, 1), (8, 3)], [False, False, False, False], 22, False, [True, True, False, False], 5041, 'South', (4, 11))
Element 40: (3, (4, 11), ['%', '.', '', ''], [(15, 5), (14, 1), (8, 2)], [True, False, False, False], 20, False, [False, True, False, False], 5070, 'South', (4, 10))
Element 41: (3, (4, 10), ['.', '%', '', '%'], [(14, 5), (15, 1), (7, 2)], [False, True, False, True], 18, False, [True, False, False, False], 5099, 'West', (3, 10))
Element 42: (3, (3, 10), ['.', '%', '%', ''], [(13, 5), (14, 1), (6, 2)], [False, True, True, False], 16, False, [True, False, False, False], 5118, 'West', (2, 10))
Element 43: (3, (2, 10), ['.', '%', 'F', ''], [(13, 6), (14, 2), (5, 2)], [False, True, False, False], 14, False, [True, False, False, False], 5147, 'North', (2, 11))
Element 44: (3, (2, 11), ['F', '', '.', '%'], [(12, 6), (14, 1), (5, 3)], [False, False, False, True], 12, False, [False, False, True, False], 6166, 'West', (1, 11))
Element 45: #1#
