Element 1: (1, (2, 10), ['.', '%', 'F', '.'], [(6, 5), (13, 2), (13, 8)], [False, True, False, False], 98, False, [True, False, False, True], 9, 'North', (2, 11))
Element 2: (1, (2, 11), ['F', '', '.', '%'], [(6, 4), (14, 2), (14, 8)], [False, False, False, True], 96, False, [False, False, True, False], 1038, 'West', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '.', ''], [(6, 3), (14, 3), (15, 8)], [True, False, False, False], 94, False, [False, True, True, False], 2067, 'North', (1, 12))
Element 4: (1, (1, 12), ['%', '', '.', '.'], [(7, 3), (14, 4), (15, 7)], [True, False, False, False], 92, False, [False, False, True, True], 2106, 'East', (2, 12))
Element 5: (1, (2, 12), ['', '', '%', '.'], [(8, 3), (15, 4), (15, 6)], [False, False, True, False], 90, False, [False, False, False, True], 2145, 'East', (3, 12))
Element 6: (1, (3, 12), ['', '%', '.', '.'], [(9, 3), (16, 4), (16, 6)], [False, True, False, False], 88, False, [False, False, True, True], 2184, 'East', (4, 12))
Element 7: (1, (4, 12), ['', '.', '.', '.'], [(9, 2), (17, 4), (17, 6)], [False, False, False, False], 86, False, [False, True, True, True], 3213, 'East', (5, 12))
Element 8: (1, (5, 12), ['', '.', '.', '.'], [(10, 2), (18, 4), (17, 7)], [False, False, False, False], 84, False, [False, True, True, True], 3252, 'East', (6, 12))
Element 9: (1, (6, 12), ['', '.', '.', '.'], [(11, 2), (18, 5), (18, 7)], [False, False, False, False], 82, False, [False, True, True, True], 3291, 'East', (7, 12))
Element 10: (1, (7, 12), ['', '%', '.', '.'], [(12, 2), (17, 5), (17, 7)], [False, True, False, False], 80, False, [False, False, True, True], 3320, 'East', (8, 12))
Element 11: (1, (8, 12), ['', '%', '%', '.'], [(12, 1), (16, 5), (17, 6)], [False, True, True, False], 78, False, [False, False, False, True], 3349, 'East', (9, 12))
Element 12: (1, (9, 12), ['', '%', '.', '.'], [(13, 1), (15, 5), (17, 5)], [False, True, False, False], 76, False, [False, False, True, True], 3378, 'East', (10, 12))
Element 13: (1, (10, 12), ['', '%', '.', '.'], [(14, 1), (14, 5), (18, 5)], [False, True, False, False], 74, False, [False, False, True, True], 3407, 'East', (11, 12))
Element 14: (1, (11, 12), ['', '%', '%', '.'], [(15, 1), (13, 5), (18, 4)], [False, True, True, False], 72, False, [False, False, False, True], 3436, 'East', (12, 12))
Element 15: (1, (12, 12), ['', '.', '.', '.'], [(14, 1), (13, 6), (18, 3)], [False, False, False, False], 70, False, [False, True, True, True], 3465, 'East', (13, 12))
Element 16: (1, (13, 12), ['', '.', '.', '%'], [(14, 2), (12, 6), (17, 3)], [False, False, False, True], 68, False, [False, True, True, False], 3494, 'North', (13, 13))
Element 17: (1, (13, 13), ['.', '', '%', '.'], [(14, 3), (12, 5), (16, 3)], [False, False, True, False], 66, False, [True, False, False, True], 3523, 'East', (14, 13))
Element 18: (1, (14, 13), ['', '%', '%', '.'], [(13, 3), (12, 4), (16, 4)], [False, True, True, False], 64, False, [False, False, False, True], 3552, 'East', (15, 13))
Element 19: (1, (15, 13), ['', '.', '%', '.'], [(13, 2), (13, 4), (17, 4)], [False, False, True, False], 62, False, [False, True, False, True], 3571, 'East', (16, 13))
Element 20: (1, (16, 13), ['', '.', '%', '.'], [(12, 2), (13, 3), (16, 4)], [False, False, True, False], 60, False, [False, True, False, True], 3580, 'East', (17, 13))
Element 21: (1, (17, 13), ['', '.', '%', '.'], [(12, 2), (13, 4), (16, 5)], [False, False, True, False], 58, False, [False, True, False, True], 3589, 'East', (18, 13))
Element 22: (1, (18, 13), ['', '.', '%', '%'], [(12, 2), (12, 4), (15, 5)], [False, False, True, True], 56, False, [False, True, False, False], 3598, 'South', (18, 12))
Element 23: (1, (18, 12), ['.', '.', '', '%'], [(12, 2), (11, 4), (15, 4)], [False, False, False, True], 54, False, [True, True, False, False], 3617, 'South', (18, 11))
Element 24: (1, (18, 11), ['.', '.', '', '%'], [(13, 2), (11, 3), (14, 4)], [False, False, False, True], 52, False, [True, True, False, False], 3636, 'South', (18, 10))
Element 25: (1, (18, 10), ['.', '%', '', '%'], [(13, 2), (10, 3), (14, 5)], [False, True, False, True], 50, False, [True, False, False, False], 3655, 'West', (17, 10))
Element 26: (1, (17, 10), ['.', '.', '.', ''], [(14, 2), (10, 4), (13, 5)], [False, False, False, False], 48, False, [True, True, True, False], 3674, 'North', (17, 11))
Element 27: (1, (17, 11), ['.', '', '.', ''], [(14, 1), (10, 5), (13, 6)], [False, False, False, False], 46, False, [True, False, True, False], 4683, 'North', (17, 12))
Element 28: (1, (17, 12), ['.', '', '', ''], [(13, 1), (9, 5), (12, 6)], [False, False, False, False], 44, False, [True, False, False, False], 4702, 'West', (16, 12))
Element 29: (1, (16, 12), ['.', '.', '', ''], [(13, 2), (9, 6), (11, 6)], [False, False, False, False], 42, False, [True, True, False, False], 4731, 'South', (16, 11))
Element 30: (1, (16, 11), ['%', '.', '', ''], [(13, 1), (9, 7), (12, 6)], [True, False, False, False], 40, False, [False, True, False, False], 4750, 'South', (16, 10))
Element 31: (1, (16, 10), ['%', '.', '', ''], [(12, 1), (10, 7), (12, 5)], [True, False, False, False], 38, False, [False, True, False, False], 4769, 'South', (16, 9))
Element 32: (1, (16, 9), ['%', '%', '', '.'], [(11, 1), (10, 8), (12, 4)], [True, True, False, False], 36, False, [False, False, False, True], 4798, 'East', (17, 9))
Element 33: (1, (17, 9), ['', '%', '', '%'], [(12, 1), (9, 8), (13, 4)], [False, True, False, True], 34, False, [False, False, False, False], 4817, 'West', (16, 9))
Element 34: (1, (16, 9), ['%', '%', '', ''], [(12, 2), (8, 8), (13, 3)], [True, True, False, False], 32, False, [False, False, False, False], 4826, 'North', (16, 10))
Element 35: (1, (16, 10), ['%', '', '', ''], [(13, 2), (8, 9), (14, 3)], [True, False, False, False], 30, False, [False, False, False, False], 4835, 'North', (16, 11))
Element 36: (1, (16, 11), ['%', '', '', ''], [(12, 2), (7, 9), (14, 2)], [True, False, False, False], 28, False, [False, False, False, False], 4844, 'North', (16, 12))
Element 37: (1, (16, 12), ['.', '', '', ''], [(11, 2), (7, 8), (14, 1)], [False, False, False, False], 26, False, [True, False, False, False], 4853, 'West', (15, 12))
Element 38: (1, (15, 12), ['%', '%', '', ''], [(11, 3), (6, 8), (15, 1)], [True, True, False, False], 24, False, [False, False, False, False], 4872, 'East', (16, 12))
Element 39: (1, (16, 12), ['', '', '', ''], [(11, 4), (6, 9), (14, 1)], [False, False, False, False], 22, False, [False, False, False, False], 4881, 'East', (17, 12))
Element 40: (1, (17, 12), ['', '', '', ''], [(12, 4), (6, 8), (13, 1)], [False, False, False, False], 20, False, [False, False, False, False], 4880, 'South', (17, 11))
