Element 1: (1, (2, 10), ['.', '%', 'F', '.'], [(6, 5), (13, 2), (13, 8)], [False, True, False, False], 98, False, [True, False, False, True], 9, 'North', (2, 11))
Element 41: (1, (17, 11), ['', '', '', ''], [(13, 4), (5, 8), (13, 2)], [False, False, False, False], 18, False, [False, False, False, False], 4889, 'West', (16, 11))
Element 42: (1, (16, 11), ['%', '', '', ''], [(14, 4), (4, 8), (12, 2)], [True, False, False, False], 16, False, [False, False, False, False], 4898, 'East', (17, 11))
Element 43: (1, (17, 11), ['', '', '', ''], [(15, 4), (5, 8), (12, 1)], [False, False, False, False], 14, False, [False, False, False, False], 4897, 'South', (17, 10))
Element 44: (1, (17, 10), ['', '', '', ''], [(16, 4), (6, 8), (11, 1)], [False, False, False, False], 12, False, [False, False, False, False], 4896, 'South', (17, 9))
Element 45: (1, (17, 9), ['', '%', '', '%'], [(17, 4), (7, 8), (11, 2)], [False, True, False, True], 10, False, [False, False, False, False], 4895, 'North', (17, 10))
Element 46: (1, (17, 10), ['', '', '', ''], [(18, 4), (7, 9), (11, 3)], [False, False, False, False], 8, False, [False, False, False, False], 4894, 'West', (16, 10))
Element 47: (1, (16, 10), ['%', '', '', ''], [(18, 5), (6, 9), (11, 4)], [True, False, False, False], 6, False, [False, False, False, False], 4893, 'East', (17, 10))
Element 48: (1, (17, 10), ['', '', '', ''], [(17, 5), (7, 9), (10, 4)], [False, False, False, False], 4, False, [False, False, False, False], 4892, 'East', (18, 10))
Element 49: (1, (18, 10), ['', '%', '', '%'], [(17, 6), (8, 9), (9, 4)], [False, True, False, True], 2, False, [False, False, False, False], 4901, 'North', (18, 11))
Element 50: (1, (18, 11), ['', '', '', '%'], [(17, 6), (8, 8), (8, 4)], [False, False, False, True], 0, False, [False, False, False, False], 4910, 'Stop', (18, 11))
Element 51: #0#
