Element 1: (3, (10, 7), ['.', '%', '.', '%'], [(15, 7), (3, 1), (7, 2)], [False, True, False, True], 98, False, [True, False, True, False], 29, 'North', (10, 8))
Element 2: (3, (10, 8), ['.', '', '%', '%'], [(15, 8), (4, 1), (8, 2)], [False, False, True, True], 96, False, [True, False, False, False], 68, 'West', (9, 8))
Element 3: (3, (9, 8), ['.', '.', '%', ''], [(14, 8), (5, 1), (9, 2)], [False, False, True, False], 94, False, [True, True, False, False], 1097, 'South', (9, 7))
Element 4: (3, (9, 7), ['%', '.', '', ''], [(13, 8), (6, 1), (10, 2)], [True, False, False, False], 92, False, [False, True, False, False], 1136, 'South', (9, 6))
Element 5: (3, (9, 6), ['.', '.', '', '%'], [(14, 8), (7, 1), (11, 2)], [False, False, False, True], 90, False, [True, True, False, False], 1165, 'South', (9, 5))
Element 6: (3, (9, 5), ['.', '.', '', 'F'], [(15, 8), (8, 1), (12, 2)], [False, False, False, False], 88, False, [True, True, False, False], 1194, 'East', (10, 5))
Element 7: (3, (10, 5), ['', '.', '%', '%'], [(15, 7), (9, 1), (13, 2)], [False, False, True, True], 86, False, [False, True, False, False], 2213, 'South', (10, 4))
Element 8: (3, (10, 4), ['.', '.', '', '.'], [(15, 6), (9, 2), (14, 2)], [False, False, False, False], 84, False, [True, True, False, True], 2242, 'East', (11, 4))
Element 9: (3, (11, 4), ['', '.', '%', '.'], [(16, 6), (9, 3), (14, 3)], [False, False, True, False], 82, False, [False, True, False, True], 2281, 'East', (12, 4))
Element 10: (3, (12, 4), ['', '%', '.', '.'], [(17, 6), (10, 3), (14, 4)], [False, True, False, False], 80, False, [False, False, True, True], 2320, 'East', (13, 4))
Element 11: (3, (13, 4), ['', '.', '.', ''], [(17, 7), (11, 3), (15, 4)], [False, False, False, False], 78, False, [False, True, True, False], 2359, 'North', (13, 5))
Element 12: (3, (13, 5), ['.', '', '.', '.'], [(18, 7), (11, 4), (16, 4)], [False, False, False, False], 76, False, [True, False, True, True], 2388, 'East', (14, 5))
Element 13: (3, (14, 5), ['', '', '%', '.'], [(17, 7), (12, 4), (17, 4)], [False, False, True, False], 74, False, [False, False, False, True], 2407, 'East', (15, 5))
Element 14: (3, (15, 5), ['', '', '', '.'], [(17, 6), (12, 5), (18, 4)], [False, False, False, False], 72, False, [False, False, False, True], 2436, 'East', (16, 5))
Element 15: (3, (16, 5), ['', '', '', 'G'], [(17, 5), (12, 6), (18, 5)], [False, False, False, False], 70, False, [False, False, False, False], 2475, 'North', (16, 6))
Element 16: (3, (16, 6), ['', '', '%', ''], [(17, 4), (13, 6), (17, 5)], [False, False, True, False], 68, False, [False, False, False, False], 2484, 'East', (17, 6))
Element 17: (3, (17, 6), ['', '', '', '%'], [(17, 3), (13, 5), (16, 5)], [False, False, False, True], 66, False, [False, False, False, False], 2493, 'North', (17, 7))
Element 18: (3, (17, 7), ['%', '', '%', ''], [(18, 3), (14, 5), (16, 6)], [True, False, True, False], 64, False, [False, False, False, False], 2502, 'East', (18, 7))
Element 19: (3, (18, 7), ['', '%', '%', '%'], [(18, 4), (15, 5), (17, 6)], [False, True, True, True], 62, False, [False, False, False, False], 2501, 'West', (17, 7))
Element 20: (3, (17, 7), ['%', '', '%', ''], [(18, 5), (16, 5), (16, 6)], [True, False, True, False], 60, False, [False, False, False, False], 2500, 'South', (17, 6))
Element 21: (3, (17, 6), ['', 'G', '', '%'], [(18, 4), (17, 5), (15, 6)], [False, False, False, True], 58, False, [False, False, False, False], 2499, 'West', (16, 6))
Element 22: (3, (16, 6), ['', '', '%', ''], [(18, 3), (18, 5), (15, 7)], [False, False, True, False], 56, False, [False, False, False, False], 2498, 'East', (17, 6))
Element 23: (3, (17, 6), ['', '', '', '%'], [(17, 3), (18, 4), (15, 8)], [False, False, False, True], 54, False, [False, False, False, False], 2497, 'West', (16, 6))
Element 24: (3, (16, 6), ['', '', '%', ''], [(16, 3), (18, 3), (14, 8)], [False, False, True, False], 52, False, [False, False, False, False], 2506, 'West', (15, 6))
Element 25: (3, (15, 6), ['%', '', '', ''], [(16, 4), (17, 3), (14, 7)], [True, False, False, False], 50, False, [False, False, False, False], 2505, 'North', (15, 7))
Element 26: (3, (15, 7), ['', '', '', '%'], [(16, 5), (17, 4), (14, 8)], [False, False, False, True], 48, False, [False, False, False, False], 2504, 'North', (15, 8))
Element 27: (3, (15, 8), ['', '', '%', '%'], [(15, 5), (16, 4), (13, 8)], [False, False, True, True], 46, False, [False, False, False, False], 2503, 'West', (14, 8))
Element 28: (3, (14, 8), ['G', '', '%', ''], [(15, 4), (16, 3), (13, 8)], [False, False, True, False], 44, False, [False, False, False, False], 2502, 'South', (14, 7))
Element 29: (3, (14, 7), ['%', '%', 'G', ''], [(14, 4), (16, 4), (14, 8)], [True, True, False, False], 42, False, [False, False, False, False], 2501, 'East', (15, 7))
Element 30: (3, (15, 7), ['', '', '', '%'], [(14, 5), (17, 4), (13, 8)], [False, False, False, True], 40, False, [False, False, False, False], 2500, 'North', (15, 8))
Element 31: (3, (15, 8), ['', '', '%', '%'], [(13, 5), (17, 3), (13, 8)], [False, False, True, True], 38, False, [False, False, False, False], 2499, 'South', (15, 7))
