Element 1: (2, (5, 12), ['.', '.', '.', 'G'], [(6, 5), (5, 3), (6, 12)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'North', (5, 13))
Element 2: (2, (5, 13), ['.', '', '%', '.'], [(6, 6), (6, 3), (7, 12)], [False, False, True, False], 96, False, [True, False, False, True], 58, 'East', (6, 13))
Element 3: (2, (6, 13), ['', '', '%', '.'], [(5, 6), (7, 3), (8, 12)], [False, False, True, False], 94, False, [False, False, False, True], 97, 'East', (7, 13))
Element 4: (2, (7, 13), ['', '', '%', '%'], [(4, 6), (8, 3), (9, 12)], [False, False, True, True], 92, False, [False, False, False, False], 136, 'South', (7, 12))
Element 5: (2, (7, 12), ['', '%', '', ''], [(4, 5), (9, 3), (10, 12)], [False, True, False, False], 90, False, [False, False, False, False], 165, 'East', (8, 12))
Element 6: (2, (8, 12), ['', '%', '%', ''], [(4, 4), (9, 2), (11, 12)], [False, True, True, False], 88, False, [False, False, False, False], 1184, 'East', (9, 12))
Element 7: (2, (9, 12), ['', '%', '.', ''], [(3, 4), (10, 2), (12, 12)], [False, True, False, False], 86, False, [False, False, True, False], 1213, 'North', (9, 13))
Element 8: (2, (9, 13), ['%', '', '%', '.'], [(3, 5), (11, 2), (13, 12)], [True, False, True, False], 84, False, [False, False, False, True], 1252, 'East', (10, 13))
Element 9: (2, (10, 13), ['', '', '%', '%'], [(3, 6), (12, 2), (13, 13)], [False, False, True, True], 82, False, [False, False, False, False], 1291, 'South', (10, 12))
Element 10: (2, (10, 12), ['', '%', '', ''], [(3, 7), (13, 2), (14, 13)], [False, True, False, False], 80, False, [False, False, False, False], 1320, 'East', (11, 12))
Element 11: (2, (11, 12), ['', '%', '%', ''], [(2, 7), (14, 2), (15, 13)], [False, True, True, False], 78, False, [False, False, False, False], 1349, 'East', (12, 12))
Element 12: (2, (12, 12), ['', '.', '.', ''], [(2, 8), (14, 3), (16, 13)], [False, False, False, False], 76, False, [False, True, True, False], 2368, 'North', (12, 13))
Element 13: (2, (12, 13), ['%', '', '%', ''], [(1, 8), (14, 4), (17, 13)], [True, False, True, False], 74, False, [False, False, False, False], 3397, 'East', (13, 13))
Element 14: (2, (13, 13), ['', '', '%', ''], [(1, 7), (15, 4), (18, 13)], [False, False, True, False], 72, False, [False, False, False, False], 3426, 'East', (14, 13))
Element 15: (2, (14, 13), ['', '%', '%', ''], [(1, 6), (16, 4), (18, 12)], [False, True, True, False], 70, False, [False, False, False, False], 3455, 'East', (15, 13))
Element 16: (2, (15, 13), ['', '.', '%', ''], [(2, 6), (17, 4), (18, 11)], [False, False, True, False], 68, False, [False, True, False, False], 3484, 'South', (15, 12))
Element 17: (2, (15, 12), ['%', '%', '', '.'], [(2, 5), (18, 4), (18, 10)], [True, True, False, False], 66, False, [False, False, False, True], 3523, 'East', (16, 12))
Element 18: (2, (16, 12), ['', '.', '', '.'], [(2, 4), (18, 5), (17, 10)], [False, False, False, False], 64, False, [False, True, False, True], 3562, 'East', (17, 12))
Element 19: (2, (17, 12), ['', 'G', '', ''], [(2, 3), (17, 5), (17, 11)], [False, False, False, False], 62, False, [False, False, False, False], 3601, 'East', (18, 12))
Element 20: (2, (18, 12), ['', '', '', '%'], [(3, 3), (17, 6), (16, 11)], [False, False, False, True], 60, False, [False, False, False, False], 3630, 'North', (18, 13))
Element 21: (2, (18, 13), ['', '', '%', '%'], [(4, 3), (17, 7), (16, 10)], [False, False, True, True], 58, False, [False, False, False, False], 3649, 'West', (17, 13))
Element 22: (2, (17, 13), ['', '', '%', ''], [(4, 2), (18, 7), (16, 9)], [False, False, True, False], 56, False, [False, False, False, False], 3678, 'West', (16, 13))
Element 23: (2, (16, 13), ['', '', '%', ''], [(5, 2), (17, 7), (17, 9)], [False, False, True, False], 54, False, [False, False, False, False], 3697, 'East', (17, 13))
Element 24: (2, (17, 13), ['', '', '%', ''], [(6, 2), (17, 6), (16, 9)], [False, False, True, False], 52, False, [False, False, False, False], 3706, 'East', (18, 13))
Element 25: (2, (18, 13), ['', '', '%', '%'], [(7, 2), (16, 6), (16, 10)], [False, False, True, True], 50, False, [False, False, False, False], 3725, 'South', (18, 12))
Element 26: (2, (18, 12), ['', '', '', '%'], [(8, 2), (16, 5), (16, 11)], [False, False, False, True], 48, False, [False, False, False, False], 3744, 'South', (18, 11))
Element 27: (2, (18, 11), ['', '', '', '%'], [(8, 1), (15, 5), (16, 12)], [False, False, False, True], 46, False, [False, False, False, False], 3763, 'South', (18, 10))
Element 28: (2, (18, 10), ['', '%', '', '%'], [(9, 1), (15, 6), (17, 12)], [False, True, False, True], 44, False, [False, False, False, False], 3782, 'West', (17, 10))
Element 29: (2, (17, 10), ['', '', '', ''], [(9, 2), (15, 7), (16, 12)], [False, False, False, False], 42, False, [False, False, False, False], 3791, 'North', (17, 11))
Element 30: (2, (17, 11), ['', '', '', ''], [(10, 2), (15, 8), (15, 12)], [False, False, False, False], 40, False, [False, False, False, False], 3800, 'West', (16, 11))
Element 31: (2, (16, 11), ['%', '', 'G', ''], [(10, 3), (14, 8), (16, 12)], [True, False, False, False], 38, False, [False, False, False, False], 3819, 'South', (16, 10))
Element 32: (2, (16, 10), ['%', '', 'G', ''], [(11, 3), (14, 7), (16, 11)], [True, False, False, False], 36, False, [False, False, False, False], 3838, 'South', (16, 9))
Element 33: (2, (16, 9), ['%', '%', '', ''], [(11, 4), (14, 8), (17, 11)], [True, True, False, False], 34, False, [False, False, False, False], 3847, 'East', (17, 9))
