Element 1: (1, (2, 4), ['.', '.', 'G', '.'], [(14, 3), (2, 5), (4, 13)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'East', (3, 4))
Element 2: (1, (3, 4), ['', '.', 'G', '.'], [(14, 4), (3, 5), (5, 13)], [False, False, False, False], 96, False, [False, True, False, True], 48, 'East', (4, 4))
Element 3: (1, (4, 4), ['', '.', 'G', '%'], [(15, 4), (4, 5), (6, 13)], [False, False, False, True], 94, False, [False, True, False, False], 87, 'South', (4, 3))
Element 4: (1, (4, 3), ['.', '.', '', '.'], [(16, 4), (5, 5), (7, 13)], [False, False, False, False], 92, False, [True, True, False, True], 126, 'East', (5, 3))
Element 5: (1, (5, 3), ['', '.', '%', '.'], [(17, 4), (6, 5), (7, 12)], [False, False, True, False], 90, False, [False, True, False, True], 165, 'East', (6, 3))
Element 6: (1, (6, 3), ['', '.', '.', '.'], [(18, 4), (6, 6), (8, 12)], [False, False, False, False], 88, False, [False, True, True, True], 204, 'East', (7, 3))
Element 7: (1, (7, 3), ['', '.', '%', '.'], [(18, 5), (5, 6), (9, 12)], [False, False, True, False], 86, False, [False, True, False, True], 243, 'East', (8, 3))
Element 8: (1, (8, 3), ['', '.', '.', '.'], [(17, 5), (4, 6), (10, 12)], [False, False, False, False], 84, False, [False, True, True, True], 282, 'East', (9, 3))
Element 9: (1, (9, 3), ['', 'F', '.', '.'], [(17, 6), (3, 6), (11, 12)], [False, False, False, False], 82, False, [False, False, True, True], 321, 'South', (9, 2))
Element 10: (1, (9, 2), ['.', '.', '', '.'], [(17, 7), (3, 7), (12, 12)], [False, False, False, False], 80, False, [True, True, False, True], 1350, 'East', (10, 2))
Element 11: (1, (10, 2), ['', '%', '.', '.'], [(18, 7), (2, 7), (13, 12)], [False, True, False, False], 78, False, [False, False, True, True], 1389, 'East', (11, 2))
Element 12: (1, (11, 2), ['', '.', '.', '.'], [(17, 7), (2, 8), (13, 13)], [False, False, False, False], 76, False, [False, True, True, True], 2408, 'East', (12, 2))
Element 13: (1, (12, 2), ['', '.', '%', '.'], [(17, 6), (1, 8), (14, 13)], [False, False, True, False], 74, False, [False, True, False, True], 3427, 'East', (13, 2))
Element 14: (1, (13, 2), ['', '.', '.', ''], [(16, 6), (1, 7), (15, 13)], [False, False, False, False], 72, False, [False, True, True, False], 3466, 'North', (13, 3))
Element 15: (1, (13, 3), ['%', '', '.', ''], [(16, 5), (1, 6), (16, 13)], [True, False, False, False], 70, False, [False, False, True, False], 3505, 'North', (13, 4))
Element 16: (1, (13, 4), ['.', '', '.', ''], [(15, 5), (2, 6), (17, 13)], [False, False, False, False], 68, False, [True, False, True, False], 3544, 'North', (13, 5))
Element 17: (1, (13, 5), ['.', '', '.', '.'], [(15, 6), (1, 6), (18, 13)], [False, False, False, False], 66, False, [True, False, True, True], 3573, 'East', (14, 5))
Element 18: (1, (14, 5), ['', '', '%', ''], [(15, 7), (1, 5), (18, 12)], [False, False, True, False], 64, False, [False, False, False, False], 3612, 'East', (15, 5))
Element 19: (1, (15, 5), ['', '', '', ''], [(15, 8), (1, 4), (18, 11)], [False, False, False, False], 62, False, [False, False, False, False], 3641, 'East', (16, 5))
Element 20: (1, (16, 5), ['', '', '', ''], [(14, 8), (2, 4), (18, 10)], [False, False, False, False], 60, False, [False, False, False, False], 3660, 'East', (17, 5))
Element 21: (1, (17, 5), ['', '', '', ''], [(14, 7), (2, 3), (17, 10)], [False, False, False, False], 58, False, [False, False, False, False], 3689, 'East', (18, 5))
Element 22: (1, (18, 5), ['', '', '%', '%'], [(14, 8), (3, 3), (17, 11)], [False, False, True, True], 56, False, [False, False, False, False], 3708, 'South', (18, 4))
Element 23: (1, (18, 4), ['', '.', '', '%'], [(13, 8), (4, 3), (17, 12)], [False, False, False, True], 54, False, [False, True, False, False], 3727, 'South', (18, 3))
Element 24: (1, (18, 3), ['.', '%', '', '%'], [(14, 8), (4, 2), (16, 12)], [False, True, False, True], 52, False, [True, False, False, False], 3756, 'West', (17, 3))
Element 25: (1, (17, 3), ['.', '%', '', ''], [(15, 8), (5, 2), (16, 11)], [False, True, False, False], 50, False, [True, False, False, False], 3785, 'West', (16, 3))
Element 26: (1, (16, 3), ['%', '%', '', ''], [(15, 7), (6, 2), (16, 10)], [True, True, False, False], 48, False, [False, False, False, False], 3814, 'North', (16, 4))
Element 27: (1, (16, 4), ['', '', '', ''], [(14, 7), (7, 2), (16, 9)], [False, False, False, False], 46, False, [False, False, False, False], 3833, 'East', (17, 4))
Element 28: (1, (17, 4), ['', '', '', ''], [(15, 7), (8, 2), (17, 9)], [False, False, False, False], 44, False, [False, False, False, False], 3852, 'West', (16, 4))
Element 29: (1, (16, 4), ['', '', '', ''], [(15, 6), (8, 1), (16, 9)], [False, False, False, False], 42, False, [False, False, False, False], 3861, 'West', (15, 4))
Element 30: (1, (15, 4), ['', '%', 'G', ''], [(15, 5), (9, 1), (16, 10)], [False, True, False, False], 40, False, [False, False, False, False], 3870, 'West', (14, 4))
Element 31: (1, (14, 4), ['', '', 'G', ''], [(14, 5), (9, 2), (16, 11)], [False, False, False, False], 38, False, [False, False, False, False], 3869, 'South', (14, 3))
Element 32: (1, (14, 3), ['', '', '', '%'], [(13, 5), (10, 2), (16, 12)], [False, False, False, True], 36, False, [False, False, False, False], 3868, 'South', (14, 2))
Element 33: (1, (14, 2), ['', '.', '', '%'], [(13, 6), (10, 3), (15, 12)], [False, False, False, True], 34, False, [False, True, False, False], 3897, 'South', (14, 1))
Element 34: (1, (14, 1), ['.', '%', '', '.'], [(12, 6), (11, 3), (16, 12)], [False, True, False, False], 32, False, [True, False, False, True], 3926, 'East', (15, 1))
Element 35: (1, (15, 1), ['', '%', '%', '%'], [(12, 5), (11, 4), (17, 12)], [False, True, True, True], 30, False, [False, False, False, False], 3955, 'West', (14, 1))
Element 36: (1, (14, 1), ['.', '%', '', ''], [(12, 6), (12, 4), (17, 11)], [False, True, False, False], 28, False, [True, False, False, False], 3964, 'West', (13, 1))
