Element 1: (0, (9, 5), ['.', '.', '.', 'F'], [(2, 5), (5, 11), (10, 2)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'East', (10, 5))
Element 2: (0, (10, 5), ['', '.', '%', '%'], [(3, 5), (6, 11), (9, 2)], [False, False, True, True], 96, False, [False, True, False, False], 2019, 'South', (10, 4))
Element 3: (0, (10, 4), ['.', '.', '', '.'], [(4, 5), (6, 12), (9, 3)], [False, False, False, False], 94, False, [True, True, False, True], 2058, 'East', (11, 4))
Element 4: (0, (11, 4), ['', '.', '%', '.'], [(5, 5), (7, 12), (10, 3)], [False, False, True, False], 92, False, [False, True, False, True], 2097, 'East', (12, 4))
Element 5: (0, (12, 4), ['', '%', '.', '.'], [(6, 5), (8, 12), (11, 3)], [False, True, False, False], 90, False, [False, False, True, True], 2136, 'East', (13, 4))
Element 6: (0, (13, 4), ['', '.', '.', '.'], [(6, 6), (9, 12), (11, 2)], [False, False, False, False], 88, False, [False, True, True, True], 2175, 'East', (14, 4))
Element 7: (0, (14, 4), ['', '.', '.', '.'], [(5, 6), (10, 12), (12, 2)], [False, False, False, False], 86, False, [False, True, True, True], 2214, 'East', (15, 4))
Element 8: (0, (15, 4), ['', '%', '.', '.'], [(4, 6), (11, 12), (13, 2)], [False, True, False, False], 84, False, [False, False, True, True], 2253, 'East', (16, 4))
Element 9: (0, (16, 4), ['', '.', '.', '.'], [(3, 6), (12, 12), (14, 2)], [False, False, False, False], 82, False, [False, True, True, True], 2292, 'East', (17, 4))
Element 10: (0, (17, 4), ['', '.', '.', '.'], [(3, 7), (13, 12), (14, 3)], [False, False, False, False], 80, False, [False, True, True, True], 2331, 'East', (18, 4))
Element 11: (0, (18, 4), ['', '.', '.', '%'], [(2, 7), (13, 13), (13, 3)], [False, False, False, True], 78, False, [False, True, True, False], 2370, 'North', (18, 5))
Element 12: (0, (18, 5), ['.', '', '%', '%'], [(2, 8), (14, 13), (13, 4)], [False, False, True, True], 76, False, [True, False, False, False], 3389, 'West', (17, 5))
Element 13: (0, (17, 5), ['.', '', '.', ''], [(1, 8), (15, 13), (13, 5)], [False, False, False, False], 74, False, [True, False, True, False], 4418, 'North', (17, 6))
