Element 1: (2, (9, 3), ['.', 'F', '.', '.'], [(16, 12), (6, 6), (15, 13)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'South', (9, 2))
Element 2: (2, (9, 2), ['.', '.', '', '.'], [(17, 12), (5, 6), (16, 13)], [False, False, False, False], 96, False, [True, True, False, True], 1048, 'East', (10, 2))
Element 3: (2, (10, 2), ['', '%', '.', '.'], [(18, 12), (5, 5), (17, 13)], [False, True, False, False], 94, False, [False, False, True, True], 1087, 'East', (11, 2))
Element 4: (2, (11, 2), ['', '.', '.', '.'], [(18, 11), (4, 5), (18, 13)], [False, False, False, False], 92, False, [False, True, True, True], 1126, 'East', (12, 2))
Element 5: (2, (12, 2), ['', '.', '%', '.'], [(18, 10), (4, 6), (18, 12)], [False, False, True, False], 90, False, [False, True, False, True], 1155, 'East', (13, 2))
Element 6: (2, (13, 2), ['', '.', '.', '.'], [(17, 10), (3, 6), (18, 11)], [False, False, False, False], 88, False, [False, True, True, True], 1184, 'East', (14, 2))
Element 7: (2, (14, 2), ['', '.', '.', '%'], [(17, 9), (3, 7), (17, 11)], [False, False, False, True], 86, False, [False, True, True, False], 1223, 'North', (14, 3))
Element 8: (2, (14, 3), ['.', '', '.', '%'], [(16, 9), (2, 7), (16, 11)], [False, False, False, True], 84, False, [True, False, True, False], 1262, 'North', (14, 4))
Element 9: (2, (14, 4), ['.', '', '.', '.'], [(17, 9), (2, 8), (16, 10)], [False, False, False, False], 82, False, [True, False, True, True], 2281, 'East', (15, 4))
Element 10: (2, (15, 4), ['', '%', '.', '.'], [(16, 9), (1, 8), (17, 10)], [False, True, False, False], 80, False, [False, False, True, True], 3290, 'East', (16, 4))
Element 11: (2, (16, 4), ['', '.', '.', '.'], [(16, 10), (1, 7), (18, 10)], [False, False, False, False], 78, False, [False, True, True, True], 3309, 'East', (17, 4))
Element 12: (2, (17, 4), ['', '.', '.', '.'], [(16, 11), (1, 6), (17, 10)], [False, False, False, False], 76, False, [False, True, True, True], 3328, 'East', (18, 4))
Element 13: (2, (18, 4), ['', '.', '.', '%'], [(17, 11), (2, 6), (17, 9)], [False, False, False, True], 74, False, [False, True, True, False], 3347, 'North', (18, 5))
Element 14: (2, (18, 5), ['.', '', '%', '%'], [(16, 11), (2, 5), (16, 9)], [False, False, True, True], 72, False, [True, False, False, False], 3366, 'West', (17, 5))
Element 15: (2, (17, 5), ['.', '', '.', ''], [(16, 10), (3, 5), (17, 9)], [False, False, False, False], 70, False, [True, False, True, False], 3385, 'North', (17, 6))
Element 16: (2, (17, 6), ['.', '', '.', '%'], [(16, 9), (3, 4), (17, 10)], [False, False, False, True], 68, False, [True, False, True, False], 3404, 'North', (17, 7))
Element 17: (2, (17, 7), ['%', '', '%', '.'], [(16, 10), (4, 4), (16, 10)], [True, False, True, False], 66, False, [False, False, False, True], 3423, 'East', (18, 7))
Element 18: (2, (18, 7), ['', '%', '%', '%'], [(16, 11), (4, 3), (16, 9)], [False, True, True, True], 64, False, [False, False, False, False], 3442, 'West', (17, 7))
Element 19: (2, (17, 7), ['%', '', '%', ''], [(17, 11), (5, 3), (16, 10)], [True, False, True, False], 62, False, [False, False, False, False], 3451, 'South', (17, 6))
Element 20: (2, (17, 6), ['.', '', '', '%'], [(18, 11), (6, 3), (16, 11)], [False, False, False, True], 60, False, [True, False, False, False], 3460, 'West', (16, 6))
Element 21: (2, (16, 6), ['.', '.', '%', ''], [(18, 12), (7, 3), (16, 12)], [False, False, True, False], 58, False, [True, True, False, False], 3479, 'South', (16, 5))
Element 22: (2, (16, 5), ['.', '', '', ''], [(18, 11), (8, 3), (17, 12)], [False, False, False, False], 56, False, [True, False, False, False], 3498, 'West', (15, 5))
Element 23: (2, (15, 5), ['.', '', '.', ''], [(17, 11), (8, 4), (16, 12)], [False, False, False, False], 54, False, [True, False, True, False], 3517, 'North', (15, 6))
Element 24: (2, (15, 6), ['%', '', '.', ''], [(17, 12), (9, 4), (15, 12)], [True, False, False, False], 52, False, [False, False, True, False], 3536, 'North', (15, 7))
Element 25: (2, (15, 7), ['.', '', '.', '%'], [(17, 11), (10, 4), (16, 12)], [False, False, False, True], 50, False, [True, False, True, False], 3555, 'North', (15, 8))
