Element 1: (2, (8, 1), ['.', '%', 'G', '.'], [(1, 11), (6, 3), (8, 2)], [False, True, False, False], 98, False, [True, False, False, True], 1009, 'East', (9, 1))
Element 14: (2, (5, 5), ['', '%', '.', '.'], [(9, 12), (17, 5), (18, 5)], [False, True, False, False], 72, False, [False, False, True, True], 3476, 'East', (6, 5))
Element 15: (2, (6, 5), ['', '.', '.', '%'], [(10, 12), (17, 6), (18, 4)], [False, False, False, True], 70, False, [False, True, True, False], 3505, 'North', (6, 6))
Element 16: (2, (6, 6), ['.', '', '%', '%'], [(11, 12), (17, 7), (18, 3)], [False, False, True, True], 68, False, [True, False, False, False], 3544, 'West', (5, 6))
Element 17: (2, (5, 6), ['.', '', '%', ''], [(12, 12), (18, 7), (17, 3)], [False, False, True, False], 66, False, [True, False, False, False], 3583, 'West', (4, 6))
Element 18: (2, (4, 6), ['.', '', '%', ''], [(13, 12), (17, 7), (16, 3)], [False, False, True, False], 64, False, [True, False, False, False], 3612, 'West', (3, 6))
Element 19: (2, (3, 6), ['.', '.', '.', ''], [(13, 13), (17, 6), (17, 3)], [False, False, False, False], 62, False, [True, True, True, False], 3631, 'North', (3, 7))
Element 20: (2, (3, 7), ['.', '', '%', '%'], [(14, 13), (16, 6), (18, 3)], [False, False, True, True], 60, False, [True, False, False, False], 3660, 'West', (2, 7))
Element 21: (2, (2, 7), ['.', '.', 'F', ''], [(15, 13), (15, 6), (18, 4)], [False, False, False, False], 58, False, [True, True, False, False], 3689, 'North', (2, 8))
Element 22: (2, (2, 8), ['F', '', '%', '%'], [(16, 13), (15, 7), (17, 4)], [False, False, True, True], 56, False, [False, False, False, False], 4708, 'West', (1, 8))
Element 23: (2, (1, 8), ['%', '.', '%', ''], [(17, 13), (15, 8), (17, 5)], [True, False, True, False], 54, False, [False, True, False, False], 5727, 'South', (1, 7))
Element 24: (2, (1, 7), ['%', '.', '', ''], [(18, 13), (14, 8), (17, 6)], [True, False, False, False], 52, False, [False, True, False, False], 5756, 'South', (1, 6))
Element 25: (2, (1, 6), ['%', '.', '', '.'], [(18, 12), (14, 7), (17, 7)], [True, False, False, False], 50, False, [False, True, False, True], 5785, 'East', (2, 6))
Element 26: (2, (2, 6), ['', '.', '', ''], [(18, 11), (14, 8), (18, 7)], [False, False, False, False], 48, False, [False, True, False, False], 5804, 'South', (2, 5))
Element 27: (2, (2, 5), ['.', '.', '', '.'], [(18, 10), (13, 8), (17, 7)], [False, False, False, False], 46, False, [True, True, False, True], 5833, 'South', (2, 4))
Element 28: (2, (2, 4), ['.', '.', '', '.'], [(17, 10), (14, 8), (17, 6)], [False, False, False, False], 44, False, [True, True, False, True], 5852, 'South', (2, 3))
Element 29: (2, (2, 3), ['%', '.', '', '.'], [(17, 11), (15, 8), (16, 6)], [True, False, False, False], 42, False, [False, True, False, True], 5871, 'East', (3, 3))
Element 30: (2, (3, 3), ['', '%', '.', ''], [(17, 12), (15, 7), (16, 5)], [False, True, False, False], 40, False, [False, False, True, False], 5890, 'North', (3, 4))
Element 31: (2, (3, 4), ['', '', '.', ''], [(16, 12), (14, 7), (15, 5)], [False, False, False, False], 38, False, [False, False, True, False], 5909, 'North', (3, 5))
Element 32: (2, (3, 5), ['', '', '', ''], [(16, 11), (15, 7), (15, 6)], [False, False, False, False], 36, False, [False, False, False, False], 5928, 'South', (3, 4))
Element 33: (2, (3, 4), ['', '', '', ''], [(16, 10), (15, 6), (15, 5)], [False, False, False, False], 34, False, [False, False, False, False], 5937, 'South', (3, 3))
Element 34: (2, (3, 3), ['', '%', '', ''], [(16, 9), (16, 6), (14, 5)], [False, True, False, False], 32, False, [False, False, False, False], 5946, 'West', (2, 3))
Element 35: (2, (2, 3), ['%', '.', '', ''], [(17, 9), (17, 6), (13, 5)], [True, False, False, False], 30, False, [False, True, False, False], 5955, 'South', (2, 2))
Element 36: (2, (2, 2), ['.', '.', '', '%'], [(16, 9), (17, 5), (13, 6)], [False, False, False, True], 28, False, [True, True, False, False], 5974, 'South', (2, 1))
Element 37: (2, (2, 1), ['.', '%', '', '.'], [(16, 10), (18, 5), (12, 6)], [False, True, False, False], 26, False, [True, False, False, True], 5993, 'East', (3, 1))
Element 38: (2, (3, 1), ['', '%', '%', '.'], [(16, 11), (18, 4), (12, 5)], [False, True, True, False], 24, False, [False, False, False, True], 6012, 'East', (4, 1))
Element 39: (2, (4, 1), ['', '%', '', ''], [(16, 12), (18, 3), (12, 4)], [False, True, False, False], 22, False, [False, False, False, False], 6021, 'West', (3, 1))
Element 40: (2, (3, 1), ['', '%', '%', ''], [(15, 12), (17, 3), (13, 4)], [False, True, True, False], 20, False, [False, False, False, False], 6030, 'West', (2, 1))
Element 41: (2, (2, 1), ['.', '%', '', ''], [(16, 12), (17, 4), (13, 3)], [False, True, False, False], 18, False, [True, False, False, False], 6039, 'West', (1, 1))
Element 42: (2, (1, 1), ['%', '%', '.', ''], [(17, 12), (16, 4), (13, 4)], [True, True, False, False], 16, False, [False, False, True, False], 6048, 'North', (1, 2))
Element 43: (2, (1, 2), ['%', '', '%', ''], [(17, 11), (16, 3), (12, 4)], [True, False, True, False], 14, False, [False, False, False, False], 6057, 'South', (1, 1))
Element 44: (2, (1, 1), ['%', '%', '', ''], [(16, 11), (16, 4), (11, 4)], [True, True, False, False], 12, False, [False, False, False, False], 6056, 'East', (2, 1))
Element 45: (2, (2, 1), ['', '%', '', ''], [(17, 11), (15, 4), (10, 4)], [False, True, False, False], 10, False, [False, False, False, False], 6065, 'North', (2, 2))
Element 46: #1#
