Element 1: (2, (8, 1), ['.', '%', 'G', '.'], [(1, 11), (6, 3), (8, 2)], [False, True, False, False], 98, False, [True, False, False, True], 1009, 'East', (9, 1))
Element 2: (2, (9, 1), ['', '%', 'G', '%'], [(2, 11), (7, 3), (9, 2)], [False, True, False, True], 96, False, [False, False, False, False], 3028, 'West', (8, 1))
Element 3: (2, (8, 1), ['.', '%', '', ''], [(2, 12), (8, 3), (10, 2)], [False, True, False, False], 94, False, [True, False, False, False], 3057, 'West', (7, 1))
Element 4: (2, (7, 1), ['.', '%', '.', ''], [(3, 12), (9, 3), (11, 2)], [False, True, False, False], 92, False, [True, False, True, False], 3096, 'North', (7, 2))
Element 5: (2, (7, 2), ['.', '', '', ''], [(4, 12), (10, 3), (12, 2)], [False, False, False, False], 90, False, [True, False, False, False], 3135, 'West', (6, 2))
Element 6: (2, (6, 2), ['.', '.', '', ''], [(4, 13), (11, 3), (13, 2)], [False, False, False, False], 88, False, [True, True, False, False], 3174, 'South', (6, 1))
Element 7: (2, (6, 1), ['.', '%', '', ''], [(3, 13), (11, 4), (14, 2)], [False, True, False, False], 86, False, [True, False, False, False], 3213, 'West', (5, 1))
Element 8: (2, (5, 1), ['.', '%', '.', ''], [(4, 13), (12, 4), (14, 3)], [False, True, False, False], 84, False, [True, False, True, False], 3242, 'North', (5, 2))
Element 9: (2, (5, 2), ['.', '', '', ''], [(5, 13), (13, 4), (14, 4)], [False, False, False, False], 82, False, [True, False, False, False], 3281, 'West', (4, 2))
Element 10: (2, (4, 2), ['%', '.', '.', ''], [(6, 13), (13, 5), (15, 4)], [True, False, False, False], 80, False, [False, True, True, False], 3320, 'North', (4, 3))
Element 11: (2, (4, 3), ['.', '', '.', ''], [(7, 13), (14, 5), (16, 4)], [False, False, False, False], 78, False, [True, False, True, False], 3359, 'North', (4, 4))
Element 12: (2, (4, 4), ['.', '', '.', '%'], [(7, 12), (15, 5), (17, 4)], [False, False, False, True], 76, False, [True, False, True, False], 3398, 'North', (4, 5))
Element 13: (2, (4, 5), ['.', '', '.', '.'], [(8, 12), (16, 5), (18, 4)], [False, False, False, False], 74, False, [True, False, True, True], 3437, 'East', (5, 5))
