Element 1: (0, (8, 3), ['.', 'G', '.', '.'], [(8, 2), (10, 13), (15, 12)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'East', (9, 3))
Element 2: (0, (9, 3), ['', 'G', '.', '.'], [(9, 2), (10, 12), (16, 12)], [False, False, False, False], 96, False, [False, False, True, True], 1029, 'East', (10, 3))
Element 3: (0, (10, 3), ['', 'G', '.', '.'], [(10, 2), (11, 12), (17, 12)], [False, False, False, False], 94, False, [False, False, True, True], 1068, 'East', (11, 3))
Element 4: (0, (11, 3), ['', 'G', '.', '%'], [(11, 2), (12, 12), (18, 12)], [False, False, False, True], 92, False, [False, False, True, False], 1107, 'North', (11, 4))
Element 5: (0, (11, 4), ['.', '', '%', '.'], [(12, 2), (13, 12), (18, 13)], [False, False, True, False], 90, False, [True, False, False, True], 1146, 'East', (12, 4))
Element 6: (0, (12, 4), ['', '%', '.', '.'], [(13, 2), (13, 13), (17, 13)], [False, True, False, False], 88, False, [False, False, True, True], 1185, 'East', (13, 4))
Element 7: (0, (13, 4), ['', '.', '.', '.'], [(14, 2), (14, 13), (16, 13)], [False, False, False, False], 86, False, [False, True, True, True], 1224, 'East', (14, 4))
Element 8: (0, (14, 4), ['', 'G', '.', '.'], [(14, 3), (15, 13), (17, 13)], [False, False, False, False], 84, False, [False, False, True, True], 1253, 'East', (15, 4))
Element 9: (0, (15, 4), ['', '%', '.', '.'], [(13, 3), (16, 13), (18, 13)], [False, True, False, False], 82, False, [False, False, True, True], 1272, 'East', (16, 4))
Element 10: (0, (16, 4), ['', '.', '.', '.'], [(13, 4), (17, 13), (18, 12)], [False, False, False, False], 80, False, [False, True, True, True], 1281, 'East', (17, 4))
Element 11: (0, (17, 4), ['', '.', '.', '.'], [(13, 5), (18, 13), (18, 11)], [False, False, False, False], 78, False, [False, True, True, True], 1310, 'East', (18, 4))
Element 12: (0, (18, 4), ['', '.', '.', '%'], [(14, 5), (18, 12), (18, 10)], [False, False, False, True], 76, False, [False, True, True, False], 1339, 'North', (18, 5))
Element 13: (0, (18, 5), ['.', '', '%', '%'], [(15, 5), (18, 11), (17, 10)], [False, False, True, True], 74, False, [True, False, False, False], 1368, 'West', (17, 5))
Element 14: (0, (17, 5), ['G', '', '.', ''], [(16, 5), (17, 11), (17, 9)], [False, False, False, False], 72, False, [False, False, True, False], 1407, 'North', (17, 6))
Element 15: (0, (17, 6), ['G', '', '.', '%'], [(16, 6), (16, 11), (16, 9)], [False, False, False, True], 70, False, [False, False, True, False], 1446, 'North', (17, 7))
Element 16: (0, (17, 7), ['%', '', '%', '.'], [(15, 6), (16, 10), (17, 9)], [True, False, True, False], 68, False, [False, False, False, True], 1475, 'East', (18, 7))
Element 17: (0, (18, 7), ['', '%', '%', '%'], [(15, 7), (17, 10), (16, 9)], [False, True, True, True], 66, False, [False, False, False, False], 1494, 'West', (17, 7))
Element 18: (0, (17, 7), ['%', '', '%', ''], [(15, 8), (18, 10), (16, 10)], [True, False, True, False], 64, False, [False, False, False, False], 1503, 'South', (17, 6))
Element 19: (0, (17, 6), ['', '', '', '%'], [(14, 8), (17, 10), (16, 11)], [False, False, False, True], 62, False, [False, False, False, False], 1512, 'South', (17, 5))
Element 20: (0, (17, 5), ['', '', '', ''], [(14, 7), (17, 9), (17, 11)], [False, False, False, False], 60, False, [False, False, False, False], 1521, 'East', (18, 5))
Element 21: (0, (18, 5), ['', '', '%', '%'], [(14, 8), (16, 9), (16, 11)], [False, False, True, True], 58, False, [False, False, False, False], 1520, 'South', (18, 4))
Element 22: (0, (18, 4), ['', '.', '', '%'], [(13, 8), (17, 9), (16, 10)], [False, False, False, True], 56, False, [False, True, False, False], 1529, 'South', (18, 3))
Element 23: (0, (18, 3), ['.', '%', '', '%'], [(14, 8), (17, 10), (16, 9)], [False, True, False, True], 54, False, [True, False, False, False], 1538, 'West', (17, 3))
Element 24: (0, (17, 3), ['.', '%', '', ''], [(15, 8), (16, 10), (16, 10)], [False, True, False, False], 52, False, [True, False, False, False], 1547, 'West', (16, 3))
Element 25: (0, (16, 3), ['%', '%', '', ''], [(15, 7), (16, 9), (16, 11)], [True, True, False, False], 50, False, [False, False, False, False], 1556, 'East', (17, 3))
Element 26: (0, (17, 3), ['', '%', '', ''], [(14, 7), (16, 10), (17, 11)], [False, True, False, False], 48, False, [False, False, False, False], 1555, 'East', (18, 3))
Element 27: (0, (18, 3), ['', '%', '', '%'], [(15, 7), (16, 11), (18, 11)], [False, True, False, True], 46, False, [False, False, False, False], 1554, 'North', (18, 4))
Element 28: (0, (18, 4), ['', '', '', '%'], [(15, 6), (16, 12), (18, 12)], [False, False, False, True], 44, False, [False, False, False, False], 1553, 'West', (17, 4))
Element 29: (0, (17, 4), ['', '', '', ''], [(16, 6), (17, 12), (18, 11)], [False, False, False, False], 42, False, [False, False, False, False], 1552, 'North', (17, 5))
Element 30: (0, (17, 5), ['', '', 'G', ''], [(17, 6), (16, 12), (18, 12)], [False, False, False, False], 40, False, [False, False, False, False], 1551, 'South', (17, 4))
Element 31: (0, (17, 4), ['', '', '', ''], [(17, 7), (15, 12), (17, 12)], [False, False, False, False], 38, False, [False, False, False, False], 1550, 'South', (17, 3))
Element 32: (0, (17, 3), ['', '%', '', ''], [(18, 7), (16, 12), (17, 11)], [False, True, False, False], 36, False, [False, False, False, False], 1549, 'North', (17, 4))
Element 33: (0, (17, 4), ['', '', '', ''], [(17, 7), (16, 11), (17, 12)], [False, False, False, False], 34, False, [False, False, False, False], 1548, 'West', (16, 4))
Element 34: (0, (16, 4), ['', '', '', ''], [(17, 6), (17, 11), (16, 12)], [False, False, False, False], 32, False, [False, False, False, False], 1547, 'North', (16, 5))
Element 35: (0, (16, 5), ['', '', '', 'G'], [(17, 5), (17, 12), (16, 13)], [False, False, False, False], 30, False, [False, False, False, False], 1546, 'North', (16, 6))
Element 36: (0, (16, 6), ['', '', '%', ''], [(18, 5), (17, 11), (16, 12)], [False, False, True, False], 28, False, [False, False, False, False], 1545, 'West', (15, 6))
Element 37: (0, (15, 6), ['%', '', '', ''], [(18, 4), (17, 10), (16, 11)], [True, False, False, False], 26, False, [False, False, False, False], 1544, 'North', (15, 7))
Element 38: (0, (15, 7), ['', '', '', '%'], [(18, 3), (17, 11), (16, 12)], [False, False, False, True], 24, False, [False, False, False, False], 1543, 'North', (15, 8))
Element 39: (0, (15, 8), ['', '', '%', '%'], [(17, 3), (18, 11), (15, 12)], [False, False, True, True], 22, False, [False, False, False, False], 1542, 'West', (14, 8))
Element 40: (0, (14, 8), ['', '', '%', ''], [(17, 4), (18, 10), (15, 13)], [False, False, True, False], 20, False, [False, False, False, False], 1541, 'South', (14, 7))
Element 41: (0, (14, 7), ['%', '%', '', ''], [(16, 4), (18, 11), (14, 13)], [True, True, False, False], 18, False, [False, False, False, False], 1540, 'North', (14, 8))
Element 42: (0, (14, 8), ['', '', '%', ''], [(16, 3), (18, 12), (13, 13)], [False, False, True, False], 16, False, [False, False, False, False], 1539, 'West', (13, 8))
Element 43: (0, (13, 8), ['%', '%', '%', ''], [(16, 4), (17, 12), (12, 13)], [True, True, True, False], 14, False, [False, False, False, False], 1548, 'East', (14, 8))
Element 44: (0, (14, 8), ['', '', '%', ''], [(15, 4), (18, 12), (12, 12)], [False, False, True, False], 12, False, [False, False, False, False], 1547, 'East', (15, 8))
Element 45: (0, (15, 8), ['', '', '%', '%'], [(14, 4), (18, 13), (12, 11)], [False, False, True, True], 10, False, [False, False, False, False], 1556, 'South', (15, 7))
Element 46: (0, (15, 7), ['', '', '', '%'], [(15, 4), (17, 13), (13, 11)], [False, False, False, True], 8, False, [False, False, False, False], 1565, 'West', (14, 7))
Element 47: (0, (14, 7), ['%', '%', '', ''], [(16, 4), (17, 12), (13, 12)], [True, True, False, False], 6, False, [False, False, False, False], 1564, 'East', (15, 7))
Element 48: (0, (15, 7), ['', '', '', '%'], [(17, 4), (17, 13), (13, 11)], [False, False, False, True], 4, False, [False, False, False, False], 1563, 'South', (15, 6))
Element 49: (0, (15, 6), ['%', '', '', ''], [(17, 3), (16, 13), (12, 11)], [True, False, False, False], 2, False, [False, False, False, False], 1562, 'South', (15, 5))
Element 50: (0, (15, 5), ['', '', '', ''], [(16, 3), (16, 12), (12, 12)], [False, False, False, False], 0, False, [False, False, False, False], 1561, 'Stop', (15, 5))
Element 51: #0#
