Element 1: (2, (8, 2), ['.', '.', '.', 'F'], [(4, 12), (2, 11), (13, 3)], [False, False, False, False], 98, False, [True, True, True, False], 1009, 'East', (9, 2))
Element 2: (2, (9, 2), ['', '.', '.', '.'], [(5, 12), (1, 11), (14, 3)], [False, False, False, False], 96, False, [False, True, True, True], 3028, 'East', (10, 2))
Element 3: (2, (10, 2), ['', '%', '.', '.'], [(6, 12), (1, 12), (14, 4)], [False, True, False, False], 94, False, [False, False, True, True], 3067, 'East', (11, 2))
Element 4: (2, (11, 2), ['', '.', '.', '.'], [(7, 12), (2, 12), (15, 4)], [False, False, False, False], 92, False, [False, True, True, True], 3106, 'East', (12, 2))
Element 5: (2, (12, 2), ['', '.', '%', '.'], [(8, 12), (3, 12), (16, 4)], [False, False, True, False], 90, False, [False, True, False, True], 3135, 'East', (13, 2))
Element 6: (2, (13, 2), ['', '.', '', '.'], [(9, 12), (3, 13), (17, 4)], [False, False, False, False], 88, False, [False, True, False, True], 3174, 'East', (14, 2))
Element 7: (2, (14, 2), ['', '.', '', '%'], [(10, 12), (4, 13), (18, 4)], [False, False, False, True], 86, False, [False, True, False, False], 3213, 'South', (14, 1))
Element 8: (2, (14, 1), ['.', '%', '', '.'], [(11, 12), (5, 13), (18, 5)], [False, True, False, False], 84, False, [True, False, False, True], 3252, 'East', (15, 1))
Element 9: (2, (15, 1), ['', '%', '%', '%'], [(12, 12), (6, 13), (17, 5)], [False, True, True, True], 82, False, [False, False, False, False], 3291, 'West', (14, 1))
Element 10: (2, (14, 1), ['.', '%', '', ''], [(13, 12), (7, 13), (17, 6)], [False, True, False, False], 80, False, [True, False, False, False], 3320, 'West', (13, 1))
Element 11: (2, (13, 1), ['.', '%', '', ''], [(13, 13), (7, 12), (17, 7)], [False, True, False, False], 78, False, [True, False, False, False], 3349, 'West', (12, 1))
Element 12: (2, (12, 1), ['.', '%', '', ''], [(14, 13), (8, 12), (18, 7)], [False, True, False, False], 76, False, [True, False, False, False], 3378, 'West', (11, 1))
Element 13: (2, (11, 1), ['%', '%', '', ''], [(15, 13), (9, 12), (17, 7)], [True, True, False, False], 74, False, [False, False, False, False], 3397, 'East', (12, 1))
Element 14: (2, (12, 1), ['', '%', '', ''], [(16, 13), (9, 13), (17, 6)], [False, True, False, False], 72, False, [False, False, False, False], 3416, 'East', (13, 1))
Element 15: (2, (13, 1), ['', '%', '', ''], [(17, 13), (10, 13), (16, 6)], [False, True, False, False], 70, False, [False, False, False, False], 3445, 'East', (14, 1))
Element 16: (2, (14, 1), ['', '%', '', ''], [(18, 13), (10, 12), (16, 5)], [False, True, False, False], 68, False, [False, False, False, False], 3464, 'North', (14, 2))
Element 17: (2, (14, 2), ['', '', '', '%'], [(18, 12), (11, 12), (15, 5)], [False, False, False, True], 66, False, [False, False, False, False], 3483, 'North', (14, 3))
Element 18: (2, (14, 3), ['', '', '', '%'], [(18, 11), (12, 12), (15, 6)], [False, False, False, True], 64, False, [False, False, False, False], 3502, 'North', (14, 4))
Element 19: (2, (14, 4), ['.', '', '.', ''], [(18, 10), (12, 13), (15, 7)], [False, False, False, False], 62, False, [True, False, True, False], 3531, 'North', (14, 5))
Element 20: (2, (14, 5), ['.', '', '%', ''], [(17, 10), (13, 13), (15, 8)], [False, False, True, False], 60, False, [True, False, False, False], 3560, 'West', (13, 5))
Element 21: (2, (13, 5), ['.', '.', '.', ''], [(17, 11), (14, 13), (14, 8)], [False, False, False, False], 58, False, [True, True, True, False], 3589, 'North', (13, 6))
Element 22: (2, (13, 6), ['.', '', '%', '%'], [(17, 12), (15, 13), (14, 7)], [False, False, True, True], 56, False, [True, False, False, False], 3618, 'West', (12, 6))
Element 23: (2, (12, 6), ['.', '.', '%', ''], [(16, 12), (15, 12), (14, 8)], [False, False, True, False], 54, False, [True, True, False, False], 3647, 'South', (12, 5))
Element 24: (2, (12, 5), ['%', '.', '', ''], [(16, 11), (16, 12), (13, 8)], [True, False, False, False], 52, False, [False, True, False, False], 3676, 'South', (12, 4))
Element 25: (2, (12, 4), ['.', '%', '', '.'], [(16, 10), (17, 12), (14, 8)], [False, True, False, False], 50, False, [True, False, False, True], 3695, 'East', (13, 4))
Element 26: (2, (13, 4), ['', '', '', ''], [(16, 9), (18, 12), (15, 8)], [False, False, False, False], 48, False, [False, False, False, False], 3714, 'South', (13, 3))
Element 27: (2, (13, 3), ['%', '', '', ''], [(17, 9), (18, 13), (15, 7)], [True, False, False, False], 46, False, [False, False, False, False], 3723, 'North', (13, 4))
Element 28: (2, (13, 4), ['', '', '', ''], [(16, 9), (17, 13), (14, 7)], [False, False, False, False], 44, False, [False, False, False, False], 3722, 'West', (12, 4))
Element 29: (2, (12, 4), ['.', '%', '', ''], [(16, 10), (16, 13), (15, 7)], [False, True, False, False], 42, False, [True, False, False, False], 3721, 'West', (11, 4))
Element 30: (2, (11, 4), ['.', '.', '%', ''], [(16, 11), (17, 13), (15, 6)], [False, False, True, False], 40, False, [True, True, False, False], 3730, 'South', (11, 3))
Element 31: (2, (11, 3), ['.', '', '', '%'], [(16, 12), (18, 13), (15, 5)], [False, False, False, True], 38, False, [True, False, False, False], 3739, 'West', (10, 3))
Element 32: (2, (10, 3), ['.', '', '.', ''], [(17, 12), (18, 12), (14, 5)], [False, False, False, False], 36, False, [True, False, True, False], 3748, 'North', (10, 4))
Element 33: (2, (10, 4), ['.', '', 'F', ''], [(17, 11), (18, 11), (13, 5)], [False, False, False, False], 34, False, [True, False, False, False], 3757, 'North', (10, 5))
Element 34: (2, (10, 5), ['.', '', '%', '%'], [(16, 11), (18, 10), (13, 6)], [False, False, True, True], 32, False, [True, False, False, False], 4756, 'West', (9, 5))
Element 35: (2, (9, 5), ['.', '.', '.', ''], [(17, 11), (17, 10), (12, 6)], [False, False, False, False], 30, False, [True, True, True, False], 4765, 'North', (9, 6))
Element 36: (2, (9, 6), ['.', '', '.', '%'], [(16, 11), (17, 11), (11, 6)], [False, False, False, True], 28, False, [True, False, True, False], 4784, 'North', (9, 7))
Element 37: (2, (9, 7), ['%', '', '.', '.'], [(16, 10), (16, 11), (12, 6)], [True, False, False, False], 26, False, [False, False, True, True], 4793, 'East', (10, 7))
Element 38: (2, (10, 7), ['', '%', '.', '%'], [(17, 10), (16, 10), (12, 5)], [False, True, False, True], 24, False, [False, False, True, False], 4802, 'North', (10, 8))
Element 39: (2, (10, 8), ['.', '', '%', '%'], [(17, 9), (16, 9), (12, 4)], [False, False, True, True], 22, False, [True, False, False, False], 4811, 'West', (9, 8))
Element 40: (2, (9, 8), ['.', '', '%', ''], [(17, 10), (17, 9), (13, 4)], [False, False, True, False], 20, False, [True, False, False, False], 4820, 'West', (8, 8))
Element 41: (2, (8, 8), ['.', '%', '.', ''], [(18, 10), (16, 9), (12, 4)], [False, True, False, False], 18, False, [True, False, True, False], 4829, 'North', (8, 9))
Element 42: (2, (8, 9), ['.', '', '%', '%'], [(18, 11), (16, 10), (11, 4)], [False, False, True, True], 16, False, [True, False, False, False], 4838, 'West', (7, 9))
Element 43: (2, (7, 9), ['.', '.', '%', ''], [(17, 11), (16, 11), (11, 3)], [False, False, True, False], 14, False, [True, True, False, False], 4847, 'South', (7, 8))
Element 44: (2, (7, 8), ['.', '%', '', ''], [(18, 11), (17, 11), (11, 2)], [False, True, False, False], 12, False, [True, False, False, False], 4856, 'West', (6, 8))
Element 45: (2, (6, 8), ['.', '%', '.', ''], [(18, 12), (17, 10), (12, 2)], [False, True, False, False], 10, False, [True, False, True, False], 4865, 'North', (6, 9))
Element 46: (2, (6, 9), ['%', '', '%', ''], [(17, 12), (17, 9), (13, 2)], [True, False, True, False], 8, False, [False, False, False, False], 4874, 'South', (6, 8))
Element 47: (2, (6, 8), ['.', '%', '', ''], [(18, 12), (17, 10), (14, 2)], [False, True, False, False], 6, False, [True, False, False, False], 4873, 'West', (5, 8))
Element 48: (2, (5, 8), ['.', '%', '%', ''], [(18, 13), (16, 10), (14, 1)], [False, True, True, False], 4, False, [True, False, False, False], 4882, 'West', (4, 8))
Element 49: (2, (4, 8), ['%', '%', '%', ''], [(17, 13), (17, 10), (15, 1)], [True, True, True, False], 2, False, [False, False, False, False], 4891, 'East', (5, 8))
Element 50: (2, (5, 8), ['', '%', '%', ''], [(17, 13), (17, 10), (14, 1)], [False, True, True, False], 0, False, [False, False, False, False], 4890, 'Stop', (5, 8))
Element 51: #0#
