Element 1: (1, (1, 7), ['%', '.', 'F', '.'], [(13, 11), (13, 8), (16, 10)], [True, False, False, False], 98, False, [False, True, False, True], 9, 'North', (1, 8))
Element 2: (1, (1, 8), ['%', '', '%', 'F'], [(13, 12), (14, 8), (17, 10)], [True, False, True, False], 96, False, [False, False, False, False], 1038, 'East', (2, 8))
Element 3: (1, (2, 8), ['', '.', '%', '%'], [(13, 13), (15, 8), (18, 10)], [False, False, True, True], 94, False, [False, True, False, False], 2067, 'South', (2, 7))
Element 4: (1, (2, 7), ['', '.', '', '.'], [(14, 13), (15, 7), (18, 11)], [False, False, False, False], 92, False, [False, True, False, True], 2106, 'East', (3, 7))
Element 5: (1, (3, 7), ['', '.', '%', '%'], [(15, 13), (15, 6), (18, 12)], [False, False, True, True], 90, False, [False, True, False, False], 2145, 'South', (3, 6))
Element 6: (1, (3, 6), ['.', '.', '', '.'], [(16, 13), (16, 6), (18, 13)], [False, False, False, False], 88, False, [True, True, False, True], 2184, 'East', (4, 6))
Element 7: (1, (4, 6), ['', '.', '%', '.'], [(16, 12), (17, 6), (17, 13)], [False, False, True, False], 86, False, [False, True, False, True], 2223, 'East', (5, 6))
Element 8: (1, (5, 6), ['', '.', '%', '.'], [(16, 11), (17, 7), (17, 12)], [False, False, True, False], 84, False, [False, True, False, True], 2262, 'East', (6, 6))
Element 9: (1, (6, 6), ['', '.', '%', '%'], [(16, 10), (18, 7), (17, 11)], [False, False, True, True], 82, False, [False, True, False, False], 2291, 'South', (6, 5))
Element 10: (1, (6, 5), ['.', '.', '', '%'], [(16, 9), (17, 7), (16, 11)], [False, False, False, True], 80, False, [True, True, False, False], 2310, 'South', (6, 4))
Element 11: (1, (6, 4), ['%', '.', '', '%'], [(17, 9), (17, 6), (16, 12)], [True, False, False, True], 78, False, [False, True, False, False], 2329, 'South', (6, 3))
Element 12: (1, (6, 3), ['.', '.', '', '.'], [(17, 10), (17, 5), (15, 12)], [False, False, False, False], 76, False, [True, True, False, True], 2358, 'East', (7, 3))
Element 13: (1, (7, 3), ['', '.', '%', '.'], [(18, 10), (18, 5), (15, 13)], [False, False, True, False], 74, False, [False, True, False, True], 2377, 'East', (8, 3))
Element 14: (1, (8, 3), ['', '.', '.', '.'], [(18, 11), (18, 4), (16, 13)], [False, False, False, False], 72, False, [False, True, True, True], 2396, 'East', (9, 3))
Element 15: (1, (9, 3), ['', 'F', '.', '.'], [(18, 12), (18, 3), (15, 13)], [False, False, False, False], 70, False, [False, False, True, True], 2415, 'South', (9, 2))
Element 16: (1, (9, 2), ['.', '.', '', '.'], [(18, 13), (17, 3), (14, 13)], [False, False, False, False], 68, False, [True, True, False, True], 3424, 'East', (10, 2))
Element 17: (1, (10, 2), ['', '%', '.', '.'], [(17, 13), (17, 4), (13, 13)], [False, True, False, False], 66, False, [False, False, True, True], 3443, 'East', (11, 2))
Element 18: (1, (11, 2), ['', '.', '.', '.'], [(17, 12), (16, 4), (12, 13)], [False, False, False, False], 64, False, [False, True, True, True], 3472, 'East', (12, 2))
Element 19: (1, (12, 2), ['', '.', '%', '.'], [(17, 11), (16, 5), (12, 12)], [False, False, True, False], 62, False, [False, True, False, True], 3501, 'East', (13, 2))
Element 20: (1, (13, 2), ['', '.', '.', '.'], [(17, 12), (15, 5), (11, 12)], [False, False, False, False], 60, False, [False, True, True, True], 3530, 'East', (14, 2))
Element 21: (1, (14, 2), ['', '.', '.', '%'], [(17, 13), (15, 4), (10, 12)], [False, False, False, True], 58, False, [False, True, True, False], 3559, 'North', (14, 3))
Element 22: (1, (14, 3), ['.', '', 'G', '%'], [(18, 13), (14, 4), (10, 13)], [False, False, False, True], 56, False, [True, False, False, False], 3588, 'West', (13, 3))
Element 23: (1, (13, 3), ['%', '', '.', ''], [(18, 12), (14, 5), (9, 13)], [True, False, False, False], 54, False, [False, False, True, False], 3617, 'North', (13, 4))
