Element 1: (1, (2, 7), ['.', '.', 'F', '.'], [(6, 6), (10, 7), (17, 6)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'North', (2, 8))
Element 2: (1, (2, 8), ['F', '', '%', '%'], [(5, 6), (10, 8), (17, 7)], [False, False, True, True], 96, False, [False, False, False, False], 1038, 'West', (1, 8))
Element 3: (1, (1, 8), ['%', '.', '%', ''], [(5, 5), (9, 8), (18, 7)], [True, False, True, False], 94, False, [False, True, False, False], 2067, 'South', (1, 7))
Element 4: (1, (1, 7), ['%', '.', '', ''], [(4, 5), (9, 7), (17, 7)], [True, False, False, False], 92, False, [False, True, False, False], 2096, 'South', (1, 6))
Element 5: (1, (1, 6), ['%', '.', '', '.'], [(4, 6), (9, 6), (17, 6)], [True, False, False, False], 90, False, [False, True, False, True], 2125, 'East', (2, 6))
Element 6: (1, (2, 6), ['', '.', '', 'G'], [(3, 6), (9, 5), (17, 5)], [False, False, False, False], 88, False, [False, True, False, False], 2164, 'South', (2, 5))
Element 7: (1, (2, 5), ['.', '.', '', '.'], [(3, 7), (10, 5), (18, 5)], [False, False, False, False], 86, False, [True, True, False, True], 3193, 'East', (3, 5))
Element 8: (1, (3, 5), ['', '.', '', ''], [(2, 7), (10, 4), (18, 4)], [False, False, False, False], 84, False, [False, True, False, False], 3222, 'South', (3, 4))
Element 9: (1, (3, 4), ['.', '.', '', '.'], [(2, 8), (11, 4), (18, 3)], [False, False, False, False], 82, False, [True, True, False, True], 3251, 'East', (4, 4))
Element 10: (1, (4, 4), ['', '.', '', '%'], [(1, 8), (12, 4), (17, 3)], [False, False, False, True], 80, False, [False, True, False, False], 3280, 'South', (4, 3))
Element 11: (1, (4, 3), ['.', '.', '', '.'], [(1, 7), (13, 4), (17, 4)], [False, False, False, False], 78, False, [True, True, False, True], 3309, 'East', (5, 3))
Element 12: (1, (5, 3), ['', '.', '%', '.'], [(1, 6), (14, 4), (16, 4)], [False, False, True, False], 76, False, [False, True, False, True], 3338, 'East', (6, 3))
Element 13: (1, (6, 3), ['', '.', '.', '.'], [(1, 5), (15, 4), (16, 5)], [False, False, False, False], 74, False, [False, True, True, True], 3377, 'East', (7, 3))
Element 14: (1, (7, 3), ['', '.', '%', '.'], [(1, 4), (15, 5), (16, 6)], [False, False, True, False], 72, False, [False, True, False, True], 3416, 'East', (8, 3))
Element 15: (1, (8, 3), ['', '.', '.', '.'], [(2, 4), (15, 6), (16, 5)], [False, False, False, False], 70, False, [False, True, True, True], 3445, 'East', (9, 3))
Element 16: (1, (9, 3), ['', 'F', '.', '.'], [(2, 3), (15, 7), (16, 4)], [False, False, False, False], 68, False, [False, False, True, True], 3474, 'South', (9, 2))
Element 17: (1, (9, 2), ['.', '.', '', '.'], [(3, 3), (15, 8), (16, 3)], [False, False, False, False], 66, False, [True, True, False, True], 4503, 'East', (10, 2))
Element 18: (1, (10, 2), ['', '%', '.', '.'], [(4, 3), (14, 8), (16, 4)], [False, True, False, False], 64, False, [False, False, True, True], 4522, 'East', (11, 2))
Element 19: (1, (11, 2), ['', '.', '.', '.'], [(4, 2), (14, 7), (17, 4)], [False, False, False, False], 62, False, [False, True, True, True], 4551, 'East', (12, 2))
Element 20: (1, (12, 2), ['', '.', '%', '.'], [(5, 2), (14, 8), (17, 3)], [False, False, True, False], 60, False, [False, True, False, True], 4570, 'East', (13, 2))
Element 21: (1, (13, 2), ['', '.', '.', '.'], [(6, 2), (13, 8), (16, 3)], [False, False, False, False], 58, False, [False, True, True, True], 4599, 'East', (14, 2))
Element 22: (1, (14, 2), ['', '.', '.', '%'], [(7, 2), (14, 8), (17, 3)], [False, False, False, True], 56, False, [False, True, True, False], 4618, 'North', (14, 3))
Element 23: (1, (14, 3), ['.', '', '', '%'], [(8, 2), (15, 8), (18, 3)], [False, False, False, True], 54, False, [True, False, False, False], 4637, 'West', (13, 3))
Element 24: (1, (13, 3), ['%', '', '', ''], [(8, 1), (15, 7), (18, 4)], [True, False, False, False], 52, False, [False, False, False, False], 4656, 'North', (13, 4))
Element 25: (1, (13, 4), ['', '', '.', ''], [(9, 1), (14, 7), (17, 4)], [False, False, False, False], 50, False, [False, False, True, False], 4665, 'North', (13, 5))
Element 26: (1, (13, 5), ['.', '', '.', '.'], [(9, 2), (15, 7), (18, 4)], [False, False, False, False], 48, False, [True, False, True, True], 4674, 'East', (14, 5))
Element 27: (1, (14, 5), ['', '', '%', ''], [(10, 2), (15, 6), (18, 5)], [False, False, True, False], 46, False, [False, False, False, False], 4683, 'East', (15, 5))
Element 28: (1, (15, 5), ['', '', '', ''], [(10, 3), (16, 6), (17, 5)], [False, False, False, False], 44, False, [False, False, False, False], 4692, 'East', (16, 5))
Element 29: (1, (16, 5), ['', '', '', ''], [(11, 3), (17, 6), (17, 4)], [False, False, False, False], 42, False, [False, False, False, False], 4701, 'East', (17, 5))
Element 30: (1, (17, 5), ['', '', '', ''], [(11, 4), (17, 7), (16, 4)], [False, False, False, False], 40, False, [False, False, False, False], 4700, 'East', (18, 5))
Element 31: (1, (18, 5), ['', '', '%', '%'], [(12, 4), (18, 7), (16, 5)], [False, False, True, True], 38, False, [False, False, False, False], 4699, 'South', (18, 4))
Element 32: (1, (18, 4), ['', '', '', '%'], [(12, 5), (17, 7), (17, 5)], [False, False, False, True], 36, False, [False, False, False, False], 4708, 'South', (18, 3))
Element 33: (1, (18, 3), ['', '%', '', '%'], [(12, 6), (17, 6), (16, 5)], [False, True, False, True], 34, False, [False, False, False, False], 4717, 'West', (17, 3))
