Element 1: (2, (10, 4), ['.', '.', 'F', '.'], [(13, 2), (1, 8), (13, 12)], [False, False, False, False], 98, False, [True, True, False, True], 1009, 'North', (10, 5))
Element 2: (2, (10, 5), ['.', '', '%', '%'], [(14, 2), (2, 8), (13, 13)], [False, False, True, True], 96, False, [True, False, False, False], 3028, 'West', (9, 5))
Element 3: (2, (9, 5), ['.', '.', '.', ''], [(14, 3), (2, 7), (14, 13)], [False, False, False, False], 94, False, [True, True, True, False], 3067, 'North', (9, 6))
Element 4: (2, (9, 6), ['.', '', '.', '%'], [(14, 4), (3, 7), (15, 13)], [False, False, False, True], 92, False, [True, False, True, False], 3106, 'North', (9, 7))
Element 5: (2, (9, 7), ['%', '', '.', '.'], [(15, 4), (3, 6), (16, 13)], [True, False, False, False], 90, False, [False, False, True, True], 3145, 'East', (10, 7))
Element 6: (2, (10, 7), ['', '%', '.', '%'], [(16, 4), (4, 6), (17, 13)], [False, True, False, True], 88, False, [False, False, True, False], 3184, 'North', (10, 8))
Element 7: (2, (10, 8), ['.', '', '%', '%'], [(17, 4), (5, 6), (18, 13)], [False, False, True, True], 86, False, [True, False, False, False], 3223, 'West', (9, 8))
Element 8: (2, (9, 8), ['.', '', '%', ''], [(18, 4), (6, 6), (18, 12)], [False, False, True, False], 84, False, [True, False, False, False], 3262, 'West', (8, 8))
Element 9: (2, (8, 8), ['.', '%', '.', ''], [(18, 5), (6, 5), (18, 11)], [False, True, False, False], 82, False, [True, False, True, False], 3301, 'North', (8, 9))
Element 10: (2, (8, 9), ['.', '', '%', '%'], [(17, 5), (6, 4), (18, 10)], [False, False, True, True], 80, False, [True, False, False, False], 3340, 'West', (7, 9))
Element 11: (2, (7, 9), ['.', '.', '%', ''], [(17, 6), (6, 3), (17, 10)], [False, False, True, False], 78, False, [True, True, False, False], 3379, 'South', (7, 8))
Element 12: (2, (7, 8), ['.', '%', '', ''], [(17, 7), (7, 3), (17, 11)], [False, True, False, False], 76, False, [True, False, False, False], 3418, 'West', (6, 8))
Element 13: (2, (6, 8), ['.', '%', '.', ''], [(18, 7), (8, 3), (17, 12)], [False, True, False, False], 74, False, [True, False, True, False], 3457, 'North', (6, 9))
Element 14: (2, (6, 9), ['%', '', '%', ''], [(17, 7), (9, 3), (16, 12)], [True, False, True, False], 72, False, [False, False, False, False], 3486, 'South', (6, 8))
Element 15: (2, (6, 8), ['.', '%', '', ''], [(17, 6), (9, 2), (16, 11)], [False, True, False, False], 70, False, [True, False, False, False], 4495, 'West', (5, 8))
Element 16: (2, (5, 8), ['.', '%', '%', ''], [(16, 6), (10, 2), (16, 10)], [False, True, True, False], 68, False, [True, False, False, False], 4534, 'West', (4, 8))
Element 17: (2, (4, 8), ['%', '%', '%', ''], [(16, 5), (11, 2), (16, 9)], [True, True, True, False], 66, False, [False, False, False, False], 4573, 'East', (5, 8))
Element 18: (2, (5, 8), ['', '%', '%', ''], [(15, 5), (11, 3), (17, 9)], [False, True, True, False], 64, False, [False, False, False, False], 4602, 'East', (6, 8))
Element 19: (2, (6, 8), ['', '%', '', ''], [(15, 6), (11, 4), (16, 9)], [False, True, False, False], 62, False, [False, False, False, False], 4621, 'East', (7, 8))
Element 20: (2, (7, 8), ['', '%', '', ''], [(15, 7), (12, 4), (16, 10)], [False, True, False, False], 60, False, [False, False, False, False], 4640, 'North', (7, 9))
Element 21: (2, (7, 9), ['', '', '%', ''], [(15, 8), (13, 4), (16, 11)], [False, False, True, False], 58, False, [False, False, False, False], 4659, 'West', (6, 9))
Element 22: (2, (6, 9), ['%', '', '%', ''], [(14, 8), (13, 5), (16, 12)], [True, False, True, False], 56, False, [False, False, False, False], 4678, 'East', (7, 9))
Element 23: (2, (7, 9), ['', '', '%', ''], [(14, 7), (14, 5), (15, 12)], [False, False, True, False], 54, False, [False, False, False, False], 4707, 'East', (8, 9))
Element 24: (2, (8, 9), ['', '', '%', '%'], [(14, 8), (15, 5), (16, 12)], [False, False, True, True], 52, False, [False, False, False, False], 4706, 'South', (8, 8))
Element 25: (2, (8, 8), ['', '%', '', ''], [(13, 8), (16, 5), (17, 12)], [False, True, False, False], 50, False, [False, False, False, False], 4715, 'West', (7, 8))
Element 26: (2, (7, 8), ['', '%', '', ''], [(14, 8), (17, 5), (17, 11)], [False, True, False, False], 48, False, [False, False, False, False], 4714, 'East', (8, 8))
Element 27: (2, (8, 8), ['', '%', '', ''], [(15, 8), (18, 5), (16, 11)], [False, True, False, False], 46, False, [False, False, False, False], 4713, 'East', (9, 8))
Element 28: (2, (9, 8), ['', '', '%', ''], [(15, 7), (18, 4), (17, 11)], [False, False, True, False], 44, False, [False, False, False, False], 4712, 'East', (10, 8))
Element 29: (2, (10, 8), ['', '', '%', '%'], [(14, 7), (18, 3), (17, 10)], [False, False, True, True], 42, False, [False, False, False, False], 4721, 'South', (10, 7))
Element 30: (2, (10, 7), ['', '%', '', '%'], [(15, 7), (17, 3), (17, 9)], [False, True, False, True], 40, False, [False, False, False, False], 4730, 'West', (9, 7))
Element 31: (2, (9, 7), ['%', '', '', ''], [(15, 6), (16, 3), (17, 10)], [True, False, False, False], 38, False, [False, False, False, False], 4739, 'North', (9, 8))
Element 32: (2, (9, 8), ['', '', '%', ''], [(15, 5), (16, 4), (16, 10)], [False, False, True, False], 36, False, [False, False, False, False], 4738, 'South', (9, 7))
Element 33: (2, (9, 7), ['%', '', '', ''], [(14, 5), (17, 4), (17, 10)], [True, False, False, False], 34, False, [False, False, False, False], 4737, 'South', (9, 6))
Element 34: (2, (9, 6), ['.', '', '', '%'], [(13, 5), (16, 4), (18, 10)], [False, False, False, True], 32, False, [True, False, False, False], 4736, 'West', (8, 6))
Element 35: (2, (8, 6), ['%', '.', '%', ''], [(13, 6), (15, 4), (18, 11)], [True, False, True, False], 30, False, [False, True, False, False], 4755, 'South', (8, 5))
Element 36: (2, (8, 5), ['%', '.', '', ''], [(12, 6), (14, 4), (17, 11)], [True, False, False, False], 28, False, [False, True, False, False], 4774, 'South', (8, 4))
Element 37: (2, (8, 4), ['%', '', '', '.'], [(12, 5), (14, 3), (18, 11)], [True, False, False, False], 26, False, [False, False, False, True], 4793, 'East', (9, 4))
Element 38: (2, (9, 4), ['', '', '', ''], [(12, 4), (13, 3), (18, 12)], [False, False, False, False], 24, False, [False, False, False, False], 4812, 'South', (9, 3))
Element 39: (2, (9, 3), ['', '', '', '.'], [(13, 4), (13, 2), (17, 12)], [False, False, False, False], 22, False, [False, False, False, True], 4811, 'East', (10, 3))
Element 40: (2, (10, 3), ['', '', '', ''], [(13, 3), (13, 1), (18, 12)], [False, False, False, False], 20, False, [False, False, False, False], 4830, 'East', (11, 3))
Element 41: (2, (11, 3), ['', '', '', '%'], [(13, 4), (14, 1), (18, 13)], [False, False, False, True], 18, False, [False, False, False, False], 4839, 'North', (11, 4))
Element 42: (2, (11, 4), ['', '', '%', 'G'], [(12, 4), (15, 1), (17, 13)], [False, False, True, False], 16, False, [False, False, False, False], 4848, 'South', (11, 3))
Element 43: (2, (11, 3), ['', '', 'G', '%'], [(11, 4), (14, 1), (17, 12)], [False, False, False, True], 14, False, [False, False, False, False], 4847, 'South', (11, 2))
Element 44: (2, (11, 2), ['', '.', 'G', ''], [(11, 3), (14, 2), (17, 13)], [False, False, False, False], 12, False, [False, True, False, False], 4846, 'South', (11, 1))
Element 45: (2, (11, 1), ['%', '%', 'G', '.'], [(11, 2), (14, 1), (16, 13)], [True, True, False, False], 10, False, [False, False, False, True], 4855, 'East', (12, 1))
Element 46: (2, (12, 1), ['G', '%', '', 'G'], [(11, 1), (13, 1), (16, 12)], [False, True, False, False], 8, False, [False, False, False, False], 4864, 'North', (12, 2))
Element 47: (2, (12, 2), ['', 'G', '%', 'G'], [(12, 1), (13, 2), (16, 13)], [False, False, True, False], 6, False, [False, False, False, False], 4863, 'West', (11, 2))
Element 48: (2, (11, 2), ['', '', '', 'G'], [(13, 1), (12, 2), (15, 13)], [False, False, False, False], 4, False, [False, False, False, False], 4862, 'South', (11, 1))
