Element 1: (0, (2, 7), ['.', '.', 'F', '.'], [(3, 10), (5, 1), (11, 3)], [False, False, False, False], 98, False, [True, True, False, True], 0, 'North', (2, 8))
Element 2: (0, (2, 8), ['F', '', '%', '%'], [(4, 10), (6, 1), (11, 4)], [False, False, True, True], 96, False, [False, False, False, False], 1029, 'West', (1, 8))
Element 3: (0, (1, 8), ['%', '.', '%', ''], [(4, 11), (7, 1), (12, 4)], [True, False, True, False], 94, False, [False, True, False, False], 2058, 'South', (1, 7))
Element 4: (0, (1, 7), ['%', '.', '', ''], [(5, 11), (8, 1), (13, 4)], [True, False, False, False], 92, False, [False, True, False, False], 2097, 'South', (1, 6))
Element 5: (0, (1, 6), ['%', '.', '', '.'], [(6, 11), (9, 1), (14, 4)], [True, False, False, False], 90, False, [False, True, False, True], 2136, 'East', (2, 6))
Element 6: (0, (2, 6), ['', '.', '', '.'], [(6, 12), (9, 2), (15, 4)], [False, False, False, False], 88, False, [False, True, False, True], 3165, 'East', (3, 6))
Element 7: (0, (3, 6), ['', '.', '.', '.'], [(7, 12), (10, 2), (16, 4)], [False, False, False, False], 86, False, [False, True, True, True], 3204, 'East', (4, 6))
Element 8: (0, (4, 6), ['', '.', '%', '.'], [(8, 12), (11, 2), (17, 4)], [False, False, True, False], 84, False, [False, True, False, True], 3243, 'East', (5, 6))
Element 9: (0, (5, 6), ['', '.', '%', '.'], [(9, 12), (12, 2), (18, 4)], [False, False, True, False], 82, False, [False, True, False, True], 3282, 'East', (6, 6))
Element 10: (0, (6, 6), ['', '.', '%', '%'], [(10, 12), (13, 2), (18, 5)], [False, False, True, True], 80, False, [False, True, False, False], 3321, 'South', (6, 5))
Element 11: (0, (6, 5), ['.', '.', '', '%'], [(11, 12), (14, 2), (17, 5)], [False, False, False, True], 78, False, [True, True, False, False], 3360, 'South', (6, 4))
Element 12: (0, (6, 4), ['%', '.', '', '%'], [(12, 12), (14, 3), (17, 6)], [True, False, False, True], 76, False, [False, True, False, False], 3399, 'South', (6, 3))
