Element 1: (0, (2, 12), ['.', 'F', '%', '.'], [(6, 4), (7, 3), (8, 6)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'South', (2, 11))
Element 2: (0, (2, 11), ['F', '.', '', '%'], [(6, 5), (8, 3), (9, 6)], [False, False, False, True], 96, False, [False, True, False, False], 1029, 'West', (1, 11))
Element 3: (0, (1, 11), ['%', '.', '.', ''], [(6, 6), (9, 3), (9, 7)], [True, False, False, False], 94, False, [False, True, True, False], 2058, 'North', (1, 12))
Element 4: (0, (1, 12), ['%', '', '.', ''], [(5, 6), (9, 2), (10, 7)], [True, False, False, False], 92, False, [False, False, True, False], 3087, 'North', (1, 13))
Element 5: (0, (1, 13), ['%', '', '%', '%'], [(5, 5), (10, 2), (10, 8)], [True, False, True, True], 90, False, [False, False, False, False], 3126, 'South', (1, 12))
Element 6: (0, (1, 12), ['%', '', '', ''], [(4, 5), (11, 2), (9, 8)], [True, False, False, False], 88, False, [False, False, False, False], 3155, 'South', (1, 11))
Element 7: (0, (1, 11), ['%', '.', '', ''], [(4, 6), (12, 2), (8, 8)], [True, False, False, False], 86, False, [False, True, False, False], 3184, 'South', (1, 10))
Element 8: (0, (1, 10), ['%', '%', '', '.'], [(3, 6), (13, 2), (8, 9)], [True, True, False, False], 84, False, [False, False, False, True], 3223, 'East', (2, 10))
Element 9: (0, (2, 10), ['', '%', '', '.'], [(3, 7), (14, 2), (7, 9)], [False, True, False, False], 82, False, [False, False, False, True], 3262, 'East', (3, 10))
Element 10: (0, (3, 10), ['', '%', '%', '.'], [(2, 7), (14, 3), (7, 8)], [False, True, True, False], 80, False, [False, False, False, True], 3301, 'East', (4, 10))
Element 11: (0, (4, 10), ['', '%', '.', '%'], [(2, 8), (14, 4), (6, 8)], [False, True, False, True], 78, False, [False, False, True, False], 4330, 'North', (4, 11))
Element 12: (0, (4, 11), ['%', '', '.', '.'], [(1, 8), (15, 4), (6, 9)], [True, False, False, False], 76, False, [False, False, True, True], 5359, 'East', (5, 11))
Element 13: (0, (5, 11), ['', '%', '.', '.'], [(1, 7), (16, 4), (6, 8)], [False, True, False, False], 74, False, [False, False, True, True], 5388, 'East', (6, 11))
Element 14: (0, (6, 11), ['', '%', '.', '%'], [(1, 6), (17, 4), (5, 8)], [False, True, False, True], 72, False, [False, False, True, False], 5427, 'North', (6, 12))
