Element 1: (3, (4, 6), ['.', '', '%', '.'], [(13, 12), (3, 1), (5, 5)], [False, False, True, False], 98, False, [True, False, False, True], 29, 'East', (5, 6))
Element 2: (3, (5, 6), ['', '', '%', '.'], [(13, 13), (4, 1), (6, 5)], [False, False, True, False], 96, False, [False, False, False, True], 68, 'East', (6, 6))
Element 3: (3, (6, 6), ['', '', '%', '%'], [(14, 13), (5, 1), (6, 4)], [False, False, True, True], 94, False, [False, False, False, False], 107, 'South', (6, 5))
Element 4: (3, (6, 5), ['', '', '', '%'], [(15, 13), (6, 1), (6, 3)], [False, False, False, True], 92, False, [False, False, False, False], 136, 'South', (6, 4))
Element 5: (3, (6, 4), ['%', '', '', '%'], [(16, 13), (7, 1), (7, 3)], [True, False, False, True], 90, False, [False, False, False, False], 165, 'South', (6, 3))
Element 6: (3, (6, 3), ['.', '.', '', ''], [(17, 13), (8, 1), (8, 3)], [False, False, False, False], 88, False, [True, True, False, False], 194, 'South', (6, 2))
Element 7: (3, (6, 2), ['.', '', '', '.'], [(18, 13), (9, 1), (9, 3)], [False, False, False, False], 86, False, [True, False, False, True], 233, 'East', (7, 2))
Element 8: (3, (7, 2), ['', '', '', '.'], [(18, 12), (9, 2), (10, 3)], [False, False, False, False], 84, False, [False, False, False, True], 1262, 'East', (8, 2))
Element 9: (3, (8, 2), ['', '', '', ''], [(18, 11), (10, 2), (11, 3)], [False, False, False, False], 82, False, [False, False, False, False], 1301, 'East', (9, 2))
Element 10: (3, (9, 2), ['', '', '', ''], [(18, 10), (11, 2), (11, 4)], [False, False, False, False], 80, False, [False, False, False, False], 1330, 'East', (10, 2))
Element 11: (3, (10, 2), ['', '%', '', ''], [(17, 10), (12, 2), (12, 4)], [False, True, False, False], 78, False, [False, False, False, False], 1359, 'East', (11, 2))
Element 12: (3, (11, 2), ['', '.', '', ''], [(17, 11), (13, 2), (13, 4)], [False, False, False, False], 76, False, [False, True, False, False], 1388, 'South', (11, 1))
Element 13: (3, (11, 1), ['%', '%', '', '.'], [(17, 12), (14, 2), (14, 4)], [True, True, False, False], 74, False, [False, False, False, True], 1427, 'East', (12, 1))
Element 14: (3, (12, 1), ['', '%', '', '.'], [(16, 12), (14, 3), (15, 4)], [False, True, False, False], 72, False, [False, False, False, True], 1466, 'East', (13, 1))
Element 15: (3, (13, 1), ['', '%', '', '.'], [(16, 11), (13, 3), (16, 4)], [False, True, False, False], 70, False, [False, False, False, True], 1505, 'East', (14, 1))
Element 16: (3, (14, 1), ['', '%', '', '.'], [(16, 10), (13, 4), (17, 4)], [False, True, False, False], 68, False, [False, False, False, True], 1534, 'East', (15, 1))
Element 17: (3, (15, 1), ['', '%', '%', '%'], [(16, 9), (13, 5), (18, 4)], [False, True, True, True], 66, False, [False, False, False, False], 1573, 'West', (14, 1))
Element 18: (3, (14, 1), ['', '%', '', ''], [(17, 9), (14, 5), (18, 5)], [False, True, False, False], 64, False, [False, False, False, False], 1602, 'North', (14, 2))
Element 19: (3, (14, 2), ['', '', '', '%'], [(16, 9), (15, 5), (17, 5)], [False, False, False, True], 62, False, [False, False, False, False], 1621, 'North', (14, 3))
Element 20: (3, (14, 3), ['', '', '', '%'], [(16, 10), (16, 5), (17, 6)], [False, False, False, True], 60, False, [False, False, False, False], 1640, 'North', (14, 4))
Element 21: (3, (14, 4), ['', '', '', ''], [(16, 11), (16, 6), (17, 7)], [False, False, False, False], 58, False, [False, False, False, False], 1659, 'East', (15, 4))
Element 22: (3, (15, 4), ['', '%', '', ''], [(16, 12), (15, 6), (18, 7)], [False, True, False, False], 56, False, [False, False, False, False], 1678, 'East', (16, 4))
Element 23: (3, (16, 4), ['', '.', '', ''], [(15, 12), (15, 7), (17, 7)], [False, False, False, False], 54, False, [False, True, False, False], 1697, 'South', (16, 3))
Element 24: (3, (16, 3), ['%', '%', '', '.'], [(16, 12), (15, 8), (17, 6)], [True, True, False, False], 52, False, [False, False, False, True], 1716, 'East', (17, 3))
Element 25: (3, (17, 3), ['', '%', '', '.'], [(17, 12), (14, 8), (17, 5)], [False, True, False, False], 50, False, [False, False, False, True], 1735, 'East', (18, 3))
Element 26: (3, (18, 3), ['', '%', '', '%'], [(17, 11), (14, 7), (18, 5)], [False, True, False, True], 48, False, [False, False, False, False], 1754, 'North', (18, 4))
