Element 1: (3, (4, 6), ['.', '', '%', '.'], [(13, 12), (3, 1), (5, 5)], [False, False, True, False], 98, False, [True, False, False, True], 29, 'East', (5, 6))
Element 27: (3, (18, 4), ['', '', '', '%'], [(16, 11), (14, 8), (17, 5)], [False, False, False, True], 46, False, [False, False, False, False], 1753, 'North', (18, 5))
Element 28: (3, (18, 5), ['', '', '%', '%'], [(17, 11), (13, 8), (17, 4)], [False, False, True, True], 44, False, [False, False, False, False], 1762, 'West', (17, 5))
Element 29: (3, (17, 5), ['', '', '', ''], [(17, 10), (14, 8), (18, 4)], [False, False, False, False], 42, False, [False, False, False, False], 1761, 'North', (17, 6))
Element 30: (3, (17, 6), ['', '', '', '%'], [(17, 9), (15, 8), (17, 4)], [False, False, False, True], 40, False, [False, False, False, False], 1760, 'North', (17, 7))
Element 31: (3, (17, 7), ['%', '', '%', ''], [(17, 10), (15, 7), (17, 5)], [True, False, True, False], 38, False, [False, False, False, False], 1759, 'East', (18, 7))
Element 32: (3, (18, 7), ['', '%', '%', '%'], [(16, 10), (14, 7), (17, 4)], [False, True, True, True], 36, False, [False, False, False, False], 1758, 'West', (17, 7))
Element 33: (3, (17, 7), ['%', '', '%', ''], [(17, 10), (15, 7), (17, 3)], [True, False, True, False], 34, False, [False, False, False, False], 1757, 'South', (17, 6))
Element 34: (3, (17, 6), ['', '', '', '%'], [(18, 10), (15, 6), (18, 3)], [False, False, False, True], 32, False, [False, False, False, False], 1756, 'West', (16, 6))
Element 35: (3, (16, 6), ['', '', '%', ''], [(18, 11), (15, 5), (17, 3)], [False, False, True, False], 30, False, [False, False, False, False], 1755, 'South', (16, 5))
Element 36: (3, (16, 5), ['', '', '', ''], [(17, 11), (15, 6), (16, 3)], [False, False, False, False], 28, False, [False, False, False, False], 1754, 'West', (15, 5))
Element 37: (3, (15, 5), ['', '', '', ''], [(18, 11), (16, 6), (17, 3)], [False, False, False, False], 26, False, [False, False, False, False], 1753, 'North', (15, 6))
Element 38: (3, (15, 6), ['%', '', '', ''], [(18, 12), (16, 5), (17, 4)], [True, False, False, False], 24, False, [False, False, False, False], 1752, 'North', (15, 7))
Element 39: (3, (15, 7), ['', '', '', '%'], [(17, 12), (17, 5), (16, 4)], [False, False, False, True], 22, False, [False, False, False, False], 1751, 'North', (15, 8))
Element 40: (3, (15, 8), ['', '', '%', '%'], [(18, 12), (18, 5), (16, 5)], [False, False, True, True], 20, False, [False, False, False, False], 1750, 'West', (14, 8))
Element 41: (3, (14, 8), ['', '', '%', ''], [(18, 13), (18, 4), (16, 6)], [False, False, True, False], 18, False, [False, False, False, False], 1749, 'South', (14, 7))
Element 42: (3, (14, 7), ['%', '%', '', ''], [(17, 13), (18, 3), (15, 6)], [True, True, False, False], 16, False, [False, False, False, False], 1748, 'North', (14, 8))
Element 43: (3, (14, 8), ['', '', '%', ''], [(17, 12), (17, 3), (15, 7)], [False, False, True, False], 14, False, [False, False, False, False], 1747, 'West', (13, 8))
Element 44: (3, (13, 8), ['%', '%', '%', ''], [(17, 13), (17, 4), (15, 8)], [True, True, True, False], 12, False, [False, False, False, False], 1746, 'East', (14, 8))
Element 45: (3, (14, 8), ['', '', '%', ''], [(16, 13), (16, 4), (15, 7)], [False, False, True, False], 10, False, [False, False, False, False], 1745, 'East', (15, 8))
Element 46: (3, (15, 8), ['', '', '%', '%'], [(16, 12), (16, 3), (14, 7)], [False, False, True, True], 8, False, [False, False, False, False], 1744, 'South', (15, 7))
Element 47: (3, (15, 7), ['', '', '', '%'], [(16, 13), (16, 4), (14, 8)], [False, False, False, True], 6, False, [False, False, False, False], 1743, 'West', (14, 7))
Element 48: (3, (14, 7), ['%', '%', '', ''], [(15, 13), (15, 4), (13, 8)], [True, True, False, False], 4, False, [False, False, False, False], 1742, 'East', (15, 7))
Element 49: (3, (15, 7), ['', '', '', '%'], [(15, 12), (14, 4), (14, 8)], [False, False, False, True], 2, False, [False, False, False, False], 1741, 'South', (15, 6))
Element 50: (3, (15, 6), ['%', '', '', ''], [(15, 12), (14, 4), (14, 8)], [True, False, False, False], 0, False, [False, False, False, False], 1740, 'Stop', (15, 6))
Element 51: #0#
