Element 1: (3, (17, 11), ['.', 'G', '.', '.'], [(7, 13), (1, 11), (17, 10)], [False, False, False, False], 98, False, [True, False, True, True], 1019, 'East', (18, 11))
Element 2: (3, (18, 11), ['', 'G', '.', '%'], [(7, 12), (2, 11), (18, 10)], [False, False, False, True], 96, False, [False, False, True, False], 2048, 'North', (18, 12))
Element 3: (3, (18, 12), ['.', 'G', '.', '%'], [(8, 12), (2, 12), (18, 11)], [False, False, False, True], 94, False, [True, False, True, False], 2077, 'North', (18, 13))
Element 4: (3, (18, 13), ['.', 'G', '%', '%'], [(9, 12), (3, 12), (18, 12)], [False, False, True, True], 92, False, [True, False, False, False], 2106, 'West', (17, 13))
Element 5: (3, (17, 13), ['.', 'G', '%', ''], [(10, 12), (4, 12), (17, 12)], [False, False, True, False], 90, False, [True, False, False, False], 2145, 'West', (16, 13))
Element 6: (3, (16, 13), ['.', 'G', '%', ''], [(11, 12), (5, 12), (16, 12)], [False, False, True, False], 88, False, [True, False, False, False], 2184, 'West', (15, 13))
Element 7: (3, (15, 13), ['.', '.', '%', ''], [(12, 12), (6, 12), (16, 11)], [False, False, True, False], 86, False, [True, True, False, False], 2223, 'South', (15, 12))
Element 8: (3, (15, 12), ['%', '%', '', ''], [(13, 12), (6, 11), (16, 10)], [True, True, False, False], 84, False, [False, False, False, False], 2262, 'East', (16, 12))
Element 9: (3, (16, 12), ['', '', '', ''], [(13, 13), (5, 11), (16, 9)], [False, False, False, False], 82, False, [False, False, False, False], 2291, 'East', (17, 12))
Element 10: (3, (17, 12), ['', '', '', ''], [(14, 13), (4, 11), (16, 10)], [False, False, False, False], 80, False, [False, False, False, False], 2310, 'West', (16, 12))
Element 11: (3, (16, 12), ['', 'G', '', ''], [(15, 13), (4, 10), (16, 11)], [False, False, False, False], 78, False, [False, False, False, False], 2319, 'West', (15, 12))
Element 12: (3, (15, 12), ['%', '%', '', ''], [(16, 13), (3, 10), (17, 11)], [True, True, False, False], 76, False, [False, False, False, False], 2328, 'East', (16, 12))
Element 13: (3, (16, 12), ['', 'G', '', ''], [(17, 13), (2, 10), (16, 11)], [False, False, False, False], 74, False, [False, False, False, False], 2337, 'West', (15, 12))
Element 14: (3, (15, 12), ['%', '%', '', 'G'], [(18, 13), (1, 10), (16, 12)], [True, True, False, False], 72, False, [False, False, False, False], 2346, 'North', (15, 13))
Element 15: (3, (15, 13), ['', 'G', '%', ''], [(18, 12), (2, 10), (15, 12)], [False, False, True, False], 70, False, [False, False, False, False], 2345, 'West', (14, 13))
Element 16: (3, (14, 13), ['', '%', '%', 'G'], [(18, 11), (3, 10), (15, 13)], [False, True, True, False], 68, False, [False, False, False, False], 2344, 'West', (13, 13))
Element 17: (3, (13, 13), ['.', '', '%', ''], [(18, 10), (4, 10), (16, 13)], [False, False, True, False], 66, False, [True, False, False, False], 2343, 'West', (12, 13))
Element 18: (3, (12, 13), ['%', '', '%', ''], [(17, 10), (4, 11), (17, 13)], [True, False, True, False], 64, False, [False, False, False, False], 2352, 'South', (12, 12))
Element 19: (3, (12, 12), ['', '.', '', ''], [(17, 11), (5, 11), (18, 13)], [False, False, False, False], 62, False, [False, True, False, False], 2351, 'South', (12, 11))
Element 20: (3, (12, 11), ['%', '%', '', '.'], [(17, 12), (6, 11), (17, 13)], [True, True, False, False], 60, False, [False, False, False, True], 2360, 'East', (13, 11))
Element 21: (3, (13, 11), ['', '%', '', '%'], [(16, 12), (6, 12), (16, 13)], [False, True, False, True], 58, False, [False, False, False, False], 2369, 'North', (13, 12))
Element 22: (3, (13, 12), ['', '', '', '%'], [(16, 11), (7, 12), (15, 13)], [False, False, False, True], 56, False, [False, False, False, False], 2368, 'South', (13, 11))
Element 23: (3, (13, 11), ['', '%', '', '%'], [(16, 10), (8, 12), (14, 13)], [False, True, False, True], 54, False, [False, False, False, False], 2367, 'West', (12, 11))
Element 24: (3, (12, 11), ['%', '%', '', ''], [(16, 9), (9, 12), (13, 13)], [True, True, False, False], 52, False, [False, False, False, False], 2366, 'North', (12, 12))
Element 25: (3, (12, 12), ['', '', '', 'G'], [(17, 9), (9, 13), (13, 12)], [False, False, False, False], 50, False, [False, False, False, False], 2375, 'West', (11, 12))
Element 26: (3, (11, 12), ['', '%', '%', ''], [(16, 9), (10, 13), (13, 11)], [False, True, True, False], 48, False, [False, False, False, False], 2384, 'West', (10, 12))
Element 27: (3, (10, 12), ['', '%', '', ''], [(16, 10), (9, 13), (12, 11)], [False, True, False, False], 46, False, [False, False, False, False], 2383, 'North', (10, 13))
Element 28: (3, (10, 13), ['', '', '%', '%'], [(16, 11), (9, 12), (12, 12)], [False, False, True, True], 44, False, [False, False, False, False], 2382, 'West', (9, 13))
Element 29: (3, (9, 13), ['%', '', '%', ''], [(16, 12), (10, 12), (12, 13)], [True, False, True, False], 42, False, [False, False, False, False], 2381, 'South', (9, 12))
Element 30: (3, (9, 12), ['', '%', '', ''], [(15, 12), (11, 12), (12, 12)], [False, True, False, False], 40, False, [False, False, False, False], 2380, 'West', (8, 12))
Element 31: (3, (8, 12), ['', '%', '%', ''], [(16, 12), (10, 12), (11, 12)], [False, True, True, False], 38, False, [False, False, False, False], 2379, 'West', (7, 12))
Element 32: (3, (7, 12), ['', '%', '', ''], [(17, 12), (9, 12), (10, 12)], [False, True, False, False], 36, False, [False, False, False, False], 2378, 'North', (7, 13))
Element 33: (3, (7, 13), ['', '', '%', '%'], [(17, 11), (8, 12), (10, 13)], [False, False, True, True], 34, False, [False, False, False, False], 2377, 'West', (6, 13))
Element 34: (3, (6, 13), ['.', '', '%', ''], [(16, 11), (7, 12), (9, 13)], [False, False, True, False], 32, False, [True, False, False, False], 2376, 'West', (5, 13))
Element 35: (3, (5, 13), ['.', '', '%', ''], [(17, 11), (7, 13), (9, 12)], [False, False, True, False], 30, False, [True, False, False, False], 2385, 'West', (4, 13))
Element 36: (3, (4, 13), ['.', '', '%', ''], [(17, 10), (6, 13), (8, 12)], [False, False, True, False], 28, False, [True, False, False, False], 2394, 'West', (3, 13))
Element 37: (3, (3, 13), ['%', '', '%', ''], [(17, 9), (5, 13), (7, 12)], [True, False, True, False], 26, False, [False, False, False, False], 2403, 'South', (3, 12))
