Element 1: (2, (13, 12), ['.', '.', '.', '%'], [(8, 1), (6, 5), (15, 13)], [False, False, False, True], 98, False, [True, True, True, False], 19, 'North', (13, 13))
Element 2: (2, (13, 13), ['.', '', '%', '.'], [(9, 1), (6, 6), (16, 13)], [False, False, True, False], 96, False, [True, False, False, True], 58, 'East', (14, 13))
Element 3: (2, (14, 13), ['', '%', '%', ''], [(9, 2), (5, 6), (17, 13)], [False, True, True, False], 94, False, [False, False, False, False], 1087, 'East', (15, 13))
Element 4: (2, (15, 13), ['', '.', '%', ''], [(10, 2), (4, 6), (18, 13)], [False, False, True, False], 92, False, [False, True, False, False], 1116, 'South', (15, 12))
Element 5: (2, (15, 12), ['%', '%', '', '.'], [(11, 2), (4, 5), (18, 12)], [True, True, False, False], 90, False, [False, False, False, True], 1155, 'East', (16, 12))
Element 6: (2, (16, 12), ['', '.', '', '.'], [(12, 2), (4, 4), (18, 11)], [False, False, False, False], 88, False, [False, True, False, True], 1194, 'East', (17, 12))
Element 7: (2, (17, 12), ['', '.', '', ''], [(13, 2), (4, 3), (18, 10)], [False, False, False, False], 86, False, [False, True, False, False], 1233, 'South', (17, 11))
Element 8: (2, (17, 11), ['.', 'G', '', ''], [(14, 2), (5, 3), (17, 10)], [False, False, False, False], 84, False, [True, False, False, False], 1272, 'West', (16, 11))
Element 9: (2, (16, 11), ['%', '.', '', ''], [(14, 3), (6, 3), (17, 9)], [True, False, False, False], 82, False, [False, True, False, False], 1311, 'South', (16, 10))
Element 10: (2, (16, 10), ['%', 'G', '', ''], [(14, 4), (7, 3), (16, 9)], [True, False, False, False], 80, False, [False, False, False, False], 1350, 'East', (17, 10))
Element 11: (2, (17, 10), ['G', '', '', ''], [(15, 4), (8, 3), (16, 10)], [False, False, False, False], 78, False, [False, False, False, False], 1369, 'East', (18, 10))
Element 12: (2, (18, 10), ['', '%', '', '%'], [(16, 4), (9, 3), (16, 11)], [False, True, False, True], 76, False, [False, False, False, False], 1388, 'North', (18, 11))
Element 13: (2, (18, 11), ['G', '', '', '%'], [(17, 4), (10, 3), (17, 11)], [False, False, False, True], 74, False, [False, False, False, False], 1407, 'North', (18, 12))
Element 14: (2, (18, 12), ['G', '', '', '%'], [(18, 4), (11, 3), (17, 12)], [False, False, False, True], 72, False, [False, False, False, False], 1426, 'North', (18, 13))
Element 15: (2, (18, 13), ['', '', '%', '%'], [(18, 5), (11, 4), (16, 12)], [False, False, True, True], 70, False, [False, False, False, False], 1445, 'West', (17, 13))
Element 16: (2, (17, 13), ['', '', '%', ''], [(17, 5), (12, 4), (15, 12)], [False, False, True, False], 68, False, [False, False, False, False], 1464, 'West', (16, 13))
Element 17: (2, (16, 13), ['', 'G', '%', ''], [(17, 6), (13, 4), (16, 12)], [False, False, True, False], 66, False, [False, False, False, False], 1483, 'East', (17, 13))
Element 18: (2, (17, 13), ['', 'G', '%', ''], [(17, 7), (13, 5), (17, 12)], [False, False, True, False], 64, False, [False, False, False, False], 1502, 'East', (18, 13))
Element 19: (2, (18, 13), ['', '', '%', '%'], [(18, 7), (14, 5), (17, 11)], [False, False, True, True], 62, False, [False, False, False, False], 1521, 'South', (18, 12))
Element 20: (2, (18, 12), ['', '', '', '%'], [(17, 7), (15, 5), (16, 11)], [False, False, False, True], 60, False, [False, False, False, False], 1530, 'South', (18, 11))
Element 21: (2, (18, 11), ['', '', '', '%'], [(17, 6), (16, 5), (16, 12)], [False, False, False, True], 58, False, [False, False, False, False], 1539, 'South', (18, 10))
Element 22: (2, (18, 10), ['', '%', '', '%'], [(16, 6), (17, 5), (16, 11)], [False, True, False, True], 56, False, [False, False, False, False], 1548, 'West', (17, 10))
Element 23: (2, (17, 10), ['G', '', '', ''], [(15, 6), (18, 5), (16, 10)], [False, False, False, False], 54, False, [False, False, False, False], 1557, 'South', (17, 9))
Element 24: (2, (17, 9), ['G', '%', '', '%'], [(15, 7), (18, 4), (16, 9)], [False, True, False, True], 52, False, [False, False, False, False], 1566, 'North', (17, 10))
Element 25: (2, (17, 10), ['', 'G', '', ''], [(15, 8), (18, 3), (17, 9)], [False, False, False, False], 50, False, [False, False, False, False], 1585, 'West', (16, 10))
Element 26: (2, (16, 10), ['%', '', '', 'G'], [(14, 8), (17, 3), (17, 10)], [True, False, False, False], 48, False, [False, False, False, False], 1604, 'North', (16, 11))
Element 27: (2, (16, 11), ['%', 'G', '', ''], [(14, 7), (16, 3), (16, 10)], [True, False, False, False], 46, False, [False, False, False, False], 1623, 'East', (17, 11))
Element 28: (2, (17, 11), ['', 'G', '', ''], [(14, 8), (16, 4), (17, 10)], [False, False, False, False], 44, False, [False, False, False, False], 1622, 'East', (18, 11))
Element 29: (2, (18, 11), ['G', '', '', '%'], [(13, 8), (17, 4), (17, 11)], [False, False, False, True], 42, False, [False, False, False, False], 1631, 'South', (18, 10))
Element 30: (2, (18, 10), ['G', '%', '', '%'], [(14, 8), (16, 4), (17, 10)], [False, True, False, True], 40, False, [False, False, False, False], 1630, 'North', (18, 11))
Element 31: (2, (18, 11), ['', 'G', '', '%'], [(15, 8), (15, 4), (18, 10)], [False, False, False, True], 38, False, [False, False, False, False], 1629, 'North', (18, 12))
Element 32: (2, (18, 12), ['', 'G', '', '%'], [(15, 7), (14, 4), (18, 11)], [False, False, False, True], 36, False, [False, False, False, False], 1628, 'West', (17, 12))
Element 33: (2, (17, 12), ['', 'G', '', ''], [(14, 7), (14, 3), (17, 11)], [False, False, False, False], 34, False, [False, False, False, False], 1627, 'North', (17, 13))
Element 34: (2, (17, 13), ['', '', '%', ''], [(15, 7), (13, 3), (18, 11)], [False, False, True, False], 32, False, [False, False, False, False], 1636, 'South', (17, 12))
Element 35: (2, (17, 12), ['', '', '', 'G'], [(15, 6), (13, 2), (18, 12)], [False, False, False, False], 30, False, [False, False, False, False], 1635, 'West', (16, 12))
Element 36: (2, (16, 12), ['', '', '', 'G'], [(15, 5), (13, 1), (17, 12)], [False, False, False, False], 28, False, [False, False, False, False], 1644, 'South', (16, 11))
Element 37: (2, (16, 11), ['%', '', '', ''], [(16, 5), (14, 1), (18, 12)], [True, False, False, False], 26, False, [False, False, False, False], 1653, 'North', (16, 12))
Element 38: (2, (16, 12), ['', '', '', ''], [(15, 5), (15, 1), (18, 13)], [False, False, False, False], 24, False, [False, False, False, False], 1662, 'North', (16, 13))
Element 39: (2, (16, 13), ['', '', '%', 'G'], [(14, 5), (14, 1), (17, 13)], [False, False, True, False], 22, False, [False, False, False, False], 1661, 'South', (16, 12))
Element 40: (2, (16, 12), ['', '', '', 'G'], [(13, 5), (14, 2), (17, 12)], [False, False, False, False], 20, False, [False, False, False, False], 1660, 'West', (15, 12))
Element 41: (2, (15, 12), ['%', '%', '', ''], [(13, 6), (14, 1), (17, 13)], [True, True, False, False], 18, False, [False, False, False, False], 1669, 'North', (15, 13))
Element 42: (2, (15, 13), ['', '', '%', 'G'], [(12, 6), (13, 1), (16, 13)], [False, False, True, False], 16, False, [False, False, False, False], 1678, 'West', (14, 13))
Element 43: (2, (14, 13), ['', '%', '%', ''], [(12, 5), (12, 1), (16, 12)], [False, True, True, False], 14, False, [False, False, False, False], 1697, 'East', (15, 13))
Element 44: (2, (15, 13), ['', '', '%', 'G'], [(12, 4), (11, 1), (16, 13)], [False, False, True, False], 12, False, [False, False, False, False], 1706, 'West', (14, 13))
Element 45: (2, (14, 13), ['', '%', '%', 'G'], [(13, 4), (11, 2), (15, 13)], [False, True, True, False], 10, False, [False, False, False, False], 1705, 'West', (13, 13))
Element 46: (2, (13, 13), ['.', '', '%', ''], [(13, 3), (12, 2), (15, 12)], [False, False, True, False], 8, False, [True, False, False, False], 1704, 'West', (12, 13))
Element 47: (2, (12, 13), ['%', '.', '%', ''], [(13, 4), (11, 2), (15, 13)], [True, False, True, False], 6, False, [False, True, False, False], 1713, 'South', (12, 12))
Element 48: (2, (12, 12), ['.', '.', '', ''], [(12, 4), (10, 2), (14, 13)], [False, False, False, False], 4, False, [True, True, False, False], 1722, 'South', (12, 11))
Element 49: (2, (12, 11), ['%', '%', '', '.'], [(11, 4), (9, 2), (13, 13)], [True, True, False, False], 2, False, [False, False, False, True], 1731, 'East', (13, 11))
Element 50: (2, (13, 11), ['', '%', 'G', '%'], [(11, 4), (9, 2), (13, 12)], [False, True, False, True], 0, False, [False, False, False, False], 1740, 'Stop', (13, 11))
Element 51: #0#
