Element 1: (2, (9, 3), ['.', 'F', '.', '.'], [(10, 5), (4, 1), (9, 8)], [False, False, False, False], 98, False, [True, False, True, True], 1009, 'South', (9, 2))
Element 2: (2, (9, 2), ['.', '.', '', '.'], [(10, 4), (5, 1), (10, 8)], [False, False, False, False], 96, False, [True, True, False, True], 2038, 'East', (10, 2))
Element 3: (2, (10, 2), ['', '%', '.', '.'], [(11, 4), (6, 1), (10, 7)], [False, True, False, False], 94, False, [False, False, True, True], 2077, 'East', (11, 2))
Element 4: (2, (11, 2), ['', '.', '.', '.'], [(12, 4), (7, 1), (9, 7)], [False, False, False, False], 92, False, [False, True, True, True], 2116, 'East', (12, 2))
Element 5: (2, (12, 2), ['', '.', '%', '.'], [(13, 4), (8, 1), (9, 6)], [False, False, True, False], 90, False, [False, True, False, True], 2155, 'East', (13, 2))
Element 6: (2, (13, 2), ['', '.', '.', '.'], [(14, 4), (9, 1), (8, 6)], [False, False, False, False], 88, False, [False, True, True, True], 2194, 'East', (14, 2))
Element 7: (2, (14, 2), ['', '.', '.', '%'], [(15, 4), (9, 2), (8, 5)], [False, False, False, True], 86, False, [False, True, True, False], 2223, 'North', (14, 3))
Element 8: (2, (14, 3), ['.', '', '', '%'], [(16, 4), (8, 2), (8, 4)], [False, False, False, True], 84, False, [True, False, False, False], 2262, 'West', (13, 3))
Element 9: (2, (13, 3), ['%', '', '', ''], [(17, 4), (8, 3), (9, 4)], [True, False, False, False], 82, False, [False, False, False, False], 2301, 'North', (13, 4))
Element 10: (2, (13, 4), ['', '', '.', ''], [(18, 4), (7, 3), (10, 4)], [False, False, False, False], 80, False, [False, False, True, False], 2320, 'North', (13, 5))
Element 11: (2, (13, 5), ['.', '', '.', '.'], [(18, 5), (7, 2), (10, 3)], [False, False, False, False], 78, False, [True, False, True, True], 2359, 'East', (14, 5))
Element 12: (2, (14, 5), ['', '', '%', '.'], [(17, 5), (6, 2), (11, 3)], [False, False, True, False], 76, False, [False, False, False, True], 2398, 'East', (15, 5))
Element 13: (2, (15, 5), ['', '', '.', '.'], [(17, 6), (6, 3), (11, 4)], [False, False, False, False], 74, False, [False, False, True, True], 2427, 'East', (16, 5))
Element 14: (2, (16, 5), ['', '', '.', ''], [(17, 7), (6, 4), (12, 4)], [False, False, False, False], 72, False, [False, False, True, False], 2456, 'North', (16, 6))
Element 15: (2, (16, 6), ['.', '', '%', ''], [(18, 7), (6, 5), (12, 5)], [False, False, True, False], 70, False, [True, False, False, False], 2495, 'West', (15, 6))
Element 16: (2, (15, 6), ['%', '', '.', ''], [(17, 7), (6, 6), (12, 6)], [True, False, False, False], 68, False, [False, False, True, False], 2524, 'North', (15, 7))
Element 17: (2, (15, 7), ['.', '', '.', '%'], [(17, 6), (5, 6), (13, 6)], [False, False, False, True], 66, False, [True, False, True, False], 2553, 'North', (15, 8))
Element 18: (2, (15, 8), ['.', '', '%', '%'], [(16, 6), (5, 5), (13, 5)], [False, False, True, True], 64, False, [True, False, False, False], 2572, 'West', (14, 8))
Element 19: (2, (14, 8), ['.', '.', '%', ''], [(16, 5), (4, 5), (14, 5)], [False, False, True, False], 62, False, [True, True, False, False], 2591, 'South', (14, 7))
Element 20: (2, (14, 7), ['%', '%', '', ''], [(16, 6), (4, 6), (15, 5)], [True, True, False, False], 60, False, [False, False, False, False], 2610, 'North', (14, 8))
Element 21: (2, (14, 8), ['.', '', '%', ''], [(15, 6), (3, 6), (16, 5)], [False, False, True, False], 58, False, [True, False, False, False], 2619, 'West', (13, 8))
Element 22: (2, (13, 8), ['%', '%', '%', ''], [(15, 7), (3, 7), (17, 5)], [True, True, True, False], 56, False, [False, False, False, False], 2638, 'East', (14, 8))
Element 23: (2, (14, 8), ['', '', '%', 'G'], [(15, 8), (2, 7), (18, 5)], [False, False, True, False], 54, False, [False, False, False, False], 2647, 'West', (13, 8))
Element 24: (2, (13, 8), ['%', '%', '%', 'G'], [(14, 8), (2, 8), (18, 4)], [True, True, True, False], 52, False, [False, False, False, False], 3646, 'Stop', (13, 8))
Element 25: (2, (13, 8), ['%', '%', '%', ''], [(14, 7), (1, 8), (18, 3)], [True, True, True, False], 50, False, [False, False, False, False], 4655, 'East', (14, 8))
Element 26: (2, (14, 8), ['', '', '%', ''], [(15, 7), (1, 7), (17, 3)], [False, False, True, False], 48, False, [False, False, False, False], 4674, 'West', (13, 8))
Element 27: (2, (13, 8), ['%', '%', '%', ''], [(15, 8), (1, 6), (16, 3)], [True, True, True, False], 46, False, [False, False, False, False], 4693, 'Stop', (13, 8))
Element 28: (2, (13, 8), ['%', '%', '%', ''], [(15, 7), (2, 6), (16, 4)], [True, True, True, False], 44, False, [False, False, False, False], 4702, 'Stop', (13, 8))
Element 29: (2, (13, 8), ['%', '%', '%', ''], [(14, 7), (2, 5), (17, 4)], [True, True, True, False], 42, False, [False, False, False, False], 4711, 'Stop', (13, 8))
Element 30: (2, (13, 8), ['%', '%', '%', ''], [(15, 7), (3, 5), (16, 4)], [True, True, True, False], 40, False, [False, False, False, False], 4720, 'Stop', (13, 8))
Element 31: (2, (13, 8), ['%', '%', '%', ''], [(15, 6), (3, 4), (15, 4)], [True, True, True, False], 38, False, [False, False, False, False], 4729, 'Stop', (13, 8))
Element 32: (2, (13, 8), ['%', '%', '%', ''], [(15, 5), (4, 4), (14, 4)], [True, True, True, False], 36, False, [False, False, False, False], 4738, 'Stop', (13, 8))
Element 33: (2, (13, 8), ['%', '%', '%', ''], [(14, 5), (4, 3), (14, 3)], [True, True, True, False], 34, False, [False, False, False, False], 4747, 'Stop', (13, 8))
Element 34: (2, (13, 8), ['%', '%', '%', ''], [(13, 5), (5, 3), (14, 2)], [True, True, True, False], 32, False, [False, False, False, False], 4756, 'Stop', (13, 8))
Element 35: (2, (13, 8), ['%', '%', '%', ''], [(13, 6), (5, 2), (14, 1)], [True, True, True, False], 30, False, [False, False, False, False], 4775, 'Stop', (13, 8))
Element 36: (2, (13, 8), ['%', '%', '%', ''], [(12, 6), (4, 2), (15, 1)], [True, True, True, False], 28, False, [False, False, False, False], 4794, 'Stop', (13, 8))
Element 37: (2, (13, 8), ['%', '%', '%', ''], [(11, 6), (5, 2), (14, 1)], [True, True, True, False], 26, False, [False, False, False, False], 4803, 'Stop', (13, 8))
Element 38: (2, (13, 8), ['%', '%', '%', ''], [(12, 6), (5, 3), (13, 1)], [True, True, True, False], 24, False, [False, False, False, False], 4812, 'Stop', (13, 8))
Element 39: (2, (13, 8), ['%', '%', '%', ''], [(12, 5), (4, 3), (12, 1)], [True, True, True, False], 22, False, [False, False, False, False], 4821, 'Stop', (13, 8))
Element 40: (2, (13, 8), ['%', '%', '%', ''], [(12, 6), (4, 2), (11, 1)], [True, True, True, False], 20, False, [False, False, False, False], 4830, 'Stop', (13, 8))
Element 41: (2, (13, 8), ['%', '%', '%', ''], [(13, 6), (4, 3), (11, 2)], [True, True, True, False], 18, False, [False, False, False, False], 4829, 'Stop', (13, 8))
