Element 1: (2, (4, 5), ['', '.', '.', '.'], [(17, 10), (3, 6), (10, 8)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (5, 5))
Element 2: (2, (5, 5), ['', '%', '.', '.'], [(18, 10), (4, 6), (10, 7)], [False, True, False, False], 96, False, [False, False, True, True], 58, 'East', (6, 5))
Element 3: (2, (6, 5), ['', '.', '.', '%'], [(18, 11), (5, 6), (9, 7)], [False, False, False, True], 94, False, [False, True, True, False], 97, 'North', (6, 6))
Element 4: (2, (6, 6), ['', '', '%', '%'], [(18, 12), (5, 5), (9, 8)], [False, False, True, True], 92, False, [False, False, False, False], 126, 'West', (5, 6))
Element 5: (2, (5, 6), ['', '', '%', ''], [(18, 13), (6, 5), (8, 8)], [False, False, True, False], 90, False, [False, False, False, False], 145, 'West', (4, 6))
Element 6: (2, (4, 6), ['', '', '%', ''], [(17, 13), (6, 4), (8, 9)], [False, False, True, False], 88, False, [False, False, False, False], 174, 'West', (3, 6))
Element 7: (2, (3, 6), ['.', '', '.', ''], [(17, 12), (6, 3), (7, 9)], [False, False, False, False], 86, False, [True, False, True, False], 203, 'North', (3, 7))
Element 8: (2, (3, 7), ['.', '', '%', '%'], [(17, 11), (7, 3), (7, 8)], [False, False, True, True], 84, False, [True, False, False, False], 242, 'West', (2, 7))
Element 9: (2, (2, 7), ['.', '.', 'F', ''], [(16, 11), (8, 3), (6, 8)], [False, False, False, False], 82, False, [True, True, False, False], 281, 'North', (2, 8))
Element 10: (2, (2, 8), ['F', '', '%', '%'], [(16, 12), (9, 3), (6, 9)], [False, False, True, True], 80, False, [False, False, False, False], 1310, 'West', (1, 8))
Element 11: (2, (1, 8), ['%', '.', '%', ''], [(16, 13), (9, 2), (6, 8)], [True, False, True, False], 78, False, [False, True, False, False], 3319, 'South', (1, 7))
Element 12: (2, (1, 7), ['%', '.', '', ''], [(15, 13), (10, 2), (5, 8)], [True, False, False, False], 76, False, [False, True, False, False], 3358, 'South', (1, 6))
Element 13: (2, (1, 6), ['%', '.', '', '.'], [(15, 12), (11, 2), (4, 8)], [True, False, False, False], 74, False, [False, True, False, True], 3397, 'East', (2, 6))
Element 14: (2, (2, 6), ['', '.', '', ''], [(15, 13), (12, 2), (5, 8)], [False, False, False, False], 72, False, [False, True, False, False], 3416, 'South', (2, 5))
Element 15: (2, (2, 5), ['.', '.', '', ''], [(14, 13), (13, 2), (6, 8)], [False, False, False, False], 70, False, [True, True, False, False], 3445, 'South', (2, 4))
Element 16: (2, (2, 4), ['.', '.', '', '.'], [(13, 13), (14, 2), (7, 8)], [False, False, False, False], 68, False, [True, True, False, True], 3474, 'East', (3, 4))
Element 17: (2, (3, 4), ['', '.', '', '.'], [(13, 12), (14, 3), (7, 9)], [False, False, False, False], 66, False, [False, True, False, True], 3503, 'East', (4, 4))
