Element 1: (1, (1, 13), ['%', '.', '%', '%'], [(6, 12), (7, 8), (18, 12)], [True, False, True, True], 98, False, [False, True, False, False], 9, 'South', (1, 12))
Element 16: (1, (10, 13), ['', '', '%', '%'], [(18, 11), (16, 4), (16, 13)], [False, False, True, True], 68, False, [False, False, False, False], 3474, 'South', (10, 12))
Element 17: (1, (10, 12), ['', '%', '', ''], [(18, 10), (17, 4), (15, 13)], [False, True, False, False], 66, False, [False, False, False, False], 3483, 'East', (11, 12))
Element 18: (1, (11, 12), ['', '%', '%', ''], [(17, 10), (18, 4), (14, 13)], [False, True, True, False], 64, False, [False, False, False, False], 3492, 'East', (12, 12))
Element 19: (1, (12, 12), ['', '.', '.', ''], [(17, 11), (18, 5), (13, 13)], [False, False, False, False], 62, False, [False, True, True, False], 3501, 'North', (12, 13))
Element 20: (1, (12, 13), ['%', '', '%', ''], [(17, 12), (17, 5), (13, 12)], [True, False, True, False], 60, False, [False, False, False, False], 3520, 'East', (13, 13))
Element 21: (1, (13, 13), ['', '', '%', ''], [(16, 12), (17, 6), (13, 11)], [False, False, True, False], 58, False, [False, False, False, False], 3539, 'East', (14, 13))
Element 22: (1, (14, 13), ['', '%', '%', ''], [(16, 11), (17, 7), (12, 11)], [False, True, True, False], 56, False, [False, False, False, False], 3558, 'East', (15, 13))
Element 23: (1, (15, 13), ['', '', '%', ''], [(16, 10), (18, 7), (12, 12)], [False, False, True, False], 54, False, [False, False, False, False], 3567, 'East', (16, 13))
Element 24: (1, (16, 13), ['', '', '%', ''], [(16, 9), (17, 7), (12, 13)], [False, False, True, False], 52, False, [False, False, False, False], 3566, 'East', (17, 13))
Element 25: (1, (17, 13), ['', '', '%', ''], [(17, 9), (17, 6), (12, 12)], [False, False, True, False], 50, False, [False, False, False, False], 3565, 'East', (18, 13))
Element 26: (1, (18, 13), ['', '', '%', '%'], [(16, 9), (16, 6), (11, 12)], [False, False, True, True], 48, False, [False, False, False, False], 3574, 'South', (18, 12))
Element 27: (1, (18, 12), ['', '', '', '%'], [(16, 10), (16, 5), (10, 12)], [False, False, False, True], 46, False, [False, False, False, False], 3583, 'South', (18, 11))
Element 28: (1, (18, 11), ['', '', '', '%'], [(16, 11), (15, 5), (10, 13)], [False, False, False, True], 44, False, [False, False, False, False], 3592, 'South', (18, 10))
Element 29: (1, (18, 10), ['', '%', '', '%'], [(16, 12), (15, 6), (9, 13)], [False, True, False, True], 42, False, [False, False, False, False], 3601, 'West', (17, 10))
Element 30: (1, (17, 10), ['', '', '', ''], [(15, 12), (15, 7), (9, 12)], [False, False, False, False], 40, False, [False, False, False, False], 3610, 'North', (17, 11))
Element 31: (1, (17, 11), ['', '', '', ''], [(16, 12), (15, 8), (8, 12)], [False, False, False, False], 38, False, [False, False, False, False], 3619, 'North', (17, 12))
Element 32: (1, (17, 12), ['', '', '', ''], [(15, 12), (14, 8), (7, 12)], [False, False, False, False], 36, False, [False, False, False, False], 3628, 'West', (16, 12))
Element 33: (1, (16, 12), ['G', '', '', ''], [(15, 12), (14, 7), (7, 13)], [False, False, False, False], 34, False, [False, False, False, False], 3637, 'South', (16, 11))
Element 34: (1, (16, 11), ['%', '', '', ''], [(15, 13), (14, 8), (6, 13)], [True, False, False, False], 32, False, [False, False, False, False], 3636, 'South', (16, 10))
Element 35: (1, (16, 10), ['%', '', '', ''], [(15, 12), (13, 8), (6, 12)], [True, False, False, False], 30, False, [False, False, False, False], 3645, 'South', (16, 9))
Element 36: (1, (16, 9), ['%', '%', '', ''], [(15, 12), (14, 8), (6, 11)], [True, True, False, False], 28, False, [False, False, False, False], 3654, 'East', (17, 9))
Element 37: (1, (17, 9), ['', '%', '', '%'], [(15, 13), (15, 8), (5, 11)], [False, True, False, True], 26, False, [False, False, False, False], 3663, 'West', (16, 9))
Element 38: (1, (16, 9), ['%', '%', '', ''], [(15, 12), (15, 7), (4, 11)], [True, True, False, False], 24, False, [False, False, False, False], 3672, 'North', (16, 10))
Element 39: (1, (16, 10), ['%', '', '', ''], [(15, 13), (14, 7), (4, 10)], [True, False, False, False], 22, False, [False, False, False, False], 3681, 'North', (16, 11))
Element 40: (1, (16, 11), ['%', '', '', ''], [(15, 12), (15, 7), (3, 10)], [True, False, False, False], 20, False, [False, False, False, False], 3690, 'North', (16, 12))
Element 41: (1, (16, 12), ['G', '', '', ''], [(15, 12), (15, 6), (2, 10)], [False, False, False, False], 18, False, [False, False, False, False], 3699, 'East', (17, 12))
Element 42: (1, (17, 12), ['', '', '', ''], [(15, 12), (15, 5), (1, 10)], [False, False, False, False], 16, False, [False, False, False, False], 3708, 'South', (17, 11))
Element 43: (1, (17, 11), ['', '', '', ''], [(15, 13), (14, 5), (1, 11)], [False, False, False, False], 14, False, [False, False, False, False], 3717, 'West', (16, 11))
Element 44: (1, (16, 11), ['%', '', '', ''], [(15, 12), (13, 5), (2, 11)], [True, False, False, False], 12, False, [False, False, False, False], 3726, 'East', (17, 11))
Element 45: (1, (17, 11), ['', '', '', ''], [(16, 12), (13, 6), (2, 12)], [False, False, False, False], 10, False, [False, False, False, False], 3735, 'South', (17, 10))
Element 46: (1, (17, 10), ['', '', '', ''], [(17, 12), (12, 6), (3, 12)], [False, False, False, False], 8, False, [False, False, False, False], 3744, 'South', (17, 9))
Element 47: (1, (17, 9), ['', '%', '', '%'], [(18, 12), (12, 5), (3, 13)], [False, True, False, True], 6, False, [False, False, False, False], 3763, 'North', (17, 10))
Element 48: (1, (17, 10), ['', '', '', ''], [(18, 13), (12, 6), (4, 13)], [False, False, False, False], 4, False, [False, False, False, False], 3762, 'West', (16, 10))
Element 49: (1, (16, 10), ['%', '', '', ''], [(17, 13), (11, 6), (5, 13)], [True, False, False, False], 2, False, [False, False, False, False], 3771, 'East', (17, 10))
Element 50: (1, (17, 10), ['', '', '', ''], [(17, 13), (12, 6), (5, 12)], [False, False, False, False], 0, False, [False, False, False, False], 3770, 'Stop', (17, 10))
Element 51: #0#
