Element 1: (1, (1, 13), ['%', '.', '%', '%'], [(6, 12), (7, 8), (18, 12)], [True, False, True, True], 98, False, [False, True, False, False], 9, 'South', (1, 12))
Element 2: (1, (1, 12), ['%', 'F', '', '.'], [(7, 12), (8, 8), (18, 13)], [True, False, False, False], 96, False, [False, False, False, True], 48, 'South', (1, 11))
Element 3: (1, (1, 11), ['%', '.', '', 'F'], [(8, 12), (9, 8), (17, 13)], [True, False, False, False], 94, False, [False, True, False, False], 1077, 'East', (2, 11))
Element 4: (1, (2, 11), ['', '.', '.', '%'], [(9, 12), (10, 8), (17, 12)], [False, False, False, True], 92, False, [False, True, True, False], 2106, 'North', (2, 12))
Element 5: (1, (2, 12), ['', '', '%', '.'], [(10, 12), (10, 7), (17, 11)], [False, False, True, False], 90, False, [False, False, False, True], 2145, 'East', (3, 12))
Element 6: (1, (3, 12), ['', '%', '.', '.'], [(11, 12), (9, 7), (18, 11)], [False, True, False, False], 88, False, [False, False, True, True], 2184, 'East', (4, 12))
Element 7: (1, (4, 12), ['', '.', '.', ''], [(12, 12), (9, 6), (18, 10)], [False, False, False, False], 86, False, [False, True, True, False], 2223, 'North', (4, 13))
Element 8: (1, (4, 13), ['.', '', '%', '.'], [(13, 12), (9, 5), (17, 10)], [False, False, True, False], 84, False, [True, False, False, True], 2262, 'East', (5, 13))
Element 9: (1, (5, 13), ['', '', '%', '.'], [(13, 13), (10, 5), (17, 9)], [False, False, True, False], 82, False, [False, False, False, True], 3291, 'East', (6, 13))
Element 10: (1, (6, 13), ['', '', '%', '.'], [(14, 13), (10, 4), (16, 9)], [False, False, True, False], 80, False, [False, False, False, True], 3330, 'East', (7, 13))
Element 11: (1, (7, 13), ['', '', '%', '%'], [(15, 13), (11, 4), (16, 10)], [False, False, True, True], 78, False, [False, False, False, False], 3369, 'South', (7, 12))
Element 12: (1, (7, 12), ['', '%', '', ''], [(16, 13), (12, 4), (16, 11)], [False, True, False, False], 76, False, [False, False, False, False], 3398, 'East', (8, 12))
Element 13: (1, (8, 12), ['', '%', '%', ''], [(17, 13), (13, 4), (16, 12)], [False, True, True, False], 74, False, [False, False, False, False], 3417, 'East', (9, 12))
Element 14: (1, (9, 12), ['', '%', '.', ''], [(18, 13), (14, 4), (15, 12)], [False, True, False, False], 72, False, [False, False, True, False], 3436, 'North', (9, 13))
Element 15: (1, (9, 13), ['%', '', '%', '.'], [(18, 12), (15, 4), (15, 13)], [True, False, True, False], 70, False, [False, False, False, True], 3455, 'East', (10, 13))
