Element 1: (2, (9, 10), ['%', '%', '%', '.'], [(18, 1), (10, 8), (10, 4)], [True, True, True, False], 98, False, [False, False, False, True], 19, 'East', (10, 10))
Element 2: (2, (10, 10), ['', '%', '%', '%'], [(17, 1), (10, 7), (10, 5)], [False, True, True, True], 96, False, [False, False, False, False], 1038, 'West', (9, 10))
Element 3: (2, (9, 10), ['%', '%', '%', ''], [(17, 1), (9, 7), (9, 5)], [True, True, True, False], 94, False, [False, False, False, False], 1057, 'Stop', (9, 10))
Element 4: (2, (9, 10), ['%', '%', '%', ''], [(18, 1), (10, 7), (9, 6)], [True, True, True, False], 92, False, [False, False, False, False], 1066, 'East', (10, 10))
Element 5: (2, (10, 10), ['', '%', '%', '%'], [(17, 1), (10, 8), (8, 6)], [False, True, True, True], 90, False, [False, False, False, False], 1075, 'West', (9, 10))
Element 6: (2, (9, 10), ['%', '%', '%', ''], [(17, 1), (9, 8), (8, 5)], [True, True, True, False], 88, False, [False, False, False, False], 1084, 'Stop', (9, 10))
Element 7: (2, (9, 10), ['%', '%', '%', ''], [(18, 1), (9, 7), (8, 4)], [True, True, True, False], 86, False, [False, False, False, False], 1093, 'East', (10, 10))
Element 8: (2, (10, 10), ['', '%', '%', '%'], [(17, 1), (9, 8), (9, 4)], [False, True, True, True], 84, False, [False, False, False, False], 1102, 'West', (9, 10))
Element 9: (2, (9, 10), ['%', '%', '%', ''], [(17, 1), (8, 8), (9, 3)], [True, True, True, False], 82, False, [False, False, False, False], 1121, 'Stop', (9, 10))
Element 10: (2, (9, 10), ['%', '%', '%', ''], [(18, 1), (8, 9), (9, 2)], [True, True, True, False], 80, False, [False, False, False, False], 2130, 'East', (10, 10))
Element 11: (2, (10, 10), ['', '%', '%', '%'], [(17, 1), (7, 9), (10, 2)], [False, True, True, True], 78, False, [False, False, False, False], 2149, 'West', (9, 10))
Element 12: (2, (9, 10), ['%', '%', '%', ''], [(17, 1), (7, 8), (11, 2)], [True, True, True, False], 76, False, [False, False, False, False], 2168, 'Stop', (9, 10))
Element 13: (2, (9, 10), ['%', '%', '%', ''], [(18, 1), (6, 8), (12, 2)], [True, True, True, False], 74, False, [False, False, False, False], 2187, 'East', (10, 10))
Element 14: (2, (10, 10), ['', '%', '%', '%'], [(17, 1), (6, 9), (13, 2)], [False, True, True, True], 72, False, [False, False, False, False], 2206, 'West', (9, 10))
Element 15: (2, (9, 10), ['%', '%', '%', ''], [(17, 1), (6, 8), (14, 2)], [True, True, True, False], 70, False, [False, False, False, False], 2215, 'Stop', (9, 10))
Element 16: (2, (9, 10), ['%', '%', '%', ''], [(18, 1), (5, 8), (14, 3)], [True, True, True, False], 68, False, [False, False, False, False], 2234, 'East', (10, 10))
Element 17: (2, (10, 10), ['', '%', '%', '%'], [(17, 1), (4, 8), (14, 4)], [False, True, True, True], 66, False, [False, False, False, False], 2253, 'West', (9, 10))
Element 18: (2, (9, 10), ['%', '%', '%', ''], [(17, 1), (5, 8), (15, 4)], [True, True, True, False], 64, False, [False, False, False, False], 2262, 'Stop', (9, 10))
Element 19: (2, (9, 10), ['%', '%', '%', ''], [(18, 1), (6, 8), (16, 4)], [True, True, True, False], 62, False, [False, False, False, False], 2271, 'East', (10, 10))
Element 20: (2, (10, 10), ['', '%', '%', '%'], [(17, 1), (7, 8), (17, 4)], [False, True, True, True], 60, False, [False, False, False, False], 2280, 'West', (9, 10))
Element 21: (2, (9, 10), ['%', '%', '%', ''], [(17, 1), (7, 9), (18, 4)], [True, True, True, False], 58, False, [False, False, False, False], 2289, 'Stop', (9, 10))
Element 22: (2, (9, 10), ['%', '%', '%', ''], [(18, 1), (6, 9), (18, 5)], [True, True, True, False], 56, False, [False, False, False, False], 2298, 'East', (10, 10))
Element 23: (2, (10, 10), ['', '%', '%', '%'], [(17, 1), (7, 9), (17, 5)], [False, True, True, True], 54, False, [False, False, False, False], 2307, 'West', (9, 10))
Element 24: (2, (9, 10), ['%', '%', '%', ''], [(17, 1), (8, 9), (17, 6)], [True, True, True, False], 52, False, [False, False, False, False], 2316, 'Stop', (9, 10))
Element 25: (2, (9, 10), ['%', '%', '%', ''], [(18, 1), (8, 8), (17, 7)], [True, True, True, False], 50, False, [False, False, False, False], 2325, 'East', (10, 10))
Element 26: (2, (10, 10), ['', '%', '%', '%'], [(17, 1), (7, 8), (18, 7)], [False, True, True, True], 48, False, [False, False, False, False], 2334, 'West', (9, 10))
Element 27: (2, (9, 10), ['%', '%', '%', ''], [(17, 1), (8, 8), (17, 7)], [True, True, True, False], 46, False, [False, False, False, False], 2333, 'Stop', (9, 10))
Element 28: (2, (9, 10), ['%', '%', '%', ''], [(18, 1), (9, 8), (17, 6)], [True, True, True, False], 44, False, [False, False, False, False], 2332, 'East', (10, 10))
Element 29: (2, (10, 10), ['', '%', '%', '%'], [(17, 1), (9, 8), (16, 6)], [False, True, True, True], 42, False, [False, False, False, False], 2341, 'West', (9, 10))
Element 30: (2, (9, 10), ['%', '%', '%', ''], [(17, 1), (10, 8), (16, 5)], [True, True, True, False], 40, False, [False, False, False, False], 2350, 'Stop', (9, 10))
Element 31: (2, (9, 10), ['%', '%', '%', ''], [(18, 1), (10, 7), (15, 5)], [True, True, True, False], 38, False, [False, False, False, False], 2359, 'East', (10, 10))
Element 32: (2, (10, 10), ['', '%', '%', '%'], [(17, 1), (9, 7), (15, 6)], [False, True, True, True], 36, False, [False, False, False, False], 2368, 'West', (9, 10))
Element 33: (2, (9, 10), ['%', '%', '%', ''], [(17, 1), (9, 6), (15, 7)], [True, True, True, False], 34, False, [False, False, False, False], 2377, 'Stop', (9, 10))
Element 34: (2, (9, 10), ['%', '%', '%', ''], [(18, 1), (9, 5), (15, 8)], [True, True, True, False], 32, False, [False, False, False, False], 2386, 'East', (10, 10))
Element 35: (2, (10, 10), ['', '%', '%', '%'], [(17, 1), (10, 5), (14, 8)], [False, True, True, True], 30, False, [False, False, False, False], 2395, 'West', (9, 10))
Element 36: (2, (9, 10), ['%', '%', '%', ''], [(17, 1), (10, 4), (14, 7)], [True, True, True, False], 28, False, [False, False, False, False], 2404, 'Stop', (9, 10))
Element 37: (2, (9, 10), ['%', '%', '%', ''], [(18, 1), (11, 4), (14, 8)], [True, True, True, False], 26, False, [False, False, False, False], 2413, 'East', (10, 10))
Element 38: (2, (10, 10), ['', '%', '%', '%'], [(17, 1), (12, 4), (13, 8)], [False, True, True, True], 24, False, [False, False, False, False], 2432, 'West', (9, 10))
Element 39: (2, (9, 10), ['%', '%', '%', ''], [(17, 1), (13, 4), (14, 8)], [True, True, True, False], 22, False, [False, False, False, False], 2441, 'Stop', (9, 10))
Element 40: (2, (9, 10), ['%', '%', '%', ''], [(18, 1), (13, 5), (15, 8)], [True, True, True, False], 20, False, [False, False, False, False], 2450, 'East', (10, 10))
Element 41: (2, (10, 10), ['', '%', '%', '%'], [(17, 1), (14, 5), (15, 7)], [False, True, True, True], 18, False, [False, False, False, False], 2459, 'West', (9, 10))
Element 42: (2, (9, 10), ['%', '%', '%', ''], [(17, 1), (15, 5), (14, 7)], [True, True, True, False], 16, False, [False, False, False, False], 2458, 'Stop', (9, 10))
Element 43: (2, (9, 10), ['%', '%', '%', ''], [(18, 1), (16, 5), (15, 7)], [True, True, True, False], 14, False, [False, False, False, False], 2457, 'East', (10, 10))
Element 44: (2, (10, 10), ['', '%', '%', '%'], [(17, 1), (17, 5), (15, 6)], [False, True, True, True], 12, False, [False, False, False, False], 2456, 'West', (9, 10))
Element 45: (2, (9, 10), ['%', '%', '%', ''], [(17, 1), (18, 5), (15, 5)], [True, True, True, False], 10, False, [False, False, False, False], 2455, 'Stop', (9, 10))
