Element 1: (0, (6, 4), ['%', '.', '.', '%'], [(3, 1), (4, 13), (12, 4)], [True, False, False, True], 98, False, [False, True, True, False], 0, 'North', (6, 5))
Element 2: (0, (6, 5), ['.', '', '.', '%'], [(4, 1), (5, 13), (13, 4)], [False, False, False, True], 96, False, [True, False, True, False], 39, 'North', (6, 6))
Element 3: (0, (6, 6), ['.', '', '%', '%'], [(5, 1), (6, 13), (14, 4)], [False, False, True, True], 94, False, [True, False, False, False], 78, 'West', (5, 6))
Element 4: (0, (5, 6), ['.', '.', '%', ''], [(6, 1), (7, 13), (15, 4)], [False, False, True, False], 92, False, [True, True, False, False], 117, 'South', (5, 5))
Element 5: (0, (5, 5), ['.', '%', '', ''], [(7, 1), (7, 12), (16, 4)], [False, True, False, False], 90, False, [True, False, False, False], 156, 'West', (4, 5))
Element 6: (0, (4, 5), ['.', '.', '.', ''], [(8, 1), (8, 12), (17, 4)], [False, False, False, False], 88, False, [True, True, True, False], 195, 'North', (4, 6))
Element 7: (0, (4, 6), ['.', '', '%', ''], [(9, 1), (9, 12), (18, 4)], [False, False, True, False], 86, False, [True, False, False, False], 234, 'West', (3, 6))
Element 8: (0, (3, 6), ['.', '.', '.', ''], [(9, 2), (10, 12), (18, 5)], [False, False, False, False], 84, False, [True, True, True, False], 1263, 'North', (3, 7))
Element 9: (0, (3, 7), ['.', '', '%', '%'], [(10, 2), (11, 12), (17, 5)], [False, False, True, True], 82, False, [True, False, False, False], 1302, 'West', (2, 7))
Element 10: (0, (2, 7), ['.', '.', 'F', ''], [(11, 2), (12, 12), (17, 6)], [False, False, False, False], 80, False, [True, True, False, False], 1341, 'North', (2, 8))
Element 11: (0, (2, 8), ['F', '', '%', '%'], [(12, 2), (13, 12), (17, 7)], [False, False, True, True], 78, False, [False, False, False, False], 2370, 'West', (1, 8))
Element 12: (0, (1, 8), ['%', '.', '%', ''], [(13, 2), (13, 13), (18, 7)], [True, False, True, False], 76, False, [False, True, False, False], 3399, 'South', (1, 7))
Element 13: (0, (1, 7), ['%', '.', '', ''], [(14, 2), (14, 13), (17, 7)], [True, False, False, False], 74, False, [False, True, False, False], 3428, 'South', (1, 6))
Element 14: (0, (1, 6), ['%', '.', '', '.'], [(14, 3), (15, 13), (17, 6)], [True, False, False, False], 72, False, [False, True, False, True], 3457, 'East', (2, 6))
Element 15: (0, (2, 6), ['', '.', '', ''], [(13, 3), (16, 13), (16, 6)], [False, False, False, False], 70, False, [False, True, False, False], 3496, 'South', (2, 5))
Element 16: (0, (2, 5), ['.', '.', '', '.'], [(13, 4), (17, 13), (16, 5)], [False, False, False, False], 68, False, [True, True, False, True], 3525, 'East', (3, 5))
Element 17: (0, (3, 5), ['', '.', '', ''], [(13, 5), (18, 13), (15, 5)], [False, False, False, False], 66, False, [False, True, False, False], 3564, 'South', (3, 4))
Element 18: (0, (3, 4), ['.', '.', '', '.'], [(14, 5), (18, 12), (15, 6)], [False, False, False, False], 64, False, [True, True, False, True], 3603, 'East', (4, 4))
Element 19: (0, (4, 4), ['', '.', '', '%'], [(15, 5), (18, 11), (15, 7)], [False, False, False, True], 62, False, [False, True, False, False], 3632, 'South', (4, 3))
Element 20: (0, (4, 3), ['.', '.', '', '.'], [(16, 5), (18, 10), (15, 8)], [False, False, False, False], 60, False, [True, True, False, True], 3661, 'East', (5, 3))
Element 21: (0, (5, 3), ['', '.', '%', '.'], [(17, 5), (17, 10), (14, 8)], [False, False, True, False], 58, False, [False, True, False, True], 3690, 'East', (6, 3))
Element 22: (0, (6, 3), ['', '.', '', '.'], [(18, 5), (17, 11), (14, 7)], [False, False, False, False], 56, False, [False, True, False, True], 3719, 'East', (7, 3))
Element 23: (0, (7, 3), ['', '.', '%', '.'], [(18, 4), (17, 12), (14, 8)], [False, False, True, False], 54, False, [False, True, False, True], 3738, 'East', (8, 3))
Element 24: (0, (8, 3), ['', '.', '.', '.'], [(18, 3), (16, 12), (13, 8)], [False, False, False, False], 52, False, [False, True, True, True], 3777, 'East', (9, 3))
Element 25: (0, (9, 3), ['', '', '.', '.'], [(17, 3), (16, 11), (14, 8)], [False, False, False, False], 50, False, [False, False, True, True], 3806, 'East', (10, 3))
Element 26: (0, (10, 3), ['', '', '.', '.'], [(16, 3), (16, 10), (15, 8)], [False, False, False, False], 48, False, [False, False, True, True], 3835, 'East', (11, 3))
Element 27: (0, (11, 3), ['', '', '.', '%'], [(16, 4), (16, 9), (15, 7)], [False, False, False, True], 46, False, [False, False, True, False], 3854, 'North', (11, 4))
Element 28: (0, (11, 4), ['.', '', '%', ''], [(17, 4), (17, 9), (14, 7)], [False, False, True, False], 44, False, [True, False, False, False], 3873, 'West', (10, 4))
Element 29: (0, (10, 4), ['.', '', 'F', ''], [(16, 4), (16, 9), (15, 7)], [False, False, False, False], 42, False, [True, False, False, False], 3882, 'North', (10, 5))
Element 30: (0, (10, 5), ['.', '', '%', '%'], [(15, 4), (16, 10), (15, 6)], [False, False, True, True], 40, False, [True, False, False, False], 4881, 'West', (9, 5))
Element 31: (0, (9, 5), ['.', '.', '.', ''], [(14, 4), (16, 11), (15, 5)], [False, False, False, False], 38, False, [True, True, True, False], 4890, 'North', (9, 6))
Element 32: (0, (9, 6), ['.', '', '.', '%'], [(15, 4), (16, 12), (16, 5)], [False, False, False, True], 36, False, [True, False, True, False], 4899, 'North', (9, 7))
Element 33: (0, (9, 7), ['%', '', '.', '.'], [(16, 4), (15, 12), (16, 6)], [True, False, False, False], 34, False, [False, False, True, True], 4918, 'East', (10, 7))
Element 34: (0, (10, 7), ['', '%', '.', '%'], [(16, 3), (16, 12), (15, 6)], [False, True, False, True], 32, False, [False, False, True, False], 4927, 'North', (10, 8))
Element 35: (0, (10, 8), ['.', '', '%', '%'], [(17, 3), (17, 12), (16, 6)], [False, False, True, True], 30, False, [True, False, False, False], 4936, 'West', (9, 8))
Element 36: (0, (9, 8), ['.', '', '%', ''], [(17, 4), (17, 11), (17, 6)], [False, False, True, False], 28, False, [True, False, False, False], 4945, 'West', (8, 8))
Element 37: (0, (8, 8), ['.', '%', '.', ''], [(17, 3), (16, 11), (17, 5)], [False, True, False, False], 26, False, [True, False, True, False], 4954, 'North', (8, 9))
Element 38: (0, (8, 9), ['.', '', '%', '%'], [(18, 3), (17, 11), (16, 5)], [False, False, True, True], 24, False, [True, False, False, False], 4963, 'West', (7, 9))
Element 39: (0, (7, 9), ['.', '.', '%', ''], [(18, 4), (17, 10), (17, 5)], [False, False, True, False], 22, False, [True, True, False, False], 4972, 'South', (7, 8))
Element 40: (0, (7, 8), ['.', '%', '', ''], [(17, 4), (17, 9), (18, 5)], [False, True, False, False], 20, False, [True, False, False, False], 4981, 'West', (6, 8))
Element 41: (0, (6, 8), ['.', '%', '.', ''], [(18, 4), (17, 10), (17, 5)], [False, True, False, False], 18, False, [True, False, True, False], 4990, 'North', (6, 9))
Element 42: (0, (6, 9), ['%', '', '%', ''], [(18, 5), (16, 10), (17, 4)], [True, False, True, False], 16, False, [False, False, False, False], 4999, 'South', (6, 8))
Element 43: (0, (6, 8), ['.', '%', '', ''], [(17, 5), (17, 10), (18, 4)], [False, True, False, False], 14, False, [True, False, False, False], 4998, 'West', (5, 8))
Element 44: (0, (5, 8), ['.', '%', '%', ''], [(17, 6), (18, 10), (17, 4)], [False, True, True, False], 12, False, [True, False, False, False], 5007, 'West', (4, 8))
Element 45: (0, (4, 8), ['%', '%', '%', ''], [(17, 7), (18, 11), (17, 5)], [True, True, True, False], 10, False, [False, False, False, False], 5016, 'East', (5, 8))
Element 46: (0, (5, 8), ['', '%', '%', ''], [(18, 7), (17, 11), (17, 4)], [False, True, True, False], 8, False, [False, False, False, False], 5015, 'East', (6, 8))
Element 47: (0, (6, 8), ['', '%', '', ''], [(17, 7), (18, 11), (17, 3)], [False, True, False, False], 6, False, [False, False, False, False], 5014, 'East', (7, 8))
Element 48: (0, (7, 8), ['', '%', '', ''], [(17, 6), (18, 12), (18, 3)], [False, True, False, False], 4, False, [False, False, False, False], 5013, 'North', (7, 9))
Element 49: (0, (7, 9), ['', '', '%', ''], [(16, 6), (17, 12), (17, 3)], [False, False, True, False], 2, False, [False, False, False, False], 5012, 'West', (6, 9))
Element 50: (0, (6, 9), ['%', '', '%', ''], [(15, 6), (18, 12), (16, 3)], [True, False, True, False], 0, False, [False, False, False, False], 5011, 'Stop', (6, 9))
Element 51: #0#
