Element 1: (0, (10, 2), ['F', '%', '.', '.'], [(6, 1), (14, 1), (18, 13)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (9, 2))
Element 2: (0, (9, 2), ['.', '.', '.', ''], [(7, 1), (15, 1), (18, 12)], [False, False, False, False], 96, False, [True, True, True, False], 1029, 'North', (9, 3))
Element 3: (0, (9, 3), ['.', '', '.', '.'], [(8, 1), (14, 1), (18, 11)], [False, False, False, False], 94, False, [True, False, True, True], 1058, 'East', (10, 3))
Element 4: (0, (10, 3), ['', '', '.', '.'], [(9, 1), (14, 2), (18, 10)], [False, False, False, False], 92, False, [False, False, True, True], 1097, 'East', (11, 3))
Element 5: (0, (11, 3), ['', '.', '.', '%'], [(9, 2), (14, 3), (17, 10)], [False, False, False, True], 90, False, [False, True, True, False], 1126, 'North', (11, 4))
Element 6: (0, (11, 4), ['.', '', '%', '.'], [(8, 2), (14, 4), (17, 11)], [False, False, True, False], 88, False, [True, False, False, True], 1165, 'East', (12, 4))
Element 7: (0, (12, 4), ['', '%', '.', '.'], [(8, 3), (15, 4), (17, 12)], [False, True, False, False], 86, False, [False, False, True, True], 1204, 'East', (13, 4))
Element 8: (0, (13, 4), ['', '.', '.', ''], [(8, 4), (16, 4), (17, 13)], [False, False, False, False], 84, False, [False, True, True, False], 1243, 'North', (13, 5))
Element 9: (0, (13, 5), ['.', '', '.', '.'], [(9, 4), (17, 4), (16, 13)], [False, False, False, False], 82, False, [True, False, True, True], 1282, 'East', (14, 5))
Element 10: (0, (14, 5), ['', '', '%', '.'], [(10, 4), (18, 4), (16, 12)], [False, False, True, False], 80, False, [False, False, False, True], 1321, 'East', (15, 5))
Element 11: (0, (15, 5), ['', '', '.', '.'], [(10, 5), (18, 5), (16, 11)], [False, False, False, False], 78, False, [False, False, True, True], 2350, 'East', (16, 5))
Element 12: (0, (16, 5), ['', '', '.', 'G'], [(9, 5), (17, 5), (16, 10)], [False, False, False, False], 76, False, [False, False, True, False], 2389, 'North', (16, 6))
Element 13: (0, (16, 6), ['.', '', '%', 'G'], [(9, 6), (17, 6), (16, 9)], [False, False, True, False], 74, False, [True, False, False, False], 2428, 'West', (15, 6))
Element 14: (0, (15, 6), ['%', '', '.', ''], [(9, 7), (17, 7), (17, 9)], [True, False, False, False], 72, False, [False, False, True, False], 2467, 'North', (15, 7))
Element 15: (0, (15, 7), ['.', '', '.', '%'], [(10, 7), (18, 7), (16, 9)], [False, False, False, True], 70, False, [True, False, True, False], 2496, 'North', (15, 8))
Element 16: (0, (15, 8), ['.', '', '%', '%'], [(10, 8), (17, 7), (16, 10)], [False, False, True, True], 68, False, [True, False, False, False], 2515, 'West', (14, 8))
Element 17: (0, (14, 8), ['.', '.', '%', ''], [(9, 8), (17, 6), (16, 11)], [False, False, True, False], 66, False, [True, True, False, False], 2534, 'South', (14, 7))
Element 18: (0, (14, 7), ['%', '%', '', ''], [(8, 8), (16, 6), (16, 12)], [True, True, False, False], 64, False, [False, False, False, False], 2553, 'North', (14, 8))
Element 19: (0, (14, 8), ['.', '', '%', ''], [(8, 9), (16, 5), (15, 12)], [False, False, True, False], 62, False, [True, False, False, False], 2572, 'West', (13, 8))
Element 20: (0, (13, 8), ['%', '%', '%', ''], [(7, 9), (15, 5), (15, 13)], [True, True, True, False], 60, False, [False, False, False, False], 2601, 'East', (14, 8))
Element 21: (0, (14, 8), ['', '', '%', ''], [(7, 8), (15, 6), (14, 13)], [False, False, True, False], 58, False, [False, False, False, False], 2620, 'East', (15, 8))
Element 22: (0, (15, 8), ['', 'G', '%', '%'], [(6, 8), (15, 7), (13, 13)], [False, False, True, True], 56, False, [False, False, False, False], 2639, 'West', (14, 8))
Element 23: (0, (14, 8), ['', '', '%', 'G'], [(6, 9), (15, 8), (13, 12)], [False, False, True, False], 54, False, [False, False, False, False], 2658, 'South', (14, 7))
Element 24: (0, (14, 7), ['%', '%', 'G', ''], [(6, 8), (14, 8), (13, 11)], [True, True, False, False], 52, False, [False, False, False, False], 2667, 'East', (15, 7))
Element 25: (0, (15, 7), ['G', '', '', '%'], [(5, 8), (14, 7), (12, 11)], [False, False, False, True], 50, False, [False, False, False, False], 2686, 'South', (15, 6))
Element 26: (0, (15, 6), ['%', '', '', ''], [(4, 8), (14, 8), (12, 12)], [True, False, False, False], 48, False, [False, False, False, False], 2705, 'East', (16, 6))
Element 27: (0, (16, 6), ['', '', '%', ''], [(5, 8), (13, 8), (12, 13)], [False, False, True, False], 46, False, [False, False, False, False], 2714, 'South', (16, 5))
Element 28: (0, (16, 5), ['', '', '', ''], [(6, 8), (14, 8), (12, 12)], [False, False, False, False], 44, False, [False, False, False, False], 2713, 'South', (16, 4))
Element 29: (0, (16, 4), ['', '.', '', ''], [(7, 8), (15, 8), (11, 12)], [False, False, False, False], 42, False, [False, True, False, False], 2722, 'South', (16, 3))
Element 30: (0, (16, 3), ['%', '%', '', '.'], [(7, 9), (15, 7), (10, 12)], [True, True, False, False], 40, False, [False, False, False, True], 2741, 'East', (17, 3))
Element 31: (0, (17, 3), ['', '%', '', '.'], [(6, 9), (14, 7), (10, 13)], [False, True, False, False], 38, False, [False, False, False, True], 2760, 'East', (18, 3))
Element 32: (0, (18, 3), ['', '%', '', '%'], [(7, 9), (15, 7), (9, 13)], [False, True, False, True], 36, False, [False, False, False, False], 2779, 'North', (18, 4))
Element 33: (0, (18, 4), ['', '', '', '%'], [(8, 9), (15, 6), (9, 12)], [False, False, False, True], 34, False, [False, False, False, False], 2788, 'North', (18, 5))
Element 34: (0, (18, 5), ['', '', '%', '%'], [(8, 8), (15, 5), (8, 12)], [False, False, True, True], 32, False, [False, False, False, False], 2797, 'West', (17, 5))
Element 35: (0, (17, 5), ['', '', '', ''], [(7, 8), (14, 5), (7, 12)], [False, False, False, False], 30, False, [False, False, False, False], 2806, 'North', (17, 6))
Element 36: (0, (17, 6), ['', '', '', '%'], [(8, 8), (13, 5), (7, 13)], [False, False, False, True], 28, False, [False, False, False, False], 2815, 'North', (17, 7))
Element 37: (0, (17, 7), ['%', '', '%', ''], [(9, 8), (13, 6), (6, 13)], [True, False, True, False], 26, False, [False, False, False, False], 2834, 'East', (18, 7))
Element 38: (0, (18, 7), ['', '%', '%', '%'], [(10, 8), (12, 6), (6, 12)], [False, True, True, True], 24, False, [False, False, False, False], 2853, 'West', (17, 7))
Element 39: (0, (17, 7), ['%', '', '%', ''], [(10, 7), (12, 5), (6, 11)], [True, False, True, False], 22, False, [False, False, False, False], 2872, 'South', (17, 6))
Element 40: (0, (17, 6), ['', '', '', '%'], [(9, 7), (12, 4), (5, 11)], [False, False, False, True], 20, False, [False, False, False, False], 2881, 'South', (17, 5))
Element 41: (0, (17, 5), ['', '', '', ''], [(9, 8), (13, 4), (5, 12)], [False, False, False, False], 18, False, [False, False, False, False], 2890, 'South', (17, 4))
Element 42: (0, (17, 4), ['', '', '', ''], [(9, 7), (13, 3), (5, 13)], [False, False, False, False], 16, False, [False, False, False, False], 2909, 'North', (17, 5))
Element 43: (0, (17, 5), ['', '', '', ''], [(9, 6), (13, 2), (4, 13)], [False, False, False, False], 14, False, [False, False, False, False], 2928, 'East', (18, 5))
Element 44: (0, (18, 5), ['', '', '%', '%'], [(8, 6), (13, 1), (4, 12)], [False, False, True, True], 12, False, [False, False, False, False], 2957, 'South', (18, 4))
Element 45: (0, (18, 4), ['', '', '', '%'], [(8, 5), (12, 1), (4, 11)], [False, False, False, True], 10, False, [False, False, False, False], 2986, 'West', (17, 4))
Element 46: (0, (17, 4), ['', '', '', ''], [(8, 6), (12, 2), (4, 10)], [False, False, False, False], 8, False, [False, False, False, False], 3005, 'East', (18, 4))
Element 47: (0, (18, 4), ['', '', '', '%'], [(9, 6), (11, 2), (3, 10)], [False, False, False, True], 6, False, [False, False, False, False], 3024, 'South', (18, 3))
Element 48: (0, (18, 3), ['', '%', '', '%'], [(9, 5), (11, 1), (2, 10)], [False, True, False, True], 4, False, [False, False, False, False], 3043, 'West', (17, 3))
Element 49: (0, (17, 3), ['', '%', '', ''], [(8, 5), (11, 2), (2, 11)], [False, True, False, False], 2, False, [False, False, False, False], 4042, 'North', (17, 4))
Element 50: (0, (17, 4), ['', '', '', ''], [(9, 5), (11, 3), (1, 11)], [False, False, False, False], 0, False, [False, False, False, False], 5041, 'Stop', (17, 4))
Element 51: #0#
