Element 1: (2, (10, 4), ['.', '.', 'F', '.'], [(10, 8), (4, 5), (11, 2)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'North', (10, 5))
Element 2: (2, (10, 5), ['.', '', '%', '%'], [(9, 8), (5, 5), (12, 2)], [False, False, True, True], 96, False, [True, False, False, False], 1048, 'West', (9, 5))
Element 3: (2, (9, 5), ['.', '.', '.', ''], [(9, 7), (6, 5), (13, 2)], [False, False, False, False], 94, False, [True, True, True, False], 1087, 'North', (9, 6))
Element 4: (2, (9, 6), ['.', '', '', '%'], [(9, 8), (6, 6), (14, 2)], [False, False, False, True], 92, False, [True, False, False, False], 1116, 'West', (8, 6))
Element 5: (2, (8, 6), ['%', '.', '%', ''], [(8, 8), (5, 6), (14, 3)], [True, False, True, False], 90, False, [False, True, False, False], 1155, 'South', (8, 5))
Element 6: (2, (8, 5), ['%', '.', '', ''], [(8, 9), (4, 6), (14, 4)], [True, False, False, False], 88, False, [False, True, False, False], 1194, 'South', (8, 4))
Element 7: (2, (8, 4), ['%', '.', '', '.'], [(7, 9), (3, 6), (15, 4)], [True, False, False, False], 86, False, [False, True, False, True], 1233, 'East', (9, 4))
Element 8: (2, (9, 4), ['', '.', '', ''], [(7, 8), (3, 7), (16, 4)], [False, False, False, False], 84, False, [False, True, False, False], 1272, 'South', (9, 3))
Element 9: (2, (9, 3), ['.', 'F', '', '.'], [(6, 8), (2, 7), (17, 4)], [False, False, False, False], 82, False, [True, False, False, True], 1311, 'South', (9, 2))
Element 10: (2, (9, 2), ['.', '.', '', '.'], [(6, 9), (2, 8), (18, 4)], [False, False, False, False], 80, False, [True, True, False, True], 3330, 'East', (10, 2))
Element 11: (2, (10, 2), ['', '%', '.', ''], [(6, 8), (1, 8), (18, 5)], [False, True, False, False], 78, False, [False, False, True, False], 4349, 'North', (10, 3))
Element 12: (2, (10, 3), ['', '', '', '.'], [(5, 8), (1, 7), (17, 5)], [False, False, False, False], 76, False, [False, False, False, True], 4388, 'East', (11, 3))
Element 13: (2, (11, 3), ['', '', '.', '%'], [(4, 8), (1, 6), (17, 6)], [False, False, False, True], 74, False, [False, False, True, False], 4427, 'North', (11, 4))
Element 14: (2, (11, 4), ['', '', '%', '.'], [(5, 8), (2, 6), (17, 7)], [False, False, True, False], 72, False, [False, False, False, True], 4456, 'East', (12, 4))
Element 15: (2, (12, 4), ['', '%', '.', '.'], [(6, 8), (2, 5), (18, 7)], [False, True, False, False], 70, False, [False, False, True, True], 4485, 'East', (13, 4))
Element 16: (2, (13, 4), ['', '.', '.', ''], [(7, 8), (3, 5), (17, 7)], [False, False, False, False], 68, False, [False, True, True, False], 4504, 'North', (13, 5))
Element 17: (2, (13, 5), ['.', '', '.', '.'], [(7, 9), (3, 4), (17, 6)], [False, False, False, False], 66, False, [True, False, True, True], 4523, 'East', (14, 5))
Element 18: (2, (14, 5), ['', '', '%', '.'], [(6, 9), (3, 3), (16, 6)], [False, False, True, False], 64, False, [False, False, False, True], 4552, 'East', (15, 5))
Element 19: (2, (15, 5), ['', '', '.', 'G'], [(7, 9), (4, 3), (16, 5)], [False, False, False, False], 62, False, [False, False, True, False], 4581, 'North', (15, 6))
Element 20: (2, (15, 6), ['%', 'G', '.', ''], [(8, 9), (5, 3), (15, 5)], [True, False, False, False], 60, False, [False, False, True, False], 4600, 'North', (15, 7))
Element 21: (2, (15, 7), ['.', 'G', '.', '%'], [(8, 8), (6, 3), (15, 6)], [False, False, False, True], 58, False, [True, False, True, False], 4619, 'North', (15, 8))
Element 22: (2, (15, 8), ['.', 'G', '%', '%'], [(7, 8), (7, 3), (15, 7)], [False, False, True, True], 56, False, [True, False, False, False], 4638, 'West', (14, 8))
Element 23: (2, (14, 8), ['.', 'G', '%', ''], [(8, 8), (8, 3), (14, 7)], [False, False, True, False], 54, False, [True, False, False, False], 4667, 'West', (13, 8))
Element 24: (2, (13, 8), ['%', '%', '%', 'G'], [(9, 8), (8, 2), (14, 8)], [True, True, True, False], 52, False, [False, False, False, False], 4686, 'Stop', (13, 8))
