Element 1: (3, (14, 4), ['.', 'G', '.', '.'], [(18, 12), (13, 13), (14, 3)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (15, 4))
Element 2: (3, (15, 4), ['', '%', '.', '.'], [(18, 13), (14, 13), (14, 2)], [False, True, False, False], 96, False, [False, False, True, True], 68, 'East', (16, 4))
Element 3: (3, (16, 4), ['', '.', '.', '.'], [(17, 13), (15, 13), (14, 1)], [False, False, False, False], 94, False, [False, True, True, True], 107, 'East', (17, 4))
Element 4: (3, (17, 4), ['', '.', '.', '.'], [(16, 13), (15, 12), (15, 1)], [False, False, False, False], 92, False, [False, True, True, True], 146, 'East', (18, 4))
Element 5: (3, (18, 4), ['', '.', '.', '%'], [(16, 12), (15, 13), (14, 1)], [False, False, False, True], 90, False, [False, True, True, False], 165, 'North', (18, 5))
Element 6: (3, (18, 5), ['.', '', '%', '%'], [(16, 11), (14, 13), (13, 1)], [False, False, True, True], 88, False, [True, False, False, False], 194, 'West', (17, 5))
Element 7: (3, (17, 5), ['.', '', '.', ''], [(17, 11), (13, 13), (13, 2)], [False, False, False, False], 86, False, [True, False, True, False], 223, 'North', (17, 6))
Element 8: (3, (17, 6), ['.', '', '.', '%'], [(18, 11), (13, 12), (12, 2)], [False, False, False, True], 84, False, [True, False, True, False], 262, 'North', (17, 7))
Element 9: (3, (17, 7), ['%', '', '%', '.'], [(18, 10), (13, 11), (12, 1)], [True, False, True, False], 82, False, [False, False, False, True], 301, 'East', (18, 7))
Element 10: (3, (18, 7), ['', '%', '%', '%'], [(17, 10), (12, 11), (11, 1)], [False, True, True, True], 80, False, [False, False, False, False], 340, 'West', (17, 7))
Element 11: (3, (17, 7), ['%', '', '%', ''], [(17, 9), (12, 12), (11, 2)], [True, False, True, False], 78, False, [False, False, False, False], 369, 'South', (17, 6))
Element 12: (3, (17, 6), ['.', '', '', '%'], [(16, 9), (11, 12), (11, 3)], [False, False, False, True], 76, False, [True, False, False, False], 398, 'West', (16, 6))
Element 13: (3, (16, 6), ['.', '.', '%', ''], [(16, 10), (10, 12), (11, 4)], [False, False, True, False], 74, False, [True, True, False, False], 437, 'South', (16, 5))
Element 14: (3, (16, 5), ['.', '', '', ''], [(16, 9), (10, 13), (12, 4)], [False, False, False, False], 72, False, [True, False, False, False], 466, 'West', (15, 5))
Element 15: (3, (15, 5), ['.', '', '.', ''], [(17, 9), (9, 13), (13, 4)], [False, False, False, False], 70, False, [True, False, True, False], 495, 'North', (15, 6))
Element 16: (3, (15, 6), ['%', '', '.', ''], [(17, 10), (9, 12), (13, 5)], [True, False, False, False], 68, False, [False, False, True, False], 524, 'North', (15, 7))
Element 17: (3, (15, 7), ['.', '', '.', '%'], [(16, 10), (8, 12), (14, 5)], [False, False, False, True], 66, False, [True, False, True, False], 553, 'North', (15, 8))
Element 18: (3, (15, 8), ['.', '', '%', '%'], [(17, 10), (7, 12), (15, 5)], [False, False, True, True], 64, False, [True, False, False, False], 572, 'West', (14, 8))
