Element 1: (2, (1, 6), ['%', '', '.', '.'], [(9, 6), (2, 5), (9, 1)], [True, False, False, False], 98, False, [False, False, True, True], 19, 'East', (2, 6))
Element 23: (2, (2, 3), ['%', '.', '.', ''], [(7, 8), (15, 8), (17, 5)], [True, False, False, False], 54, False, [False, True, True, False], 1687, 'North', (2, 4))
Element 24: (2, (2, 4), ['.', '', '', ''], [(8, 8), (14, 8), (16, 5)], [False, False, False, False], 52, False, [True, False, False, False], 1706, 'West', (1, 4))
Element 25: (2, (1, 4), ['%', '%', '', ''], [(9, 8), (14, 7), (16, 6)], [True, True, False, False], 50, False, [False, False, False, False], 1725, 'North', (1, 5))
Element 26: (2, (1, 5), ['%', '', '', ''], [(10, 8), (14, 8), (15, 6)], [True, False, False, False], 48, False, [False, False, False, False], 1724, 'East', (2, 5))
Element 27: (2, (2, 5), ['', '', '', ''], [(10, 7), (13, 8), (15, 7)], [False, False, False, False], 46, False, [False, False, False, False], 1733, 'East', (3, 5))
Element 28: (2, (3, 5), ['', '', '', ''], [(9, 7), (14, 8), (15, 8)], [False, False, False, False], 44, False, [False, False, False, False], 1732, 'East', (4, 5))
Element 29: (2, (4, 5), ['', '', '', ''], [(9, 8), (15, 8), (15, 7)], [False, False, False, False], 42, False, [False, False, False, False], 1731, 'East', (5, 5))
Element 30: (2, (5, 5), ['', '%', '', ''], [(9, 7), (15, 7), (14, 7)], [False, True, False, False], 40, False, [False, False, False, False], 1730, 'West', (4, 5))
Element 31: (2, (4, 5), ['', '', '', ''], [(9, 6), (14, 7), (14, 8)], [False, False, False, False], 38, False, [False, False, False, False], 1729, 'West', (3, 5))
Element 32: (2, (3, 5), ['', '', '', ''], [(9, 5), (15, 7), (13, 8)], [False, False, False, False], 36, False, [False, False, False, False], 1738, 'West', (2, 5))
Element 33: (2, (2, 5), ['', '', '', ''], [(10, 5), (15, 6), (14, 8)], [False, False, False, False], 34, False, [False, False, False, False], 2737, 'West', (1, 5))
Element 34: (2, (1, 5), ['%', '', '', ''], [(10, 4), (16, 6), (14, 7)], [True, False, False, False], 32, False, [False, False, False, False], 2746, 'South', (1, 4))
Element 35: (2, (1, 4), ['%', '%', '', ''], [(9, 4), (17, 6), (15, 7)], [True, True, False, False], 30, False, [False, False, False, False], 2755, 'East', (2, 4))
Element 36: (2, (2, 4), ['', '', '', ''], [(8, 4), (17, 7), (15, 6)], [False, False, False, False], 28, False, [False, False, False, False], 2764, 'North', (2, 5))
Element 37: (2, (2, 5), ['', '', '', ''], [(8, 5), (18, 7), (15, 5)], [False, False, False, False], 26, False, [False, False, False, False], 2773, 'South', (2, 4))
Element 38: (2, (2, 4), ['', '', '', ''], [(8, 4), (17, 7), (14, 5)], [False, False, False, False], 24, False, [False, False, False, False], 2772, 'South', (2, 3))
Element 39: (2, (2, 3), ['%', '.', '', ''], [(8, 3), (17, 6), (13, 5)], [True, False, False, False], 22, False, [False, True, False, False], 2771, 'South', (2, 2))
Element 40: (2, (2, 2), ['.', '.', '', '%'], [(9, 3), (17, 5), (13, 6)], [False, False, False, True], 20, False, [True, True, False, False], 2790, 'South', (2, 1))
Element 41: (2, (2, 1), ['.', '%', '', '.'], [(10, 3), (18, 5), (12, 6)], [False, True, False, False], 18, False, [True, False, False, True], 2809, 'East', (3, 1))
Element 42: (2, (3, 1), ['', '%', '%', '.'], [(11, 3), (18, 4), (12, 5)], [False, True, True, False], 16, False, [False, False, False, True], 2828, 'East', (4, 1))
Element 43: (2, (4, 1), ['', '%', '.', ''], [(11, 4), (18, 3), (12, 4)], [False, True, False, False], 14, False, [False, False, True, False], 2847, 'North', (4, 2))
Element 44: (2, (4, 2), ['%', '', '', ''], [(12, 4), (17, 3), (13, 4)], [True, False, False, False], 12, False, [False, False, False, False], 2866, 'South', (4, 1))
Element 45: (2, (4, 1), ['', '%', '', ''], [(13, 4), (16, 3), (13, 3)], [False, True, False, False], 10, False, [False, False, False, False], 2885, 'West', (3, 1))
Element 46: (2, (3, 1), ['', '%', '%', ''], [(14, 4), (16, 4), (13, 2)], [False, True, True, False], 8, False, [False, False, False, False], 2884, 'West', (2, 1))
Element 47: (2, (2, 1), ['.', '%', '', ''], [(15, 4), (17, 4), (13, 3)], [False, True, False, False], 6, False, [True, False, False, False], 2883, 'West', (1, 1))
Element 48: (2, (1, 1), ['%', '%', '.', ''], [(16, 4), (17, 3), (13, 4)], [True, True, False, False], 4, False, [False, False, True, False], 2892, 'North', (1, 2))
Element 49: (2, (1, 2), ['%', '', '%', ''], [(17, 4), (16, 3), (13, 5)], [True, False, True, False], 2, False, [False, False, False, False], 2901, 'South', (1, 1))
Element 50: (2, (1, 1), ['%', '%', '', ''], [(17, 4), (16, 3), (13, 6)], [True, True, False, False], 0, False, [False, False, False, False], 2900, 'Stop', (1, 1))
Element 51: #0#
