Element 1: (2, (1, 6), ['%', '', '.', '.'], [(9, 6), (2, 5), (9, 1)], [True, False, False, False], 98, False, [False, False, True, True], 19, 'East', (2, 6))
Element 2: (2, (2, 6), ['', '', '.', '.'], [(9, 7), (3, 5), (9, 2)], [False, False, False, False], 96, False, [False, False, True, True], 1048, 'East', (3, 6))
Element 3: (2, (3, 6), ['', '', '.', '.'], [(10, 7), (4, 5), (10, 2)], [False, False, False, False], 94, False, [False, False, True, True], 1087, 'East', (4, 6))
Element 4: (2, (4, 6), ['', '', '%', '.'], [(10, 8), (5, 5), (11, 2)], [False, False, True, False], 92, False, [False, False, False, True], 1126, 'East', (5, 6))
Element 5: (2, (5, 6), ['', '', '%', '.'], [(9, 8), (6, 5), (12, 2)], [False, False, True, False], 90, False, [False, False, False, True], 1165, 'East', (6, 6))
Element 6: (2, (6, 6), ['', '', '%', '%'], [(8, 8), (6, 4), (13, 2)], [False, False, True, True], 88, False, [False, False, False, False], 1204, 'South', (6, 5))
Element 7: (2, (6, 5), ['', '', '', '%'], [(8, 9), (6, 3), (14, 2)], [False, False, False, True], 86, False, [False, False, False, False], 1233, 'South', (6, 4))
Element 8: (2, (6, 4), ['%', '', '', '%'], [(7, 9), (7, 3), (14, 3)], [True, False, False, True], 84, False, [False, False, False, False], 1262, 'South', (6, 3))
Element 9: (2, (6, 3), ['.', '.', '', ''], [(7, 8), (8, 3), (14, 4)], [False, False, False, False], 82, False, [True, True, False, False], 1291, 'South', (6, 2))
Element 10: (2, (6, 2), ['.', '.', '', '.'], [(6, 8), (9, 3), (15, 4)], [False, False, False, False], 80, False, [True, True, False, True], 1330, 'East', (7, 2))
Element 11: (2, (7, 2), ['', '.', '', '.'], [(6, 9), (10, 3), (16, 4)], [False, False, False, False], 78, False, [False, True, False, True], 1369, 'East', (8, 2))
Element 12: (2, (8, 2), ['', '.', '', ''], [(6, 8), (11, 3), (17, 4)], [False, False, False, False], 76, False, [False, True, False, False], 1398, 'South', (8, 1))
Element 13: (2, (8, 1), ['.', '%', '', ''], [(5, 8), (11, 4), (18, 4)], [False, True, False, False], 74, False, [True, False, False, False], 1437, 'West', (7, 1))
Element 14: (2, (7, 1), ['.', '%', '', ''], [(4, 8), (12, 4), (18, 5)], [False, True, False, False], 72, False, [True, False, False, False], 1476, 'West', (6, 1))
Element 15: (2, (6, 1), ['.', '%', '', ''], [(5, 8), (13, 4), (17, 5)], [False, True, False, False], 70, False, [True, False, False, False], 1505, 'West', (5, 1))
Element 16: (2, (5, 1), ['.', '%', '.', ''], [(6, 8), (13, 5), (17, 6)], [False, True, False, False], 68, False, [True, False, True, False], 1534, 'North', (5, 2))
Element 17: (2, (5, 2), ['.', '', '.', ''], [(7, 8), (14, 5), (17, 7)], [False, False, False, False], 66, False, [True, False, True, False], 1563, 'North', (5, 3))
Element 18: (2, (5, 3), ['.', '', '%', ''], [(7, 9), (15, 5), (18, 7)], [False, False, True, False], 64, False, [True, False, False, False], 1592, 'West', (4, 3))
Element 19: (2, (4, 3), ['.', '.', '.', ''], [(6, 9), (16, 5), (17, 7)], [False, False, False, False], 62, False, [True, True, True, False], 1611, 'North', (4, 4))
Element 20: (2, (4, 4), ['.', '', '', '%'], [(7, 9), (16, 6), (17, 6)], [False, False, False, True], 60, False, [True, False, False, False], 1630, 'West', (3, 4))
Element 21: (2, (3, 4), ['.', '.', '', ''], [(8, 9), (15, 6), (17, 5)], [False, False, False, False], 58, False, [True, True, False, False], 1649, 'South', (3, 3))
Element 22: (2, (3, 3), ['.', '%', '', ''], [(8, 8), (15, 7), (17, 6)], [False, True, False, False], 56, False, [True, False, False, False], 1668, 'West', (2, 3))
