Element 1: (0, (1, 7), ['%', '.', 'F', '.'], [(1, 2), (2, 5), (13, 1)], [True, False, False, False], 98, False, [False, True, False, True], 0, 'North', (1, 8))
Element 2: (0, (1, 8), ['%', '', '%', 'F'], [(2, 2), (3, 5), (14, 1)], [True, False, True, False], 96, False, [False, False, False, False], 1029, 'East', (2, 8))
Element 3: (0, (2, 8), ['', '.', '%', '%'], [(2, 3), (4, 5), (15, 1)], [False, False, True, True], 94, False, [False, True, False, False], 2058, 'South', (2, 7))
Element 4: (0, (2, 7), ['', '.', '', '.'], [(3, 3), (5, 5), (14, 1)], [False, False, False, False], 92, False, [False, True, False, True], 2087, 'East', (3, 7))
Element 5: (0, (3, 7), ['', '.', '%', '%'], [(4, 3), (6, 5), (14, 2)], [False, False, True, True], 90, False, [False, True, False, False], 2126, 'South', (3, 6))
Element 6: (0, (3, 6), ['.', '', '', '.'], [(5, 3), (6, 6), (14, 3)], [False, False, False, False], 88, False, [True, False, False, True], 2165, 'East', (4, 6))
Element 7: (0, (4, 6), ['', '', '%', 'G'], [(6, 3), (5, 6), (14, 4)], [False, False, True, False], 86, False, [False, False, False, False], 2204, 'South', (4, 5))
Element 8: (0, (4, 5), ['', '.', 'G', ''], [(7, 3), (4, 6), (15, 4)], [False, False, False, False], 84, False, [False, True, False, False], 2223, 'South', (4, 4))
Element 9: (0, (4, 4), ['.', '', '', '%'], [(8, 3), (3, 6), (16, 4)], [False, False, False, True], 82, False, [True, False, False, False], 2252, 'West', (3, 4))
Element 10: (0, (3, 4), ['.', '', '', ''], [(9, 3), (2, 6), (17, 4)], [False, False, False, False], 80, False, [True, False, False, False], 2291, 'West', (2, 4))
Element 11: (0, (2, 4), ['.', '', '', ''], [(9, 2), (1, 6), (18, 4)], [False, False, False, False], 78, False, [True, False, False, False], 3320, 'West', (1, 4))
Element 12: (0, (1, 4), ['%', '%', 'G', ''], [(10, 2), (1, 5), (18, 5)], [True, True, False, False], 76, False, [False, False, False, False], 3359, 'East', (2, 4))
Element 13: (0, (2, 4), ['G', '', '', ''], [(11, 2), (1, 4), (17, 5)], [False, False, False, False], 74, False, [False, False, False, False], 3378, 'North', (2, 5))
Element 14: (0, (2, 5), ['', 'G', '', ''], [(12, 2), (2, 4), (17, 6)], [False, False, False, False], 72, False, [False, False, False, False], 3397, 'East', (3, 5))
Element 15: (0, (3, 5), ['', 'G', '', ''], [(13, 2), (3, 4), (17, 7)], [False, False, False, False], 70, False, [False, False, False, False], 3416, 'West', (2, 5))
Element 16: (0, (2, 5), ['', '', '', ''], [(13, 3), (4, 4), (18, 7)], [False, False, False, False], 68, False, [False, False, False, False], 3435, 'North', (2, 6))
Element 17: (0, (2, 6), ['', '', '', ''], [(13, 4), (4, 3), (17, 7)], [False, False, False, False], 66, False, [False, False, False, False], 3444, 'West', (1, 6))
Element 18: (0, (1, 6), ['%', '', '', ''], [(13, 5), (4, 2), (17, 6)], [True, False, False, False], 64, False, [False, False, False, False], 3463, 'South', (1, 5))
Element 19: (0, (1, 5), ['%', '', '', ''], [(14, 5), (5, 2), (16, 6)], [True, False, False, False], 62, False, [False, False, False, False], 3492, 'North', (1, 6))
Element 20: (0, (1, 6), ['%', '', '', ''], [(15, 5), (6, 2), (16, 5)], [True, False, False, False], 60, False, [False, False, False, False], 3521, 'East', (2, 6))
Element 21: (0, (2, 6), ['', '', '', ''], [(15, 6), (7, 2), (15, 5)], [False, False, False, False], 58, False, [False, False, False, False], 3540, 'South', (2, 5))
Element 22: (0, (2, 5), ['', '', '', ''], [(15, 7), (8, 2), (15, 6)], [False, False, False, False], 56, False, [False, False, False, False], 3559, 'West', (1, 5))
Element 23: (0, (1, 5), ['%', '', '', ''], [(15, 8), (8, 1), (15, 7)], [True, False, False, False], 54, False, [False, False, False, False], 3578, 'East', (2, 5))
Element 24: (0, (2, 5), ['', '', '', ''], [(14, 8), (9, 1), (14, 7)], [False, False, False, False], 52, False, [False, False, False, False], 3607, 'South', (2, 4))
Element 25: (0, (2, 4), ['', '', '', ''], [(13, 8), (9, 2), (14, 8)], [False, False, False, False], 50, False, [False, False, False, False], 3616, 'South', (2, 3))
Element 26: (0, (2, 3), ['%', '', '', ''], [(13, 8), (10, 2), (15, 8)], [True, False, False, False], 48, False, [False, False, False, False], 3615, 'East', (3, 3))
Element 27: (0, (3, 3), ['', '%', '', ''], [(14, 8), (10, 3), (15, 7)], [False, True, False, False], 46, False, [False, False, False, False], 3624, 'East', (4, 3))
Element 28: (0, (4, 3), ['', '', '', ''], [(13, 8), (11, 3), (14, 7)], [False, False, False, False], 44, False, [False, False, False, False], 3633, 'East', (5, 3))
Element 29: (0, (5, 3), ['', '', '%', ''], [(14, 8), (11, 4), (15, 7)], [False, False, True, False], 42, False, [False, False, False, False], 3642, 'East', (6, 3))
Element 30: (0, (6, 3), ['', '', '.', ''], [(13, 8), (12, 4), (15, 8)], [False, False, False, False], 40, False, [False, False, True, False], 3651, 'North', (6, 4))
Element 31: (0, (6, 4), ['%', '', '', '%'], [(13, 8), (12, 5), (15, 7)], [True, False, False, True], 38, False, [False, False, False, False], 3670, 'North', (6, 5))
Element 32: (0, (6, 5), ['', '', '', '%'], [(13, 8), (12, 6), (15, 6)], [False, False, False, True], 36, False, [False, False, False, False], 3679, 'North', (6, 6))
Element 33: (0, (6, 6), ['', '', '%', '%'], [(14, 8), (13, 6), (15, 5)], [False, False, True, True], 34, False, [False, False, False, False], 3688, 'West', (5, 6))
Element 34: (0, (5, 6), ['', '', '%', ''], [(13, 8), (13, 5), (14, 5)], [False, False, True, False], 32, False, [False, False, False, False], 3687, 'South', (5, 5))
Element 35: (0, (5, 5), ['', '%', '', ''], [(13, 8), (13, 4), (13, 5)], [False, True, False, False], 30, False, [False, False, False, False], 3686, 'North', (5, 6))
Element 36: (0, (5, 6), ['', '', '%', ''], [(13, 8), (14, 4), (13, 6)], [False, False, True, False], 28, False, [False, False, False, False], 3685, 'East', (6, 6))
Element 37: (0, (6, 6), ['', '', '%', '%'], [(13, 8), (15, 4), (12, 6)], [False, False, True, True], 26, False, [False, False, False, False], 3684, 'South', (6, 5))
Element 38: (0, (6, 5), ['', '', '', '%'], [(13, 8), (16, 4), (11, 6)], [False, False, False, True], 24, False, [False, False, False, False], 3693, 'West', (5, 5))
Element 39: (0, (5, 5), ['', '%', '', ''], [(13, 8), (16, 3), (12, 6)], [False, True, False, False], 22, False, [False, False, False, False], 3702, 'East', (6, 5))
Element 40: (0, (6, 5), ['', '', '', '%'], [(13, 8), (17, 3), (12, 5)], [False, False, False, True], 20, False, [False, False, False, False], 3711, 'South', (6, 4))
Element 41: (0, (6, 4), ['%', '', '', '%'], [(13, 8), (18, 3), (12, 4)], [True, False, False, True], 18, False, [False, False, False, False], 3720, 'South', (6, 3))
Element 42: (0, (6, 3), ['', '', '', ''], [(13, 8), (18, 4), (13, 4)], [False, False, False, False], 16, False, [False, False, False, False], 3719, 'East', (7, 3))
Element 43: (0, (7, 3), ['', '', '%', ''], [(13, 8), (18, 5), (13, 3)], [False, False, True, False], 14, False, [False, False, False, False], 3718, 'East', (8, 3))
Element 44: (0, (8, 3), ['', '', '.', ''], [(13, 8), (17, 5), (13, 2)], [False, False, False, False], 12, False, [False, False, True, False], 3717, 'North', (8, 4))
Element 45: (0, (8, 4), ['%', '', '.', '.'], [(13, 8), (17, 6), (12, 2)], [True, False, False, False], 10, False, [False, False, True, True], 3726, 'East', (9, 4))
Element 46: (0, (9, 4), ['', '', '.', '.'], [(13, 8), (17, 7), (12, 1)], [False, False, False, False], 8, False, [False, False, True, True], 3745, 'East', (10, 4))
Element 47: (0, (10, 4), ['', '', 'F', ''], [(13, 8), (18, 7), (11, 1)], [False, False, False, False], 6, False, [False, False, False, False], 3764, 'North', (10, 5))
Element 48: (0, (10, 5), ['.', '', '%', '%'], [(13, 8), (17, 7), (11, 2)], [False, False, True, True], 4, False, [True, False, False, False], 4763, 'West', (9, 5))
Element 49: (0, (9, 5), ['.', '', '.', ''], [(13, 8), (17, 6), (11, 3)], [False, False, False, False], 2, False, [True, False, True, False], 4772, 'North', (9, 6))
Element 50: (0, (9, 6), ['.', '', '.', '%'], [(13, 8), (16, 6), (11, 4)], [False, False, False, True], 0, False, [True, False, True, False], 4781, 'Stop', (9, 6))
Element 51: #0#
