Element 1: (1, (1, 2), ['%', '.', '%', '.'], [(10, 12), (2, 6), (4, 11)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (2, 2))
Element 2: (1, (2, 2), ['', '.', '.', '%'], [(11, 12), (3, 6), (5, 11)], [False, False, False, True], 96, False, [False, True, True, False], 48, 'North', (2, 3))
Element 3: (1, (2, 3), ['%', '', '.', '.'], [(12, 12), (4, 6), (6, 11)], [True, False, False, False], 94, False, [False, False, True, True], 87, 'East', (3, 3))
Element 4: (1, (3, 3), ['', '%', '.', '.'], [(13, 12), (5, 6), (6, 12)], [False, True, False, False], 92, False, [False, False, True, True], 126, 'East', (4, 3))
Element 5: (1, (4, 3), ['', '.', '.', '.'], [(13, 13), (6, 6), (7, 12)], [False, False, False, False], 90, False, [False, True, True, True], 165, 'East', (5, 3))
Element 6: (1, (5, 3), ['', '.', '%', '.'], [(14, 13), (6, 5), (8, 12)], [False, False, True, False], 88, False, [False, True, False, True], 204, 'East', (6, 3))
Element 7: (1, (6, 3), ['', '.', 'G', '.'], [(15, 13), (6, 4), (9, 12)], [False, False, False, False], 86, False, [False, True, False, True], 233, 'East', (7, 3))
Element 8: (1, (7, 3), ['G', '.', '%', '.'], [(16, 13), (6, 3), (9, 13)], [False, False, True, False], 84, False, [False, True, False, True], 262, 'East', (8, 3))
Element 9: (1, (8, 3), ['', '.', '.', '.'], [(17, 13), (6, 2), (10, 13)], [False, False, False, False], 82, False, [False, True, True, True], 301, 'East', (9, 3))
Element 10: (1, (9, 3), ['', 'F', '.', '.'], [(18, 13), (7, 2), (10, 12)], [False, False, False, False], 80, False, [False, False, True, True], 330, 'South', (9, 2))
Element 11: (1, (9, 2), ['G', '.', '', '.'], [(18, 12), (8, 2), (11, 12)], [False, False, False, False], 78, False, [False, True, False, True], 1349, 'East', (10, 2))
Element 12: (1, (10, 2), ['', '%', '.', '.'], [(18, 11), (8, 1), (12, 12)], [False, True, False, False], 76, False, [False, False, True, True], 1378, 'East', (11, 2))
Element 13: (1, (11, 2), ['', '.', '.', '.'], [(18, 10), (9, 1), (12, 13)], [False, False, False, False], 74, False, [False, True, True, True], 1417, 'East', (12, 2))
Element 14: (1, (12, 2), ['', '.', '%', '.'], [(17, 10), (9, 2), (13, 13)], [False, False, True, False], 72, False, [False, True, False, True], 1436, 'East', (13, 2))
Element 15: (1, (13, 2), ['', '.', '.', '.'], [(17, 11), (10, 2), (14, 13)], [False, False, False, False], 70, False, [False, True, True, True], 1455, 'East', (14, 2))
Element 16: (1, (14, 2), ['', '.', '.', '%'], [(17, 12), (10, 3), (15, 13)], [False, False, False, True], 68, False, [False, True, True, False], 1484, 'North', (14, 3))
Element 17: (1, (14, 3), ['.', '', '.', '%'], [(16, 12), (11, 3), (15, 12)], [False, False, False, True], 66, False, [True, False, True, False], 1523, 'North', (14, 4))
Element 18: (1, (14, 4), ['.', '', '.', '.'], [(16, 11), (11, 4), (15, 13)], [False, False, False, False], 64, False, [True, False, True, True], 1552, 'East', (15, 4))
Element 19: (1, (15, 4), ['', '%', '.', '.'], [(16, 10), (12, 4), (16, 13)], [False, True, False, False], 62, False, [False, False, True, True], 1581, 'East', (16, 4))
