Element 1: (3, (15, 7), ['.', '.', '.', '%'], [(17, 4), (5, 3), (8, 2)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (15, 8))
Element 2: (3, (15, 8), ['.', '', '%', '%'], [(18, 4), (6, 3), (9, 2)], [False, False, True, True], 96, False, [True, False, False, False], 1058, 'West', (14, 8))
Element 3: (3, (14, 8), ['.', '.', '%', ''], [(18, 5), (7, 3), (10, 2)], [False, False, True, False], 94, False, [True, True, False, False], 1097, 'South', (14, 7))
Element 4: (3, (14, 7), ['%', '%', '', ''], [(17, 5), (8, 3), (11, 2)], [True, True, False, False], 92, False, [False, False, False, False], 1136, 'North', (14, 8))
Element 5: (3, (14, 8), ['.', '', '%', ''], [(17, 6), (9, 3), (12, 2)], [False, False, True, False], 90, False, [True, False, False, False], 1165, 'West', (13, 8))
Element 6: (3, (13, 8), ['%', '%', '%', ''], [(17, 7), (10, 3), (13, 2)], [True, True, True, False], 88, False, [False, False, False, False], 1204, 'East', (14, 8))
Element 7: (3, (14, 8), ['', '', '%', ''], [(18, 7), (11, 3), (14, 2)], [False, False, True, False], 86, False, [False, False, False, False], 1233, 'East', (15, 8))
Element 8: (3, (15, 8), ['', '', '%', '%'], [(17, 7), (11, 4), (14, 3)], [False, False, True, True], 84, False, [False, False, False, False], 1252, 'South', (15, 7))
Element 9: (3, (15, 7), ['', '.', '', '%'], [(17, 6), (12, 4), (14, 4)], [False, False, False, True], 82, False, [False, True, False, False], 1271, 'South', (15, 6))
Element 10: (3, (15, 6), ['%', '.', '', 'G'], [(16, 6), (13, 4), (15, 4)], [True, False, False, False], 80, False, [False, True, False, False], 1310, 'South', (15, 5))
Element 11: (3, (15, 5), ['.', '', '', 'G'], [(16, 5), (13, 5), (16, 4)], [False, False, False, False], 78, False, [True, False, False, False], 1339, 'West', (14, 5))
Element 12: (3, (14, 5), ['', '', '%', 'G'], [(15, 5), (13, 6), (16, 3)], [False, False, True, False], 76, False, [False, False, False, False], 1368, 'South', (14, 4))
Element 13: (3, (14, 4), ['', '', '', ''], [(15, 6), (12, 6), (17, 3)], [False, False, False, False], 74, False, [False, False, False, False], 1387, 'East', (15, 4))
Element 14: (3, (15, 4), ['', '%', '', ''], [(15, 7), (12, 5), (18, 3)], [False, True, False, False], 72, False, [False, False, False, False], 1406, 'East', (16, 4))
Element 15: (3, (16, 4), ['', '', '', ''], [(15, 8), (12, 6), (18, 4)], [False, False, False, False], 70, False, [False, False, False, False], 1405, 'East', (17, 4))
Element 16: (3, (17, 4), ['', '', '', ''], [(14, 8), (11, 6), (18, 5)], [False, False, False, False], 68, False, [False, False, False, False], 1414, 'East', (18, 4))
Element 17: (3, (18, 4), ['', '', '', '%'], [(14, 7), (12, 6), (17, 5)], [False, False, False, True], 66, False, [False, False, False, False], 1413, 'North', (18, 5))
Element 18: (3, (18, 5), ['', '', '%', '%'], [(14, 8), (13, 6), (17, 6)], [False, False, True, True], 64, False, [False, False, False, False], 1412, 'West', (17, 5))
Element 19: (3, (17, 5), ['', '', '', ''], [(13, 8), (13, 5), (17, 7)], [False, False, False, False], 62, False, [False, False, False, False], 1411, 'North', (17, 6))
Element 20: (3, (17, 6), ['', '', '', '%'], [(14, 8), (12, 5), (18, 7)], [False, False, False, True], 60, False, [False, False, False, False], 1410, 'North', (17, 7))
Element 21: (3, (17, 7), ['%', '', '%', 'G'], [(15, 8), (13, 5), (18, 7)], [True, False, True, False], 58, False, [False, False, False, False], 1409, 'South', (17, 6))
Element 22: (3, (17, 6), ['', '', 'G', '%'], [(15, 7), (13, 4), (17, 7)], [False, False, False, True], 56, False, [False, False, False, False], 1408, 'West', (16, 6))
Element 23: (3, (16, 6), ['', '', '%', 'G'], [(14, 7), (13, 3), (17, 6)], [False, False, True, False], 54, False, [False, False, False, False], 1417, 'South', (16, 5))
Element 24: (3, (16, 5), ['', '', '', ''], [(15, 7), (14, 3), (17, 6)], [False, False, False, False], 52, False, [False, False, False, False], 1416, 'North', (16, 6))
Element 25: (3, (16, 6), ['G', '', '%', ''], [(15, 6), (14, 4), (17, 5)], [False, False, True, False], 50, False, [False, False, False, False], 1415, 'East', (17, 6))
Element 26: (3, (17, 6), ['', '', '', '%'], [(15, 5), (15, 4), (17, 4)], [False, False, False, True], 48, False, [False, False, False, False], 1414, 'South', (17, 5))
Element 27: (3, (17, 5), ['', '', '', ''], [(14, 5), (16, 4), (17, 3)], [False, False, False, False], 46, False, [False, False, False, False], 1413, 'West', (16, 5))
Element 28: (3, (16, 5), ['', '', '', ''], [(14, 4), (17, 4), (16, 3)], [False, False, False, False], 44, False, [False, False, False, False], 1412, 'East', (17, 5))
Element 29: (3, (17, 5), ['', '', '', ''], [(15, 4), (18, 4), (16, 4)], [False, False, False, False], 42, False, [False, False, False, False], 1411, 'East', (18, 5))
Element 30: (3, (18, 5), ['', '', '%', '%'], [(14, 4), (18, 3), (15, 4)], [False, False, True, True], 40, False, [False, False, False, False], 1410, 'South', (18, 4))
Element 31: (3, (18, 4), ['', '', '', '%'], [(14, 3), (17, 3), (14, 4)], [False, False, False, True], 38, False, [False, False, False, False], 1409, 'South', (18, 3))
Element 32: (3, (18, 3), ['', '%', '', '%'], [(14, 2), (16, 3), (13, 4)], [False, True, False, True], 36, False, [False, False, False, False], 1408, 'West', (17, 3))
Element 33: (3, (17, 3), ['', '%', '', ''], [(14, 1), (16, 4), (13, 5)], [False, True, False, False], 34, False, [False, False, False, False], 1417, 'West', (16, 3))
Element 34: (3, (16, 3), ['%', '%', '', ''], [(15, 1), (16, 3), (14, 5)], [True, True, False, False], 32, False, [False, False, False, False], 1426, 'East', (17, 3))
Element 35: (3, (17, 3), ['', '%', '', ''], [(14, 1), (16, 4), (15, 5)], [False, True, False, False], 30, False, [False, False, False, False], 1425, 'East', (18, 3))
Element 36: (3, (18, 3), ['', '%', '', '%'], [(13, 1), (17, 4), (16, 5)], [False, True, False, True], 28, False, [False, False, False, False], 1434, 'North', (18, 4))
Element 37: (3, (18, 4), ['', '', '', '%'], [(12, 1), (17, 3), (16, 6)], [False, False, False, True], 26, False, [False, False, False, False], 1443, 'West', (17, 4))
Element 38: (3, (17, 4), ['', '', '', ''], [(11, 1), (16, 3), (15, 6)], [False, False, False, False], 24, False, [False, False, False, False], 1452, 'North', (17, 5))
Element 39: (3, (17, 5), ['', '', '', ''], [(11, 2), (16, 4), (15, 7)], [False, False, False, False], 22, False, [False, False, False, False], 1451, 'South', (17, 4))
Element 40: (3, (17, 4), ['', '', '', ''], [(12, 2), (16, 3), (15, 8)], [False, False, False, False], 20, False, [False, False, False, False], 1450, 'South', (17, 3))
Element 41: (3, (17, 3), ['', '%', '', ''], [(13, 2), (16, 4), (14, 8)], [False, True, False, False], 18, False, [False, False, False, False], 1449, 'North', (17, 4))
Element 42: (3, (17, 4), ['', '', '', ''], [(13, 3), (15, 4), (14, 7)], [False, False, False, False], 16, False, [False, False, False, False], 1448, 'West', (16, 4))
Element 43: (3, (16, 4), ['', '', '', ''], [(13, 4), (15, 5), (14, 8)], [False, False, False, False], 14, False, [False, False, False, False], 1447, 'North', (16, 5))
Element 44: (3, (16, 5), ['', '', '', ''], [(13, 5), (15, 6), (13, 8)], [False, False, False, False], 12, False, [False, False, False, False], 1446, 'South', (16, 4))
Element 45: (3, (16, 4), ['', '', '', ''], [(13, 6), (16, 6), (14, 8)], [False, False, False, False], 10, False, [False, False, False, False], 1445, 'South', (16, 3))
Element 46: (3, (16, 3), ['%', '%', '', ''], [(12, 6), (17, 6), (15, 8)], [True, True, False, False], 8, False, [False, False, False, False], 1444, 'North', (16, 4))
Element 47: (3, (16, 4), ['', '', '', ''], [(12, 5), (17, 7), (15, 7)], [False, False, False, False], 6, False, [False, False, False, False], 1443, 'West', (15, 4))
Element 48: (3, (15, 4), ['', '%', '', ''], [(12, 4), (18, 7), (14, 7)], [False, True, False, False], 4, False, [False, False, False, False], 1442, 'West', (14, 4))
Element 49: (3, (14, 4), ['', '', '', ''], [(11, 4), (17, 7), (15, 7)], [False, False, False, False], 2, False, [False, False, False, False], 1441, 'South', (14, 3))
Element 50: (3, (14, 3), ['', '', '', '%'], [(11, 4), (17, 7), (15, 7)], [False, False, False, True], 0, False, [False, False, False, False], 1440, 'Stop', (14, 3))
Element 51: #0#
