Element 1: (0, (10, 2), ['F', '%', '.', '.'], [(3, 7), (5, 6), (13, 12)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (9, 2))
Element 2: (0, (9, 2), ['.', '.', '.', ''], [(3, 6), (6, 6), (13, 13)], [False, False, False, False], 96, False, [True, True, True, False], 1029, 'North', (9, 3))
Element 3: (0, (9, 3), ['.', '', '.', '.'], [(4, 6), (6, 5), (14, 13)], [False, False, False, False], 94, False, [True, False, True, True], 1068, 'East', (10, 3))
Element 4: (0, (10, 3), ['', '', '.', '.'], [(4, 5), (6, 4), (15, 13)], [False, False, False, False], 92, False, [False, False, True, True], 1107, 'East', (11, 3))
Element 5: (0, (11, 3), ['', '.', '.', '%'], [(5, 5), (6, 3), (16, 13)], [False, False, False, True], 90, False, [False, True, True, False], 1146, 'North', (11, 4))
Element 6: (0, (11, 4), ['.', '', '%', '.'], [(6, 5), (7, 3), (17, 13)], [False, False, True, False], 88, False, [True, False, False, True], 1175, 'East', (12, 4))
Element 7: (0, (12, 4), ['', '%', '.', '.'], [(6, 6), (8, 3), (18, 13)], [False, True, False, False], 86, False, [False, False, True, True], 1204, 'East', (13, 4))
Element 8: (0, (13, 4), ['', '.', '.', '.'], [(5, 6), (8, 4), (18, 12)], [False, False, False, False], 84, False, [False, True, True, True], 1233, 'East', (14, 4))
Element 9: (0, (14, 4), ['', '.', '.', '.'], [(6, 6), (9, 4), (18, 11)], [False, False, False, False], 82, False, [False, True, True, True], 1262, 'East', (15, 4))
Element 10: (0, (15, 4), ['', '%', '.', '.'], [(6, 5), (10, 4), (18, 10)], [False, True, False, False], 80, False, [False, False, True, True], 1291, 'East', (16, 4))
Element 11: (0, (16, 4), ['', '.', '.', '.'], [(6, 4), (10, 5), (17, 10)], [False, False, False, False], 78, False, [False, True, True, True], 2310, 'East', (17, 4))
Element 12: (0, (17, 4), ['', '.', '.', '.'], [(6, 3), (9, 5), (17, 11)], [False, False, False, False], 76, False, [False, True, True, True], 2339, 'East', (18, 4))
Element 13: (0, (18, 4), ['', '.', '.', '%'], [(6, 2), (9, 6), (17, 12)], [False, False, False, True], 74, False, [False, True, True, False], 2378, 'North', (18, 5))
Element 14: (0, (18, 5), ['.', '', '%', '%'], [(7, 2), (9, 7), (16, 12)], [False, False, True, True], 72, False, [True, False, False, False], 2417, 'West', (17, 5))
Element 15: (0, (17, 5), ['.', '', '.', ''], [(8, 2), (10, 7), (16, 11)], [False, False, False, False], 70, False, [True, False, True, False], 2456, 'North', (17, 6))
Element 16: (0, (17, 6), ['.', '', '.', '%'], [(8, 1), (10, 8), (16, 10)], [False, False, False, True], 68, False, [True, False, True, False], 2495, 'North', (17, 7))
Element 17: (0, (17, 7), ['%', '', '%', '.'], [(9, 1), (9, 8), (16, 9)], [True, False, True, False], 66, False, [False, False, False, True], 2534, 'East', (18, 7))
Element 18: (0, (18, 7), ['', '%', '%', '%'], [(9, 2), (8, 8), (17, 9)], [False, True, True, True], 64, False, [False, False, False, False], 2563, 'West', (17, 7))
Element 19: (0, (17, 7), ['%', '', '%', ''], [(10, 2), (8, 9), (16, 9)], [True, False, True, False], 62, False, [False, False, False, False], 2572, 'South', (17, 6))
Element 20: (0, (17, 6), ['.', '', '', '%'], [(11, 2), (7, 9), (16, 10)], [False, False, False, True], 60, False, [True, False, False, False], 2591, 'West', (16, 6))
Element 21: (0, (16, 6), ['.', '.', '%', ''], [(12, 2), (7, 8), (16, 11)], [False, False, True, False], 58, False, [True, True, False, False], 2620, 'South', (16, 5))
Element 22: (0, (16, 5), ['.', '', '', ''], [(13, 2), (6, 8), (16, 12)], [False, False, False, False], 56, False, [True, False, False, False], 2649, 'West', (15, 5))
